Date,PACIFIC ex JAPAN SMALL CAP
2008-01,258.58503458417374
2008-02,267.178930881374
2008-03,239.8263911865828
2008-04,260.4146854643102
2008-05,263.70678467037965
2008-06,231.00819833676996
2008-07,222.54642956986785
2008-08,216.69104583802954
2008-09,182.7819396780512
2008-10,130.95842203811068
2008-11,116.58808265342655
2008-12,118.79207796434213
2009-01,114.66519041388443
2009-02,108.51439357837903
2009-03,118.67975287669117
2009-04,140.19773583194706
2009-05,162.7182054945034
2009-06,168.82558508334643
2009-07,191.14721955303295
2009-08,198.54756762461798
2009-09,211.25526358645465
2009-10,214.30392136004502
2009-11,216.66219359118352
2009-12,235.77937931760763
2010-01,227.8164222682709
2010-02,234.93971880559943
2010-03,256.48167551051785
2010-04,268.30371166102486
2010-05,246.8399799637354
2010-06,245.86361798451819
2010-07,254.68183487484325
2010-08,260.48305365197274
2010-09,278.90871169190365
2010-10,286.112843975093
2010-11,301.4075734790558
2010-12,321.9836934291169
2011-01,305.9049374422916
2011-02,305.30826754344525
2011-03,306.275526098236
2011-04,304.8104779966582
2011-05,307.3632657123636
2011-06,293.9285658750075
2011-07,300.93121573781656
2011-08,279.4559686810376
2011-09,245.36381483624356
2011-10,274.69198077191606
2011-11,265.20948903259796
2011-12,266.19930413096887
2012-01,291.39124991332847
2012-02,307.3213256092101
2012-03,299.0404892040697
2012-04,302.5081442523543
2012-05,281.7841388150131
2012-06,278.3887651346177
2012-07,296.29733484977163
2012-08,294.12052285887796
2012-09,303.5071951974059
2012-10,307.5407154617013
2012-11,309.42909522435315
2012-12,312.91356132307595
2013-01,320.0334661452012
2013-02,336.22685764132893
2013-03,343.17459133381817
2013-04,331.59839226357536
2013-05,312.4986399128248
2013-06,284.923424531901
2013-07,290.07129158273926
2013-08,294.63499512681193
2013-09,309.0869008209198
2013-10,313.1499590547757
2013-11,299.4732673658335
2013-12,297.3102613124398
2014-01,289.7190232576705
2014-02,298.10415736285347
2014-03,304.2392459419477
2014-04,304.4001063827142
2014-05,311.83659458465274
2014-06,312.46868667428845
2014-07,326.70900000819694
2014-08,334.4217922876836
2014-09,316.66837831887415
2014-10,323.04978248111564
2014-11,314.37756333515256
2014-12,315.76819886551965
2015-01,331.9303130313602
2015-02,350.1484041732026
2015-03,359.0911725895778
2015-04,363.9193288678759
2015-05,370.14059401358986
2015-06,337.99374216582896
2015-07,325.46600048872057
2015-08,291.0015291217644
2015-09,286.070013502494
2015-10,312.64723368529
2015-11,324.3023983974629
2015-12,320.66245890980395
2016-01,293.93652151459736
2016-02,299.8698942190206
2016-03,318.9416803562584
2016-04,323.0203437305617
2016-05,326.792594309448
2016-06,329.70004964037474
2016-07,351.7690929714326
2016-08,350.5545151892648
2016-09,354.6985476711777
2016-10,348.3374061591532
2016-11,354.1903099865876
2016-12,354.9573325763887
2017-01,357.6049720081606
2017-02,374.09401009557024
2017-03,377.1371088171612
2017-04,368.9087987756477
2017-05,359.45845368210286
2017-06,365.35470537371265
2017-07,362.1159579931078
2017-08,363.18882878703675
2017-09,367.49339642564394
2017-10,382.6689692786388
2017-11,380.9459656342985
2017-12,392.81206061322035
2018-01,395.17679592565764
2018-02,391.1131960110673
2018-03,376.56130713366633
2018-04,385.2032135408579
2018-05,400.61132228736335
2018-06,388.99167851534804
2018-07,388.9730959918056
2018-08,384.75545623530735
2018-09,384.90673269710976
2018-10,358.04985955238504
2018-11,368.2216585412719
2018-12,346.0094639786858
2019-01,374.0847042331184
2019-02,388.2561641833614
2019-03,396.19389777433594
2019-04,402.4022967673823
2019-05,389.59249394259314
2019-06,398.5557102393325
2019-07,412.81444640701596
2019-08,396.6659435860343
2019-09,407.7410005323942
2019-10,404.04668510388876
2019-11,409.1834638308156
2019-12,416.4427205135492
2020-01,414.1319722022904
2020-02,377.48241116169766
2020-03,286.68436419811496
2020-04,341.58534131983276
2020-05,364.9476540715476
2020-06,380.1122856000026
2020-07,377.69833461874117
2020-08,405.04532254687143
2020-09,397.8751701611461
2020-10,398.58145735939667
2020-11,439.8637609717598
2020-12,456.44538729191635
2021-01,459.9420693293069
2021-02,473.7314735184113
2021-03,492.6379277852907
2021-04,506.4320418112118
2021-05,499.68554858750025
2021-06,515.1608259751723
2021-07,508.28592186761205
2021-08,523.742825693618
2021-09,516.406981623808
2021-10,538.7018849532773
2021-11,524.59638036875
2021-12,544.9003654209016
2022-01,502.09162013934406
2022-02,515.1397634547413
2022-03,555.2683122046496
2022-04,552.6316296474231
2022-05,524.8448175223058
2022-06,471.1509241283395
2022-07,518.6735686628426
2022-08,530.6025085600331
2022-09,472.195830507953
2022-10,478.75977073562416
2022-11,509.36094886138693
2022-12,489.7439589861462
2023-01,525.6308475371574
2023-02,501.40878818235734
2023-03,481.02225960136
2023-04,478.12541767858755
2023-05,475.25616718013816
2023-06,478.848944345754
2023-07,495.1804521482546
