Date,PACIFIC ex JAPAN SMALL CAP
2000-12,100.0
2001-01,102.95303822992607
2001-02,101.9102381785416
2001-03,94.03277598484696
2001-04,100.35855016341418
2001-05,106.16416731260904
2001-06,109.89795484288558
2001-07,103.36890629012687
2001-08,101.07361281652754
2001-09,89.16722229499086
2001-10,96.31780976897564
2001-11,102.1292294155656
2001-12,104.21662714586746
2002-01,111.33167357481643
2002-02,111.49407793720835
2002-03,115.70444704031472
2002-04,112.24433302216833
2002-05,116.28468370873681
2002-06,106.33522643970306
2002-07,100.23752504412586
2002-08,102.62069107852271
2002-09,95.96905740565937
2002-10,98.01739399003223
2002-11,99.7541804894646
2002-12,96.10238442124428
2003-01,97.4209161014415
2003-02,95.51651646440091
2003-03,94.11948984720095
2003-04,97.10523771406024
2003-05,98.69018177693161
2003-06,106.47355995365189
2003-07,111.10703736668304
2003-08,119.43564206379676
2003-09,121.56101099794503
2003-10,131.8345938721614
2003-11,127.28830828020348
2003-12,128.89215519404001
2004-01,136.224094291399
2004-02,140.31905935388778
2004-03,142.1519466109711
2004-04,137.48510042952952
2004-05,134.35172401655103
2004-06,135.00786081129905
2004-07,141.58037226076146
2004-08,144.87855282277513
2004-09,150.22669939413444
2004-10,156.06685666455718
2004-11,160.86870911482922
2004-12,163.94291335388715
2005-01,172.44033272725764
2005-02,174.74218398339536
2005-03,173.3924781027527
2005-04,171.7219894067062
2005-05,181.84444734372903
2005-06,195.60399882139916
2005-07,203.07668708533586
2005-08,200.4079295157011
2005-09,214.74210828367558
2005-10,203.4588260810494
2005-11,214.54231815133008
2005-12,218.64195865388174
2006-01,224.53944600979182
2006-02,230.98918832900182
2006-03,237.20818562828066
2006-04,242.58535121069664
2006-05,225.7537028228632
2006-06,224.01598154467405
2006-07,226.75794662999246
2006-08,233.44086740872825
2006-09,239.79192982580457
2006-10,254.58152401002283
2006-11,260.0319613785863
2006-12,271.1507640252471
2007-01,282.1457260594064
2007-02,282.845688938451
2007-03,295.1591303989846
2007-04,307.85567868075424
2007-05,324.4823183289503
2007-06,331.71268470308047
2007-07,327.19073348950303
2007-08,307.39210774800495
2007-09,320.80956903035354
2007-10,336.91093990056623
2007-11,305.39312821597866
2007-12,302.38524914359664
