Date,EU SMALL CAP
2007-05,1000.0
2007-06,977.8320421298974
2007-07,955.648607050325
2007-08,925.6271686851275
2007-09,897.1619920338228
2007-10,938.2843713218195
2007-11,851.0916083435518
2007-12,827.1293527444213
2008-01,731.0129489116878
2008-02,745.6361783663215
2008-03,720.3086766668006
2008-04,743.9229715744962
2008-05,752.8179828369834
2008-06,676.9672503114858
2008-07,649.7090651317314
2008-08,669.2949452237023
2008-09,561.3076524081914
2008-10,445.4967463799439
2008-11,406.88700326236847
2008-12,389.41877700659734
2009-01,395.8645952863946
2009-02,372.69417255959894
2009-03,381.78185416307844
2009-04,467.2813236386275
2009-05,494.34852151206684
2009-06,496.41660944940236
2009-07,536.9786296841747
2009-08,586.1841537743574
2009-09,613.4793138956994
2009-10,595.5830127241003
2009-11,590.2460337636534
2009-12,623.7993031727647
2010-01,634.841924601535
2010-02,622.9370956143429
2010-03,679.2212662425371
2010-04,698.9122284155502
2010-05,651.3321476532898
2010-06,645.7889217756202
2010-07,682.8803210219498
2010-08,669.5341758337697
2010-09,710.4616332633167
2010-10,736.8669186277767
2010-11,731.7017161861214
2010-12,795.7408359913156
2011-01,795.5546864476046
2011-02,805.2794743732584
2011-03,795.5802227852448
2011-04,821.2470187478705
2011-05,820.8860214072844
2011-06,790.0822747562408
2011-07,763.0283774952869
2011-08,682.4321760594431
2011-09,638.2581350394867
2011-10,679.8553812189438
2011-11,661.2979777918296
2011-12,661.7238362353064
2012-01,722.9243026420679
2012-02,765.9911558151737
2012-03,766.4149347843318
2012-04,766.626794160723
2012-05,712.1393979900157
2012-06,727.6842369323813
2012-07,754.575598151156
2012-08,772.8132632176838
2012-09,798.9309777453752
2012-10,809.4549042421783
2012-11,814.602449831268
2012-12,845.7980355786135
2013-01,870.4712413934376
2013-02,902.9295198477673
2013-03,915.4073126940863
2013-04,922.2695153279366
2013-05,957.4513623347943
2013-06,915.4366090331216
2013-07,974.9991442575694
2013-08,987.1729679790438
2013-09,1043.7797694786066
2013-10,1091.607409884168
2013-11,1112.72526028555
2013-12,1136.8671183363338
2014-01,1147.463381441676
2014-02,1224.2132885837461
2014-03,1208.7659989155288
2014-04,1192.2147364357243
2014-05,1220.6728058613905
2014-06,1207.30842657276
2014-07,1176.2514604787063
2014-08,1191.965303166614
2014-09,1173.4420690142845
2014-10,1157.1421459888052
2014-11,1184.7165917812265
2014-12,1211.533626352455
2015-01,1287.4210948648208
2015-02,1407.186491488437
2015-03,1430.0505422107233
2015-04,1446.2660730782914
2015-05,1501.7960637199399
2015-06,1459.8258355181213
2015-07,1512.6224438459403
2015-08,1435.6509022150362
2015-09,1392.4711144512207
2015-10,1481.4627274798252
2015-11,1539.5902820478952
2015-12,1505.0675448898573
2016-01,1379.9780222915979
2016-02,1367.5532486090083
2016-03,1410.9638145695878
2016-04,1420.0005029348945
2016-05,1481.4617910174297
2016-06,1337.067698791658
2016-07,1412.9733004669142
2016-08,1437.6495123301543
2016-09,1449.398758460727
2016-10,1409.0233778770987
2016-11,1423.6312672034858
2016-12,1494.0546401834301
2017-01,1504.9777367581814
2017-02,1553.4789001434276
2017-03,1598.6161614599391
2017-04,1676.1988304232386
2017-05,1695.5946096097093
2017-06,1653.6211980140592
2017-07,1671.7030148487947
2017-08,1662.525826418139
2017-09,1740.3637845852095
2017-10,1775.684331691182
2017-11,1742.2485426335045
2017-12,1783.6276981156655
2018-01,1816.6373416389652
2018-02,1758.3215572167592
2018-03,1735.5955488691438
2018-04,1808.6833285531775
2018-05,1830.4430185798396
2018-06,1810.1202755869397
2018-07,1836.0358905600804
2018-08,1821.1824931496626
2018-09,1787.3844161626391
2018-10,1651.7006460167136
2018-11,1602.2984250795728
2018-12,1505.6865777833846
2019-01,1641.215772121043
2019-02,1701.6522490059003
2019-03,1723.1732038391467
2019-04,1803.4914314759446
2019-05,1695.8545545034526
2019-06,1744.4110406189136
2019-07,1743.6078505544294
2019-08,1712.4968260221228
2019-09,1772.0723335813632
2019-10,1822.3159767095794
2019-11,1906.006453966864
2019-12,1984.3260143552109
2020-01,1949.1408565191705
2020-02,1816.467648751386
2020-03,1453.6822677485934
2020-04,1614.9406521677377
2020-05,1729.0044303737582
2020-06,1775.6740073248284
2020-07,1812.5782386462213
2020-08,1898.23106608635
2020-09,1918.3989745201975
2020-10,1793.2208604789419
2020-11,2088.76753077967
2020-12,2207.164540127085
2021-01,2211.318632943714
2021-02,2292.6921475687204
2021-03,2407.660384224973
2021-04,2514.7598787769075
2021-05,2576.4699279539223
2021-06,2567.0434977407162
2021-07,2668.251033903748
2021-08,2749.6990682609985
2021-09,2625.785383585833
2021-10,2734.890363400481
2021-11,2650.8013102552613
2021-12,2744.194379096545
2022-01,2567.461763438118
2022-02,2453.7958074568514
2022-03,2502.10476229506
2022-04,2457.312519421563
2022-05,2444.1005464060795
2022-06,2121.8686086420453
2022-07,2290.0639506496123
2022-08,2145.095724699883
2022-09,1925.095228512306
2022-10,2074.713374906532
2022-11,2200.880941497022
2022-12,2164.4935896876173
2023-01,2345.796785932023
2023-02,2426.397924088827
2023-03,2336.9561516571594
2023-04,2361.84229983108
2023-05,2289.333458536859
2023-06,2333.2399773031625
2023-07,2392.878254058954
