Date,AC ASIA ex JAPAN SMALL CAP
1998-12,389.0211992588139
1999-01,396.1258188820224
1999-02,391.5440500190463
1999-03,436.5171742702939
1999-04,541.9844882257269
1999-05,566.3038409460944
1999-06,650.0520060238521
1999-07,605.5731222855171
1999-08,608.7639081583259
1999-09,560.796190926503
1999-10,571.3011066128756
1999-11,618.4243479439259
1999-12,646.7789054524501
2000-01,665.4304465128916
2000-02,657.3872294163235
2000-03,653.9382771847669
2000-04,620.258948813487
2000-05,547.4081320555505
2000-06,528.1100917352406
2000-07,527.8712660042752
2000-08,545.3721131536156
2000-09,484.8318216048832
2000-10,458.6876426233135
2000-11,434.16074098303164
2000-12,388.2672526257334
2001-01,438.6170412160442
2001-02,447.99684346507854
2001-03,426.38262972554713
2001-04,428.94881491627467
2001-05,465.5001775586497
2001-06,457.73429442834924
2001-07,415.9029029773274
2001-08,403.75339096776827
2001-09,353.64088857522205
2001-10,370.2112177785733
2001-11,409.8605685880623
2001-12,437.92732645147083
2002-01,488.5818990945815
2002-02,493.9088623687353
2002-03,533.6786073608382
2002-04,523.499479676212
2002-05,494.46135887123995
2002-06,442.24792753035143
2002-07,433.5175768968059
2002-08,425.5313462235463
2002-09,367.6336619779389
2002-10,381.1426464225075
2002-11,393.8931458288698
2002-12,358.0544036671228
2003-01,368.2771640125018
2003-02,352.8370680041322
2003-03,329.5829200573913
2003-04,328.22461047801033
2003-05,348.76959933478685
2003-06,379.1452941022522
2003-07,414.8416783415971
2003-08,450.16375891867443
2003-09,429.88301859285104
2003-10,459.18977019961005
2003-11,446.6893212742478
2003-12,448.7628622339448
2004-01,481.51875387296
2004-02,501.66995597667534
2004-03,497.3076708327153
2004-04,484.14505394117253
2004-05,450.7060530349811
2004-06,441.15726897479954
2004-07,432.097139317765
2004-08,444.19144002017225
2004-09,455.1111748341434
2004-10,449.1980145153845
2004-11,467.81011696540116
2004-12,479.7333884133874
2005-01,504.0419517257369
2005-02,532.6821147560385
2005-03,522.4825843583591
2005-04,513.2748559785128
2005-05,548.4056348004873
2005-06,581.7787044870937
2005-07,607.3646945062161
2005-08,586.1219182453153
2005-09,624.7259403262364
2005-10,589.8049201932504
2005-11,652.5103319082825
2005-12,691.6310705075651
2006-01,708.140866314593
2006-02,726.8085965030797
2006-03,746.0773741195859
2006-04,767.3586642322961
2006-05,706.8948952920508
2006-06,675.0055747875818
2006-07,674.0204727844546
2006-08,692.5347714115467
2006-09,731.3162275421404
2006-10,752.7741200896423
2006-11,793.727980836342
2006-12,821.9541347296749
2007-01,835.6138474596737
2007-02,844.9631315862282
2007-03,871.0424618131344
2007-04,903.2158505643397
2007-05,1000.0
2007-06,1052.2392600960031
2007-07,1143.7342894049498
2007-08,1080.7817859280833
2007-09,1114.3669187628625
2007-10,1163.9026346533985
2007-11,1039.0155533225973
2007-12,1061.0534967069595
2008-01,891.0015566280006
2008-02,929.4890061856571
2008-03,830.1755881899594
2008-04,887.8752569791841
2008-05,865.2586372990006
2008-06,744.7943730333149
2008-07,727.558100096643
2008-08,707.3789498615654
2008-09,591.5723001009187
2008-10,454.4617184461635
2008-11,428.03612269908916
2008-12,453.27614732274935
2009-01,463.85547245938767
2009-02,451.9950490796623
2009-03,495.535136352641
2009-04,604.2354601639164
2009-05,722.8186982054889
2009-06,711.3954795683419
2009-07,795.5551781369659
2009-08,770.6152767041423
2009-09,818.8726768872742
2009-10,816.7596233380838
2009-11,837.4035852705429
2009-12,935.1283350450675
2010-01,919.1707299395724
2010-02,940.4208898175394
2010-03,1034.0250505132726
2010-04,1081.7595340661487
2010-05,1050.0179462744245
2010-06,1073.4164862090117
2010-07,1072.5821997107962
2010-08,1098.963891501946
2010-09,1148.428324250016
2010-10,1167.965874344828
2010-11,1219.7154218284102
2010-12,1243.2717946388034
2011-01,1194.5070053689276
2011-02,1123.604673280023
2011-03,1143.1300564929495
2011-04,1139.1765129095206
2011-05,1148.0084078326051
2011-06,1111.5062172010437
2011-07,1152.8922804193728
2011-08,1019.7492469044928
2011-09,915.6534057723592
2011-10,969.4853106766128
2011-11,916.6664543920963
2011-12,939.4052098305821
2012-01,1025.0138210676298
2012-02,1093.755480382192
2012-03,1056.7888730845332
2012-04,1044.90130690968
2012-05,1031.6215452734561
2012-06,1023.6580822645705
2012-07,1055.1324847283763
2012-08,1053.974381208475
2012-09,1101.949479978335
2012-10,1081.9501289639547
2012-11,1109.0599234907424
2012-12,1132.1724660393004
2013-01,1138.1062606722437
2013-02,1200.864929051419
2013-03,1231.3185405172117
2013-04,1230.075524552776
2013-05,1266.5555219561966
2013-06,1152.4810135657249
2013-07,1137.7443594336448
2013-08,1117.4863311764402
2013-09,1155.9817670968025
2013-10,1182.489403589871
2013-11,1169.5837809654934
2013-12,1157.8555992021763
2014-01,1161.3958700932585
2014-02,1177.148159996693
2014-03,1193.5999471875182
2014-04,1189.352196523361
2014-05,1244.880347698943
2014-06,1263.504686301245
2014-07,1310.997094846631
2014-08,1353.9702393602665
2014-09,1360.744468199506
2014-10,1346.1447515394987
2014-11,1333.6845018077083
2014-12,1348.3655731491965
2015-01,1477.9244344620781
2015-02,1514.053334741648
2015-03,1603.4428411733059
2015-04,1687.4761730860314
2015-05,1746.9175402959195
2015-06,1630.05342113824
2015-07,1503.7693206148963
2015-08,1332.5411805563015
2015-09,1345.9115291470166
2015-10,1444.610364824478
2015-11,1483.1867710541137
2015-12,1449.0555794632057
2016-01,1330.0059155356394
2016-02,1311.17240986995
2016-03,1359.6765698308998
2016-04,1363.0243444279652
2016-05,1369.439645565088
2016-06,1391.0310880385148
2016-07,1429.8040628764195
2016-08,1468.553930389027
2016-09,1473.9689162476786
2016-10,1472.5320828472522
2016-11,1470.7309549741838
2016-12,1458.3027788351226
2017-01,1483.0745370575576
2017-02,1587.3450602547593
2017-03,1621.9114792271077
2017-04,1610.4685452462163
2017-05,1578.8229705250965
2017-06,1566.9325371493064
2017-07,1556.3130105495493
2017-08,1562.8195944897664
2017-09,1579.9623869411303
2017-10,1679.5405726223817
2017-11,1681.7524596651479
2017-12,1710.2924270597482
2018-01,1740.9088436885625
2018-02,1696.325276173932
2018-03,1662.1965287341961
2018-04,1695.239172738587
2018-05,1751.5345648535233
2018-06,1632.4489472333598
2018-07,1633.517924192298
2018-08,1627.982516032742
2018-09,1566.3158721732218
2018-10,1412.2107536408896
2018-11,1498.6020944355475
2018-12,1457.5275615655023
2019-01,1509.827646101634
2019-02,1555.2349885975857
2019-03,1610.2540829746927
2019-04,1609.5954729014056
2019-05,1524.7369953853001
2019-06,1540.1640039446147
2019-07,1529.5442656134724
2019-08,1476.781625471995
2019-09,1523.627776983276
2019-10,1545.6045053443722
2019-11,1552.4405693444999
2019-12,1591.65889540828
2020-01,1540.6524954521597
2020-02,1484.4920929098864
2020-03,1205.890919153918
2020-04,1378.7141233607717
2020-05,1382.5021932049815
2020-06,1486.8438713000462
2020-07,1531.207345903598
2020-08,1595.674438513577
2020-09,1607.0513358199778
2020-10,1620.8720243982955
2020-11,1771.711920050451
2020-12,1842.7582827102551
2021-01,1871.4967001381833
2021-02,2009.703862735864
2021-03,2100.903401235236
2021-04,2168.7450663124014
2021-05,2159.175130616203
2021-06,2280.378226961316
2021-07,2251.6027502214256
2021-08,2282.749280317092
2021-09,2290.448461283953
2021-10,2321.528786587037
2021-11,2334.414194146361
2021-12,2393.5856621933567
2022-01,2275.2654380825916
2022-02,2229.0663358205193
2022-03,2277.1242313837806
2022-04,2291.689413134831
2022-05,2213.308464229742
2022-06,2067.823964267937
2022-07,2162.8161309536627
2022-08,2233.2020902229697
2022-09,2036.9775347368022
2022-10,1961.0038250060625
2022-11,2114.1287424104576
2022-12,2031.4375689452106
2023-01,2127.467150722857
2023-02,2116.084599410921
2023-03,2087.308524160467
2023-04,2055.3377355547323
2023-05,2136.13112888568
2023-06,2164.9045685973565
2023-07,2273.5379882531593
