Date,EFM AFRICA SMALL CAP
2010-11,1000.0
2010-12,1057.5269821541913
2011-01,930.6307998785319
2011-02,942.3808701495038
2011-03,926.3907843732418
2011-04,934.4966620279498
2011-05,935.9068598674152
2011-06,933.0977383783918
2011-07,949.2692035738478
2011-08,890.2247335742782
2011-09,815.7774293777549
2011-10,825.3108451859742
2011-11,836.7927684189185
2011-12,880.5229442269031
2012-01,936.7475935129212
2012-02,991.8437792077883
2012-03,980.9498278554158
2012-04,1006.0890810003137
2012-05,967.328974774912
2012-06,1002.5030504461312
2012-07,1058.8894228256179
2012-08,1044.0621159439413
2012-09,1068.777066936052
2012-10,1022.5690049344255
2012-11,1006.2975067945778
2012-12,1071.5443854255027
2013-01,1020.8004353600209
2013-02,1065.6800303561731
2013-03,1094.6678940573395
2013-04,1078.8741536702764
2013-05,1020.4814372855915
2013-06,1017.8140455837253
2013-07,1026.1423202184762
2013-08,999.0432280732621
2013-09,1038.2950730731181
2013-10,1102.0425385306867
2013-11,1076.077259523502
2013-12,1056.8974086326023
2014-01,1008.5291679377141
2014-02,1043.6435951573524
2014-03,1076.2086457330379
2014-04,1101.7015315010053
2014-05,1134.933980534932
2014-06,1155.894533113006
2014-07,1196.1167632794602
2014-08,1249.340096431241
2014-09,1233.3343863850405
2014-10,1257.578098292465
2014-11,1267.3860095558296
2014-12,1245.9894990445237
2015-01,1377.8207990732424
2015-02,1387.9602915654955
2015-03,1363.3049345600157
2015-04,1348.5111576182983
2015-05,1336.5143697809922
2015-06,1271.681067158596
2015-07,1222.4632664255219
2015-08,1129.6513196555977
2015-09,1057.264201798967
2015-10,1110.9559683788364
2015-11,1053.9799382516935
2015-12,967.050692029598
2016-01,921.438461500842
2016-02,977.8728015711216
2016-03,1071.3496033352046
2016-04,1143.4466509897659
2016-05,1040.5997631784442
2016-06,1097.2421489976734
2016-07,1195.8343278853754
2016-08,1129.2688508921858
2016-09,1198.7676475687124
2016-10,1237.7110905604416
2016-11,1202.6664826550852
2016-12,1271.8679139449566
2017-01,1284.4753777713795
2017-02,1362.6115383252773
2017-03,1322.4121259302347
2017-04,1288.8474925207834
2017-05,1241.2854670147524
2017-06,1215.4628715986305
2017-07,1190.7560778367495
2017-08,1220.0346101715218
2017-09,1176.5779256234111
2017-10,1193.5363543831897
2017-11,1203.1232325721328
2017-12,1329.7918915000726
2018-01,1353.5466223473784
2018-02,1401.3209929590198
2018-03,1348.8435674317582
2018-04,1341.6438061502574
2018-05,1274.2076056929877
2018-06,1175.5323278514243
2018-07,1214.0660476553846
2018-08,1121.577791546269
2018-09,1118.6263896733967
2018-10,1071.2447805205834
2018-11,1109.6695332194558
2018-12,1073.7217058941317
2019-01,1159.2744357695508
2019-02,1147.2264527212787
2019-03,1110.5550706300023
2019-04,1132.0127809085352
2019-05,1075.8168143510734
2019-06,1103.878118444455
2019-07,1121.4312301311497
2019-08,1098.0012961673197
2019-09,1109.946623674009
2019-10,1162.4384916325075
2019-11,1205.6931089258967
2019-12,1249.6904964712012
2020-01,1153.1377542991308
2020-02,1001.843658925701
2020-03,678.8119572094877
2020-04,736.7966638198076
2020-05,737.7887558943282
2020-06,798.1615594965629
2020-07,798.1895081001488
2020-08,789.4107044834383
2020-09,825.3042182862354
2020-10,839.7139428178061
2020-11,937.4990636450291
2020-12,1004.2225180166847
2021-01,1042.5506410910568
2021-02,1071.5364609488156
2021-03,1174.5311512990918
2021-04,1206.2065685975551
2021-05,1298.4114329347126
2021-06,1305.6978529446399
2021-07,1291.5255438442075
2021-08,1382.5882491210052
2021-09,1368.3188698263739
2021-10,1381.130868231201
2021-11,1360.1604171068002
2021-12,1420.6622695795559
2022-01,1470.2179848600294
2022-02,1454.7574912821203
2022-03,1593.857908175476
2022-04,1569.6633836486765
2022-05,1524.7260492352962
2022-06,1399.7751256875904
2022-07,1481.1992804483798
2022-08,1476.3710630446842
2022-09,1414.450435317989
2022-10,1430.1009469139483
2022-11,1487.5945978793898
2022-12,1420.952033786187
2023-01,1391.794943902674
2023-02,1359.7200038637893
2023-03,1287.9130627125453
2023-04,1266.1079563278402
2023-05,1140.3274235390304
2023-06,1203.5325367461826
2023-07,1282.786423304873
