Date,AC FAR EAST SMALL CAP
2007-11,922.6477921360639
2007-12,893.8907687916256
2008-01,807.341702041746
2008-02,819.9906478452499
2008-03,767.9313718506828
2008-04,802.3100566120016
2008-05,812.7207141523658
2008-06,734.183771039628
2008-07,713.538898281301
2008-08,706.74683301894
2008-09,636.9234402016234
2008-10,579.4208713673288
2008-11,585.7757556958403
2008-12,591.0453073660301
2009-01,607.9086342242223
2009-02,555.1474280442163
2009-03,572.4257808401142
2009-04,639.7931514214063
2009-05,702.2430636257446
2009-06,725.3516428393091
2009-07,768.9261180576214
2009-08,772.7985861205013
2009-09,782.557914426791
2009-10,764.3220442338805
2009-11,749.1292805205082
2009-12,802.8719270860057
2010-01,815.6723197081919
2010-02,842.4934432133344
2010-03,906.031609181397
2010-04,944.7180547398497
2010-05,935.1874046450495
2010-06,946.5112084171022
2010-07,925.1063060291286
2010-08,937.2967294057077
2010-09,945.111681032015
2010-10,941.7713887947422
2010-11,1010.3598581922881
2010-12,1054.032703156101
2011-01,1037.3011315800936
2011-02,1021.325401002693
2011-03,983.337740677315
2011-04,961.8648279017203
2011-05,975.502126099793
2011-06,969.9164160206616
2011-07,1012.6018410865672
2011-08,932.6066557924356
2011-09,914.6743373414822
2011-10,905.8753753727675
2011-11,890.2881763919313
2011-12,930.1129849465772
2012-01,980.6755202946572
2012-02,1007.0889796036819
2012-03,1006.0378960086376
2012-04,997.1920788244572
2012-05,984.2407956335319
2012-06,986.7734422202878
2012-07,1009.6499897526305
2012-08,996.1648768989788
2012-09,1017.7837861018816
2012-10,994.6019738406303
2012-11,1008.0830503831428
2012-12,1028.5369481880523
2013-01,1036.5201598912
2013-02,1109.9538196749827
2013-03,1179.2309024513302
2013-04,1199.787537839039
2013-05,1181.8336450825823
2013-06,1124.021358665481
2013-07,1117.3049887482048
2013-08,1106.6094180685038
2013-09,1171.3608080856493
2013-10,1176.547507823178
2013-11,1164.9406436516695
2013-12,1154.2454495493805
2014-01,1168.6877688910067
2014-02,1149.1379288831156
2014-03,1155.8097523397205
2014-04,1138.9077817061593
2014-05,1187.575576349066
2014-06,1233.1046330898382
2014-07,1275.4247076788163
2014-08,1301.5789895116932
2014-09,1307.9147458969398
2014-10,1285.768757003921
2014-11,1272.9252493937902
2014-12,1305.7516411685424
2015-01,1436.0967736730408
2015-02,1484.5991379246354
2015-03,1579.6104156611632
2015-04,1611.7226427457163
2015-05,1666.6788568477743
2015-06,1606.445899729212
2015-07,1536.466986968097
2015-08,1415.524179036487
2015-09,1395.330252007085
2015-10,1503.9697473179317
2015-11,1569.4858865689673
2015-12,1534.939557405907
2016-01,1428.9324555781418
2016-02,1418.1406774072293
2016-03,1447.2673671598661
2016-04,1476.517853370758
2016-05,1500.9595185821695
2016-06,1505.2307746057143
2016-07,1560.2156363620527
2016-08,1551.2634659061973
2016-09,1591.0580931828322
2016-10,1616.5147090781572
2016-11,1610.4435562670083
2016-12,1625.6225565111822
2017-01,1646.7152573871142
2017-02,1737.3888148262604
2017-03,1739.9237097698863
2017-04,1726.3720759563464
2017-05,1719.6851782512322
2017-06,1707.9622606856449
2017-07,1694.386142399119
2017-08,1709.591512544929
2017-09,1741.8314072897258
2017-10,1833.8650549550998
2017-11,1845.8793312821138
2017-12,1862.1093999745422
2018-01,1892.8892315445332
2018-02,1882.1738143168423
2018-03,1853.887470564345
2018-04,1882.6453611934803
2018-05,1955.6345320226874
2018-06,1865.6154319434665
2018-07,1848.5812150718043
2018-08,1842.5002026824372
2018-09,1852.6187186539478
2018-10,1688.2729793057292
2018-11,1755.1397933674893
2018-12,1630.2929261373913
2019-01,1718.138597151074
2019-02,1763.7647253600292
2019-03,1793.747911670662
2019-04,1809.7012989331852
2019-05,1721.4167142919805
2019-06,1740.4332390781665
2019-07,1781.9689360411508
2019-08,1759.2375361720083
2019-09,1828.2307556162743
2019-10,1871.9095463323292
2019-11,1895.0212164159948
2019-12,1918.981763625594
2020-01,1854.4193858990814
2020-02,1706.3855988158143
2020-03,1536.384448609179
2020-04,1678.9782153460287
2020-05,1745.9926812077
2020-06,1772.5502030973946
2020-07,1718.801368981674
2020-08,1809.6094897918865
2020-09,1874.5634793142467
2020-10,1862.241391500936
2020-11,1972.795304773909
2020-12,2028.253959102038
2021-01,2041.6341775138806
2021-02,2107.807234186046
2021-03,2228.77371164512
2021-04,2232.1565581353193
2021-05,2183.6254373579277
2021-06,2286.6769744709954
2021-07,2249.6092517673133
2021-08,2299.3937173605605
2021-09,2320.0106815288373
2021-10,2297.834730835867
2021-11,2261.3992288546697
2021-12,2292.0134640230995
2022-01,2175.3174142475427
2022-02,2194.651197569746
2022-03,2176.1375631735377
2022-04,2139.472275136328
2022-05,2119.1574911107036
2022-06,2018.9010140043968
2022-07,2125.3505186936864
2022-08,2138.7727315718676
2022-09,1964.8242196142353
2022-10,1913.820939127528
2022-11,2061.227777617445
2022-12,2027.1900510742253
2023-01,2116.4402282869974
2023-02,2103.6717601373202
2023-03,2104.713925550915
2023-04,2063.0268007226946
2023-05,2106.7701890150065
2023-06,2106.029502453365
2023-07,2187.5208014310533
