Date,AC FAR EAST SMALL CAP
1998-12,463.27335659890343
1999-01,476.22312930637213
1999-02,486.44779286482867
1999-03,557.450482196833
1999-04,649.7187282140821
1999-05,633.9013883822455
1999-06,739.3340109464582
1999-07,741.0883473331066
1999-08,772.0730435415231
1999-09,774.7274384239538
1999-10,782.6617249853689
1999-11,818.0171253561434
1999-12,791.2912848903469
2000-01,807.4215852241989
2000-02,801.9965333211417
2000-03,856.975380741407
2000-04,807.7954296319764
2000-05,781.2644235924499
2000-06,808.5695402065285
2000-07,756.4515587596395
2000-08,829.8717765671753
2000-09,774.2791128159951
2000-10,726.7257555593006
2000-11,699.5530403711845
2000-12,604.7512111768852
2001-01,634.6511128579608
2001-02,649.6308328156287
2001-03,647.0753096181883
2001-04,689.6913070040799
2001-05,741.6856142260744
2001-06,725.6943268689513
2001-07,653.9288017628645
2001-08,635.8404367407378
2001-09,575.1697488816743
2001-10,598.0377329560048
2001-11,600.7645809176962
2001-12,581.2367709132287
2002-01,600.5617367849453
2002-02,616.7045537742322
2002-03,650.3907194206444
2002-04,652.3261073932042
2002-05,660.0316421160019
2002-06,596.4135847647052
2002-07,583.0536113085493
2002-08,571.6556414718569
2002-09,530.7895084703623
2002-10,505.88569244967124
2002-11,512.2395561161001
2002-12,475.03571205008325
2003-01,465.90350020977536
2003-02,472.39059972775885
2003-03,456.92836488636
2003-04,459.8356440314151
2003-05,464.69153969265795
2003-06,510.4478008250641
2003-07,537.8367137160005
2003-08,598.6207843873516
2003-09,598.8352561542051
2003-10,640.7679124708701
2003-11,591.0863654843547
2003-12,595.1339835523819
2004-01,630.0144463376358
2004-02,638.3187328719084
2004-03,727.0600912363569
2004-04,720.6053570658976
2004-05,673.4345790496185
2004-06,718.3977341435932
2004-07,676.8263544623702
2004-08,680.5966547853558
2004-09,659.6688103057755
2004-10,653.3024899789937
2004-11,659.9006910620883
2004-12,674.6030963594875
2005-01,721.0285563955528
2005-02,734.2174087172644
2005-03,739.396637174228
2005-04,733.6606287858634
2005-05,759.7837288000662
2005-06,792.1795551016787
2005-07,809.6395108804854
2005-08,810.401530199725
2005-09,869.9650325128541
2005-10,874.3142633732716
2005-11,929.5604696578725
2005-12,1021.3312768479042
2006-01,1034.9082863091226
2006-02,1015.534698644177
2006-03,1039.3825374322846
2006-04,1028.3146752315815
2006-05,944.9357204416619
2006-06,915.2895934351338
2006-07,884.5418900168869
2006-08,901.0006664679368
2006-09,912.1624918243806
2006-10,912.6656180903398
2006-11,906.7563195492611
2006-12,925.7841135672202
2007-01,948.4802309648117
2007-02,970.4065867995198
2007-03,972.7015273275337
2007-04,959.7385951776711
2007-05,1000.0
2007-06,1018.9334244682442
2007-07,1048.6089918974199
2007-08,998.7532946452283
2007-09,987.2816687980302
2007-10,1003.0651158843955
