Date,GOLDEN DRAGON SMALL CAP
2007-05,1000.0
2007-06,1057.3939443181218
2007-07,1172.186537230386
2007-08,1107.8932121854398
2007-09,1136.9755815777444
2007-10,1146.100890281655
2007-11,994.9957337266626
2007-12,980.4997610133311
2008-01,821.5909932037557
2008-02,894.560326153055
2008-03,834.35076424172
2008-04,895.1352405336452
2008-05,873.812995780137
2008-06,734.3327398601855
2008-07,717.0630758775809
2008-08,708.9336203056702
2008-09,560.5092620954772
2008-10,469.3080454724071
2008-11,450.98878998019046
2008-12,469.58215521480656
2009-01,483.3054872881245
2009-02,501.6067037877938
2009-03,551.6455950156798
2009-04,657.9656922855958
2009-05,793.5036456175242
2009-06,779.9339315090144
2009-07,891.5056137104773
2009-08,820.0372705959866
2009-09,877.4519833969904
2009-10,899.7963570293205
2009-11,945.8726827961351
2009-12,1064.4337894621115
2010-01,1029.8211205626383
2010-02,1055.7628462625473
2010-03,1164.337961734851
2010-04,1197.430423020334
2010-05,1153.5478373761562
2010-06,1152.9716456747876
2010-07,1161.43941640065
2010-08,1182.6068220681448
2010-09,1236.4533023820075
2010-10,1246.549108982293
2010-11,1355.0243932508436
2010-12,1380.3071723903483
2011-01,1350.6175893242212
2011-02,1265.2661372063092
2011-03,1252.6288592360313
2011-04,1239.3319925055919
2011-05,1259.0121437382238
2011-06,1192.2513231347325
2011-07,1194.2648849643524
2011-08,1042.2412941462696
2011-09,928.7802081588796
2011-10,984.6111700508227
2011-11,919.6159997127003
2011-12,945.5647094485279
2012-01,1023.8669291845588
2012-02,1133.9829203077352
2012-03,1078.5623460741006
2012-04,1061.3115942165084
2012-05,1070.77589356444
2012-06,1030.5346640389657
2012-07,1044.3142080770617
2012-08,1048.0298088099678
2012-09,1084.113185854913
2012-10,1052.9034191233472
2012-11,1098.8766712908352
2012-12,1144.3751144109585
2013-01,1167.9424458074488
2013-02,1225.947219093799
2013-03,1242.243844052889
2013-04,1237.3958873515614
2013-05,1313.3593290064591
2013-06,1217.899049910009
2013-07,1219.6844999967684
2013-08,1255.156365788352
2013-09,1273.4028901072274
2013-10,1310.2430918184864
2013-11,1326.0191610983813
2013-12,1328.8215703539327
2014-01,1334.3915444964784
2014-02,1342.6423911002944
2014-03,1327.3306570238628
2014-04,1287.408350851259
2014-05,1343.7854105545248
2014-06,1362.9411712223043
2014-07,1410.373303724946
2014-08,1436.3839665534308
2014-09,1435.0401337343035
2014-10,1417.9254508549402
2014-11,1418.1654203499927
2014-12,1435.4139565380965
2015-01,1542.1579284023817
2015-02,1569.4822217319631
2015-03,1696.7047024255994
2015-04,1879.8817893606079
2015-05,1982.0291508501743
2015-06,1771.6558853965378
2015-07,1544.98142927386
2015-08,1340.014327443989
2015-09,1379.5737107167654
2015-10,1510.801939415048
2015-11,1553.7617229819252
2015-12,1525.4388141461732
2016-01,1354.415515159449
2016-02,1376.9204400090182
2016-03,1392.5680827487438
2016-04,1381.2927576381974
2016-05,1396.0339442717273
2016-06,1393.4365113050617
2016-07,1419.5781517014075
2016-08,1500.6221358848181
2016-09,1517.3045547726556
2016-10,1528.5584182561802
2016-11,1576.8899577917266
2016-12,1542.45586809341
2017-01,1573.4392424310652
2017-02,1682.1082814225322
2017-03,1700.8261647567533
2017-04,1667.5600043696522
2017-05,1618.3046762825804
2017-06,1614.219430019557
2017-07,1622.4814097062463
2017-08,1652.6420952032192
2017-09,1700.4689633844512
2017-10,1778.5316952942594
2017-11,1744.60426750478
2017-12,1754.8360735574984
2018-01,1795.0409745163724
2018-02,1764.6268716800519
2018-03,1739.1742334658784
2018-04,1755.5220327114068
2018-05,1878.32815585586
2018-06,1780.0598624085592
2018-07,1764.404124780231
2018-08,1708.231217496421
2018-09,1661.5052463277123
2018-10,1488.438705307779
2018-11,1577.9453347531587
2018-12,1513.10028159545
2019-01,1589.489004167341
2019-02,1679.5606039427998
2019-03,1740.1213325473436
2019-04,1752.9426056641908
2019-05,1626.8730424798434
2019-06,1661.0745692568448
2019-07,1716.0832196342692
2019-08,1660.397481042826
2019-09,1704.6805684784304
2019-10,1736.8842241629543
2019-11,1747.8116628426467
2019-12,1805.2745054497245
2020-01,1729.6560803125317
2020-02,1733.2217838875513
2020-03,1490.5049685247207
2020-04,1684.3015430751302
2020-05,1657.2184057926531
2020-06,1809.080385786105
2020-07,1835.8192083407102
2020-08,1877.497039501109
2020-09,1874.3428573975161
2020-10,1914.428063605204
2020-11,2050.4706470348206
2020-12,2089.484871774445
2021-01,2164.2531567743226
2021-02,2368.397743973389
2021-03,2438.0577312703126
2021-04,2581.6646832384336
2021-05,2486.3860798558144
2021-06,2655.234977265276
2021-07,2549.9650794524605
2021-08,2562.449360276458
2021-09,2501.6505359676635
2021-10,2552.7753751362748
2021-11,2654.885766779162
2021-12,2669.6352775583496
2022-01,2539.7078958797506
2022-02,2524.8291526436324
2022-03,2481.8821544064785
2022-04,2415.321849727164
2022-05,2407.0877996181407
2022-06,2327.1625341549016
2022-07,2322.682321684019
2022-08,2376.8210742843194
2022-09,2102.9301202269817
2022-10,1928.6030405820093
2022-11,2231.215048198411
2022-12,2190.523515186303
2023-01,2359.8860943914287
2023-02,2382.4036969120034
2023-03,2324.2632646546795
2023-04,2254.925518761194
2023-05,2329.2200325205085
2023-06,2338.1048864072595
2023-07,2412.2367939109527
