Date,EFM LATIN AMERICA & CARIBBEAN SMALL CAP
2010-11,1000.0
2010-12,1026.3892052150538
2011-01,947.859531703766
2011-02,919.686972919161
2011-03,926.5108239654097
2011-04,930.2353699298945
2011-05,941.4931121849909
2011-06,892.9141614547557
2011-07,865.9618540763711
2011-08,806.3610249521709
2011-09,687.5372937949471
2011-10,768.5727579635873
2011-11,741.4001043540748
2011-12,747.165080785249
2012-01,847.5378017763404
2012-02,899.7540991898604
2012-03,902.3847410790147
2012-04,883.5790705672803
2012-05,826.2004706844573
2012-06,833.5611959584089
2012-07,869.1218446964389
2012-08,896.6164476545405
2012-09,919.7769386165503
2012-10,923.9977000391676
2012-11,896.711169235023
2012-12,956.8801016583903
2013-01,982.2585429037576
2013-02,1014.6283399049179
2013-03,1018.410543599784
2013-04,966.6307472782901
2013-05,893.9399705775252
2013-06,788.7251707208472
2013-07,742.9429959903994
2013-08,720.4981125106747
2013-09,762.7835655344999
2013-10,754.9186406653733
2013-11,709.9831988621482
2013-12,698.176656404845
2014-01,651.0685225751142
2014-02,639.9601621159167
2014-03,679.8713091122872
2014-04,681.5412166573258
2014-05,711.7762436475614
2014-06,733.5643267769868
2014-07,721.9842360169403
2014-08,771.9989046059337
2014-09,715.9273197091238
2014-10,723.0634041894642
2014-11,696.6090923211922
2014-12,655.5400707350406
2015-01,639.4435741498122
2015-02,663.8804020663829
2015-03,650.6143860107624
2015-04,664.1802331565019
2015-05,642.9286981040827
2015-06,621.1984313549824
2015-07,585.0557378642876
2015-08,518.8146248692474
2015-09,498.0568842622605
2015-10,540.6823827026436
2015-11,546.4495831982777
2015-12,517.2855443558999
2016-01,485.3727311286495
2016-02,505.1813118867709
2016-03,553.2494784566953
2016-04,578.0418388123209
2016-05,558.1579833218775
2016-06,609.9057335373659
2016-07,646.8979272203787
2016-08,648.1958292778692
2016-09,641.6045902075512
2016-10,714.7003604408347
2016-11,653.055319449815
2016-12,663.9409804341208
2017-01,707.5181269103551
2017-02,757.8798503142933
2017-03,770.4765706403208
2017-04,769.0190262548816
2017-05,728.3246154433693
2017-06,726.692446129563
2017-07,768.013134562891
2017-08,807.6808842217762
2017-09,832.3337283699342
2017-10,814.6636894929251
2017-11,773.0225686182076
2017-12,807.9581148058145
2018-01,843.6745789899273
2018-02,841.5567725120638
2018-03,817.803041911115
2018-04,824.162026481752
2018-05,735.104378352654
2018-06,706.6382267680441
2018-07,759.2656911367476
2018-08,700.7395611970982
2018-09,716.1893623874797
2018-10,740.4275931977533
2018-11,742.0201992156511
2018-12,740.1223080775711
2019-01,844.7246049320843
2019-02,827.8700107138338
2019-03,813.400579134681
2019-04,828.1591256948626
2019-05,822.7914397631926
2019-06,867.0101733527596
2019-07,925.5412690928241
2019-08,850.5712094282484
2019-09,880.0659768659101
2019-10,900.1825224960886
2019-11,893.2015122107637
2019-12,1007.1918755451718
2020-01,991.1228231674809
2020-02,878.2621892024908
2020-03,509.1882279288741
2020-04,555.9102051828306
2020-05,578.999321195917
2020-06,629.5022162178846
2020-07,666.2697774911296
2020-08,640.7944138308364
2020-09,612.4446395352275
2020-10,601.9189579049881
2020-11,718.7383142902383
2020-12,773.4342845048374
2021-01,728.4907861131001
2021-02,721.1873898537864
2021-03,773.9169490762567
2021-04,800.7847688903055
2021-05,853.581237635623
2021-06,911.9779339022972
2021-07,858.0531617408681
2021-08,847.9664362832697
2021-09,796.1767858543443
2021-10,717.7148042624315
2021-11,700.7446720210381
2021-12,746.10748012206
2022-01,810.0900937281383
2022-02,801.2911104325458
2022-03,924.0180999104323
2022-04,867.6933361897443
2022-05,890.0474073056799
2022-06,730.4585346200989
2022-07,788.313949774715
2022-08,845.724050985942
2022-09,817.8827501243662
2022-10,896.8280027554615
2022-11,821.5062330228384
2022-12,779.6074990661284
2023-01,846.5352398715364
2023-02,801.9598698638774
2023-03,807.5552006404118
2023-04,813.4166328723732
2023-05,893.0652453182773
2023-06,962.8899584653825
2023-07,1000.6669148013287
