Date,AC EUROPE SMALL CAP
2019-01,1639.7555752253768
2019-02,1695.5933336189046
2019-03,1716.5343848986413
2019-04,1795.09978147355
2019-05,1692.2761817529704
2019-06,1743.0255772764701
2019-07,1741.9335998074366
2019-08,1711.4720734869206
2019-09,1771.157707329466
2019-10,1813.7927229154182
2019-11,1897.1128433594567
2019-12,1977.1330725972891
2020-01,1945.1034634809935
2020-02,1785.5742267836545
2020-03,1405.8552251870133
2020-04,1566.1750511287594
2020-05,1647.0936754600273
2020-06,1671.3885733308377
2020-07,1688.2116296517124
2020-08,1781.5441928919238
2020-09,1770.5278414419968
2020-10,1690.6445101364206
2020-11,1950.5031636557028
2020-12,2069.7169144981094
2021-01,2080.4191589324587
2021-02,2162.21275178385
2021-03,2269.5143977936923
2021-04,2353.973106213206
2021-05,2402.310871699342
2021-06,2388.249391482009
2021-07,2474.503533780486
2021-08,2562.1181930390107
2021-09,2448.592188227373
2021-10,2536.319055119894
2021-11,2450.694945416728
2021-12,2555.1877471284133
2022-01,2387.9644688635813
2022-02,2284.97684222681
2022-03,2297.851708552615
2022-04,2257.874731690758
2022-05,2219.640903617832
2022-06,1960.8635937938855
2022-07,2150.7172268772174
2022-08,2007.1099155083252
2022-09,1790.2887413482738
2022-10,1919.1189079697951
2022-11,2045.58281633183
2022-12,1998.8129188760483
2023-01,2141.7766801762577
2023-02,2201.833385414164
2023-03,2108.0385862358885
2023-04,2141.512034262579
2023-05,2090.386992869721
2023-06,2106.4930685206873
2023-07,2184.812089956482
