Date,EM EUROPE & MIDDLE EAST SMALL CAP
2007-05,1000.0
2007-06,1016.3017476229801
2007-07,992.8990136758209
2007-08,949.3020268535331
2007-09,972.8571040151993
2007-10,1003.1139169664833
2007-11,931.0657433247176
2007-12,953.7630836167181
2008-01,830.5559932265003
2008-02,822.7071937642722
2008-03,751.472825788417
2008-04,777.6846581464707
2008-05,793.9839441047513
2008-06,710.4753186605075
2008-07,703.2668855482814
2008-08,693.7283124312002
2008-09,596.4066061656974
2008-10,425.57503388702037
2008-11,377.78966284162834
2008-12,331.98884932692914
2009-01,336.95895376532326
2009-02,314.3602778187485
2009-03,341.70731104597843
2009-04,430.5015851452897
2009-05,472.96471223724325
2009-06,513.3667815530185
2009-07,586.6856660336423
2009-08,646.2955041247662
2009-09,656.3007575571355
2009-10,660.3654129460094
2009-11,647.5821490118523
2009-12,724.5450300181597
2010-01,795.1746417659895
2010-02,780.4276988460944
2010-03,888.2924646822603
2010-04,922.7153480133944
2010-05,845.5385952561501
2010-06,820.663511744827
2010-07,870.334696355641
2010-08,899.82358923071
2010-09,942.319885016528
2010-10,972.5514252936017
2010-11,977.7820389267056
2010-12,1025.184191974059
2011-01,1007.3463848960483
2011-02,996.6640465624147
2011-03,1032.488980946351
2011-04,1063.7722616708827
2011-05,987.9705190933497
2011-06,953.4409953367048
2011-07,908.953333984161
2011-08,751.2302828332581
2011-09,695.3083850041248
2011-10,731.9473715634551
2011-11,679.1288767670052
2011-12,643.4774047133802
2012-01,741.243687139336
2012-02,786.6182898787478
2012-03,790.550051450949
2012-04,791.9304849910352
2012-05,704.8463205205053
2012-06,750.7228466713639
2012-07,786.5624733182584
2012-08,772.1272012143503
2012-09,791.1868172729313
2012-10,794.5869158872281
2012-11,813.5211169515943
2012-12,859.8789512641888
2013-01,870.8755186184458
2013-02,878.5080325642385
2013-03,890.7166161312633
2013-04,877.8345267819883
2013-05,885.9911966795843
2013-06,796.8536558854568
2013-07,797.6424407855476
2013-08,738.4460762116536
2013-09,791.913552769724
2013-10,840.1450066961839
2013-11,848.2213081823228
2013-12,784.4997908852465
2014-01,743.5366289807885
2014-02,773.8163835509366
2014-03,769.5240177405104
2014-04,784.3657355353891
2014-05,808.3547794687549
2014-06,777.2031456421603
2014-07,792.9802619595418
2014-08,801.5608039677011
2014-09,789.6779329660684
2014-10,770.9354250449992
2014-11,774.8895600090756
2014-12,712.5511896674508
2015-01,764.154575750191
2015-02,808.2130849975063
2015-03,785.3980734062951
2015-04,825.2437932471145
2015-05,815.322490010156
2015-06,785.6448996748045
2015-07,789.5803302769253
2015-08,709.814030778289
2015-09,712.1152788685762
2015-10,740.9534220072761
2015-11,722.7052638700677
2015-12,695.3970143020932
2016-01,644.0279255218287
2016-02,680.8101110652913
2016-03,728.7841645644316
2016-04,742.8826953215139
2016-05,731.0909754359028
2016-06,730.3425260344202
2016-07,747.6222796258392
2016-08,781.1649018932276
2016-09,789.7524854938994
2016-10,813.8865338149028
2016-11,817.353888742113
2016-12,865.8956311757978
2017-01,891.2594518063775
2017-02,909.9852999384403
2017-03,912.3105504297607
2017-04,926.862335077127
2017-05,916.2668806466467
2017-06,927.9787456987335
2017-07,949.3079363937366
2017-08,950.7754419590685
2017-09,933.9221778530997
2017-10,933.8395767954845
2017-11,872.9485825241942
2017-12,922.4890774131025
2018-01,946.5029838937024
2018-02,928.2671817261854
2018-03,903.0730997194478
2018-04,881.7554362661919
2018-05,852.6133401102835
2018-06,817.2408146215814
2018-07,818.4187635159707
2018-08,756.9616048199058
2018-09,762.4587778910295
2018-10,744.8930683728472
2018-11,768.6382168287334
2018-12,734.9387925481353
2019-01,790.5892647805078
2019-02,810.1454209018841
2019-03,794.8456680547378
2019-04,813.9462410350673
2019-05,813.3905553880677
2019-06,848.1438305143915
2019-07,890.8243170563849
2019-08,855.8036326576204
2019-09,882.4996426856443
2019-10,854.2883949520124
2019-11,881.4950138252028
2019-12,915.062258286374
2020-01,945.4255445655594
2020-02,840.9334912103776
2020-03,684.8988711269953
2020-04,776.8989294881743
2020-05,775.3880143713305
2020-06,827.641516814936
2020-07,824.0906507119796
2020-08,841.1074911873277
2020-09,863.8311010022414
2020-10,804.1176035498004
2020-11,926.7642670357558
2020-12,985.3414763762673
2021-01,1023.1544322068123
2021-02,1051.7466879016802
2021-03,1091.5447939574685
2021-04,1134.7843162056788
2021-05,1150.8297160226462
2021-06,1172.8276358566168
2021-07,1184.4393579410419
2021-08,1227.3544756627034
2021-09,1207.1426536089339
2021-10,1239.1690779994833
2021-11,1171.022245501873
2021-12,1187.512603870077
2022-01,1234.2629950933203
2022-02,1139.46145049536
2022-03,1145.2340770167634
2022-04,1225.669633931753
2022-05,1164.0343506527536
2022-06,1105.2228772485246
2022-07,1163.696439998616
2022-08,1222.7059608277682
2022-09,1174.9323779907006
2022-10,1226.838672338892
2022-11,1242.3069124352612
2022-12,1217.3849839558652
2023-01,1212.9112385666474
2023-02,1255.1812694810465
2023-03,1211.534760013412
2023-04,1242.9602036408803
2023-05,1317.112882662338
2023-06,1331.5505770463258
2023-07,1424.1312947691954
