Date,FM AFRICA SMALL CAP
2010-11,1000.0
2010-12,961.115122844289
2011-01,968.1821307598757
2011-02,896.3943127057859
2011-03,815.5799873057847
2011-04,822.9837180915071
2011-05,854.5180441290078
2011-06,831.0259047667608
2011-07,780.2393209348196
2011-08,703.3405733094343
2011-09,661.6186962796294
2011-10,635.0539605975669
2011-11,619.7682179002848
2011-12,633.4652223268373
2012-01,617.4210440329415
2012-02,639.9883682084857
2012-03,629.2809989245799
2012-04,671.7615244118147
2012-05,702.6479041732117
2012-06,646.3612491253774
2012-07,685.3777434915346
2012-08,675.4477193346399
2012-09,706.4174488229385
2012-10,732.3391142360051
2012-11,726.8881042340466
2012-12,736.1722903879036
2013-01,843.4569980612791
2013-02,871.8011980030071
2013-03,917.4199118355203
2013-04,857.5975725605679
2013-05,971.417833943045
2013-06,918.690150796112
2013-07,919.8359498198458
2013-08,861.5574133697996
2013-09,855.3987553005819
2013-10,908.3968083089
2013-11,959.0042736381181
2013-12,1015.847175467701
2014-01,993.5747422802351
2014-02,963.9800231339085
2014-03,919.7106410581326
2014-04,918.1143601600684
2014-05,963.5067397407864
2014-06,1015.1546519345775
2014-07,1035.2425346461373
2014-08,1067.336628839325
2014-09,1095.9091088002103
2014-10,1012.1687324236929
2014-11,923.806333143292
2014-12,858.6416422449596
2015-01,850.5538760158055
2015-02,824.5062712326983
2015-03,858.3678242985409
2015-04,859.8518480868149
2015-05,858.7529209430182
2015-06,842.4625712634609
2015-07,786.491876118379
2015-08,743.2021220852267
2015-09,723.7674428957423
2015-10,681.4901510010773
2015-11,683.3674720226198
2015-12,650.1178454060175
2016-01,626.4840237422195
2016-02,598.6736714386083
2016-03,587.7829503055432
2016-04,602.6589594495542
2016-05,643.7736418910756
2016-06,582.5606010651917
2016-07,551.5837802605193
2016-08,540.112447300193
2016-09,549.8577599426904
2016-10,555.4993038316436
2016-11,571.2127617429012
2016-12,599.9933245364055
2017-01,607.6486140400651
2017-02,609.7801837498588
2017-03,608.8874878217932
2017-04,619.742298105804
2017-05,633.6328248596844
2017-06,659.7075173492412
2017-07,663.4868866035873
2017-08,649.5209954275061
2017-09,634.7723893789339
2017-10,648.177584921346
2017-11,653.6802127409585
2017-12,666.0245215507683
2018-01,705.6525011096153
2018-02,702.5519127001849
2018-03,704.966834118885
2018-04,701.207362310203
2018-05,672.7835370395941
2018-06,674.5518042065706
2018-07,660.5010540454908
2018-08,639.3814518985121
2018-09,602.9670740998387
2018-10,590.2778976132203
2018-11,574.9625346779807
2018-12,575.6899948172294
2019-01,576.1041906129421
2019-02,570.2547558188959
2019-03,552.9157846156212
2019-04,545.894266594117
2019-05,533.4938946185745
2019-06,538.5058674874854
2019-07,546.337312841479
2019-08,541.9838552535232
2019-09,545.9026214847758
2019-10,543.2966484745257
2019-11,567.8205879744906
2019-12,587.8116185189798
2020-01,595.1869403627906
2020-02,545.1273189270039
2020-03,425.217201211344
2020-04,444.9433197557574
2020-05,466.8375523392026
2020-06,463.4806194627501
2020-07,431.2111121674879
2020-08,437.4567434411575
2020-09,449.87901210788516
2020-10,469.21799972650945
2020-11,489.2502984803166
2020-12,498.0493628147724
2021-01,514.5093169976952
2021-02,500.46266125691625
2021-03,520.877468847486
2021-04,533.177028171948
2021-05,549.4648413649538
2021-06,573.0969114144641
2021-07,588.1303241396568
2021-08,608.9626430177134
2021-09,624.3962101220382
2021-10,645.4787503910734
2021-11,640.7836603262116
2021-12,649.371031377129
2022-01,676.5186807476849
2022-02,660.6943181665456
2022-03,654.1128963498771
2022-04,686.0654007712673
2022-05,668.77035555653
2022-06,667.1150194881238
2022-07,674.1854259375997
2022-08,677.3309449880751
2022-09,676.9783580916135
2022-10,645.4172808811051
2022-11,623.57112785719
2022-12,612.6931568617053
2023-01,615.3279190187068
2023-02,644.7279633472641
2023-03,612.9467686313458
2023-04,620.3364747832989
2023-05,680.6943141836631
2023-06,631.0815243263436
2023-07,648.6344416440446
