Date,AC PACIFIC ex JAPAN SMALL CAP
2015-05,1590.143255831185
2015-06,1471.0893904275695
2015-07,1356.2419336113207
2015-08,1207.1727421351297
2015-09,1209.386639130151
2015-10,1309.9602159883596
2015-11,1349.443983978771
2015-12,1324.9252255245578
2016-01,1222.864083700499
2016-02,1227.6199569866742
2016-03,1277.8463820265686
2016-04,1280.9914313186794
2016-05,1286.565836181015
2016-06,1303.0778100496514
2016-07,1354.7611336969799
2016-08,1376.6528775651614
2016-09,1384.4525229132232
2016-10,1361.905982287541
2016-11,1376.625726655869
2016-12,1373.9201241552466
2017-01,1389.1300995614686
2017-02,1470.9051559004322
2017-03,1491.0834014320299
2017-04,1462.7455267320938
2017-05,1436.292076228665
2017-06,1436.6914283034214
2017-07,1425.8277245777567
2017-08,1436.0164566629462
2017-09,1454.0297684400828
2017-10,1531.7366768172844
2017-11,1531.3587376737728
2017-12,1560.0868482217722
2018-01,1596.2624476905412
2018-02,1563.5130263424742
2018-03,1533.9344078186334
2018-04,1557.6626221521321
2018-05,1632.9042989443406
2018-06,1546.3567092593075
2018-07,1538.1026905393544
2018-08,1530.2247805636475
2018-09,1520.0705880122102
2018-10,1363.0644843875398
2018-11,1429.9067136047815
2018-12,1365.0586071580422
2019-01,1456.2071346827831
2019-02,1512.185117295271
2019-03,1536.9092505595556
2019-04,1552.5358190712116
2019-05,1466.8337236543393
2019-06,1500.5039845477577
2019-07,1529.8115973489664
2019-08,1477.2057099148246
2019-09,1516.011557663263
2019-10,1523.0919925612113
2019-11,1528.467280249728
2019-12,1572.503935501483
2020-01,1516.4845047862864
2020-02,1430.0633484877585
2020-03,1162.7647022596245
2020-04,1356.6245020748497
2020-05,1406.18083687009
2020-06,1489.3901221921233
2020-07,1523.7871508315686
2020-08,1600.4381732294296
2020-09,1585.3880299626971
2020-10,1599.509025916587
2020-11,1754.9759915688192
2020-12,1831.5354583285198
2021-01,1848.1696676270276
2021-02,1941.145013429926
2021-03,2018.1100203925932
2021-04,2101.457890075978
2021-05,2063.9799798865592
2021-06,2163.2476335241745
2021-07,2115.083040981479
2021-08,2153.78334898199
2021-09,2126.846697308323
2021-10,2190.334903685065
2021-11,2176.1665370379687
2021-12,2242.466165161073
2022-01,2074.7400697591315
2022-02,2101.291626589343
2022-03,2181.201963993277
2022-04,2158.452579247769
2022-05,2099.042665180053
2022-06,1907.097217114419
2022-07,2015.7637491062299
2022-08,2063.100392528786
2022-09,1818.3254428027908
2022-10,1788.8786078995747
2022-11,1957.5968132458243
2022-12,1885.5813917223106
2023-01,2024.0062997297514
2023-02,1982.0913633634084
2023-03,1943.426398338802
2023-04,1897.5439853398998
2023-05,1932.3270796460602
2023-06,1936.9682256880349
2023-07,2025.9940412203205
