Date,AC PACIFIC ex JAPAN SMALL CAP
1998-12,340.8591144943282
1999-01,353.57937926834444
1999-02,355.0205359939781
1999-03,386.424734835186
1999-04,477.5855587665503
1999-05,483.15392854418354
1999-06,541.465850436695
1999-07,505.17040799229625
1999-08,493.79769333199357
1999-09,464.1279924032065
1999-10,472.1984492637624
1999-11,511.3024964963616
1999-12,532.193025972971
2000-01,530.233815964047
2000-02,523.8251836616625
2000-03,531.3764211859923
2000-04,503.4246875557317
2000-05,450.35507283744624
2000-06,447.4568389324533
2000-07,451.166554638984
2000-08,468.5245521933706
2000-09,419.1580006773931
2000-10,402.51652061365445
2000-11,382.9810076918183
2000-12,350.30473088682487
2001-01,387.6421021527923
2001-02,390.56935168156065
2001-03,373.8661749445325
2001-04,382.628138396876
2001-05,410.12793130773895
2001-06,411.4132470090177
2001-07,379.55630440695666
2001-08,372.74027638997177
2001-09,326.5369827735154
2001-10,346.59016364751267
2001-11,377.9017896473922
2001-12,399.2620753539391
2002-01,440.2097886954123
2002-02,443.5786892482468
2002-03,476.3139256943979
2002-04,462.6307061059566
2002-05,448.90670544240487
2002-06,403.4747599993596
2002-07,389.26747018967865
2002-08,393.06597243024083
2002-09,350.84820375185734
2002-10,361.0739964539752
2002-11,369.74586583064166
2002-12,343.81439557195375
2003-01,354.3334193056078
2003-02,342.6546382775875
2003-03,327.88691215484744
2003-04,334.66332923591125
2003-05,348.54074697131693
2003-06,377.74202468559315
2003-07,403.12172069947513
2003-08,431.1548493534455
2003-09,419.5258717383181
2003-10,450.8565744329677
2003-11,437.7179736102022
2003-12,439.02739042761067
2004-01,465.5515361451222
2004-02,486.20670021787475
2004-03,485.4747894692847
2004-04,469.3285554962906
2004-05,448.1510190166831
2004-06,442.5076334665734
2004-07,444.52144946872573
2004-08,456.0801918779815
2004-09,469.6629241062097
2004-10,477.1235691076069
2004-11,493.03423136695164
2004-12,500.90104948269834
2005-01,527.0192854523629
2005-02,545.1243315148013
2005-03,536.2515304533437
2005-04,523.773013337539
2005-05,552.5046224454705
2005-06,591.8190077105161
2005-07,613.2763250054049
2005-08,599.1314594497559
2005-09,640.7269624625876
2005-10,608.1967969092738
2005-11,661.3160506944267
2005-12,689.3941242046387
2006-01,702.9256624139381
2006-02,717.7736518462251
2006-03,728.1067484485216
2006-04,751.0164038569357
2006-05,702.0251067133207
2006-06,684.8418136211258
2006-07,691.0612224181465
2006-08,706.334273536908
2006-09,733.4790192419853
2006-10,763.028942550201
2006-11,795.7560714032388
2006-12,828.5613710519557
2007-01,837.5804323744333
2007-02,851.9606916453038
2007-03,886.3435071350881
2007-04,917.3443402712243
2007-05,1000.0
2007-06,1041.1707522145239
2007-07,1103.1106833224976
2007-08,1034.7582069491548
2007-09,1076.2992193241337
2007-10,1125.4516668831068
2007-11,994.1918205419576
2007-12,985.3166291873505
2008-01,848.5066759086111
2008-02,899.717353930487
2008-03,815.0667576294891
2008-04,873.8938207342154
2008-05,870.5212394005443
2008-06,760.0109731533144
2008-07,735.3430105942442
2008-08,712.8745102059636
2008-09,597.4458496038819
2008-10,453.31388228683636
2008-11,418.9974005750855
2008-12,437.72967277911346
2009-01,438.1459769881458
2009-02,427.2148610822156
2009-03,477.1674735240802
2009-04,576.5977922864647
2009-05,659.8908591293017
2009-06,659.9362563805197
2009-07,740.9809074411862
2009-08,731.6329123700938
2009-09,779.7234788972482
2009-10,784.5441204755438
2009-11,798.5566565201267
2009-12,885.9429859974605
2010-01,859.3345882102873
2010-02,883.0729554220565
2010-03,969.2352058797914
2010-04,1007.0515599148981
2010-05,954.4263925002384
2010-06,961.3286270946728
2010-07,975.5284800142277
2010-08,998.2222541506139
2010-09,1055.03431712363
2010-10,1075.6913746168148
2010-11,1134.6499953756122
2010-12,1182.781661674224
2011-01,1143.580190093642
2011-02,1103.7920162860346
2011-03,1114.4599833677503
2011-04,1108.9358733942852
2011-05,1118.8865042450466
2011-06,1076.6021483082786
2011-07,1114.8266752979641
2011-08,1005.1540538781351
2011-09,891.4452221914223
2011-10,968.5870587139032
2011-11,929.4518739122714
2011-12,952.7356646228636
2012-01,1033.0369270602512
2012-02,1095.6507805531996
2012-03,1060.2090865537798
2012-04,1055.8034967767499
2012-05,1023.1406205108607
2012-06,1011.8163326681868
2012-07,1051.9127594952881
2012-08,1049.4721364067868
2012-09,1084.8595483386614
2012-10,1076.1483441284336
2012-11,1092.4058511522665
2012-12,1114.642895411652
2013-01,1127.041464981332
2013-02,1198.7562107651615
2013-03,1228.2513222615974
2013-04,1211.0959146112616
2013-05,1212.6526980222707
2013-06,1101.3835629652435
2013-07,1104.8490265686137
2013-08,1099.9422966984318
2013-09,1139.4970667705263
2013-10,1163.8867224058124
2013-11,1133.6569506827375
2013-12,1118.839274533048
2014-01,1117.5738102076953
2014-02,1141.1607888961453
2014-03,1157.4174818344154
2014-04,1151.168663185546
2014-05,1188.3614690357927
2014-06,1197.7512978125378
2014-07,1248.2558410054419
2014-08,1288.8224527764878
2014-09,1268.218579091878
2014-10,1260.1665583772965
2014-11,1233.8222103081873
2014-12,1247.4636688462463
2015-01,1343.5756464929382
2015-02,1394.8590916140045
2015-03,1469.0731576503126
2015-04,1544.5581266939123
