Date,EUROPE ex SWITZERLAND
1979-10,179.37256638
1979-11,187.07490642
1979-12,187.28024916
1980-01,197.57581609000002
1980-02,201.78260012
1980-03,173.22433743
1980-04,189.88695394
1980-05,195.24859608
1980-06,209.29518039
1980-07,212.60311905
1980-08,214.35532302000001
1980-09,218.21117557
1980-10,227.23699059999998
1980-11,224.36545276
1980-12,214.43029095
1981-01,207.57674805
1981-02,205.3291736
1981-03,209.11637065
1981-04,208.18892009
1981-05,190.99596589
1981-06,185.0985969
1981-07,180.11650144
1981-08,186.22946434
1981-09,166.93674845
1981-10,172.6814072
1981-11,194.25836531000002
1981-12,187.24614703
1982-01,191.08473734
1982-02,183.39167035
1982-03,182.88365482
1982-04,188.99650566
1982-05,189.43355595
1982-06,174.09717248
1982-07,177.96807647
1982-08,178.96666773
1982-09,183.506203
1982-10,185.11511455000002
1982-11,186.74927842
1982-12,194.92970766
1983-01,194.92147135
1983-02,203.06491666
1983-03,214.50997863
1983-04,232.64042818000001
1983-05,230.97951443
1983-06,234.98129967
1983-07,230.92335529000002
1983-08,226.61426482000002
1983-09,230.10016011000002
1983-10,229.21302806
1983-11,235.74610092
1983-12,236.44177713
1984-01,247.874025
1984-02,255.74022985
1984-03,262.21428294000003
1984-04,258.52742082000003
1984-05,239.07511559
1984-06,239.38777671
1984-07,223.57654816000002
1984-08,242.80506471
1984-09,239.53046001
1984-10,239.71692573
1984-11,239.30731757
1984-12,241.15302127
1985-01,252.53998733
1985-02,242.37973343000002
1985-03,270.97655892
1985-04,278.41026509
1985-05,293.37565001
1985-06,294.85040288
1985-07,321.57381728
1985-08,337.99483119
1985-09,344.15039311
1985-10,381.33127884
1985-11,409.90493189
1985-12,425.23403265
1986-01,435.74752329
1986-02,490.31341131
1986-03,532.51807613
1986-04,582.99573893
1986-05,530.01939495
1986-06,552.58603538
1986-07,548.15676364
1986-08,608.30014426
1986-09,568.34151139
1986-10,571.6187424
1986-11,600.57779364
1986-12,616.53380613
1987-01,645.71835618
1987-02,673.13067954
1987-03,707.15376573
1987-04,737.84810825
1987-05,735.8630421400001
1987-06,755.26159112
1987-07,778.42052988
1987-08,783.57084118
1987-09,788.05264015
1987-10,637.29191472
1987-11,609.8314947700001
1987-12,647.51999772
1988-01,621.92138327
1988-02,658.4330206
1988-03,679.0340819300001
1988-04,693.06626521
1988-05,680.87255187
1988-06,672.90309269
1988-07,675.54530115
1988-08,643.72035171
1988-09,679.7634577800001
1988-10,742.0445459800001
1988-11,750.87172749
1988-12,755.3169383100001
1989-01,786.56489484
1989-02,775.87000976
1989-03,782.43849611
1989-04,803.99886281
1989-05,763.78626267
1989-06,789.02817229
1989-07,881.19336231
1989-08,869.43848409
1989-09,885.5209394999999
1989-10,826.4443144200001
1989-11,872.40866974
1989-12,971.9353488400001
1990-01,969.33569586
1990-02,944.16740553
1990-03,961.24023047
1990-04,934.74528077
1990-05,1004.76791545
1990-06,1041.53127019
1990-07,1087.73635122
1990-08,980.5843808
1990-09,864.4955396400001
1990-10,939.6451729500001
1990-11,951.22390942
1990-12,936.34008596
1991-01,966.30447292
1991-02,1052.29640863
1991-03,980.21371801
1991-04,968.89162615
1991-05,996.62315934
1991-06,913.83559054
1991-07,977.77886549
1991-08,997.0988337800001
1991-09,1028.49193661
1991-10,1005.3707628
1991-11,980.70318193
1991-12,1057.19783455
1992-01,1056.2311465
1992-02,1060.11200251
1992-03,1021.41440394
1992-04,1081.34911904
1992-05,1141.34721091
1992-06,1115.53477709
1992-07,1070.69610004
1992-08,1064.87496226
1992-09,1037.95736296
1992-10,967.70878296
1992-11,971.13684326
1992-12,989.20346934
1993-01,992.0624545100001
1993-02,1005.50920682
1993-03,1055.9836245
1993-04,1078.80846714
1993-05,1083.5065829999999
1993-06,1065.94145504
1993-07,1070.41155955
1993-08,1166.39887593
1993-09,1158.33890553
1993-10,1204.80838063
1993-11,1175.1336252832664
1993-12,1262.5663483198036
1994-01,1320.979545794781
1994-02,1277.856735764445
1994-03,1239.2831821678506
1994-04,1298.7195863720883
1994-05,1237.270258948749
1994-06,1221.3798336003438
1994-07,1296.3244920563436
1994-08,1336.0254009779796
1994-09,1278.219881604947
1994-10,1338.8792127333074
1994-11,1285.1052085476485
1994-12,1289.6562671015329
1995-01,1279.6257262262302
1995-02,1303.204732958511
1995-03,1360.945559338557
1995-04,1406.602359554036
1995-05,1431.0005327699623
1995-06,1440.9473155724181
1995-07,1523.7657987760417
1995-08,1462.2552840337155
1995-09,1496.3988707722178
1995-10,1480.3036399599755
1995-11,1489.7289188533236
1995-12,1535.449204041357
1996-01,1559.4205634268274
1996-02,1582.6828983693772
1996-03,1586.116624993512
1996-04,1607.9919777444763
1996-05,1629.32304251515
1996-06,1639.283322713068
1996-07,1620.4158889137711
1996-08,1665.5722456600604
1996-09,1710.7069384774882
1996-10,1756.1332569413735
1996-11,1854.3061074148761
1996-12,1898.627519407561
1997-01,1898.0745291435817
1997-02,1923.3089028383567
1997-03,1979.8294562799565
1997-04,1963.2823351675504
1997-05,2039.5998592849176
1997-06,2133.65453851242
1997-07,2242.4189228823725
1997-08,2124.2796461213056
1997-09,2328.9125743576183
1997-10,2202.2426547515824
1997-11,2231.608737956204
1997-12,2307.615645230848
1998-01,2404.7586085634075
1998-02,2587.4569012312318
1998-03,2788.7280570065636
1998-04,2851.4166850464767
1998-05,2901.344827319217
1998-06,2936.9413690729066
1998-07,2976.26836383819
1998-08,2613.524217411741
1998-09,2523.8456719161727
1998-10,2706.6297582122147
1998-11,2851.9435468707643
1998-12,2980.6574635180696
1999-01,2967.609013091789
1999-02,2894.830859962104
1999-03,2933.936940273192
1999-04,3032.3002922345518
1999-05,2887.5253111970096
1999-06,2946.8745231859807
1999-07,2964.698978024483
1999-08,2998.5368665963356
1999-09,2973.6713870671874
1999-10,3089.156117169059
1999-11,3183.991813170186
1999-12,3536.6586517584938
2000-01,3297.523411521698
2000-02,3491.3540945461614
2000-03,3559.46861059499
2000-04,3399.195854506197
2000-05,3352.572852280794
2000-06,3419.2621490539377
2000-07,3358.474822574276
2000-08,3322.404966193442
2000-09,3169.3690863619045
2000-10,3140.5126151828163
2000-11,2993.80249875583
2000-12,3192.546742328201
2001-01,3201.7021978387274
2001-02,2913.049137534641
2001-03,2703.555793452061
2001-04,2909.302915518227
2001-05,2756.560731558581
2001-06,2653.3147285707405
2001-07,2663.354783442402
2001-08,2587.217545332242
2001-09,2314.0586644845225
2001-10,2396.0292225713897
2001-11,2497.156419889943
2001-12,2562.655872955155
2002-01,2429.6896825525682
2002-02,2421.3455718085925
2002-03,2549.9080666410828
2002-04,2520.0773821804137
2002-05,2499.782352789529
2002-06,2414.5967909459673
2002-07,2148.642570685709
2002-08,2148.5492691442987
2002-09,1848.1292616133546
2002-10,2042.5215087534125
2002-11,2149.1469765320476
2002-12,2068.3816906304423
2003-01,1967.038258835856
2003-02,1908.0602788110407
2003-03,1877.3823288601188
2003-04,2135.718160208254
2003-05,2275.1571242195764
2003-06,2299.9890137366365
2003-07,2341.5617517789437
2003-08,2339.1623652624135
2003-09,2380.3783756896437
2003-10,2552.4875611556954
2003-11,2657.9470983224032
2003-12,2877.1137938182283
2004-01,2905.9241249802367
2004-02,2999.2385334496316
2004-03,2903.600097794315
2004-04,2872.410811087662
2004-05,2921.876720521543
2004-06,2965.4263799621813
2004-07,2886.0462157684515
2004-08,2891.9753956635213
2004-09,3012.858073520206
2004-10,3127.4179267830737
2004-11,3356.7693520327434
2004-12,3497.7290336564365
2005-01,3437.5886837913777
2005-02,3607.1472389283363
2005-03,3516.547613081913
2005-04,3419.318420950679
2005-05,3432.7114176431905
2005-06,3487.6943006748043
2005-07,3608.1789972714387
2005-08,3664.5738875130996
2005-09,3749.7678393908272
2005-10,3612.726447761571
2005-11,3666.1705366569786
2005-12,3801.017774801173
2006-01,4051.522841235928
2006-02,4061.508229596893
2006-03,4226.370616307453
2006-04,4437.427549052104
2006-05,4316.662934885397
2006-06,4333.087474363063
2006-07,4391.348114084441
2006-08,4532.342290931797
2006-09,4567.97329381031
2006-10,4772.395680198896
2006-11,4944.029385981209
2006-12,5110.726380870538
2007-01,5133.665090440117
2007-02,5124.3706828116
2007-03,5316.000413369168
2007-04,5655.744739568542
2007-05,5773.313146582219
2007-06,5787.63863565404
2007-07,5661.497890292618
2007-08,5595.660386812728
2007-09,5886.3402709417005
2007-10,6177.753815232097
2007-11,5958.655792059195
2007-12,5868.150863854154
2008-01,5225.87547947715
2008-02,5305.7737276074895
2008-03,5321.870543861218
2008-04,5589.936016842914
2008-05,5619.224331318134
2008-06,5109.4294458854165
2008-07,4948.711258906503
2008-08,4747.835128919177
2008-09,4003.054416249417
2008-10,3105.8766812814156
2008-11,2902.9756093053047
2008-12,3041.2868580818817
2009-01,2709.8347053838597
2009-02,2437.3155396697475
2009-03,2602.314479901002
2009-04,2990.147056980869
2009-05,3363.567153202656
2009-06,3293.370274281835
2009-07,3636.6571760736574
2009-08,3865.0219545401383
2009-09,4049.547482290574
2009-10,3993.8442547581244
2009-11,4116.34575890118
2009-12,4177.772365950789
2010-01,3917.001842043174
2010-02,3818.6725043064935
2010-03,4070.751082990186
2010-04,3974.113421202386
2010-05,3483.080668459789
2010-06,3433.2229988541912
2010-07,3867.0565013299943
2010-08,3692.4831787703192
2010-09,4127.852330133435
2010-10,4318.28872097013
2010-11,3967.365996895355
2010-12,4296.615263181735
2011-01,4492.36614941722
2011-02,4638.203669139383
2011-03,4604.888859597526
2011-04,4963.950606177715
2011-05,4763.372939623475
2011-06,4689.43416081096
2011-07,4509.206456624264
2011-08,4034.5081031479663
2011-09,3594.3604576682224
2011-10,4050.113990347388
2011-11,3873.885137662077
2011-12,3795.27369694365
2012-01,3985.671389694065
2012-02,4245.196231029189
2012-03,4203.546446270204
2012-04,4100.676193612595
2012-05,3587.0057540472208
2012-06,3880.5864956302657
2012-07,3917.8939564843236
2012-08,4103.770416085789
2012-09,4223.905419640114
2012-10,4277.768736487945
2012-11,4379.989150930237
2012-12,4513.681302732733
2013-01,4758.196383639748
2013-02,4599.603532160362
2013-03,4576.745426312088
2013-04,4775.435132067827
2013-05,4805.99693921447
2013-06,4551.418404072542
2013-07,4913.384655887073
2013-08,4851.001162193189
2013-09,5202.670740666864
2013-10,5439.991287786652
2013-11,5509.1669171792555
2013-12,5642.675386639521
2014-01,5408.033558757142
2014-02,5806.578964581037
2014-03,5738.278818202568
2014-04,5890.026260727983
2014-05,5940.926825555459
2014-06,5938.995569135402
2014-07,5716.337521333981
2014-08,5724.541112495529
2014-09,5499.179259771772
2014-10,5337.424258784412
2014-11,5473.476230767475
2014-12,5241.170209804419
2015-01,5235.109050688861
2015-02,5578.513295854561
2015-03,5411.056822074409
2015-04,5649.152328476044
2015-05,5586.39252495174
2015-06,5424.465645366798
2015-07,5582.008365537343
2015-08,5181.420519405848
2015-09,4937.384263241986
2015-10,5314.056226213063
2015-11,5228.9977331813725
2015-12,5064.103319465739
2016-01,4738.248531573811
2016-02,4655.043036810818
2016-03,4963.14501870806
2016-04,5081.9646248163635
2016-05,5047.833718903501
2016-06,4791.817729936101
2016-07,5006.496156993557
2016-08,5029.069106023709
2016-09,5073.424629133853
2016-10,4926.509046360411
2016-11,4821.625364919606
2016-12,5082.281212661215
2017-01,5172.197556037257
2017-02,5230.973456653041
2017-03,5453.334831425537
2017-04,5646.570594
2017-05,5914.409802
2017-06,5841.624891
2017-07,6034.97356
2017-08,6046.772635
2017-09,6258.290292
2017-10,6307.352102
2017-11,6304.055373
2017-12,6400.456596
2018-01,6756.818095
2018-02,6364.242364
2018-03,6295.028555
2018-04,6496.934663590403
2018-05,6283.452197104509
2018-06,6227.4283924551655
2018-07,6406.86510423195
2018-08,6196.051593413865
2018-09,6220.884662676754
2018-10,5711.42165420332
2018-11,5647.5335083510445
2018-12,5394.026100730861
2019-01,5752.99642572215
2019-02,5938.450271479572
2019-03,5959.027712144081
2019-04,6192.268324684716
2019-05,5800.776790024343
2019-06,6187.356836756298
2019-07,6053.988295373433
2019-08,5872.087096904258
2019-09,6053.940099467058
2019-10,6262.935306738724
2019-11,6359.361651816896
2019-12,6602.266024948194
2020-01,6398.3543535772105
2020-02,5789.306934465759
2020-03,4848.608358824749
2020-04,5148.37355826135
2020-05,5400.994161448241
2020-06,5631.524686333564
2020-07,5845.36655709254
2020-08,6104.546894741629
2020-09,5879.300634110039
2020-10,5546.7991558856265
2020-11,6576.587438641935
2020-12,6884.027763075751
2021-01,6791.901391588956
2021-02,7016.815422941342
2021-03,7241.561550046923
2021-04,7575.850540990641
2021-05,7881.067820966315
2021-06,7727.806240368271
2021-07,7849.567762672459
2021-08,7972.2657717996835
2021-09,7631.556073828839
2021-10,7951.9883379199955
2021-11,7489.095685272798
2021-12,7967.317306100908
2022-01,7651.555585054497
2022-02,7402.377021532204
2022-03,7365.619824937389
2022-04,6929.440265689974
2022-05,7035.775361319145
2022-06,6297.733316393515
2022-07,6612.534795583452
2022-08,6190.630971850511
2022-09,5626.601800478511
2022-10,6076.363245709235
2022-11,6806.965570278917
2022-12,6816.932171154327
2023-01,7440.761371376288
2023-02,7432.00948116207
2023-03,7585.550051809036
2023-04,7872.7211313579455
2023-05,7391.989076716566
2023-06,7775.953242752869
2023-07,8006.899415200718
