Date,EFM LATIN AMERICA & CARIBBEAN INDEX
2009-05,1000.0
2009-06,979.0744451666159
2009-07,1066.967803624682
2009-08,1090.2891185985332
2009-09,1220.6583908813443
2009-10,1240.963115215451
2009-11,1344.5160988466098
2009-12,1371.7916584548007
2010-01,1250.6589964897496
2010-02,1302.296860698748
2010-03,1394.5839142612765
2010-04,1389.558983843667
2010-05,1269.758776948093
2010-06,1227.9670777676079
2010-07,1374.4579559901722
2010-08,1344.758982572718
2010-09,1486.3761937887864
2010-10,1535.1398401924653
2010-11,1483.572209782237
2010-12,1577.198718044752
2011-01,1507.5461078900744
2011-02,1536.0481690671422
2011-03,1589.8146974840104
2011-04,1597.1648174416046
2011-05,1554.9655834673135
2011-06,1550.335298204241
2011-07,1497.6393463827628
2011-08,1416.0771384100315
2011-09,1168.7341869877773
2011-10,1371.4194204733774
2011-11,1290.1973402120234
2011-12,1269.4067884071142
2012-01,1429.5505138608282
2012-02,1500.5743697063806
2012-03,1452.5493370381812
2012-04,1395.4520042668369
2012-05,1212.0159467593749
2012-06,1258.6071405097907
2012-07,1275.3221209381236
2012-08,1268.5969114136337
2012-09,1317.466012665668
2012-10,1311.762382459652
2012-11,1290.5091964479143
2012-12,1374.5923971057296
2013-01,1426.8049481445773
2013-02,1386.3207180384622
2013-03,1386.9210140577766
2013-04,1382.821013814789
2013-05,1287.6321669801732
2013-06,1172.0687179794268
2013-07,1160.8368834981436
2013-08,1125.4700668055277
2013-09,1222.346388456054
2013-10,1280.991572728577
2013-11,1226.2024997758174
2013-12,1195.49185766105
2014-01,1080.8158424304238
2014-02,1102.1099775303842
2014-03,1200.0773704797994
2014-04,1232.0038903969726
2014-05,1231.5118128711981
2014-06,1283.4836154850718
2014-07,1297.5370153118758
2014-08,1397.641202996267
2014-09,1214.3456872160657
2014-10,1213.2308131535187
2014-11,1157.8875973302697
2014-12,1051.8244694844086
2015-01,986.7892528986414
2015-02,1030.3074612939756
2015-03,955.7908068712386
2015-04,1052.17488824881
2015-05,977.7060965603237
2015-06,986.2763786877966
2015-07,903.5395223045571
2015-08,810.0095175322268
2015-09,746.2351437132043
2015-10,797.1032245997748
2015-11,762.5676387216168
2015-12,730.0111264401718
2016-01,697.983560348438
2016-02,725.1430026131072
2016-03,867.4369405486505
2016-04,918.7349940388434
2016-05,821.8016083437664
2016-06,913.7662268065305
2016-07,962.6785024449673
2016-08,968.5621621196616
2016-09,962.1548115042967
2016-10,1054.803423575527
2016-11,943.32029923906
2016-12,950.5489948710997
2017-01,1025.6928760585806
2017-02,1061.4663045291816
2017-03,1071.140417007872
2017-04,1072.023433
2017-05,1049.610252
2017-06,1054.853077
2017-07,1136.159859
2017-08,1191.131308
2017-09,1213.606408
2017-10,1174.253429
2017-11,1138.095883
2017-12,1189.814903
2018-01,1340.163159
2018-02,1290.903694
2018-03,1277.650614
2018-04,1259.6259436391458
2018-05,1078.5110755449084
2018-06,1036.9766819620522
2018-07,1134.3366375955613
2018-08,1033.200633565694
2018-09,1081.5685138628285
2018-10,1117.2715274097686
2018-11,1095.2282534307835
2018-12,1084.8922124093267
2019-01,1248.6239988547397
2019-02,1199.3374185988953
2019-03,1166.8422135064905
2019-04,1169.147125827117
2019-05,1151.1244448047032
2019-06,1222.0043971478851
2019-07,1223.4984165141625
2019-08,1123.9849224643879
2019-09,1153.4345315135888
2019-10,1204.779798402238
2019-11,1155.0350920153433
2019-12,1274.3175338730575
2020-01,1202.9072439858003
2020-02,1057.791406347026
2020-03,693.0216780003308
2020-04,736.6878678816491
2020-05,784.172513700457
2020-06,825.3864211202552
2020-07,915.7287576646114
2020-08,858.8710177141738
2020-09,814.785958164209
2020-10,805.550598140314
2020-11,981.6810217906735
2020-12,1098.513495133089
2021-01,1024.6665079861982
2021-02,994.0591772116541
2021-03,1040.0535332696595
2021-04,1078.4800352816462
2021-05,1164.6658524898035
2021-06,1196.1679708148285
2021-07,1147.4634312195817
2021-08,1157.1161850659373
2021-09,1037.5096951406383
2021-10,982.2180382283228
2021-11,952.9855039869998
2021-12,1009.5983780539003
2022-01,1084.0589821918095
2022-02,1136.4295105969231
2022-03,1284.8457899258283
2022-04,1118.0536502102045
2022-05,1209.4814373012935
2022-06,1003.8325050385826
2022-07,1046.609338600967
2022-08,1075.0744902391539
2022-09,1040.044480347491
2022-10,1140.527482121974
2022-11,1145.9907208509308
2022-12,1099.6843737931665
2023-01,1208.2479647678106
2023-02,1133.3168341102962
2023-03,1142.8676042306067
2023-04,1173.5965466238022
2023-05,1163.576881740837
2023-06,1303.3731526478887
2023-07,1370.4727519596524
