Date,ACWI ex PERU
1998-12,1000.0
1999-01,1019.7543841677681
1999-02,993.5862940702333
1999-03,1038.8073136381954
1999-04,1083.2699220128895
1999-05,1045.3907145081287
1999-06,1097.5632268914442
1999-07,1092.3688442018527
1999-08,1091.0523035434705
1999-09,1078.9755097176674
1999-10,1132.8540613792225
1999-11,1167.6151715365663
1999-12,1264.3391540352245
2000-01,1195.2322612284845
2000-02,1198.8663434930959
2000-03,1277.9699384752541
2000-04,1220.3813142528827
2000-05,1189.237378413481
2000-06,1229.1509253105262
2000-07,1192.3398206093011
2000-08,1229.5750242232161
2000-09,1161.640207099099
2000-10,1138.2632756117941
2000-11,1067.4078962572225
2000-12,1084.6507286054648
2001-01,1111.9532620439722
2001-02,1018.2511820808784
2001-03,949.3687642047162
2001-04,1018.1424885539403
2001-05,1006.1826705976199
2001-06,974.778735481049
2001-07,959.4970840345964
2001-08,915.0741920705618
2001-09,831.2576248705378
2001-10,848.787024892095
2001-11,900.7417361468489
2001-12,908.9827870874984
2002-01,883.8713515641145
2002-02,877.0976127398657
2002-03,916.3878541802529
2002-04,887.0026705550092
2002-05,887.6873267453046
2002-06,833.190123689337
2002-07,763.1348789019439
2002-08,764.8194064436893
2002-09,680.6775990500836
2002-10,730.6008943020166
2002-11,770.297375865203
2002-12,733.3182531028621
2003-01,711.6963914929038
2003-02,698.9512816015116
2003-03,695.9357763336702
2003-04,757.6216149294154
2003-05,801.1887902901633
2003-06,816.1861698811354
2003-07,834.0393339024109
2003-08,853.5347434496751
2003-09,858.7317016822599
2003-10,910.5629734649536
2003-11,924.1440168739241
2003-12,982.5007148032429
2004-01,999.1331524105904
2004-02,1017.2170261137219
2004-03,1011.3357399489347
2004-04,987.6217790348074
2004-05,995.2808696648179
2004-06,1014.9773327821815
2004-07,982.5096704454517
2004-08,988.4870526454265
2004-09,1008.9979481579185
2004-10,1033.653235806718
2004-11,1090.0072922415102
2004-12,1132.1867349202985
2005-01,1108.170671494138
2005-02,1146.5536259560904
2005-03,1121.2949516853341
2005-04,1096.5540649515021
2005-05,1117.0424641733175
2005-06,1128.3226113409207
2005-07,1170.042211329846
2005-08,1178.9166729632152
2005-09,1214.3338538787013
2005-10,1181.6557533082027
2005-11,1224.6611475963743
2005-12,1254.7889225351212
2006-01,1316.5065720013017
2006-02,1314.5840231862571
2006-03,1342.2601292331833
2006-04,1386.876400920671
2006-05,1332.2330357228486
2006-06,1331.6180176353002
2006-07,1340.657056928169
2006-08,1375.4164681321133
2006-09,1391.4357969890298
2006-10,1443.6235679457889
2006-11,1484.417963497092
2006-12,1517.5423190729275
2007-01,1532.5943427433247
2007-02,1524.4567431052928
2007-03,1555.019269679712
2007-04,1623.9673267828703
2007-05,1672.220874734846
2007-06,1667.2263272557095
2007-07,1641.615706675828
2007-08,1637.1547665518622
2007-09,1724.9271454570817
2007-10,1792.1120890408529
2007-11,1713.0064369932154
2007-12,1694.051038484262
2008-01,1555.256019017214
2008-02,1559.4785354520907
2008-03,1536.6464833440314
2008-04,1622.375001048673
2008-05,1647.757069659382
2008-06,1512.3846229560495
2008-07,1473.2775202765336
2008-08,1441.5741806030683
2008-09,1261.4393785448585
2008-10,1011.6121895686349
2008-11,945.0569112542961
2008-12,979.2453548391463
2009-01,895.5993409074899
2009-02,807.8710654039772
2009-03,874.3205607531826
2009-04,977.5952843677698
2009-05,1074.946800484232
2009-06,1068.9794696121944
2009-07,1163.027253196659
2009-08,1204.6094456887324
2009-09,1259.7571644984944
2009-10,1240.3182834889933
2009-11,1291.2488244572748
2009-12,1318.0765904147581
2010-01,1261.1821081893481
2010-02,1277.183277669538
2010-03,1359.3675196396377
2010-04,1361.6537930154889
2010-05,1232.4317137422902
2010-06,1194.4358053573146
2010-07,1291.6215985476
2010-08,1246.385312930556
2010-09,1365.6076733573673
2010-10,1414.7973814430586
2010-11,1383.3366592507189
2010-12,1484.679419842135
2011-01,1508.1777148800138
2011-02,1552.1194836479624
2011-03,1550.604514529002
2011-04,1614.1588189864294
2011-05,1579.4287279201862
2011-06,1554.649406616345
2011-07,1529.2412920163338
2011-08,1417.3796935200453
2011-09,1283.649788940352
2011-10,1421.1426119195655
2011-11,1378.562896749819
2011-12,1375.8007956369838
2012-01,1455.7427411302783
2012-02,1529.0614744374939
2012-03,1539.1873117347254
2012-04,1521.5494769800127
2012-05,1385.0952105232666
2012-06,1453.5495172757433
2012-07,1473.5102129430852
2012-08,1505.582037499787
2012-09,1552.9574298684136
2012-10,1542.5898725116224
2012-11,1562.3193145316488
2012-12,1597.662731911954
2013-01,1671.334960588927
2013-02,1671.1493789709523
2013-03,1701.6650174187716
2013-04,1750.458054985584
2013-05,1745.74877448406
2013-06,1694.7932093509864
2013-07,1776.02349106163
2013-08,1738.991026845387
2013-09,1828.848466197108
2013-10,1902.3164491890368
2013-11,1929.3573436062675
2013-12,1962.618241676899
2014-01,1884.0721389415703
2014-02,1975.1140069721387
2014-03,1983.8803498028497
2014-04,2002.705923263113
2014-05,2045.324594832848
2014-06,2083.8400707232463
2014-07,2058.5603694784836
2014-08,2104.0000441352963
2014-09,2035.8001726980806
2014-10,2050.14890611252
2014-11,2084.430837896349
2014-12,2044.2144562774042
2015-01,2012.2961536240311
2015-02,2124.3447881978254
2015-03,2091.4452873042123
2015-04,2152.064554314713
2015-05,2149.3212374235036
2015-06,2098.7201293460553
2015-07,2117.029741066171
2015-08,1971.9512022772815
2015-09,1900.5006790794007
2015-10,2049.6706936460746
