Date,EM LATIN AMERICA
2000-12,100.0
2001-01,114.51968226757889
2001-02,104.31936597465366
2001-03,97.79314911502372
2001-04,104.04971011202669
2001-05,107.10994255331136
2001-06,106.00780409413261
2001-07,100.02044597795606
2001-08,96.52899938320449
2001-09,81.11720260258271
2001-10,84.32926866728998
2001-11,89.39057568464463
2001-12,99.36498518805584
2002-01,99.26569041477845
2002-02,102.67200742447271
2002-03,107.41791153293521
2002-04,105.94951663965867
2002-05,97.81819201092071
2002-06,84.63820954723664
2002-07,71.55061245589906
2002-08,78.08903902324442
2002-09,63.926686524616706
2002-10,72.77651973927586
2002-11,75.37550490414266
2002-12,77.00427787424299
2003-01,74.23101458701969
2003-02,72.66668484531134
2003-03,77.14085527310357
2003-04,90.5690573012292
2003-05,93.38338167930242
2003-06,95.66493088180871
2003-07,100.32364791389543
2003-08,104.46428857266135
2003-09,107.88508374595946
2003-10,116.1662945501571
2003-11,120.41501978572391
2003-12,133.61440371318136
2004-01,134.66791658336504
2004-02,141.09314892235847
2004-03,143.11299291747548
2004-04,128.07136936683455
2004-05,127.21462804588779
2004-06,131.53045251348018
2004-07,136.40765364584973
2004-08,142.57490873077717
2004-09,154.0074619137309
2004-10,158.82724108351897
2004-11,172.38887611090712
2004-12,186.311096591029
2005-01,183.00252209630932
2005-02,206.9275684566927
2005-03,190.49521427845875
2005-04,184.69315910869548
2005-05,198.09055901352275
2005-06,207.47534216280292
2005-07,221.1614215699178
2005-08,233.50120838521968
2005-09,270.11807597182855
2005-10,255.89830283983494
2005-11,276.648301145556
2005-12,279.4695779245258
2006-01,327.8445983314935
2006-02,330.86498050535187
2006-03,323.1061908041428
2006-04,348.80918398179136
2006-05,300.3087052474623
2006-06,313.0531659947633
2006-07,322.26877234600056
2006-08,325.4402291374873
2006-09,328.0060272778118
2006-10,353.66947574810376
2006-11,373.9348164499635
2006-12,400.0669568219301
2007-01,406.8807640625156
2007-02,395.9231106002347
2007-03,424.15491661841094
2007-04,447.1337473156464
2007-05,494.5140920834976
2007-06,507.96404018803025
2007-07,515.2841249216987
2007-08,500.1744387999815
2007-09,562.5850925382385
2007-10,629.8065155594757
2007-11,593.8561052362733
2007-12,601.71247831042
2008-01,564.2294089559778
2008-02,613.9111809580273
2008-03,593.1149509867901
2008-04,651.3926883697555
2008-05,712.3452238708301
2008-06,657.7853607221064
2008-07,601.2172700141426
2008-08,551.4274690917642
2008-09,443.4288760928192
2008-10,303.2375620632469
2008-11,283.5944108085068
2008-12,292.3591231571231
2009-01,291.66101777699555
2009-02,276.4094357297665
2009-03,306.68454972970494
2009-04,360.17319503365223
2009-05,434.49479666488475
2009-06,424.8607484418503
2009-07,463.1274030261014
2009-08,472.9945272002356
2009-09,529.8846671249264
2009-10,538.5487846477935
2009-11,583.9792822283466
2009-12,595.7447330430114
2010-01,542.858893406736
2010-02,565.6157900403331
2010-03,605.5237442757967
2010-04,603.304167315446
2010-05,551.2965603481081
2010-06,532.8410734034194
2010-07,596.3706085522874
2010-08,583.2243509434553
2010-09,644.5098906911637
2010-10,665.1487115433905
2010-11,642.4352291487556
2010-12,683.0562864832159
2011-01,652.6320835226801
2011-02,665.4562869758042
2011-03,689.0820578591179
2011-04,692.4414964124396
2011-05,673.8141736969357
2011-06,671.4721528946718
2011-07,648.6598484339339
2011-08,613.7596563664782
2011-09,506.6848919255475
2011-10,595.2856408391582
2011-11,559.770605174469
2011-12,550.8583611639368
2012-01,620.325464030489
2012-02,652.2866297409234
2012-03,631.265444817033
2012-04,607.5399462315175
2012-05,527.7369792966688
2012-06,548.1936060221464
2012-07,555.5303169401786
2012-08,552.589266576406
2012-09,573.9138221699641
2012-10,571.5832231490539
2012-11,562.1768141550352
2012-12,598.547976064111
2013-01,620.9636764985823
2013-02,603.8623034385004
2013-03,603.8713438906096
2013-04,601.9536722142681
2013-05,560.4275700929875
2013-06,509.98069300785727
2013-07,504.83278311301814
2013-08,489.0261526091063
2013-09,530.9915547861269
2013-10,556.3598270935167
2013-11,531.6204073337323
2013-12,518.5958672056378
2014-01,469.52514735125493
2014-02,478.1469967261618
2014-03,520.3264395224055
2014-04,534.1950236624452
2014-05,533.7796231090088
2014-06,555.9077269290196
2014-07,561.6896221397338
2014-08,606.3235495766696
2014-09,525.4641552839093
2014-10,524.7832952852395
2014-11,500.63341138859005
2014-12,454.81686530649796
2015-01,426.6399820771262
2015-02,444.6104320970082
2015-03,411.36836770023234
2015-04,453.653440712677
2015-05,421.6489346971448
2015-06,425.789829715848
2015-07,390.20688795687516
2015-08,349.14938713870026
2015-09,322.3502633589559
2015-10,342.0217035648397
2015-11,327.68992598363417
2015-12,313.6581486890168
2016-01,299.2295327314687
2016-02,310.4875596298716
2016-03,373.7054430447254
2016-04,395.9927841201787
2016-05,353.1294999292531
2016-06,393.5486560495145
2016-07,415.2569041763813
2016-08,418.1183044961176
2016-09,414.68909863117864
2016-10,455.839201469551
2016-11,407.48570786345766
2016-12,411.020531760294
2017-01,442.2847138720656
2017-02,458.06750787647184
2017-03,460.5997748426126
2017-04,460.583552
2017-05,449.657559
2017-06,452.604389
2017-07,490.084374
2017-08,512.732811
2017-09,520.821228
2017-10,502.07023
2017-11,486.972146
2017-12,508.613142
2018-01,575.50879
2018-02,554.728317
2018-03,549.427127
2018-04,542.4558289614306
2018-05,466.18244032702313
2018-06,451.897693628025
2018-07,493.5768343161856
2018-08,452.2471033553397
2018-09,473.4708941660307
2018-10,489.85377296394995
2018-11,479.10744567074545
2018-12,475.17562637083006
2019-01,546.1961908575844
2019-02,525.8178515032974
2019-03,512.4919172806642
2019-04,514.6860844315307
2019-05,504.2045781507275
2019-06,535.2507405633422
2019-07,535.9051367128834
2019-08,492.31718276565897
2019-09,505.21642035406376
2019-10,527.7061856860997
2019-11,505.91748263819323
2019-12,558.1644430333929
2020-01,526.8859872150605
2020-02,463.32372856451
2020-03,303.55076237195914
2020-04,322.67701144774435
2020-05,343.4757842665862
2020-06,361.5279079082382
2020-07,401.0987986942699
2020-08,376.1945123543356
2020-09,356.8847939711848
2020-10,352.8396094336364
2020-11,429.98658199332766
2020-12,481.1604304871042
2021-01,448.81467571650046
2021-02,435.40834387188676
2021-03,455.5543541474963
2021-04,472.3855649902552
2021-05,510.13585671947584
2021-06,523.9341148944362
2021-07,502.6010158090344
2021-08,506.8290232178426
2021-09,454.44012637089395
2021-10,430.22180082446863
2021-11,417.41764427828076
2021-12,442.21467679342686
2022-01,474.829202240823
2022-02,497.7680428685286
2022-03,562.7759295896092
2022-04,489.7192233197318
2022-05,529.7655528278659
2022-06,439.68916394859116
2022-07,458.425865630402
2022-08,470.8939005492183
2022-09,455.55038887265215
2022-10,499.56299737009186
2022-11,501.9559532239115
2022-12,481.67328761869766
2023-01,529.2252789233261
2023-02,496.40465792614214
2023-03,500.5879953934852
2023-04,514.0475944023549
2023-05,509.6588761118803
2023-06,570.8911087500235
2023-07,600.2814368920087
