Date,EM (EMERGING MARKETS) ex CHINA
1998-12,1000.0
1999-01,987.9385707010133
1999-02,997.0843944782899
1999-03,1128.395402476498
1999-04,1267.1353705053434
1999-05,1259.7432907634527
1999-06,1399.9355080325402
1999-07,1361.9840832062182
1999-08,1374.9949053003768
1999-09,1327.9603200793204
1999-10,1356.9493421574352
1999-11,1479.6034925989566
1999-12,1670.045460786589
2000-01,1681.106586225069
2000-02,1704.7916107087083
2000-03,1713.3325550973
2000-04,1550.0356225635342
2000-05,1484.472015305618
2000-06,1524.891947072476
2000-07,1442.5115889000572
2000-08,1454.3220556031647
2000-09,1329.6091835680922
2000-10,1230.845212512745
2000-11,1127.3576907864967
2000-12,1155.7858119700943
2001-01,1314.177141926907
2001-02,1212.352708691193
2001-03,1098.0747374538118
2001-04,1148.468815025552
2001-05,1160.52366346805
2001-06,1131.7795000181902
2001-07,1066.0176823916208
2001-08,1071.1311988566138
2001-09,897.9659656079353
2001-10,955.7682164403209
2001-11,1055.884976805195
2001-12,1145.330883891612
2002-01,1193.5806603768706
2002-02,1213.4837441481898
2002-03,1286.3359292199857
2002-04,1291.7352829615375
2002-05,1268.5889675416943
2002-06,1169.4913285179025
2002-07,1077.341852031127
2002-08,1096.593263708963
2002-09,976.0118327736739
2002-10,1043.7528959382232
2002-11,1117.6010210929585
2002-12,1080.86233893164
2003-01,1072.051196041021
2003-02,1041.6766149722434
2003-03,1012.7302520963444
2003-04,1109.4701170140665
2003-05,1184.5743399735857
2003-06,1251.0876353039428
2003-07,1325.5489458202949
2003-08,1414.2745381776556
2003-09,1425.461247297797
2003-10,1539.6319703118347
2003-11,1557.4296772830817
2003-12,1659.8586953303072
2004-01,1724.2298005177875
2004-02,1800.7890009610842
2004-03,1838.4777686094637
2004-04,1695.4588785371388
2004-05,1649.569021115299
2004-06,1658.177134371845
2004-07,1625.1729605966311
2004-08,1698.5077727314138
2004-09,1793.857490422491
2004-10,1844.7460957250273
2004-11,2014.1673732195995
2004-12,2122.830142152697
2005-01,2132.5416413397143
2005-02,2320.9020750906784
2005-03,2164.7771600257947
2005-04,2101.0378512034813
2005-05,2178.7036739877826
2005-06,2251.3390205631204
2005-07,2408.107903491075
2005-08,2429.3740985553127
2005-09,2662.6310401901324
2005-10,2495.885025037178
2005-11,2704.9166256887715
2005-12,2871.0121065118524
2006-01,3184.80034938923
2006-02,3172.1188077397487
2006-03,3193.4741374802566
2006-04,3426.4027125682182
2006-05,3050.744412003267
2006-06,3036.1732371726043
2006-07,3075.113760340317
2006-08,3154.6492251695954
2006-09,3171.6323535823176
2006-10,3315.0875384381575
2006-11,3548.50478484316
2006-12,3665.2133346389537
2007-01,3641.5822341804505
2007-02,3625.5302335052133
2007-03,3770.202764815863
2007-04,3953.7978035902875
