Date,EAFE + EM
2000-12,100.0
2001-01,101.34146727961273
2001-02,93.6938168668228
2001-03,87.11059995595916
2001-04,92.97177655095258
2001-05,90.15638239389007
2001-06,86.66313281106464
2001-07,84.65733575728049
2001-08,82.64573627786544
2001-09,73.8136038623445
2001-10,75.96904367454735
2001-11,79.29108737646605
2001-12,80.29903548057466
2002-01,76.71846651606677
2002-02,77.331686694428
2002-03,81.56247847723651
2002-04,82.1010624834463
2002-05,82.88591188104216
2002-06,79.33047934440577
2002-07,71.64769031668328
2002-08,71.59343448859042
2002-09,63.901445672966155
2002-10,67.39885406091543
2002-11,70.59728052667194
2002-12,68.22597710489777
2003-01,65.6087712116434
2003-02,64.07110373931913
2003-03,62.759000655295615
2003-04,68.8575166956791
2003-05,73.0991758482663
2003-06,75.08516817000282
2003-07,77.17343907766717
2003-08,79.36109213879044
2003-09,81.61661656270816
2003-10,86.88955245425319
2003-11,88.73192707030574
2003-12,95.61280521325087
2004-01,97.16448725930448
2004-02,99.63625286344445
2004-03,100.2698669006556
2004-04,97.36592889117807
2004-05,97.46141431718034
2004-06,99.42156064780954
2004-07,96.33636448859662
2004-08,97.12584082298324
2004-09,99.98799519912964
2004-10,103.28711185378802
2004-11,110.6125741782058
2004-12,115.51528474292613
2005-01,113.66341318371101
2005-02,119.14023984094017
2005-03,115.57601226533478
2005-04,112.81536616242755
2005-05,113.305076847267
2005-06,115.09741371223639
2005-07,119.19297799452147
2005-08,121.94476521376541
2005-09,128.1404387865308
2005-10,123.77546425256917
2005-11,127.74150495092039
2005-12,133.90680927940332
2006-01,143.06559619904343
2006-02,142.76972609752596
2006-03,146.97726536495182
2006-04,154.48498790932717
2006-05,147.0051552622792
2006-06,146.94803668014248
2006-07,148.49583869259007
2006-08,152.53549645835352
2006-09,152.92346114541658
2006-10,159.06569010515332
2006-11,164.8752621983658
2006-12,170.4015635867476
2007-01,171.08296705009124
2007-02,172.0901290295526
2007-03,176.85740426581822
2007-04,184.79953066310802
2007-05,188.94742091195107
2007-06,190.61268433397336
2007-07,190.02611798286406
2007-08,186.86435169805193
2007-09,198.81001776137956
2007-10,209.37800205827597
2007-11,200.87218437430406
2007-12,197.41132660847887
2008-01,177.84337365235643
2008-02,182.530995585197
2008-03,178.95736954505318
2008-04,189.66566482646812
2008-05,191.8663018062504
2008-06,175.42716963993885
2008-07,169.58615314383061
2008-08,161.29608135263027
2008-09,136.96587289396297
2008-10,107.35478100156918
2008-11,101.13240209075632
2008-12,107.54024215696057
2009-01,97.64926793376034
2009-02,88.48374547326193
2009-03,95.50041970488564
2009-04,108.49754169815641
2009-05,122.56452860133858
2009-06,121.64993779969197
2009-07,133.33724395043387
2009-08,138.81758558640544
2009-09,145.73097215558084
2009-10,144.3670571916583
2009-11,148.022321584979
2009-12,151.0342715519474
2010-01,143.9527094826528
2010-02,143.32277722783178
2010-03,152.90332994713694
2010-04,151.26751008672147
2010-05,134.88009479189253
2010-06,133.62327570969842
2010-07,145.9054290367245
2010-08,141.7992392527271
2010-09,156.16665494893965
2010-10,161.52469401268772
2010-11,154.64430350683963
2010-12,166.77579920661398
2011-01,168.50139904103335
2011-02,172.26581924871024
2011-03,171.83987559320553
2011-04,180.82110360382256
2011-05,175.63324873816194
2011-06,173.30479381937403
2011-07,171.05982455431712
2011-08,155.6554361169595
2011-09,138.77300955782096
2011-10,153.40586169847882
2011-11,145.24861346374584
2011-12,143.77595016257777
2012-01,153.6434515920247
2012-02,162.56244631300203
2012-03,160.563230627861
2012-04,157.7398581481503
2012-05,139.73977832218873
2012-06,148.36937285754203
2012-07,150.36616619246325
2012-08,153.22190037011407
2012-09,158.95403384093717
2012-10,159.68141504917807
2012-11,163.06755618814864
2012-12,168.9933132125858
2013-01,176.1860726836643
2013-02,174.37653390050554
2013-03,174.67872920331544
2013-04,181.83267063861302
2013-05,177.37522797525375
2013-06,169.85851812588442
2013-07,177.11638997464016
2013-08,174.6134256971508
2013-09,187.1669886344319
2013-10,194.0967768200829
2013-11,194.5915801117273
2013-12,196.1991571073832
2014-01,187.22136940977606
2014-02,196.71380552080674
2014-03,197.03465579936957
2014-04,199.39387411929405
2014-05,203.45441030008155
2014-06,206.20055288873235
2014-07,203.99959938726724
2014-08,204.84629420494628
2014-09,195.20694954292617
2014-10,193.57760962939585
2014-11,195.09046039028
2014-12,187.80468817401527
2015-01,188.77143580986336
2015-02,198.78148728281874
2015-03,195.80811697112063
2015-04,205.43212485921168
2015-05,202.67615862442162
2015-06,197.04441569054353
2015-07,196.9759660666847
2015-08,181.76130658280175
2015-09,173.34371846739705
2015-10,186.63562214565124
2015-11,182.77640554338782
2015-12,179.95911202707416
2016-01,167.23755016256644
2016-02,164.78537535365203
2016-03,177.97508899132208
2016-04,182.14942984786484
2016-05,179.31103196139048
2016-06,176.32344507841074
2016-07,185.24568600622663
2016-08,186.4591905236559
2016-09,188.77612009353064
2016-10,185.98675319336505
2016-11,181.04933994229458
2016-12,185.7902177847048
2017-01,192.34601056308767
2017-02,195.8764891498897
2017-03,201.15568877832365
2017-04,206.093656
2017-05,213.287261
2017-06,213.548991
2017-07,221.380681
2017-08,222.601298
2017-09,226.445596
2017-10,231.045857
2017-11,232.954467
2017-12,237.901784
2018-01,251.927699
2018-02,240.489338
2018-03,236.117925
2018-04,239.75735121523672
2018-05,233.53924603589272
2018-06,228.81181785030665
2018-07,234.28124277692524
2018-08,229.2746060792279
2018-09,230.40941107437465
2018-10,211.615904526272
2018-11,213.72073543831675
2018-12,204.633626
2019-01,219.32113796078306
2019-02,223.47556391531876
2019-03,225.01624299666366
2019-04,230.89600965742133
2019-05,218.27421868070368
2019-06,231.41415848960276
2019-07,228.50688582074753
2019-08,221.12608001150284
2019-09,226.87265696228874
2019-10,235.41971779026184
2019-11,237.22790424860904
2019-12,247.8015333538881
2020-01,240.743851767911
2020-02,221.60807320060852
2020-03,190.66621623075838
2020-04,204.5031307489487
2020-05,211.19973711015658
2020-06,220.8779384237799
2020-07,230.49199995272872
2020-08,240.18617715069777
2020-09,234.70011994042517
2020-10,229.84428834618646
2020-11,260.708523222147
2020-12,275.1311112303728
2021-01,275.96898659144097
2021-02,280.7709016629974
2021-03,283.6046006834072
2021-04,291.65248244735005
2021-05,300.2809952376476
2021-06,298.20112218395263
2021-07,292.94076483482377
2021-08,298.8928208101585
2021-09,289.1890850328819
2021-10,294.9449966670241
2021-11,281.756324
2021-12,293.2637402486572
2022-01,281.7856934377708
2022-02,275.70163231109495
2022-03,274.93142643692784
2022-04,257.92354137073795
2022-05,259.60672963541214
2022-06,237.69254111061628
2022-07,245.5239131218621
2022-08,237.81484806203247
2022-09,213.73840988826268
2022-10,219.44481827129076
2022-11,246.52515365083852
2022-12,245.58505279874413
2023-01,265.3194839958215
2023-02,256.19853797627707
2023-03,262.9689414449692
2023-04,267.27291140793767
2023-05,257.95873809385176
2023-06,269.1121819835205
2023-07,280.23570036958944
