Date,EM EASTERN EUROPE
2007-06,631.9251770554791
2007-07,653.6115672375533
2007-08,626.7091416943589
2007-09,677.6252355389228
2007-10,744.1932059145987
2007-11,743.8262793608944
2007-12,768.6176225419841
2008-01,650.8272216259462
2008-02,694.5993896734365
2008-03,691.3736137716413
2008-04,705.5331533730978
2008-05,800.1134644664515
2008-06,745.728096069091
2008-07,666.9104596726174
2008-08,574.7786446912472
2008-09,452.4980318074008
2008-10,293.42645995142743
2008-11,247.13453642103974
2008-12,237.5408854722536
2009-01,200.82123414998068
2009-02,188.17681104958538
2009-03,224.1660494002693
2009-04,274.41288267919316
2009-05,345.2583825296609
2009-06,309.9355134272033
2009-07,346.4365645886848
2009-08,359.028111573626
2009-09,398.7438601972892
2009-10,414.902690132326
2009-11,428.6265040105903
2009-12,435.9504333414901
2010-01,443.5675441342872
2010-02,420.6603348132025
2010-03,463.98416397550125
2010-04,461.54067754115016
2010-05,403.30511428881175
2010-06,383.08299274124795
2010-07,432.5071077356033
2010-08,415.9265880773157
2010-09,451.0913407521494
2010-10,472.0847291721616
2010-11,456.2697470832031
2010-12,505.1583962056047
2011-01,525.5862851687228
2011-02,551.1927945176349
2011-03,579.4931992646602
2011-04,596.9875092056678
2011-05,561.8347749212368
2011-06,560.523958036559
2011-07,563.5125787038742
2011-08,489.36287810078306
2011-09,383.4765940295854
2011-10,450.0992122590559
2011-11,439.471228825215
2011-12,396.136065014262
2012-01,454.2000377749787
2012-02,492.9144971678439
2012-03,468.1467872944228
2012-04,455.055733021067
2012-05,369.2900068873608
2012-06,409.0401726473515
2012-07,415.85829653970376
2012-08,424.8955525805094
2012-09,449.47578274479713
2012-10,437.090474170873
2012-11,439.25666197163133
2012-12,466.7974655085055
2013-01,486.3400769410301
2013-02,460.86978845752867
2013-03,442.21022370225353
2013-04,436.645888414103
2013-05,431.80315102471997
2013-06,409.78038050849733
2013-07,427.2430720363415
2013-08,427.7773503677372
2013-09,466.0612795666467
2013-10,488.7230486905415
2013-11,470.04281174787667
2013-12,470.14223297584977
2014-01,428.50570131469874
2014-02,432.2380923895184
2014-03,423.266006911997
2014-04,404.076477116115
2014-05,439.39917059712116
2014-06,454.5251883395643
2014-07,417.84104165774204
2014-08,415.67550440333696
2014-09,400.82062910974787
2014-10,389.61786867548193
2014-11,359.46211435867644
2014-12,293.42586404444023
2015-01,287.1839974767725
2015-02,331.7329755314512
2015-03,325.53434166249434
2015-04,375.0749575086994
2015-05,352.3795185779375
2015-06,342.3825359560822
2015-07,327.75868632960623
2015-08,311.44408881856845
2015-09,297.68571156788613
2015-10,308.8824577295717
2015-11,301.7396628432018
2015-12,279.66957521948876
2016-01,273.3859677935373
2016-02,277.99900452233237
2016-03,321.5506990596315
2016-04,332.8642012876108
2016-05,312.32230553148645
2016-06,314.80563136884666
2016-07,323.07661346827933
2016-08,329.3702500208394
2016-09,337.27663792699286
2016-10,342.780916336815
2016-11,346.8924778821379
2016-12,385.36620522998385
2017-01,393.22459122098735
2017-02,379.1150174042645
2017-03,385.6710453398845
2017-04,396.238866
2017-05,382.761553
2017-06,375.541451
2017-07,394.543059
2017-08,424.043914
2017-09,430.434813
2017-10,430.185219
2017-11,437.843796
2017-12,451.684898
2018-01,502.004377
2018-02,489.364185
2018-03,470.136226
2018-04,447.52175294498375
2018-05,434.5109690234925
2018-06,433.5056101922791
2018-07,457.4636261560936
2018-08,436.5250702966095
2018-09,463.81300571937766
2018-10,436.9341459371919
2018-11,442.89080742759705
2018-12,432.877175
2019-01,480.2856337236324
2019-02,469.3388665581157
2019-03,470.13552419759793
2019-04,483.96130595915264
2019-05,490.6102385766749
2019-06,528.2208330847436
2019-07,524.2537510975135
2019-08,495.1384345203189
2019-09,507.50246518779744
2019-10,548.3536879715554
2019-11,541.5662489218757
2019-12,581.0430094297644
2020-01,557.9794280210673
2020-02,478.8894712660012
2020-03,368.4541717057618
2020-04,408.34880494077476
2020-05,442.39944089709127
2020-06,438.16195992517686
2020-07,452.6082079451678
2020-08,456.50444782014193
2020-09,419.4409777761427
2020-10,380.2887378248323
2020-11,465.3471574137894
2020-12,511.4960104145653
2021-01,501.11246480311513
2021-02,508.4680106959207
2021-03,524.7862653397618
2021-04,533.2133791406687
2021-05,589.7194210532722
2021-06,602.6753531189935
2021-07,601.9030956049241
2021-08,628.0805798994996
2021-09,652.227582786253
2021-10,678.5945153119396
2021-11,606.4903002926527
2021-12,602.2542283315315
2022-01,562.099995684788
2022-02,321.7196861623631
2022-03,130.47952581257593
2022-04,110.29271848994274
2022-05,110.68377542687324
2022-06,99.59137120927238
2022-07,99.57428911034886
2022-08,89.2927947533157
2022-09,77.35268519241622
2022-10,87.46117129694056
2022-11,101.81687935147244
2022-12,107.0729128038525
2023-01,115.83555340416933
2023-02,114.03604593925655
2023-03,111.55293592144022
2023-04,124.79921513599886
2023-05,119.44997985977876
2023-06,133.3742551964834
2023-07,143.2027158689226
