Date,EFM (EMERGING + FRONTIER MARKETS)
2009-01,436.48527951279266
2009-02,411.67335180744743
2009-03,469.77196803268237
2009-04,546.9048313646856
2009-05,640.606360831082
2009-06,633.0844747546703
2009-07,701.6879549875794
2009-08,700.8612212631106
2009-09,762.6435336755535
2009-10,762.6383883513311
2009-11,792.3451759631273
2009-12,822.2441170280314
2010-01,777.3372279261445
2010-02,781.4814293727355
2010-03,844.4923477540824
2010-04,854.3710701979564
2010-05,779.1607807860286
2010-06,773.3899891729493
2010-07,837.155109530126
2010-08,821.5377487193226
2010-09,911.8395466141451
2010-10,938.6518380028097
2010-11,914.4084007389529
2010-12,978.9338476994319
2011-01,953.226699255589
2011-02,942.546358803931
2011-03,996.6300875295186
2011-04,1027.9966125324984
2011-05,1000.6620495439842
2011-06,985.450602963222
2011-07,980.4972079791662
2011-08,893.9174831454544
2011-09,766.077798441054
2011-10,864.8403306930079
2011-11,808.1326874348694
2011-12,798.4131606673155
2012-01,886.3614739071533
2012-02,938.6027575646852
2012-03,908.6928687083096
2012-04,897.8957298505545
2012-05,798.6456026890737
2012-06,828.4635138770894
2012-07,844.4095681763717
2012-08,842.1463340918118
2012-09,892.5158593543257
2012-10,887.0781418350595
2012-11,898.4354284280419
2012-12,941.666803145078
2013-01,956.2026610343808
2013-02,944.5209787038337
2013-03,928.9079098225978
2013-04,936.6833018200507
2013-05,914.750247589767
2013-06,856.743476425041
2013-07,866.8643046047185
2013-08,851.8077064247784
2013-09,906.3022443588123
2013-10,949.6067324588238
2013-11,936.7252128007299
2013-12,924.357972695322
2014-01,866.7674366648034
2014-02,895.5241120024502
2014-03,922.9750140619747
2014-04,927.9342872942706
2014-05,961.2595205239392
2014-06,986.0779188077599
2014-07,1005.0945954810259
2014-08,1026.9161686034652
2014-09,952.9038077918871
2014-10,962.6772851592458
2014-11,951.6123483250126
2014-12,907.8941164160645
2015-01,912.2823938851608
2015-02,940.4934052169972
2015-03,927.0280419404955
2015-04,997.4857171973515
2015-05,957.6368646094916
2015-06,933.3225155668401
2015-07,869.51690163624
2015-08,791.587826336258
2015-09,767.9233770680496
2015-10,822.0179363173471
2015-11,789.8441068863781
2015-12,772.6072967109021
2016-01,722.4170500359744
2016-02,721.8866399149716
2016-03,815.4683689970417
2016-04,820.3723752471611
2016-05,790.6881487452351
2016-06,820.8062793735387
2016-07,861.3799464518531
2016-08,882.0786232170972
2016-09,893.6786730781463
2016-10,895.6771372685744
2016-11,855.0324454817905
2016-12,857.444985451394
2017-01,904.62385885735
2017-02,931.523050805879
2017-03,955.0244836848157
2017-04,975.691622
2017-05,1004.85062
2017-06,1014.87448
2017-07,1074.47107
2017-08,1098.785636
2017-09,1095.024807
2017-10,1132.830253
2017-11,1135.360843
2017-12,1175.990031
2018-01,1273.281261
2018-02,1215.459747
2018-03,1193.64075
2018-04,1187.5954763295376
2018-05,1143.9652436861425
2018-06,1096.5867281404962
2018-07,1121.0275724169744
2018-08,1090.0461779887917
2018-09,1084.3719738098018
2018-10,991.1511005073786
2018-11,1031.5558796054952
2018-12,1004.164214
2019-01,1091.1828508229955
2019-02,1093.77205163683
2019-03,1103.042033434235
2019-04,1125.7964035169327
2019-05,1046.420455188414
2019-06,1110.9545938002595
2019-07,1098.1232794477105
2019-08,1045.2661022482534
2019-09,1064.4449569738777
2019-10,1108.6481328061536
2019-11,1107.4382286633556
2019-12,1189.3968916533568
2020-01,1134.973343405337
2020-02,1074.987908506609
2020-03,908.0607550442915
2020-04,990.8300160679249
2020-05,999.2826288259535
2020-06,1071.7451794524882
2020-07,1165.7983266000085
2020-08,1192.6333588438708
2020-09,1173.9489517574812
2020-10,1197.9439023752655
2020-11,1307.7423359724175
2020-12,1403.6827858066617
2021-01,1446.3764056703017
2021-02,1457.357814864441
2021-03,1435.5849440954985
2021-04,1471.8971379979237
2021-05,1506.2597224237506
2021-06,1509.2384775142327
2021-07,1408.6772046285757
2021-08,1445.5264398810382
2021-09,1388.929073074287
2021-10,1403.1334226804593
2021-11,1345.858373
2021-12,1371.0450151956309
2022-01,1344.802774029525
2022-02,1304.3649079404793
2022-03,1275.252665606218
2022-04,1204.7835272838233
2022-05,1209.001784371914
2022-06,1128.8665267574795
2022-07,1126.3125204904702
2022-08,1131.2219228395245
2022-09,998.9768065395555
2022-10,967.760862340704
2022-11,1110.144612022084
2022-12,1094.5324972394815
2023-01,1180.542414051895
2023-02,1104.5066715711641
2023-03,1137.7277062533099
2023-04,1125.039033045752
2023-05,1106.2710950725652
2023-06,1148.084972359147
2023-07,1219.649724177026
