Date,ACWI ex ISRAEL
1998-12,1000.0
1999-01,1019.7296332307488
1999-02,993.5158941536611
1999-03,1038.6545789801846
1999-04,1083.2017441767139
1999-05,1045.2317449542022
1999-06,1097.4022320037698
1999-07,1092.2474500898315
1999-08,1091.0516858686824
1999-09,1078.937277556862
1999-10,1132.7507167939318
1999-11,1167.3331015099816
1999-12,1263.770238288065
2000-01,1194.6077579481082
2000-02,1197.5718883167085
2000-03,1277.0368170895294
2000-04,1219.430947464254
2000-05,1188.0760507793646
2000-06,1227.8313517740173
2000-07,1190.9203982301308
2000-08,1227.7429746748287
2000-09,1159.5987997974016
2000-10,1136.6310645349467
2000-11,1066.1156129564704
2000-12,1083.067239774346
2001-01,1110.4410684895838
2001-02,1017.0742965633308
2001-03,948.6102012481933
2001-04,1017.160578726831
2001-05,1005.3161074008918
2001-06,973.9022612963
2001-07,958.5932990047811
2001-08,914.3760594619635
2001-09,830.8351079401023
2001-10,848.2288552024528
2001-11,900.0455685831585
2001-12,908.2161375016004
2002-01,883.1809316395382
2002-02,876.6083529955797
2002-03,915.9384036930394
2002-04,886.7770002413323
2002-05,887.4121929599369
2002-06,832.9069850856133
2002-07,762.7609113544333
2002-08,764.4558466876739
2002-09,680.3299783944973
2002-10,730.2691524826156
2002-11,769.8759696095581
2002-12,732.9981237253129
2003-01,711.3797647396688
2003-02,698.6180203675312
2003-03,695.5235527923105
2003-04,757.1060019526177
2003-05,800.5758365575717
2003-06,815.4619258481811
2003-07,833.4082281123251
2003-08,852.9066440130135
2003-09,858.1270409866187
2003-10,909.9522938857262
2003-11,923.5017932409859
2003-12,981.922681787693
2004-01,998.4221640319128
2004-02,1016.4501579462217
2004-03,1010.6283194590527
2004-04,986.8284547350578
2004-05,994.4965065031056
2004-06,1014.0923028450175
2004-07,981.8307199876916
2004-08,987.9212207264067
2004-09,1008.4850584639884
2004-10,1033.1370870702988
2004-11,1089.3879691070326
2004-12,1131.4329258137154
2005-01,1107.4196806723694
2005-02,1145.8022956364184
2005-03,1120.5128322840158
2005-04,1095.7403886853479
2005-05,1116.1198914661347
2005-06,1127.6117786016528
2005-07,1169.2645457136641
2005-08,1178.1238097180672
2005-09,1213.531939899644
2005-10,1180.6976669597896
2005-11,1223.6291500669097
2005-12,1253.6716152537806
2006-01,1315.545033588478
2006-02,1313.6817445984746
2006-03,1341.3987576909053
2006-04,1386.0235609103293
2006-05,1331.4664698062168
2006-06,1331.1544806422905
2006-07,1340.1990180632124
2006-08,1374.8911036014454
2006-09,1390.9221085667375
2006-10,1443.1202952156752
2006-11,1483.9274078044339
2006-12,1517.147520266606
2007-01,1532.1153916680719
2007-02,1523.978683472969
2007-03,1554.5071354807951
2007-04,1623.4316957948745
2007-05,1671.6833991441652
2007-06,1666.78427574562
2007-07,1641.2025477433426
2007-08,1636.6992857398493
2007-09,1724.4826060919995
2007-10,1791.746622380246
2007-11,1712.452693051606
2007-12,1693.2850106034573
2008-01,1554.4245841297713
