Date,EU
2000-12,100.0
2001-01,100.2516499642103
2001-02,91.20527155079195
2001-03,84.61265802459644
2001-04,91.04542719041586
2001-05,86.21144050509324
2001-06,82.984366872494
2001-07,83.28261725079484
2001-08,80.91278188718508
2001-09,72.33145157094245
2001-10,74.91671408340375
2001-11,78.0880304547408
2001-12,80.1289946597544
2002-01,75.96584878950063
2002-02,75.68326753393285
2002-03,79.68186934411472
2002-04,78.73793808491907
2002-05,78.08197756092513
2002-06,75.4178851670906
2002-07,67.1056566399025
2002-08,67.11233336586265
2002-09,57.72272447114341
2002-10,63.818855531005596
2002-11,67.13516721428142
2002-12,64.60480506416621
2003-01,61.44323812176853
2003-02,59.632895133414706
2003-03,58.664966968868754
2003-04,66.72918543611385
2003-05,71.06715160856197
2003-06,71.84832407107676
2003-07,73.12459940844737
2003-08,73.03981169276697
2003-09,74.34183346082082
2003-10,79.68674506539674
2003-11,82.97647832454425
2003-12,89.82371940312636
2004-01,90.72474714969933
2004-02,93.58906424591027
2004-03,90.58848558790515
2004-04,89.63091142950854
2004-05,91.14670604774156
2004-06,92.49568484266806
2004-07,90.03026242549053
2004-08,90.21760877588966
2004-09,93.95435219542513
2004-10,97.5640019909757
2004-11,104.69571953553871
2004-12,109.17471452916142
2005-01,107.31371468699915
2005-02,112.67525117845949
2005-03,109.77145211430587
2005-04,106.69972560900709
2005-05,107.07955178126657
2005-06,108.7764981239146
2005-07,112.55063354145831
2005-08,114.29898076814708
2005-09,117.03260555113937
2005-10,112.73257997392191
2005-11,114.43377081531551
2005-12,118.63562133761138
2006-01,126.42768032266325
2006-02,126.73785237012692
2006-03,131.69386336370343
2006-04,138.27601234935673
2006-05,134.4426792516307
2006-06,135.01714755996596
2006-07,136.93852137689555
2006-08,141.32029949431325
2006-09,142.55556970698854
2006-10,148.92184827011656
2006-11,154.2457144687415
2006-12,159.39722738836704
2007-01,160.01258588790955
2007-02,159.71502316997493
2007-03,165.74326954000028
2007-04,176.3829415467401
2007-05,180.03261441469996
2007-06,180.44755692624346
2007-07,176.5317126016461
2007-08,174.4918588224017
2007-09,183.37042168538505
2007-10,192.56406903439463
2007-11,185.76668711252663
2007-12,182.88248622696426
2008-01,163.13853680574624
2008-02,165.37848387423452
2008-03,165.98809840643028
2008-04,174.01228580749773
2008-05,174.81403898173824
2008-06,158.9512107882793
2008-07,154.40802918994086
2008-08,147.9771389383964
2008-09,125.15393190670598
2008-10,97.06516420154969
2008-11,90.78639457281211
2008-12,95.10463604322774
2009-01,84.46055843044672
2009-02,75.87370763765736
2009-03,81.05207820442395
2009-04,93.23017228391336
2009-05,104.74729568505792
2009-06,102.70645780007015
2009-07,113.54845749950826
2009-08,120.73227252453911
2009-09,126.35634267041864
2009-10,124.60413468837399
2009-11,128.42679990577642
2009-12,130.22151136346665
2010-01,122.20893809746389
2010-02,119.14522652215652
2010-03,127.07932860918234
2010-04,124.0361500851068
2010-05,108.72123502099468
2010-06,107.09909283942301
2010-07,120.62701029663592
2010-08,115.20295355832334
2010-09,128.78457270491862
2010-10,134.7285873739608
2010-11,123.71744086840643
2010-12,133.84705265283483
2011-01,140.0735399055523
2011-02,144.4790963717292
2011-03,143.51759190367915
2011-04,154.80064417881002
2011-05,148.5484697292524
2011-06,146.2801978901655
2011-07,140.5907757278605
2011-08,125.67280306384419
2011-09,111.85569244239737
2011-10,125.9445985826067
2011-11,120.40551936974062
2011-12,117.88094877188139
2012-01,123.95590395092086
2012-02,131.82014260366356
2012-03,130.5635030333864
2012-04,127.36228491806723
2012-05,111.38817563117837
2012-06,120.60213521312916
2012-07,121.66607837372506
2012-08,127.41518511125906
2012-09,131.2165565783977
2012-10,132.9073537413451
2012-11,136.11883995396084
2012-12,140.36698411711728
2013-01,147.81024113413773
2013-02,142.88828499802113
2013-03,142.11742261895222
2013-04,148.2563596863746
2013-05,149.27964522186738
2013-06,141.4028485267492
2013-07,152.6195937377799
2013-08,150.73858790614696
2013-09,161.74252685222677
2013-10,169.10853348735301
2013-11,171.33613011481083
2013-12,175.3589050303651
