Date,AC PACIFIC ex JAPAN ex HK
2000-12,100.0
2001-01,113.04790041494635
2001-02,106.91957175814929
2001-03,95.64770485547771
2001-04,99.64403199695445
2001-05,99.46947302188975
2001-06,99.96853308695277
2001-07,94.94639052345356
2001-08,95.38447480861466
2001-09,81.19962934987808
2001-10,86.7467007582897
2001-11,96.85819197551983
2001-12,103.22712168338182
2002-01,107.18093572492191
2002-02,108.36754834125769
2002-03,114.94528055765691
2002-04,114.63490957199159
2002-05,116.29664241040786
2002-06,110.42459421123125
2002-07,104.59655315270754
2002-08,104.80087780360151
2002-09,94.9028934713441
2002-10,100.27765585151026
2002-11,104.00215763334452
2002-12,99.3730966633433
2003-01,100.96129295252247
2003-02,97.34983473155883
2003-03,96.63541795066239
2003-04,102.65781246437008
2003-05,108.97621924882013
2003-06,115.00669354062642
2003-07,120.23023967134822
2003-08,125.4729212866136
2003-09,127.02549360591917
2003-10,138.45110566554268
2003-11,137.0320166052352
2003-12,146.81665608966924
2004-01,151.53149582696665
2004-02,157.7609169089421
2004-03,157.9384057539327
2004-04,148.47158106155902
2004-05,146.33254274060016
2004-06,145.38682198484955
2004-07,142.6492276644011
2004-08,147.44151726942258
2004-09,155.01408016697803
2004-10,159.6136808915966
2004-11,173.16281512323354
2004-12,179.09134943365504
2005-01,181.63851125209771
2005-02,192.49344323705736
2005-03,183.4928294280038
2005-04,180.03147393990866
2005-05,182.7737866167433
2005-06,189.11982147929535
2005-07,198.38821508367747
2005-08,194.60302954644604
2005-09,206.5166460154653
2005-10,193.7692876578202
2005-11,205.70428895456047
2005-12,215.9130193436266
2006-01,231.56829327412427
2006-02,229.62846288197187
2006-03,231.4045654106442
2006-04,250.0821462314094
2006-05,233.96199000211868
2006-06,233.21750686786586
2006-07,233.9809305026442
2006-08,240.61024777728332
2006-09,244.41297842564128
2006-10,256.1651020969012
2006-11,273.23817331245607
2006-12,283.7096718132786
2007-01,280.0548703630833
2007-02,285.9833891166744
2007-03,295.8576661781343
2007-04,309.8205878721471
2007-05,323.48628397657075
2007-06,339.0499376384564
2007-07,353.2042475041823
2007-08,347.4797396226953
2007-09,390.5432877742957
2007-10,425.52096451924587
2007-11,385.9098500522816
2007-12,376.98355516006205
2008-01,329.7140127933902
2008-02,351.6982978592564
2008-03,333.06613253362383
2008-04,359.57227470459975
2008-05,355.71456624242126
2008-06,321.8660108939599
2008-07,310.5389630334587
2008-08,289.8046595641631
2008-09,241.67323398962114
2008-10,182.44722525902003
2008-11,170.24048668465133
2008-12,186.48655171638637
2009-01,169.8158139565705
2009-02,160.40492886196333
2009-03,186.67596486105387
2009-04,214.16486768952865
2009-05,240.33804423767478
2009-06,243.91782497409287
2009-07,274.22970676495294
2009-08,275.71644083273105
2009-09,302.2527192903459
2009-10,301.32287673429175
2009-11,309.36529778356777
2009-12,320.9241840598632
2010-01,300.459279705978
2010-02,303.6050134009547
2010-03,326.5571641266082
2010-04,331.8354127151566
2010-05,294.1369744877947
2010-06,294.462936276958
2010-07,318.7090552757824
2010-08,312.563332723084
2010-09,347.87351677609524
2010-10,357.82976402904376
2010-11,351.01967882172283
2010-12,376.89125590293
2011-01,375.2299897555873
2011-02,369.515131505603
2011-03,388.1776466543166
2011-04,407.5322437192265
2011-05,397.78413992711853
2011-06,389.26740744063886
2011-07,390.6977715987572
2011-08,357.93514025116264
2011-09,308.3939613863424
2011-10,350.79372397623126
2011-11,325.4349672853782
2011-12,326.47924054535264
2012-01,357.58442077655457
2012-02,375.2265430101458
2012-03,365.127294697043
2012-04,368.4143966040648
2012-05,330.09623763976816
2012-06,342.1688739086295
2012-07,356.5654776319076
2012-08,354.6011678012454
2012-09,372.3996879054111
2012-10,375.0691820625078
2012-11,382.87339184943255
2012-12,396.4962537741748
2013-01,404.9816391084709
2013-02,412.09468983936006
2013-03,405.0659161976868
2013-04,414.889198885758
2013-05,395.63889288313334
2013-06,372.3193703814991
2013-07,380.5876372237907
2013-08,380.7456526933968
2013-09,402.5145468531646
2013-10,420.94870320785856
2013-11,416.287209803709
2013-12,409.08432266283506
2014-01,388.14242426292856
2014-02,405.9842956750164
2014-03,413.0595745013887
2014-04,417.2932037188841
2014-05,428.099709765954
2014-06,434.96940057979515
2014-07,449.8123360429617
2014-08,453.4777904358724
