Date,ACWI ex RUSSIA
1998-12,488.2441696613176
1999-01,497.89841407193757
1999-02,485.0449018252238
1999-03,507.05726577786186
1999-04,528.7321331597021
1999-05,510.21359652199726
1999-06,535.6084269181795
1999-07,533.0871066794977
1999-08,532.5165056006465
1999-09,526.7012902020412
1999-10,552.9357110805555
1999-11,569.8531383608984
1999-12,616.7935040544826
2000-01,583.1374327485164
2000-02,584.9503169923574
2000-03,623.2912210103638
2000-04,595.1769143087981
2000-05,580.0901431946537
2000-06,599.6544083367654
2000-07,581.5825947212021
2000-08,599.6105754277609
2000-09,566.5980690826342
2000-10,555.2248183287479
2000-11,520.8364749868505
2000-12,529.2450258722463
2001-01,542.4845495893221
2001-02,496.778334792193
2001-03,463.143633542832
2001-04,496.6698126759749
2001-05,490.72270991845323
2001-06,475.4011100072345
2001-07,468.0067452997142
2001-08,446.28425238608435
2001-09,405.4532492799246
2001-10,413.9349876045397
2001-11,439.22593040076845
2001-12,443.1924512131293
2002-01,430.88070554906164
2002-02,427.63268891009363
2002-03,446.7029541429367
2002-04,432.28683806555506
2002-05,432.6122260527366
2002-06,406.0813122441614
2002-07,371.9480579578376
2002-08,372.7560032584164
2002-09,331.6855284763344
2002-10,356.00564335119583
2002-11,375.3888333864717
2002-12,357.35615814688174
2003-01,346.8402692952257
2003-02,340.5528407819804
2003-03,339.12358135198906
2003-04,369.09983233980546
2003-05,390.2608061150996
2003-06,397.5135785092983
2003-07,406.3022134116182
2003-08,415.7027388137763
2003-09,418.17244252658355
2003-10,443.5447258594322
2003-11,450.13079924335074
2003-12,478.5503829312029
2004-01,486.5871881577104
2004-02,495.31849326361584
2004-03,492.3233574331687
2004-04,480.94223918741625
2004-05,484.73761860248743
2004-06,494.3528830589218
2004-07,478.59222254051093
2004-08,481.4270812176206
2004-09,491.36646259296947
2004-10,503.35125917533964
2004-11,530.9192025069896
2004-12,551.5358348044433
2005-01,539.7872851755398
2005-02,558.4086519586775
2005-03,546.1703800379764
2005-04,534.0885233952464
2005-05,544.0670426742137
2005-06,549.5310062346304
2005-07,569.7558373924859
2005-08,573.8700257929022
2005-09,590.8867225887453
2005-10,575.0779134661942
2005-11,595.9275209055635
2005-12,610.5359131872933
2006-01,640.282865196478
2006-02,639.1506850348288
2006-03,652.6287637569528
2006-04,674.1008368209908
2006-05,647.7308061371413
2006-06,647.3482221011848
2006-07,651.6630659660799
2006-08,668.4722837807184
2006-09,676.7239703422181
2006-10,702.1743700702345
2006-11,721.5637451239467
2006-12,737.6198962433672
2007-01,745.3614848694137
2007-02,741.5130746388405
2007-03,756.2431437544329
2007-04,790.2326752257312
2007-05,814.3906755976524
2007-06,811.3670647505007
2007-07,798.5384202453461
2007-08,796.5882851236303
2007-09,839.1419797514662
2007-10,871.3784233896802
2007-11,832.299895138898
2007-12,822.574854484037
2008-01,755.9605387104239
2008-02,757.5195368892729
2008-03,746.4374975368507
2008-04,788.3241740820437
2008-05,799.3745014879739
2008-06,733.6224096566785
2008-07,715.8382255969391
2008-08,701.3972266827511
2008-09,614.5095355109167
2008-10,493.5553733076272
2008-11,461.5342205855414
2008-12,478.58747824570906
2009-01,437.7647337642142
2009-02,394.6937665593512
2009-03,426.92474538402996
2009-04,477.03647667276357
2009-05,523.8239804157736
2009-06,521.4978916830802
2009-07,567.4439348651889
2009-08,587.7837161556454
2009-09,614.3103785086106
2009-10,604.5300479741445
2009-11,629.4794271136947
2009-12,642.4512018113428
2010-01,614.3341965299011
2010-02,622.513193455375
2010-03,662.371430817757
2010-04,663.5341877353202
2010-05,600.7170864342355
2010-06,582.2697466065185
2010-07,629.487221123447
2010-08,607.5009282657652
2010-09,665.8130258647499
2010-10,689.80229134906
2010-11,674.3295464672212
2010-12,723.487268238098
2011-01,734.682029268424
2011-02,755.8530755742205
2011-03,754.7138034378642
2011-04,785.8700243724275
2011-05,769.310268011905
2011-06,757.0421910308849
2011-07,744.4555136665299
2011-08,690.5174985894624
2011-09,626.1370340809175
2011-10,692.7942051595579
2011-11,671.8885772663746
2011-12,671.1600054622421
2012-01,709.6984302551333
2012-02,745.1223311286454
2012-03,750.5103330058639
2012-04,742.0373931391445
2012-05,676.1544734126053
2012-06,709.342742107417
2012-07,718.9763060881583
2012-08,734.6824152846112
2012-09,757.6973523392784
2012-10,752.8025423828273
2012-11,762.5078974352901
2012-12,779.5541355953955
2013-01,815.3622348175544
2013-02,815.6011333371789
2013-03,830.8450822338041
2013-04,854.8827943406454
2013-05,852.667822962011
2013-06,827.8213629572075
2013-07,867.5269562239375
2013-08,849.3503442941181
2013-09,892.9416706896783
2013-10,928.8228723474722
2013-11,942.400999642865
2013-12,958.669602388682
2014-01,920.7054627468129
2014-02,965.5925140281859
2014-03,970.0437318778406
2014-04,979.6733389955599
2014-05,1000.0
2014-06,1018.6272869986173
2014-07,1006.7195304298351
2014-08,1029.1595427184682
2014-09,995.9202901178974
2014-10,1003.0727022078795
2014-11,1020.4618219315781
2014-12,1001.6931088920805
2015-01,986.0098366789899
2015-02,1040.334640074888
2015-03,1024.2565621625881
2015-04,1053.4071064250065
2015-05,1052.2969039877073
2015-06,1027.5353099950696
2015-07,1036.7221463914354
2015-08,965.6075862721317
2015-09,930.6519785954828
2015-10,1003.7438558897553
2015-11,995.4063090234656
2015-12,977.7622773852996
2016-01,918.6251625219512
2016-02,912.2216293002018
2016-03,979.587463461726
2016-04,993.8095953082262
2016-05,995.3021732266052
2016-06,989.159318321371
2016-07,1031.8816439071468
2016-08,1035.2670564706036
2016-09,1041.4814480273362
2016-10,1023.7067766603499
2016-11,1031.3163712472863
2016-12,1053.13490379226
2017-01,1082.0810680012305
2017-02,1112.892439790473
2017-03,1126.4649518837036
2017-04,1144.104028
2017-05,1169.770255
2017-06,1175.276843
2017-07,1208.066086
2017-08,1212.359208
2017-09,1235.66321
2017-10,1261.518731
2017-11,1285.871134
2017-12,1306.539668
2018-01,1379.891371
2018-02,1321.638821
2018-03,1293.441315
2018-04,1306.2705796143632
2018-05,1307.8482663632276
2018-06,1300.7190275340038
2018-07,1339.8944807433402
2018-08,1350.8452872926837
2018-09,1356.2478090220513
2018-10,1254.4507498359872
2018-11,1272.9402827148933
2018-12,1183.0730876397713
2019-01,1276.1932826702362
2019-02,1310.6099104290977
2019-03,1327.112890395362
2019-04,1371.8993650235745
2019-05,1289.9458477634819
2019-06,1374.2785077035355
2019-07,1378.3059324521046
2019-08,1345.7616704155967
2019-09,1374.0115277818788
2019-10,1411.2503645088022
2019-11,1445.9129617501305
2019-12,1496.5147669548453
2020-01,1480.1230023225055
