Date,BRIC
2011-01,498.923356519735
2011-02,503.67805947827077
2011-03,532.3280900818799
2011-04,533.6697368825791
2011-05,520.1754968945775
2011-06,513.9611234856336
2011-07,504.8238881033764
2011-08,456.8260521547347
2011-09,381.155878768172
2011-10,442.01432302969073
2011-11,406.76689296898314
2011-12,397.8207006445682
2012-01,454.32162126660415
2012-02,483.1865557557898
2012-03,452.63956418987516
2012-04,444.626739576948
2012-05,386.0315417774852
2012-06,399.39444034324345
2012-07,404.75614290640124
2012-08,401.23786681151074
2012-09,427.18169416809224
2012-10,431.17430580521756
2012-11,433.83674599789407
2012-12,455.682379700978
2013-01,474.82999624950367
2013-02,454.5281275938014
2013-03,442.09964744836947
2013-04,447.9893053849151
2013-05,433.50368354603063
2013-06,398.19740868063894
2013-07,403.66805153045823
2013-08,399.01442497584867
2013-09,432.37692872688893
2013-10,453.08384479030735
2013-11,449.01002728474106
2013-12,439.57427240103004
2014-01,405.6039550784062
2014-02,414.84716997868156
2014-03,426.7959122032579
2014-04,422.38742618454927
2014-05,441.7755596398497
2014-06,460.2015778517856
2014-07,474.70307805810353
2014-08,490.00290488652485
2014-09,445.23546564097256
2014-10,456.7237273273468
2014-11,450.92988341741074
2014-12,427.04109344980446
2015-01,431.8770699423462
2015-02,450.852361300371
2015-03,442.2218011295352
2015-04,497.8352093067561
2015-05,476.0570871357438
2015-06,462.42420944600485
2015-07,423.695137695998
2015-08,377.0635159181404
2015-09,364.82631836516094
2015-10,389.2112412006474
2015-11,376.4738534143908
2015-12,369.56659179261675
2016-01,332.68120911562505
2016-02,325.89207056684234
2016-03,374.5335613490371
2016-04,383.121391348972
2016-05,372.0649321263106
2016-06,386.10296632992987
2016-07,404.6632699381455
2016-08,423.75186051032523
2016-09,430.68727307816295
2016-10,435.1892465942282
2016-11,419.3866461809945
2016-12,414.3600477999638
2017-01,440.5696874453517
2017-02,454.6678824029284
2017-03,462.3299496907227
2017-04,470.925073
2017-05,480.70511
2017-06,484.046751
2017-07,525.830397
2017-08,546.01915
2017-09,550.91005
2017-10,567.55794
2017-11,570.944078
2017-12,587.349454
2018-01,654.710402
2018-02,619.994748
2018-03,600.413968
2018-04,597.4944595029273
2018-05,586.6468593848211
2018-06,560.1098744303871
2018-07,566.4818354036257
2018-08,543.1235566802555
2018-09,537.0607725411701
2018-10,502.10432697198087
2018-11,530.8371544499275
2018-12,508.584281
2019-01,558.6058902321794
2019-02,565.498361412596
2019-03,579.714815614628
2019-04,589.2683631452296
2019-05,544.1888918935449
2019-06,578.4404165552245
2019-07,573.6468925026282
2019-08,546.0972050699709
2019-09,552.0621269843987
2019-10,578.3654816721328
2019-11,579.8734481622934
2019-12,624.5619302350212
2020-01,597.063548715685
2020-02,576.7598275565113
2020-03,493.85666746244397
2020-04,532.8496175553566
2020-05,535.3658347349375
2020-06,577.3873857411048
2020-07,632.944847075623
2020-08,656.4493507734063
2020-09,637.5047320551434
2020-10,658.8750974007442
2020-11,698.307349725225
2020-12,734.7736354625716
2021-01,762.9003601434582
2021-02,760.557398034873
2021-03,734.0738939246295
2021-04,743.6815231743693
2021-05,768.6737249027044
2021-06,773.7268043631026
2021-07,698.4126469994466
2021-08,713.6654948558568
2021-09,686.4854100818842
2021-10,695.9016605602278
2021-11,658.562728
2021-12,652.0755048162026
2022-01,640.6563562070312
2022-02,600.5983009596536
2022-03,565.5013318845837
2022-04,539.6548015395276
2022-05,539.7398898174714
2022-06,541.073776369138
2022-07,521.6917191061098
2022-08,531.7459203873105
2022-09,472.35289231130184
2022-10,432.8988150385741
2022-11,508.44293496402724
2022-12,514.3881206701282
2023-01,551.369637050724
2023-02,502.8456178808871
2023-03,518.7310334844166
2023-04,508.6855183606878
2023-05,486.1992112398237
2023-06,512.4515709515997
2023-07,552.4542564022512
