Date,EM ex ASIA
2000-12,100.0
2001-01,109.02956301355412
2001-02,98.7036747873576
2001-03,89.7811961319731
2001-04,98.24957721873304
2001-05,99.65868685927305
2001-06,97.47698452358026
2001-07,90.52441873899022
2001-08,88.77002218756408
2001-09,74.62112704446193
2001-10,78.84844208987448
2001-11,84.0414965085713
2001-12,89.62928676100888
2002-01,91.32126858092087
2002-02,91.4301085508752
2002-03,95.65572190903538
2002-04,96.74236234172459
2002-05,95.36424802110366
2002-06,84.63854075257173
2002-07,74.13894561844207
2002-08,78.10036818172168
2002-09,71.09161730619505
2002-10,77.32820642478377
2002-11,82.74875035618966
2002-12,83.19537846505996
2003-01,80.64268158794495
2003-02,81.18318965261287
2003-03,81.05976194385923
2003-04,92.47174753677783
2003-05,97.66283914054813
2003-06,100.96183691114513
2003-07,103.847636654181
2003-08,110.48122682499952
2003-09,113.53486119951559
2003-10,120.89839525614262
2003-11,126.39459554153373
2003-12,135.52107844610256
2004-01,137.5546950314316
2004-02,145.38467450460533
2004-03,150.6030166599783
2004-04,134.68537676560234
2004-05,136.20001865267076
2004-06,139.8142634610477
2004-07,140.13787819226656
2004-08,145.31617250296284
2004-09,156.1313900536139
2004-10,162.3684936538631
2004-11,176.78872213567573
2004-12,188.62235923904905
2005-01,185.88559436831994
2005-02,206.58178690998918
2005-03,189.92302056283344
2005-04,185.12960402506303
2005-05,190.96798991845446
2005-06,199.12629480120643
2005-07,214.51159141507148
2005-08,227.41984513992057
2005-09,256.2995016480469
2005-10,240.43489892900874
2005-11,259.30518801384795
2005-12,270.2733766831356
2006-01,311.2331367903012
2006-02,311.2949765095075
2006-03,310.6007598698978
2006-04,333.1555477452437
2006-05,288.0136605993639
2006-06,289.11870145015035
2006-07,298.66682518585304
2006-08,303.25352685319916
2006-09,295.4687172985281
2006-10,316.21225627624693
2006-11,337.4315472513885
2006-12,355.6601857231447
2007-01,355.97997154491895
2007-02,350.7827066117273
2007-03,372.1683572043617
2007-04,389.3455071918922
2007-05,401.296254692577
2007-06,414.0674558077882
2007-07,423.59767403023477
2007-08,410.9829477203575
2007-09,452.6820959297796
2007-10,503.1635332141031
2007-11,482.26563757007006
2007-12,489.1592725153411
2008-01,438.9929738818231
2008-02,471.4856762829114
2008-03,454.374851788331
2008-04,490.4131424582481
2008-05,532.4676810303309
2008-06,492.51430142996406
2008-07,460.38315277516375
2008-08,419.32866694620975
2008-09,341.99075208768033
2008-10,236.7493602537865
2008-11,217.63904429426177
2008-12,225.880522349913
2009-01,211.08302354961677
2009-02,201.23263500947647
2009-03,226.2706753749978
2009-04,263.7977347471038
2009-05,315.66647778082944
2009-06,307.0820058347269
2009-07,335.6101063474223
2009-08,345.58698477859025
2009-09,376.4962138747864
2009-10,382.3353881560797
2009-11,404.7147721650353
2009-12,417.63870893050694
2010-01,396.41881469483343
2010-02,399.39731885243503
2010-03,433.37327016628956
2010-04,432.4564621987127
2010-05,393.19476340127255
2010-06,378.9024311312116
2010-07,425.4964610232825
2010-08,414.43820475477247
2010-09,459.67548742994154
2010-10,474.7765825607553
2010-11,457.5615919572087
2010-12,495.63558021041104
2011-01,473.40049134807475
2011-02,488.6103784860513
2011-03,509.27032535738323
2011-04,520.2693359510307
2011-05,498.89011488172133
2011-06,495.7457818830077
2011-07,485.40987611162467
2011-08,452.6308900390129
2011-09,374.6827925887783
2011-10,430.80822288095294
2011-11,413.2345774821554
2011-12,397.5372394506039
2012-01,446.7271871674828
2012-02,475.06152727668126
2012-03,457.9871468878792
2012-04,445.6660214502705
2012-05,384.4697212988413
2012-06,407.1985561262975
2012-07,414.7733735727248
2012-08,415.74180879768005
2012-09,433.08127774263727
2012-10,429.17445244330196
2012-11,424.5731539801152
2012-12,454.776207903307
2013-01,463.22367977615255
2013-02,448.961859818875
2013-03,445.53914560199513
2013-04,443.91165747405665
2013-05,420.67709749741647
2013-06,390.40234289214567
2013-07,392.8055080972889
2013-08,382.68487171577743
2013-09,415.75248398279984
2013-10,436.2410816018298
2013-11,418.2950145435372
2013-12,411.0021976383571
2014-01,372.35843205236307
2014-02,384.98466957852315
2014-03,408.3546627751481
2014-04,410.8665677167321
2014-05,420.9041958685719
2014-06,431.2475063176799
2014-07,429.2175004697564
2014-08,447.60394830588757
2014-09,402.37846316966926
2014-10,405.1114657923215
2014-11,392.0673311771926
2014-12,354.71541200751375
2015-01,344.2554523673827
2015-02,359.88840683098886
2015-03,341.6423624088194
2015-04,373.3672476181481
2015-05,348.34563682415717
2015-06,350.6021070503416
2015-07,328.1879943673818
2015-08,299.64269362497345
2015-09,281.06548511865435
2015-10,297.0506461147409
2015-11,281.219667512272
2015-12,264.5367356632454
2016-01,252.9682932451708
2016-02,259.91453445656606
2016-03,305.70214478318536
2016-04,320.1746737320832
2016-05,290.66145098047366
2016-06,310.6167009900834
2016-07,327.70656380679077
2016-08,324.01339390990506
2016-09,327.79546642041305
2016-10,342.23739929322596
2016-11,316.215080234508
2016-12,329.7665179233687
2017-01,344.7756655170676
2017-02,350.61033468392714
2017-03,352.49180261613435
2017-04,360.573623
2017-05,357.012202
2017-06,353.567696
2017-07,378.287327
2017-08,395.294657
2017-09,389.88785
2017-10,385.223506
2017-11,386.903732
2017-12,409.508287
2018-01,447.24739
2018-02,435.579199
2018-03,421.763468
2018-04,413.8255882921879
2018-05,374.06058644000194
2018-06,364.2011645570989
2018-07,388.53637619956504
2018-08,357.44832547098696
2018-09,368.3016385012906
2018-10,360.1218223019383
2018-11,365.01258650030246
2018-12,360.605127
2019-01,406.3518254423329
2019-02,391.8338636196086
2019-03,384.3738126554989
2019-04,395.77150134816077
2019-05,384.2039798626959
2019-06,407.100900602027
2019-07,405.90279868420987
2019-08,374.5249330584633
2019-09,380.8262029716905
2019-10,394.15335075341227
2019-11,386.7135539044751
2019-12,419.36467022815754
2020-01,397.78593115558346
2020-02,349.9280511803488
2020-03,255.93554463109712
2020-04,279.2184819309199
2020-05,292.6169106479591
2020-06,304.5645235229215
2020-07,323.31548702993064
2020-08,317.72736180262285
2020-09,306.45469801782076
2020-10,297.1773757337458
2020-11,347.62377684663335
2020-12,377.36324474050474
2021-01,369.90549783782564
2021-02,370.1724304820486
2021-03,387.89442062735844
2021-04,398.81166867092367
2021-05,425.11288757152676
2021-06,427.2271372242974
2021-07,420.78135789245187
2021-08,431.23291232501964
2021-09,416.7509705871163
2021-10,416.51977589367243
2021-11,392.73574127200743
2021-12,406.2209350490121
2022-01,422.9087105750927
2022-02,400.8277463431356
2022-03,404.26731735541483
2022-04,374.91031508782424
2022-05,377.11116308996424
2022-06,327.50289522292206
2022-07,339.9150843373266
2022-08,341.8832566344202
