Date,WORLD ex CANADA
1983-06,265.74076
1983-07,260.675865
1983-08,262.040238
1983-09,267.384493
1983-10,264.786115
1983-11,270.865548
1983-12,274.451912
1984-01,277.400278
1984-02,272.7068
1984-03,286.420703
1984-04,285.597871
1984-05,263.780666
1984-06,266.319915
1984-07,256.851001
1984-08,282.102796
1984-09,281.05023
1984-10,284.350211
1984-11,283.17744
1984-12,288.864632
1985-01,304.663571
1985-02,305.764161
1985-03,316.41705
1985-04,315.365761
1985-05,331.75951
1985-06,337.920534
1985-07,344.444066
1985-08,347.455895
1985-09,350.96323
1985-10,370.247236
1985-11,390.728384
1985-12,409.544345
1986-01,416.343912
1986-02,454.838697
1986-03,499.289801
1986-04,513.033506
1986-05,511.189935
1986-06,532.484815
1986-07,537.42499
1986-08,584.900214
1986-09,561.033569
1986-10,550.666954
1986-11,574.303673
1986-12,585.642691
1987-01,653.907884
1987-02,675.029228
1987-03,716.061319
1987-04,759.656552
1987-05,760.670975
1987-06,759.430098
1987-07,773.098743
1987-08,819.915221
1987-09,805.386084
1987-10,669.546473
1987-11,653.076521
1987-12,680.648874
1988-01,697.725766
1988-02,737.876343
1988-03,759.670813
1988-04,768.978873
1988-05,753.735078
1988-06,750.809855
1988-07,765.524934
1988-08,723.204394
1988-09,754.092158
1988-10,804.748595
1988-11,833.370141
1988-12,840.279235
1989-01,869.473859
1989-02,864.37376
1989-03,858.215065
1989-04,877.71049
1989-05,855.241036
1989-06,844.568277
1989-07,940.640976
1989-08,916.59258
1989-09,943.428405
1989-10,910.832858
1989-11,947.743523
1989-12,978.287163
1990-01,933.594928
1990-02,892.195683
1990-03,836.3417
1990-04,825.519408
1990-05,912.907112
1990-06,906.050066
1990-07,913.75502
1990-08,826.893661
1990-09,737.982753
1990-10,809.380981
1990-11,794.856062
1990-12,810.714446
1991-01,840.92887
1991-02,919.083948
1991-03,891.024045
1991-04,897.635331
1991-05,917.365971
1991-06,859.489153
1991-07,900.586506
1991-08,897.062998
1991-09,921.658155
1991-10,935.604951
1991-11,894.051077
1991-12,960.633465
1992-01,941.737395
1992-02,924.961606
1992-03,881.3098500000001
1992-04,893.958039
1992-05,930.081791
1992-06,897.734327
1992-07,899.241406
1992-08,921.967462
1992-09,914.847643
1992-10,888.6366200000001
1992-11,905.714268
1992-12,912.3491389999999
1993-01,915.6324159999999
1993-02,936.3364039999999
1993-03,991.0711319999999
1993-04,1036.9915859999999
1993-05,1060.8256629999998
1993-06,1051.618753
1993-07,1073.701536
1993-08,1123.60211
1993-09,1103.334244
1993-10,1131.9080062603482
1993-11,1066.740101618737
1993-12,1118.749438853138
1994-01,1192.349846945929
1994-02,1177.7099873238337
1994-03,1126.6794967486028
1994-04,1162.379626462306
1994-05,1164.8506501869558
1994-06,1163.0093287238908
1994-07,1184.1718533753021
1994-08,1218.86852724212
1994-09,1185.2262972350316
1994-10,1219.8197455637842
1994-11,1166.9780794974508
1994-12,1177.807133939317
1995-01,1160.8118916610306
1995-02,1176.414890764882
1995-03,1232.9821709570099
1995-04,1276.1548046993646
1995-05,1285.8321139229774
1995-06,1284.6208398092765
1995-07,1349.583250160069
1995-08,1318.5157103493382
1995-09,1357.6628575379136
1995-10,1335.7642912527403
1995-11,1381.7719272075535
1995-12,1422.4961651238696
1996-01,1446.8597492433053
1996-02,1455.8683679475716
1996-03,1479.6903078755447
1996-04,1513.575888814252
1996-05,1514.0469591445185
1996-06,1522.5459155190922
1996-07,1468.263070626325
1996-08,1483.722878524358
1996-09,1541.485030467304
1996-10,1549.3223753149377
1996-11,1635.1688345524594
1996-12,1609.485452803103
1997-01,1626.991293582927
1997-02,1646.263761742052
1997-03,1614.7459163564017
1997-04,1667.6038454028974
1997-05,1769.2768370371384
1997-06,1858.6889898768497
1997-07,1943.0994324764383
1997-08,1812.0973950583018
1997-09,1910.0426044534304
1997-10,1808.93215633931
1997-11,1842.90445285548
1997-12,1864.4519239830709
1998-01,1918.2411396952396
1998-02,2046.8913584782688
1998-03,2131.3747929826804
1998-04,2152.1385453794123
1998-05,2124.816950679047
1998-06,2178.2602193438775
1998-07,2177.886019874378
1998-08,1890.9948629444918
1998-09,1923.8111245532127
1998-10,2096.9835286418
1998-11,2222.296152794542
1998-12,2332.1302789840543
1999-01,2380.232463487096
1999-02,2317.999538610318
1999-03,2414.189050846011
1999-04,2506.1413401191853
1999-05,2413.7598448401545
1999-06,2526.245316458361
1999-07,2517.7924740749318
1999-08,2513.719414368599
1999-09,2487.095347381282
1999-10,2615.2558641365176
1999-11,2687.8358195657984
1999-12,2901.5269621182033
2000-01,2731.225336648223
2000-02,2734.727110057065
2000-03,2922.0646470626966
2000-04,2797.7580865945024
2000-05,2726.1816595722635
2000-06,2811.4600139045747
2000-07,2727.6058553375683
2000-08,2811.6930609750825
2000-09,2665.772036763591
2000-10,2626.0365747786836
2000-11,2468.2367605177737
2000-12,2507.356096742958
2001-01,2553.84702444263
2001-02,2342.4983245999247
2001-03,2189.621657036998
2001-04,2351.146164751919
2001-05,2318.891264615299
2001-06,2246.2743822297452
2001-07,2215.8145673889335
2001-08,2109.4444668564097
2001-09,1923.5275633132107
2001-10,1961.0141223739504
2001-11,2075.3559567580496
2001-12,2087.7665612242995
2002-01,2023.2374156047501
2002-02,2005.527596887307
2002-03,2094.252807538871
2002-04,2021.8522388605943
2002-05,2024.3068567199653
2002-06,1900.9515105899075
2002-07,1741.7827112030047
2002-08,1744.3481725896286
2002-09,1551.142469783521
2002-10,1667.0073971512795
2002-11,1756.4619799887093
2002-12,1669.5242937818596
2003-01,1616.3614084795024
2003-02,1585.9641718853197
2003-03,1581.1419226949886
2003-04,1722.2907587532115
2003-05,1819.1042668678651
2003-06,1849.9285592595081
2003-07,1888.106030304794
2003-08,1927.1865750916522
2003-09,1938.2197543841073
2003-10,2052.628040502612
2003-11,2082.8525058987657
2003-12,2213.849656320874
2004-01,2249.7102269684738
2004-02,2287.0824840312907
2004-03,2271.7990863088257
2004-04,2229.187546314563
2004-05,2248.4752235586734
2004-06,2293.3262420309566
2004-07,2216.3620679433734
2004-08,2226.367803437315
2004-09,2264.924793028618
2004-10,2317.746436094404
2004-11,2440.351527170411
2004-12,2534.9826636235175
2005-01,2479.238210348894
2005-02,2555.3909260323967
2005-03,2503.17718
2005-04,2451.2224518955068
2005-05,2494.4688481306703
2005-06,2512.036425300572
2005-07,2598.15633661874
2005-08,2613.277328198537
2005-09,2678.0465452422504
2005-10,2617.7210540268934
2005-11,2703.10395073079
2005-12,2760.927592788782
2006-01,2879.9984588066372
2006-02,2877.4920160808597
2006-03,2941.470798918843
2006-04,3028.8512558848456
2006-05,2924.5660918209337
2006-06,2925.5583776942085
2006-07,2944.210864285632
2006-08,3019.0207466927623
2006-09,3059.995799477788
2006-10,3171.0645492951794
2006-11,3248.2464031787763
2006-12,3317.6047219019924
2007-01,3358.5497296858402
2007-02,3339.5977571642097
2007-03,3399.6264713208398
2007-04,3547.521271329581
2007-05,3639.362165158204
2007-06,3610.4338370442406
2007-07,3527.650915293829
2007-08,3524.856329851347
2007-09,3685.3137789126895
2007-10,3788.581733786307
2007-11,3645.454578552566
2007-12,3592.3839514902106
2008-01,3315.944166582579
2008-02,3287.0116828059154
2008-03,3262.5440114663647
2008-04,3431.3945639210456
2008-05,3474.2310922696306
2008-06,3189.7256848366824
2008-07,3119.2563823997903
2008-08,3076.3164709145
2008-09,2713.9330191930626
2008-10,2209.7520312703164
2008-11,2065.950914908043
2008-12,2137.5997031388615
2009-01,1945.855149537397
2009-02,1745.3142777915762
2009-03,1875.5476838581933
2009-04,2083.7130896377316
2009-05,2260.8982207890303
2009-06,2256.580913836609
2009-07,2443.8068413886544
2009-08,2551.572027453208
2009-09,2649.3201697215686
2009-10,2606.678751140333
2009-11,2709.0356071730057
2009-12,2755.899649593465
2010-01,2646.6092934574785
2010-02,2678.272401692929
2010-03,2841.279051374456
2010-04,2839.5676776066875
2010-05,2563.4540862144645
2010-06,2478.107546247127
2010-07,2680.328467988322
2010-08,2577.681275235396
2010-09,2820.248543462041
2010-10,2926.321639804989
2010-11,2858.1281448749764
2010-12,3067.7662173090644
2011-01,3140.2895752835852
2011-02,3243.673565874028
2011-03,3209.893148899918
2011-04,3352.0959687095115
2011-05,3284.431344566468
2011-06,3234.870836809969
2011-07,3176.830335300119
2011-08,2946.783073233821
2011-09,2701.8215064631904
2011-10,2981.1688341101276
2011-11,2908.8244371262354
2011-12,2910.7628394351077
2012-01,3055.3948609299227
2012-02,3206.8911511986225
2012-03,3255.6688106761912
2012-04,3215.910641862524
2012-05,2941.940907748499
2012-06,3095.3037677208476
2012-07,3133.688087207671
2012-08,3210.364769349314
2012-09,3297.0010504618544
2012-10,3274.1918423102566
2012-11,3319.175969870534
2012-12,3382.209343880495
2013-01,3560.197700352129
2013-02,3568.896562131697
2013-03,3655.6329003382425
2013-04,3778.7626072271064
2013-05,3781.160236877637
2013-06,3693.348364169766
2013-07,3887.0155840283196
2013-08,3802.2672633295724
2013-09,3994.28959826478
2013-10,4151.752039019068
2013-11,4230.448285076101
2013-12,4320.881086341352
2014-01,4161.646052323461
2014-02,4371.013863041723
2014-03,4374.893359648787
2014-04,4416.191382776095
2014-05,4505.380967708977
2014-06,4577.851519122306
2014-07,4501.64590082314
2014-08,4600.7640032033505
2014-09,4483.9023927867165
2014-10,4519.892358208466
2014-11,4614.341996011419
2014-12,4540.667319708817
2015-01,4470.672948798274
2015-02,4732.4710794575285
2015-03,4661.4599022978655
2015-04,4762.631674629753
2015-05,4788.2762139260685
2015-06,4678.055333331308
2015-07,4771.642658834557
2015-08,4455.60992835548
2015-09,4292.874816324352
2015-10,4638.637963472759
2015-11,4617.91156303055
2015-12,4544.895260005641
2016-01,4268.051464569455
2016-02,4229.938647823654
2016-03,4512.341451085424
2016-04,4575.539178699704
2016-05,4608.1126345759985
2016-06,4553.996618507508
2016-07,4747.81396524164
2016-08,4751.355150103926
2016-09,4775.601005883715
2016-10,4681.326972501877
2016-11,4746.980214175358
2016-12,4861.7030657395935
2017-01,4976.632727786494
2017-02,5122.98738926572
2017-03,5178.8224416382045
2017-04,5262.482529
2017-05,5378.2721
2017-06,5393.874416
2017-07,5519.910358
2017-08,5527.714479
2017-09,5648.802215
2017-10,5760.031051
2017-11,5888.119611
2017-12,5962.463573
2018-01,6286.862778
2018-02,6033.487661
2018-03,5899.404868
2018-04,5964.562050663975
2018-05,5999.114454678938
2018-06,5995.703080944941
2018-07,6184.509824287927
2018-08,6267.047638701485
2018-09,6303.37143241409
2018-10,5841.554159242814
2018-11,5909.650484927001
2018-12,5461.870390086363
2019-01,5876.917407338326
2019-02,6054.130773256182
2019-03,6138.049130522291
2019-04,6356.797228596002
2019-05,5986.039674008695
2019-06,6381.669952781494
2019-07,6415.748816669436
2019-08,6282.523139469294
2019-09,6415.976455584728
2019-10,6585.639153974727
2019-11,6769.812493927222
2019-12,6973.583242238258
2020-01,6930.681809276209
2020-02,6342.072034318255
2020-03,5521.404078160532
2020-04,6122.067937002893
2020-05,6420.961721365132
2020-06,6588.809253101429
2020-07,6901.476102704681
2020-08,7365.614930788623
2020-09,7114.993826487176
2020-10,6897.315327134211
2020-11,7777.019761207058
2020-12,8108.460282255759
2021-01,8028.077939917661
2021-02,8226.041786310325
2021-03,8495.326521882802
2021-04,8891.391974796754
2021-05,9007.508625353741
2021-06,9146.646848817627
2021-07,9316.501326635269
2021-08,9555.606289999065
2021-09,9153.994602807888
2021-10,9666.499946984452
2021-11,9463.58376113421
2021-12,9866.597057124765
2022-01,9329.793111845807
2022-02,9084.929256507645
2022-03,9325.794480680532
2022-04,8547.58645212526
2022-05,8549.631621703753
2022-06,7814.719606095166
2022-07,8444.088049473188
2022-08,8090.724672058826
2022-09,7336.300436750256
2022-10,7864.87948713455
2022-11,8414.298394572113
2022-12,8059.018144965577
2023-01,8623.674651588137
2023-02,8422.532865158753
2023-03,8691.832401488526
2023-04,8840.534491057635
2023-05,8765.998263577458
2023-06,9294.77931266205
2023-07,9607.390126521359
