Date,EUROPE ex UK
1987-01,664.335204
1987-02,658.472471
1987-03,690.645626
1987-04,706.456192
1987-05,675.654175
1987-06,692.200236
1987-07,721.654852
1987-08,741.711412
1987-09,725.160149
1987-10,599.97348
1987-11,573.929678
1987-12,583.359153
1988-01,545.316011
1988-02,602.805411
1988-03,611.259768
1988-04,619.097926
1988-05,611.940533
1988-06,615.357098
1988-07,613.632804
1988-08,594.86677
1988-09,629.261656
1988-10,692.94068
1988-11,702.085994
1988-12,715.896542
1989-01,708.923822
1989-02,707.784668
1989-03,713.32639
1989-04,739.50522
1989-05,710.136369
1989-06,753.488779
1989-07,827.888372
1989-08,822.913624
1989-09,848.03756
1989-10,806.543724
1989-11,852.228745
1989-12,947.002531
1990-01,939.739798
1990-02,918.909427
1990-03,953.142127
1990-04,945.917928
1990-05,992.657929
1990-06,1014.99766
1990-07,1057.246744
1990-08,926.395989
1990-09,801.909793
1990-10,871.197554
1990-11,856.817408
1990-12,840.559664
1991-01,866.553886
1991-02,945.911485
1991-03,873.66837
1991-04,865.902277
1991-05,904.276836
1991-06,828.545263
1991-07,861.132723
1991-08,872.4805
1991-09,893.918873
1991-10,877.767763
1991-11,871.434022
1991-12,935.2698614999999
1992-01,940.8970346
1992-02,953.7145989999999
1992-03,933.4207134999999
1992-04,947.8842485
1992-05,1001.7295105
1992-06,996.1282887
1992-07,961.6911233
1992-08,958.002445
1992-09,943.0242096
1992-10,883.3926064999999
1992-11,875.4949524
1992-12,884.6132058999999
1993-01,899.983027
1993-02,931.138479
1993-03,966.6630739999999
1993-04,983.4010979999999
1993-05,996.174222
1993-06,978.936648
1993-07,986.166709
1993-08,1083.356634
1993-09,1085.3606869999999
1993-10,1132.1130220102493
1993-11,1090.5546186757492
1993-12,1172.6195947469705
1994-01,1236.5974106849662
1994-02,1203.1219690212959
1994-03,1195.9265563485967
1994-04,1248.7108003888234
1994-05,1202.1463485186703
1994-06,1180.7638133748055
1994-07,1241.7950036656769
1994-08,1264.4942630082874
1994-09,1218.8226266448298
1994-10,1262.3428371942787
1994-11,1217.5132618750997
1994-12,1227.4065539844012
1995-01,1222.6177829699247
1995-02,1261.2111292612572
1995-03,1300.989738842952
1995-04,1355.1483427325009
1995-05,1380.9158748836512
1995-06,1399.9330201855335
1995-07,1470.1614519688428
1995-08,1401.9182201423973
1995-09,1444.1415419066886
1995-10,1434.5889829839948
1995-11,1445.563255711998
1995-12,1495.1835978726758
1996-01,1511.1359699110121
1996-02,1546.362173401339
1996-03,1578.2859349749067
1996-04,1580.3274700418028
1996-05,1589.468668360506
1996-06,1620.0592098612972
1996-07,1584.7275012023445
1996-08,1614.7527585933178
1996-09,1647.035136535683
1996-10,1665.4578093420096
1996-11,1744.4479260529558
1996-12,1764.8710021971328
1997-01,1798.6583307113463
1997-02,1806.6348002078696
1997-03,1884.4937201351274
1997-04,1853.9828856532542
1997-05,1930.3864223382259
1997-06,2061.637938620985
1997-07,2158.281977609741
1997-08,1993.5899184131652
1997-09,2197.0927788851636
1997-10,2076.9345252996523
1997-11,2119.4900884237886
1997-12,2195.6971245082314
1998-01,2279.8428700911136
1998-02,2467.5804952369326
1998-03,2664.179473751122
1998-04,2736.391138632561
1998-05,2859.6562247951565
1998-06,2885.4811283648664
1998-07,2991.849669618244
1998-08,2550.8863266996054
1998-09,2426.9311727021122
1998-10,2642.3079832401913
1998-11,2792.55371396001
1998-12,2928.7236909697667
1999-01,2913.061307869166
1999-02,2780.803096396339
1999-03,2785.9259558712033
1999-04,2856.8492513978213
1999-05,2729.7377790448336
1999-06,2793.9252671513827
1999-07,2812.2593530829517
1999-08,2859.518211257042
1999-09,2848.6086554366802
1999-10,2963.2931109664355
1999-11,3062.786885042819
1999-12,3436.7639902877486
2000-01,3220.355961119486
2000-02,3493.910708121468
2000-03,3509.4480162997556
2000-04,3350.7820239031475
2000-05,3360.579671628456
2000-06,3449.9521178337295
2000-07,3362.927930320412
2000-08,3291.5965816607436
2000-09,3109.686017683096
2000-10,3065.4543218229833
2000-11,2974.381856595141
2000-12,3179.998887447742
2001-01,3204.3719170108593
2001-02,2894.2686170190655
2001-03,2641.975448178652
2001-04,2839.509891521299
2001-05,2681.4790251235922
2001-06,2575.603721345851
2001-07,2583.8553588693485
2001-08,2497.0579830789184
2001-09,2208.0238641921173
2001-10,2291.9646317053994
2001-11,2404.488323457229
2001-12,2468.4853233995327
2002-01,2326.3494163238147
2002-02,2331.704389190115
2002-03,2467.8597428053354
2002-04,2435.0643319019287
2002-05,2444.8333198918026
2002-06,2370.975368977484
2002-07,2045.3477405794295
2002-08,2058.375967680834
2002-09,1751.3770551581679
2002-10,1941.840758174547
2002-11,2060.8369766368387
2002-12,1967.4255768275127
2003-01,1903.2445547731215
2003-02,1821.9475431407934
2003-03,1778.9007602613285
2003-04,2053.854500408653
2003-05,2191.456162177448
2003-06,2214.026559651046
2003-07,2278.006850127916
2003-08,2280.3471383854494
2003-09,2306.678206540407
2003-10,2459.536435514382
2003-11,2583.1114712982844
2003-12,2806.0049202032183
2004-01,2862.500949475581
2004-02,2920.024141528488
2004-03,2816.260083905883
2004-04,2790.8867108857835
2004-05,2827.310459939282
2004-06,2886.8586709820706
2004-07,2778.501892351708
2004-08,2771.769684923568
2004-09,2895.8993592546867
2004-10,3020.1556621931663
2004-11,3256.577711989597
2004-12,3412.4478464363187
2005-01,3327.7439079155083
2005-02,3496.961326582347
2005-03,3411.297451273616
2005-04,3296.779283654762
2005-05,3332.9234764201133
2005-06,3374.8945793604994
2005-07,3540.8182562428083
2005-08,3562.777052042585
2005-09,3663.107439492773
2005-10,3545.5212790262754
2005-11,3631.295899365604
2005-12,3772.236233027821
2006-01,4030.921083412139
2006-02,4051.0577745030173
2006-03,4230.873216908786
2006-04,4428.11569348088
2006-05,4285.783002081928
2006-06,4283.470548826973
2006-07,4330.5415499197115
2006-08,4485.0425153608585
2006-09,4556.758797176858
2006-10,4734.974687867091
2006-11,4932.165104795866
2006-12,5108.059937948479
2007-01,5158.204458185272
2007-02,5133.813711955824
2007-03,5327.914510407021
2007-04,5726.57917169197
2007-05,5828.9987858698205
2007-06,5790.272415178045
2007-07,5677.7447488721255
2007-08,5607.837764916075
2007-09,5931.241648079075
2007-10,6169.04422902172
2007-11,6038.015490744988
2007-12,5959.005628933028
2008-01,5295.47969044406
2008-02,5410.555557300331
2008-03,5497.111442650087
2008-04,5698.339735747849
2008-05,5750.727978699868
2008-06,5187.109353691053
2008-07,5067.917635131924
2008-08,4851.787660684835
2008-09,4114.566859459136
2008-10,3196.5927400189
2008-11,2971.069240725811
2008-12,3245.044164027768
2009-01,2818.1202751818723
2009-02,2505.937970112655
2009-03,2717.958168077967
2009-04,3113.7524654456656
2009-05,3466.6638588240257
2009-06,3387.574983187224
2009-07,3763.5873736415274
2009-08,4014.803250863321
2009-09,4235.827080944189
2009-10,4139.698463952971
2009-11,4259.977850611235
2009-12,4301.807537232392
2010-01,4025.1588328505372
2010-02,3934.679862571438
2010-03,4199.477954562669
2010-04,4054.217526137236
2010-05,3534.9519752836823
2010-06,3535.270824543668
2010-07,3938.28472322592
2010-08,3760.04458028015
2010-09,4212.128192825104
2010-10,4402.671343625941
2010-11,4010.313601616787
2010-12,4369.375529714999
2011-01,4584.760738789562
2011-02,4712.271708210527
2011-03,4710.149198521442
2011-04,5108.070271613333
2011-05,4912.11592795172
2011-06,4840.79957629738
2011-07,4597.250365256367
2011-08,4074.4894723670013
2011-09,3580.917110004871
2011-10,4015.2354833710647
2011-11,3795.1858314125366
2011-12,3702.750723581223
2012-01,3900.3681960490244
2012-02,4171.488019175034
2012-03,4160.481381690757
2012-04,3985.794186685351
2012-05,3479.4371085695734
2012-06,3772.0518536729073
2012-07,3813.6063450537995
2012-08,4004.1765165819356
2012-09,4135.691256559791
2012-10,4214.495564796363
2012-11,4350.943429591523
2012-12,4490.737700593316
2013-01,4800.023152838238
2013-02,4660.6954542752965
2013-03,4617.863269169566
2013-04,4848.485537975372
2013-05,4859.050261038133
2013-06,4633.813124469288
2013-07,4993.392787537875
2013-08,4908.620557543785
2013-09,5301.863789224154
2013-10,5549.6971562185845
2013-11,5620.02482462498
2013-12,5732.2117238129085
2014-01,5522.782406505385
2014-02,5933.308019317574
2014-03,5932.49963521889
2014-04,6025.58889991066
2014-05,6081.995036182468
2014-06,6054.865616886491
2014-07,5754.555506379162
2014-08,5780.003988131397
2014-09,5603.6553265659795
2014-10,5448.155065827545
2014-11,5641.558280542586
2014-12,5356.897075408776
2015-01,5382.139498305413
2015-02,5720.2096055713355
2015-03,5651.781221503467
2015-04,5833.588194739509
2015-05,5771.4246206942835
2015-06,5607.23626024864
2015-07,5817.913117076686
2015-08,5411.692852826142
2015-09,5153.912943047587
2015-10,5520.05618553827
2015-11,5429.899818996392
2015-12,5322.292383415225
2016-01,4958.61620406206
2016-02,4850.023684945328
2016-03,5184.637126960066
2016-04,5288.843372390869
2016-05,5255.346803438288
2016-06,5001.744763502174
2016-07,5242.549285092023
2016-08,5261.036671378737
2016-09,5303.325977424536
2016-10,5172.04499406183
2016-11,5007.312523035022
2016-12,5292.7109150853785
2017-01,5419.684246415778
2017-02,5466.734258320364
2017-03,5738.3389169805505
2017-04,5973.685256
2017-05,6268.514091
2017-06,6220.548146
2017-07,6415.871371
2017-08,6439.971871
2017-09,6652.105215
2017-10,6679.912726
2017-11,6697.307034
2017-12,6712.258267
2018-01,7136.569997
2018-02,6730.965456
2018-03,6628.545655
2018-04,6760.612781732
2018-05,6474.589727875549
2018-06,6438.745179111238
2018-07,6715.621688438733
2018-08,6563.782879838502
2018-09,6552.773516085915
2018-10,6030.525554809662
2018-11,5991.444050286341
2018-12,5695.862957694261
2019-01,6060.552187764718
2019-02,6263.311948705074
2019-03,6291.094963179128
2019-04,6547.05694623401
2019-05,6201.043166410956
2019-06,6657.23892385712
2019-07,6525.036990636835
2019-08,6411.976539620267
2019-09,6554.265589435018
2019-10,6774.007403256491
2019-11,6870.15952711931
2019-12,7108.770968929072
2020-01,6962.049121673947
2020-02,6380.398923343259
2020-03,5491.006228655964
2020-04,5830.62062908692
2020-05,6161.548263381754
2020-06,6460.74444399947
2020-07,6754.925686997566
2020-08,7043.6438914724595
2020-09,6841.206807682901
2020-10,6444.442747486813
2020-11,7545.62776048033
2020-12,7884.307949636437
2021-01,7742.478738367294
2021-02,7905.395635168624
2021-03,8157.382786630166
2021-04,8531.937305124135
2021-05,8891.549814312772
2021-06,8797.521725607454
2021-07,8983.810769608895
2021-08,9136.44587029006
2021-09,8629.512117917384
2021-10,9030.485300340048
2021-11,8570.125111610965
2021-12,9119.174986281254
2022-01,8558.089677684426
2022-02,8223.866113241618
2022-03,8209.142560667153
2022-04,7684.398241484265
2022-05,7717.851876893313
2022-06,6916.832111244464
2022-07,7286.913790104387
2022-08,6819.029956408473
2022-09,6229.14531029173
2022-10,6698.411711285199
2022-11,7471.229496184596
2022-12,7481.608164609494
2023-01,8180.613044984999
2023-02,8108.58299285638
2023-03,8373.842845654595
2023-04,8693.436437679944
2023-05,8201.293250441768
2023-06,8616.528147048444
2023-07,8871.435817351105
