Date,EFM EMEA
2014-02,810.0125591697583
2014-03,834.9106523779798
2014-04,831.8813513203509
2014-05,877.72037751919
2014-06,882.9110140064681
2014-07,867.9226015987645
2014-08,871.4081496766105
2014-09,820.4509597992133
2014-10,826.2126688064594
2014-11,808.3391648268308
2014-12,732.3376160259146
2015-01,729.6499914140849
2015-02,762.9932395613314
2015-03,741.537394647041
2015-04,801.2227216886616
2015-05,752.1503792702747
2015-06,754.5089181429298
2015-07,719.4336157958379
2015-08,668.3297069044876
2015-09,638.4486067004513
2015-10,668.4586557369903
2015-11,629.1795637992785
2015-12,588.3359089957557
2016-01,560.8617473136934
2016-02,572.6870072183851
2016-03,655.6398428106783
2016-04,679.5408222291835
2016-05,630.6895080252735
2016-06,645.6958074984543
2016-07,678.5068489600575
2016-08,661.4441649892227
2016-09,680.4191974812784
2016-10,679.5945466620027
2016-11,649.0295015418662
2016-12,693.4499595019684
2017-01,710.3545754772998
2017-02,710.2709593106142
2017-03,713.8543535043174
2017-04,742.303004
2017-05,746.751196
2017-06,732.243184
2017-07,775.272962
2017-08,807.492065
2017-09,778.326247
2017-10,784.443007
2017-11,809.043195
2017-12,860.983135
2018-01,913.821239
2018-02,898.815561
2018-03,858.545754
2018-04,838.7072723855076
2018-05,791.163098172987
2018-06,775.5465307386556
2018-07,811.0465807713047
2018-08,752.6417436729832
2018-09,763.7199743298734
2018-10,714.8630697636644
2018-11,744.7924012419908
2018-12,732.999564
2019-01,805.4765862429571
2019-02,781.653733941657
2019-03,774.9830885377085
2019-04,812.8393709428881
2019-05,786.6685538377398
2019-06,830.4453571504791
2019-07,827.4636706646103
2019-08,771.1171105729595
2019-09,776.0838779127693
2019-10,796.5347247964522
2019-11,797.2472570206044
2019-12,852.8046329492743
2020-01,816.249294140202
2020-02,723.2952208609822
2020-03,570.0018177007004
2020-04,628.6388877941005
2020-05,652.7490662189807
2020-06,674.4847909773971
2020-07,693.2784287709968
2020-08,706.6818468665881
2020-09,690.4220244311088
2020-10,664.4442170658763
2020-11,750.6845261861624
2020-12,798.6317263715638
2021-01,807.6901198502351
2021-02,821.2181185606794
2021-03,859.6818744390256
2021-04,881.1818731074449
2021-05,931.6802396695306
2021-06,925.5088693585318
2021-07,926.930042285796
2021-08,958.3325564984174
2021-09,964.9050731855469
2021-10,990.8757324930443
2021-11,921.9606759916883
2021-12,942.8843674678568
2022-01,963.7269174720402
2022-02,867.609395988402
2022-03,817.294067145581
2022-04,792.0214190570921
2022-05,758.2977149816187
2022-06,681.1998387129606
2022-07,704.9824238864437
2022-08,699.7739614897625
2022-09,645.1308854773209
2022-10,671.6314386582981
2022-11,703.1872040164155
2022-12,682.602411376612
2023-01,698.34719652379
2023-02,670.727814402883
2023-03,676.911671230709
2023-04,703.049611717508
2023-05,663.1644600188582
2023-06,695.0600625169253
2023-07,742.9934242493457
