Date,KOKUSAI INDEX (WORLD ex JP)
1993-06,887.436119
1993-07,890.0370389999999
1993-08,939.720863
1993-09,933.383843
1993-10,970.7456781539756
1993-11,955.9953985050859
1993-12,1007.6480759644925
1994-01,1043.6228804603115
1994-02,1008.2959474738733
1994-03,964.39333502901
1994-04,989.4925174752202
1994-05,984.1763211249544
1994-06,960.3337000019654
1994-07,1001.2445951938827
1994-08,1040.4708682654123
1994-09,1012.1698341942906
1994-10,1041.0443239096862
1994-11,998.4065658780659
1994-12,1007.0562636595439
1995-01,1008.6076768054987
1995-02,1046.2270412551786
1995-03,1080.846802803738
1995-04,1112.801690409328
1995-05,1150.5864082470569
1995-06,1167.951908888461
1995-07,1215.3335021485495
1995-08,1194.9325045548023
1995-09,1237.122653060233
1995-10,1232.4837358034576
1995-11,1266.2183100292034
1995-12,1294.6645416497802
1996-01,1330.0385287145511
1996-02,1347.0951297281918
1996-03,1362.0073187198477
1996-04,1380.416245318901
1996-05,1403.267620189729
1996-06,1409.8881804138055
1996-07,1363.52005311942
1996-08,1400.5544736278446
1996-09,1456.695039963407
1996-10,1494.847543387174
1996-11,1591.4632399426746
1996-12,1584.8016781118176
1997-01,1644.1686324596542
1997-02,1659.1569422541377
1997-03,1630.0151388941229
1997-04,1681.8679469617236
1997-05,1770.2838939814578
1997-06,1849.2718082163215
1997-07,1963.6631424016048
1997-08,1839.3689803717152
1997-09,1962.714215324447
1997-10,1872.7142786835548
1997-11,1929.663828274663
1997-12,1972.6388687958035
1998-01,2010.690486268207
1998-02,2164.6708515918735
1998-03,2288.1597827529426
1998-04,2313.9287443830303
1998-05,2296.137469806102
1998-06,2352.7311833081635
1998-07,2351.568176145952
1998-08,2032.6760864191835
1998-09,2078.3618024894868
1998-10,2248.868071731492
1998-11,2385.706978876673
1998-12,2504.544582233433
1999-01,2563.030538623807
1999-02,2493.152027712494
1999-03,2570.1702955046485
1999-04,2670.371599587471
1999-05,2578.808396306317
1999-06,2684.0575361308206
1999-07,2641.399567318674
1999-08,2638.2028845591212
1999-09,2584.9503659016514
1999-10,2722.655845476492
1999-11,2792.5266573994927
1999-12,3026.504259781528
2000-01,2846.259142804906
2000-02,2866.4199081009137
2000-03,3058.287455695333
2000-04,2944.205381077613
2000-05,2880.5419961033203
2000-06,2962.763208299882
2000-07,2916.971495351627
2000-08,2998.9937171666193
2000-09,2837.701686507567
2000-10,2805.463702911605
2000-11,2627.86361627909
2000-12,2696.3310921177113
2001-01,2758.2724537925783
2001-02,2512.3007949534394
2001-03,2335.8480045735096
2001-04,2509.7275388105895
2001-05,2473.705931047592
2001-06,2404.597857215924
2001-07,2390.3912268748973
2001-08,2269.0229290015313
2001-09,2070.137384613724
2001-10,2114.730787713453
2001-11,2251.0073220420572
2001-12,2281.418666584523
2002-01,2222.062170045486
2002-02,2192.839956692287
2002-03,2286.7735359637177
2002-04,2189.529113162677
2002-05,2179.5790341019547
2002-06,2045.0240326139976
2002-07,1869.3484933145498
2002-08,1874.9514238473328
2002-09,1655.9044328909597
2002-10,1804.3065850064256
2002-11,1903.5956326236706
2002-12,1807.0131013662176
2003-01,1753.6995766797452
2003-02,1719.1084170762201
2003-03,1720.5397188377192
2003-04,1888.5493976129192
2003-05,1997.428818356165
2003-06,2022.26119850799
2003-07,2059.42895790372
2003-08,2087.8984877546163
2003-09,2089.366206573662
2003-10,2216.10740845565
2003-11,2260.195620268337
2003-12,2400.335659098671
2004-01,2438.3633226047064
2004-02,2483.9843319093657
2004-03,2433.20075575012
2004-04,2392.6593646996666
2004-05,2426.015631279129
2004-06,2467.0132505307333
2004-07,2393.8906966103286
2004-08,2403.6614474471357
2004-09,2460.420070720925
2004-10,2520.205209840257
2004-11,2653.734981953227
2004-12,2751.3539481443254
2005-01,2689.621496580703
2005-02,2778.0052391380445
2005-03,2724.438974594447
2005-04,2666.2103576254813
2005-05,2721.175700555036
2005-06,2747.4881725864593
2005-07,2850.6304876549452
2005-08,2854.0416486832046
2005-09,2903.9801482586045
2005-10,2829.2990239111828
2005-11,2920.388620553595
2005-12,2962.2898476523196
2006-01,3092.315574715127
2006-02,3090.5475955033658
2006-03,3157.1396307184773
2006-04,3253.5368602324243
2006-05,3154.754831320557
2006-06,3158.26845756521
2006-07,3182.77576985126
2006-08,3269.8700169428207
2006-09,3320.731745718519
2006-10,3450.553902324081
2006-11,3542.329269364495
2006-12,3612.4284153140725
2007-01,3656.5360891714527
2007-02,3617.4557651663786
2007-03,3698.2199793500236
2007-04,3890.2809164861087
2007-05,4004.4462411823715
2007-06,3971.418845733997
2007-07,3874.1495989957175
2007-08,3884.189627393582
2007-09,4079.7561706857023
2007-10,4220.5792342331815
2007-11,4037.7468867939524
2007-12,3997.5777567288037
2008-01,3678.915245701904
2008-02,3652.4070215499714
2008-03,3630.1639170943777
2008-04,3812.9980144466444
2008-05,3866.9150270146683
2008-06,3553.446019140837
2008-07,3470.5418616002307
2008-08,3431.910893981556
2008-09,3021.128639231701
2008-10,2434.3082466298574
2008-11,2261.8103855020663
2008-12,2320.3942241790123
2009-01,2111.048770708779
2009-02,1901.1315307283712
2009-03,2058.169413292317
2009-04,2293.16212683181
2009-05,2497.4193314307327
2009-06,2479.349597631538
2009-07,2702.5381350397756
2009-08,2814.656710110764
2009-09,2946.3597061390224
2009-10,2896.3022335091027
2009-11,3031.448859584054
2009-12,3089.277961437382
2010-01,2941.583674869685
2010-02,2984.0535347649916
2010-03,3173.003459781443
2010-04,3174.0129495887254
2010-05,2864.566668833343
2010-06,2761.6291827786713
2010-07,3000.274822448029
2010-08,2883.3273735573725
2010-09,3167.9144380378207
2010-10,3291.79444749233
2010-11,3205.7709741199637
2010-12,3440.531108764338
2011-01,3526.475411665602
2011-02,3645.8403451736876
2011-03,3643.171049544203
2011-04,3812.1356543070265
2011-05,3731.435614942951
2011-06,3661.465581372065
2011-07,3575.541164448277
2011-08,3327.748958059154
2011-09,3015.9995927686414
2011-10,3364.0209739598668
2011-11,3288.6088803566618
2011-12,3283.9086527172863
2012-01,3450.3349612070983
2012-02,3618.3226057872284
2012-03,3664.619735467414
2012-04,3630.5409492268527
2012-05,3318.1690301786566
2012-06,3487.098422879043
2012-07,3544.4277563845344
2012-08,3645.1535107553486
2012-09,3746.6645128437717
2012-10,3725.350976237408
2012-11,3769.448887295236
2012-12,3828.7496568320403
2013-01,4028.8547803309434
2013-02,4026.212976289433
2013-03,4110.72692724421
2013-04,4217.697464677879
2013-05,4244.183364388756
2013-06,4122.216505850089
2013-07,4358.913585164233
2013-08,4266.248587635887
2013-09,4465.622566286014
2013-10,4658.042447127015
2013-11,4742.122414088867
2013-12,4848.504058574982
2014-01,4669.631748994788
2014-02,4928.011557968753
2014-03,4941.507484979577
2014-04,5007.874448511021
2014-05,5097.557300029142
2014-06,5173.528660851254
2014-07,5080.802048206424
2014-08,5213.323874440358
2014-09,5062.577327749096
2014-10,5104.222750725231
2014-11,5214.172438604646
2014-12,5129.28727025225
2015-01,5017.882715868161
2015-02,5310.908985795783
2015-03,5212.679794996332
2015-04,5329.054133582753
2015-05,5342.49919950703
2015-06,5215.1143137994795
2015-07,5315.456656229717
2015-08,4959.586248210294
2015-09,4791.670866514262
2015-10,5161.61511783346
2015-11,5138.464759355483
2015-12,5037.853572436994
2016-01,4747.60508109189
2016-02,4721.376673887694
2016-03,5050.843757110535
2016-04,5116.53844371287
2016-05,5153.043444776035
2016-06,5101.837354151196
2016-07,5306.652518759382
2016-08,5309.534459867188
2016-09,5332.242364327417
2016-10,5212.132552137781
2016-11,5307.387014372942
2016-12,5441.735191833242
2017-01,5566.247595164307
2017-02,5729.64903716875
2017-03,5798.45841320888
2017-04,5886.661508
2017-05,6006.27915
2017-06,6025.563951
2017-07,6171.894459
2017-08,6181.729832
2017-09,6322.148499
2017-10,6425.296702
2017-11,6559.343673
2017-12,6652.296656
2018-01,7008.103048
2018-02,6699.722247
2018-03,6553.188464
2018-04,6631.660179083395
2018-05,6683.927608032172
2018-06,6696.7081023436385
2018-07,6923.064226411042
2018-08,7015.171557980116
2018-09,7038.337255127118
2018-10,6528.832621781867
2018-11,6607.441613864353
2018-12,6099.518525328108
2019-01,6583.8125434256735
2019-02,6800.446445396848
2019-03,6894.26085107864
2019-04,7152.012555958823
2019-05,6727.994335928342
2019-06,7188.5288740261085
2019-07,7226.365874955623
2019-08,7072.070972290363
2019-09,7210.552962401179
2019-10,7379.1562876882
2019-11,7599.731715190314
2019-12,7833.638468506122
2020-01,7791.192546451053
2020-02,7137.381568691081
2020-03,6154.62509541112
2020-04,6858.861454808782
2020-05,7183.575353790739
2020-06,7390.594025311426
2020-07,7784.882332096321
2020-08,8299.18596138319
2020-09,7982.888790057802
2020-10,7728.003257430607
2020-11,8718.092589480539
2020-12,9088.531769342944
2021-01,8998.258604683955
2021-02,9236.832294111688
2021-03,9561.611504393559
2021-04,10054.646012111692
2021-05,10198.775790818574
2021-06,10364.28102
2021-07,10573.022265535355
2021-08,10831.838762923546
2021-09,10329.26476544457
2021-10,10984.979795248964
2021-11,10746.350305876575
2021-12,11223.107297110071
2022-01,10627.665635316203
2022-02,10348.878519059468
2022-03,10655.800741370047
2022-04,9774.01823206207
2022-05,9771.523363492972
2022-06,8920.196648584773
2022-07,9641.569599724799
2022-08,9228.365849332798
2022-09,8376.894089325688
2022-10,9001.2238253717
2022-11,9611.96780257192
2022-12,9176.189191995516
2023-01,9830.737714038345
2023-02,9603.768099218803
2023-03,9895.02047121749
2023-04,10077.51133977157
2023-05,9958.207143847423
2023-06,10573.442349879533
2023-07,10930.993960685646
