Date,ACWI ex NETHERLANDS
1998-12,1000.0
1999-01,1022.6643182761422
1999-02,995.9510961706043
1999-03,1042.2822793262985
1999-04,1086.338666356456
1999-05,1048.8494887022966
1999-06,1102.519514938209
1999-07,1096.299047194794
1999-08,1094.128292457034
1999-09,1082.8020555785665
1999-10,1137.2773439874595
1999-11,1173.2530666163582
1999-12,1270.1137816498563
2000-01,1202.8452113060036
2000-02,1204.8844470304173
2000-03,1285.3946037277642
2000-04,1227.1248317973486
2000-05,1194.0488549204333
2000-06,1233.5067840050208
2000-07,1197.0140357033304
2000-08,1235.2627667934823
2000-09,1166.5506899440934
2000-10,1142.7679292399785
2000-11,1070.1828210156348
2000-12,1086.5616860098673
2001-01,1114.8348330592698
2001-02,1020.3641313014672
2001-03,951.9498838857855
2001-04,1020.933522264018
2001-05,1009.6546681349485
2001-06,977.9766914476496
2001-07,962.4723591938972
2001-08,916.9607568193712
2001-09,833.9612109381715
2001-10,851.8990343478862
2001-11,904.3807839460152
2001-12,912.318263940194
2002-01,887.3768817271509
2002-02,880.3735370027066
2002-03,918.9394442734787
2002-04,888.8739239741996
2002-05,889.4628522389276
2002-06,834.1880376161787
2002-07,766.0116544903203
2002-08,767.4443260617996
2002-09,684.2041336617182
2002-10,733.5663506738152
2002-11,773.3539524112377
2002-12,736.3466416254312
2003-01,715.1996050532564
2003-02,703.2626598041778
2003-03,700.5822788654201
2003-04,762.1342999590573
2003-05,805.8881090591408
2003-06,821.1523905025477
2003-07,838.76509037325
2003-08,858.4246113291043
2003-09,864.0000902883849
2003-10,916.1565485879423
2003-11,929.4828614682061
2003-12,987.6244852456472
2004-01,1004.7535925279213
2004-02,1022.9884673121898
2004-03,1018.0613013837717
2004-04,993.7678328769864
2004-05,1001.2489509877047
2004-06,1021.081082518891
2004-07,988.7201755467074
2004-08,994.9255694605687
2004-09,1015.5663228824154
2004-10,1040.0124747602272
2004-11,1096.4560770925198
2004-12,1138.701616417338
2005-01,1114.1616408372677
2005-02,1151.9608603715283
2005-03,1126.9754287180108
2005-04,1102.7886595401687
2005-05,1123.6878382443485
2005-06,1134.2351546360997
2005-07,1176.5379931748837
2005-08,1185.6729364012326
2005-09,1221.6373813109344
2005-10,1188.6343669723012
2005-11,1231.6643637972272
2005-12,1261.5097052218402
2006-01,1323.606053619949
2006-02,1321.2461053045404
2006-03,1348.6116427174784
2006-04,1393.4290176669283
2006-05,1338.559983307452
2006-06,1337.9978102482553
2006-07,1346.7605849583256
2006-08,1381.2341837966612
2006-09,1396.9225669481168
2006-10,1450.035668746129
2006-11,1491.0507797993466
2006-12,1523.9628753731492
2007-01,1539.2925827570991
2007-02,1531.036689780552
2007-03,1560.5411820416493
2007-04,1628.6295213215894
2007-05,1677.9951189864032
2007-06,1673.052587908179
2007-07,1647.1206998775879
2007-08,1643.1403428682484
2007-09,1730.6717401576068
2007-10,1798.628347384154
2007-11,1718.9590880421806
2007-12,1699.6657641452234
2008-01,1561.2150319094728
2008-02,1565.2459002940905
2008-03,1541.3459545109838
2008-04,1627.6068680438834
2008-05,1653.2679854471935
2008-06,1518.4134742177482
2008-07,1479.2144693628131
2008-08,1446.7752142136003
2008-09,1267.0032558084215
2008-10,1016.6463158001752
2008-11,949.7798497185394
2008-12,983.6895115071248
2009-01,899.6157376859549
2009-02,811.7747892780963
2009-03,878.978978035485
2009-04,982.6742601905622
2009-05,1080.3447087450238
2009-06,1074.3698697608713
2009-07,1168.369227539831
2009-08,1209.873117281174
2009-09,1264.9135372434544
2009-10,1245.4292172885623
2009-11,1296.9247682311184
2009-12,1323.5439198875179
2010-01,1266.242642426606
2010-02,1283.1944873600319
2010-03,1365.5989088272659
2010-04,1368.0076001203422
2010-05,1238.6769307505704
2010-06,1200.2165810545225
2010-07,1297.5134401515897
2010-08,1252.7003080028771
2010-09,1372.079615010826
2010-10,1421.9460799324943
2010-11,1391.4203811187983
2010-12,1492.8338883678405
2011-01,1515.8474752337233
2011-02,1559.84747778334
2011-03,1557.9563084716108
2011-04,1621.81765217554
2011-05,1587.4176193843402
2011-06,1562.605258792297
2011-07,1537.5872398679055
2011-08,1425.6028885840658
2011-09,1291.0308311196097
2011-10,1429.0765952983786
2011-11,1386.6634244381755
2011-12,1383.8355203965264
2012-01,1464.6359474343028
2012-02,1538.4120312841555
2012-03,1548.5896513981006
2012-04,1531.3130473441597
2012-05,1394.213865142878
2012-06,1462.691707906552
2012-07,1482.4404769856185
2012-08,1514.4143355834103
2012-09,1562.3817176086363
2012-10,1551.4109474414704
2012-11,1570.9910180766271
2012-12,1606.505408078924
2013-01,1679.9992361954146
2013-02,1680.8011013881983
2013-03,1711.5834663815394
2013-04,1760.3702039637678
2013-05,1755.0325872238534
2013-06,1703.8465535729476
2013-07,1784.5845649320775
2013-08,1747.2398199516501
2013-09,1837.387426384824
2013-10,1911.0917442441553
2013-11,1938.1616215928264
2013-12,1971.5012395624178
2014-01,1892.9943423949505
2014-02,1984.213827567306
2014-03,1992.8935923497618
2014-04,2012.3785349693082
2014-05,2055.373897113906
2014-06,2094.2629935246714
2014-07,2069.70908449665
2014-08,2115.4604697325617
2014-09,2046.4822277477392
2014-10,2061.4631587817935
2014-11,2095.2128507789503
2014-12,2055.070244764095
2015-01,2022.628136534829
2015-02,2135.0227908821275
2015-03,2101.9786917644633
2015-04,2162.737978165738
2015-05,2159.7066476527466
2015-06,2108.8031790121404
2015-07,2126.4119601578645
2015-08,1980.9508425025765
2015-09,1909.4074834104156
2015-10,2059.221396665712
2015-11,2042.4369598313717
2015-12,2005.7921435593862
2016-01,1884.168662944773
2016-02,1871.3604299040323
2016-03,2009.941525343504
2016-04,2039.908480611156
2016-05,2042.2633515782568
2016-06,2031.1776868534268
2016-07,2118.6037829474135
2016-08,2125.141164237551
2016-09,2138.036078264177
2016-10,2101.9031558622396
2016-11,2118.8450632130543
2016-12,2164.257202900919
2017-01,2223.672654132546
2017-02,2285.841928029224
2017-03,2312.722592591001
2017-04,2348.075489
2017-05,2399.140553
2017-06,2410.623113
2017-07,2476.838726
2017-08,2486.485995
2017-09,2534.379329
2017-10,2587.388156
2017-11,2638.324242
2017-12,2681.151011
2018-01,2832.190074
2018-02,2713.536526
2018-03,2654.759633
2018-04,2679.9524025288556
2018-05,2684.3951850446115
2018-06,2669.664621886493
2018-07,2749.8406368393457
