Date,ACWI ex EMU
2019-05,255.7889541296789
2019-06,272.3063285322605
2019-07,273.79059059641344
2019-08,267.2762457093986
2019-09,272.7395295846867
2019-10,279.96735562981365
2019-11,287.09462548987716
2019-12,297.3753393250837
2020-01,294.6674916537528
2020-02,271.06388528034586
2020-03,235.5113436121476
2020-04,261.74300062128617
2020-05,272.6419478668406
2020-06,280.65670809616194
2020-07,295.9049646912849
2020-08,314.4197077049233
2020-09,304.4346882443309
2020-10,298.11510675693165
2020-11,332.7392339028782
2020-12,348.2959918086732
2021-01,347.22779654606126
2021-02,354.8906264242655
2021-03,364.1894679174924
2021-04,380.02215433150855
2021-05,385.02776989349815
2021-06,391.323281
2021-07,393.79551084242945
2021-08,403.8424871179155
2021-09,387.5369793710497
2021-10,407.7312252646846
2021-11,399.221837
2021-12,414.4887039651865
2022-01,394.11160699019194
2022-02,384.7973598408634
2022-03,394.40015377685876
2022-04,362.5089651221301
2022-05,362.3299410335133
2022-06,332.6936664907695
2022-07,356.55666266494876
2022-08,344.186914329863
2022-09,311.0116027287414
2022-10,329.08491857512627
2022-11,353.24304918996074
2022-12,338.1837063295871
2023-01,361.1075906683036
2023-02,350.0486865457929
2023-03,360.81325737927284
2023-04,365.4222790124194
2023-05,363.1703146642888
2023-06,384.11885281766064
2023-07,398.41150011080833
