Date,ACWI ex EMU
2000-12,100.0
2001-01,102.92792579174935
2001-02,94.55546442869155
2001-03,88.31090921493727
2001-04,94.55516665673349
2001-05,94.46004378425381
2001-06,91.68227691576419
2001-07,89.86980845077963
2001-08,85.55946667353128
2001-09,78.29152088018255
2001-10,79.60926035072822
2001-11,84.65553835102864
2001-12,85.16042427185552
2002-01,83.22314006554141
2002-02,82.55449411596307
2002-03,86.06149336519029
2002-04,83.07070903360948
2002-05,83.19207018008723
2002-06,77.67151416642709
2002-07,71.85610934671803
2002-08,71.9483260864696
2002-09,64.66573008588364
2002-10,68.91141249451368
2002-11,72.54246443961563
2002-12,69.05626003021774
2003-01,67.05746572550721
2003-02,66.0876992376879
2003-03,66.05529563343813
2003-04,71.22814606140783
2003-05,75.19763374966848
2003-06,76.66254140591738
2003-07,78.30438177421512
2003-08,80.40724639446105
2003-09,80.93538856090751
2003-10,85.65712859744228
2003-11,86.46978446911726
2003-12,91.57956026093412
2004-01,93.12103141525655
2004-02,94.79166254809297
2004-03,94.76501551874449
2004-04,92.39507947731413
2004-05,93.03068576776492
2004-06,94.81365008379422
2004-07,91.87467504946386
2004-08,92.55572626262861
2004-09,94.14233913532173
2004-10,96.04539809419845
2004-11,100.96711351158729
2004-12,104.65756080586358
2005-01,102.44815437723263
2005-02,105.78501231096341
2005-03,103.49298601637149
2005-04,101.5233119514983
2005-05,103.54862035853924
2005-06,104.48772836843143
2005-07,108.17434842342347
2005-08,109.07015229937132
2005-09,112.4090746199502
2005-10,109.59738794657046
2005-11,113.81267037660834
2005-12,116.34874812460544
2006-01,121.67638557998988
2006-02,121.28507195741453
2006-03,123.38884140067044
2006-04,127.31046138865399
2006-05,122.07538778469623
2006-06,121.99929438709299
2006-07,122.79757286741912
2006-08,125.73007816946182
2006-09,127.09854743555368
2006-10,131.84017739929655
2006-11,135.26271462550878
2006-12,137.98660712235747
2007-01,139.44218649614535
2007-02,138.56428028281573
2007-03,140.90836613046665
2007-04,146.41010072625957
2007-05,150.88612671082984
2007-06,150.4696854349923
2007-07,148.39653949868273
2007-08,148.1915509224873
2007-09,156.02085447200727
2007-10,161.8344488146098
2007-11,153.95424423301677
2007-12,152.1740534225968
2008-01,140.74463179457746
2008-02,140.87109964346493
2008-03,138.01468464230612
2008-04,146.0736225214061
2008-05,148.58414903911375
2008-06,136.99483527829113
2008-07,133.40886830961963
2008-08,131.08310094119756
2008-09,115.35937536230824
2008-10,93.28269252257166
2008-11,87.15102012074135
2008-12,89.47786966784274
2009-01,82.6542958129075
2009-02,74.80305332175921
2009-03,80.9131896060532
2009-04,89.99127750294242
2009-05,98.71151274211643
2009-06,98.48600729715545
2009-07,106.86858653627912
2009-08,110.14434122197466
2009-09,114.89543603910921
2009-10,113.49325916750676
2009-11,118.29845680599718
2009-12,120.95209482323527
2010-01,116.36692643731169
2010-02,118.71346759962714
2010-03,126.26330292945083
2010-04,127.2686409110038
2010-05,115.84357018385454
2010-06,112.0098326420258
2010-07,120.39984356097085
2010-08,116.63273585690268
2010-09,127.24117468029229
2010-10,131.49168270495983
2010-11,130.19515275285065
2010-12,139.52729112445456
2011-01,140.7668107071191
2011-02,144.90651653051148
2011-03,144.73055365610662
2011-04,149.8044264049693
2011-05,147.26915808221983
2011-06,144.64175216212584
2011-07,143.27165038058405
2011-08,133.84169448427804
2011-09,121.66339316990769
2011-10,134.38519903695672
2011-11,130.82071502330956
2011-12,131.11755353041556
2012-01,138.67445166150904
2012-02,145.4168570043299
2012-03,146.58840555138386
2012-04,145.68261610143395
2012-05,133.28077779428676
2012-06,139.29855094059104
2012-07,141.42693351942998
2012-08,143.85960621409407
2012-09,148.36038343437352
2012-10,146.86461229720814
2012-11,148.42167236639898
2012-12,151.51941247932675
2013-01,158.23592094939877
2013-02,159.06824456866255
2013-03,162.62516998176042
2013-04,166.7563366346018
2013-05,165.96563566905556
2013-06,161.55441099839746
2013-07,168.5781056644658
2013-08,165.00169286657092
2013-09,172.80333563514108
2013-10,179.34924643865335
2013-11,181.87804066277138
2013-12,184.9457964081496
2014-01,177.6204301359999
2014-02,185.63526160970798
2014-03,186.54705425886434
2014-04,188.14389746382997
2014-05,192.45301022252815
2014-06,196.67797171610542
2014-07,195.39292239019443
2014-08,200.22669141812372
2014-09,193.750134585649
2014-10,196.0510211260517
2014-11,198.75340411909124
2014-12,195.67099561452005
2015-01,192.23007813928194
2015-02,202.69321132143193
2015-03,199.5077682769578
2015-04,205.3169560562502
2015-05,205.44046412992753
2015-06,200.60871467754413
2015-07,201.6638829494952
2015-08,187.90661632299268
2015-09,181.4081840378925
2015-10,195.49312005821906
2015-11,194.05341835678777
2015-12,190.83923981114557
2016-01,179.47750454461544
2016-02,178.64990351659563
2016-03,191.8148275487481
2016-04,194.59356485424425
2016-05,195.0277182784862
2016-06,195.0970859844023
2016-07,203.1927000661861
2016-08,203.740948234868
2016-09,204.92150656349423
2016-10,201.32169133257634
2016-11,203.82071657645787
2016-12,207.31433613653138
2017-01,213.28169933073693
2017-02,219.70892014192083
2017-03,221.23207374243052
2017-04,224.024098
2017-05,228.26546
2017-06,229.74487
2017-07,235.915081
2017-08,236.821687
2017-09,240.846812
2017-10,246.189263
2017-11,251.458905
2017-12,256.063445
2018-01,270.084547
2018-02,259.260042
2018-03,253.445586
2018-04,255.23078703456525
2018-05,257.0777037648368
2018-06,255.77935933561693
2018-07,263.295088125751
2018-08,266.5856958793072
2018-09,268.0106299349574
2018-10,248.29489461600278
2018-11,252.56256925092973
2018-12,234.23112
2019-01,253.03197176192677
2019-02,259.6727703928534
2019-03,263.3148601764968
2019-04,271.7694680376618
