Date,EM EMEA
2000-12,100.0
2001-01,104.20783469730947
2001-02,93.77208231295819
2001-03,82.75474135849058
2001-04,93.12467557755546
2001-05,93.11208828736503
2001-06,89.82669946092007
2001-07,81.85756000706756
2001-08,81.78702984278405
2001-09,68.77363693837214
2001-10,73.97847121362788
2001-11,79.3166701472012
2001-12,81.12523434976943
2002-01,84.34217416464425
2002-02,81.64453966868737
2002-03,85.42130044853845
2002-04,88.66910205148969
2002-05,93.00640932317046
2002-06,84.02549478006142
2002-07,75.37457296207413
2002-08,77.52158766100311
2002-09,75.77314243176106
2002-10,80.05338536968691
2002-11,87.49451480739195
2002-12,87.066346196538
2003-01,84.69864750756629
2003-02,86.78173659029233
2003-03,83.26687611327931
2003-04,93.09813037615098
2003-05,99.99485042388675
2003-06,103.99626869426373
2003-07,105.58386855217219
2003-08,113.9586597932224
2003-09,116.71860087675026
2003-10,123.35547641812865
2003-11,129.71486721447866
2003-12,135.81880948689738
2004-01,138.4962895979986
2004-02,147.26136788091557
2004-03,154.67512159495547
2004-04,138.26765425317026
2004-05,141.3826986170552
2004-06,144.5103319540054
2004-07,141.81425344131748
2004-08,146.3070984211554
2004-09,156.6525830984425
2004-10,163.78772461915386
2004-11,178.69358552831247
2004-12,188.89986984073835
2005-01,186.60035134908154
2005-02,204.77507036856053
2005-03,188.06585329821826
2005-04,184.04897853508493
2005-05,184.3290010615136
2005-06,191.55841105385326
2005-07,207.99629911492863
2005-08,221.1831715823486
2005-09,244.431740289163
2005-10,227.54819752402815
2005-11,244.9423235829687
2005-12,261.4607187553258
2006-01,296.94016200443406
2006-02,294.83894626149515
2006-03,299.12311100501745
2006-04,319.25425290006024
2006-05,276.8708050163124
2006-06,270.4414461347085
2006-07,280.1008555135706
2006-08,285.55370927126194
2006-09,271.8801224172548
2006-10,289.43561832017883
2006-11,310.8787420945238
2006-12,324.19761545296905
2007-01,320.7135727083569
2007-02,318.9587287667516
2007-03,336.09677299861823
2007-04,349.69638131309165
2007-05,341.4659068030542
2007-06,353.3760350943906
2007-07,363.8990311086388
2007-08,352.9397478679712
2007-09,382.2671341433082
2007-10,422.40916482254784
2007-11,410.32322751981025
2007-12,416.50254862842945
2008-01,360.0570486824907
2008-02,382.21795266787075
2008-03,367.48849225052925
2008-04,390.1586728995139
2008-05,420.66949084229213
2008-06,389.9612008311981
2008-07,372.48154449718396
2008-08,337.02410598442236
2008-09,278.54063223081766
2008-10,195.13013470457236
2008-11,176.5998509264455
2008-12,184.48661777102515
2009-01,161.91428718857452
2009-02,155.28896223474274
2009-03,176.9599955589884
2009-04,204.8006918646674
2009-05,243.06586447601387
2009-06,235.1914810154034
2009-07,257.75719445778503
2009-08,267.66968095134524
2009-09,283.0695671667338
2009-10,287.1635473072274
2009-11,295.6846189521147
2009-12,309.32418883915074
2010-01,307.3412468125556
2010-02,298.32332635444845
2010-03,328.62350214489487
2010-04,328.4828842786163
2010-05,296.4556384972577
2010-06,284.59811419908
2010-07,320.94302229079216
2010-08,311.0170597478271
2010-09,346.6054662860936
2010-10,358.3642673003033
2010-11,344.38815992210954
2010-12,382.1569646012867
2011-01,364.8587555202756
2011-02,382.3601546955205
2011-03,401.72612402387165
2011-04,418.6561353235348
2011-05,394.4263873284661
2011-06,390.54661029118773
2011-07,388.7193161326108
2011-08,356.0795107978004
2011-09,295.7434399538611
2011-10,330.9834795880046
2011-11,325.4900863645731
2011-12,304.3143013357868
2012-01,341.04464385745416
2012-02,367.93519735859843
2012-03,352.9762093931387
2012-04,348.28772483611635
2012-05,297.84698914608526
2012-06,323.14017256946363
2012-07,331.2179244005552
2012-08,335.05277994616614
2012-09,350.24915563434877
2012-10,345.08198476875725
2012-11,343.74080207010644
2012-12,370.8463750358167
2013-01,369.46989971209604
2013-02,356.60173456116365
2013-03,350.499171821923
2013-04,348.9902822685251
2013-05,338.0349737338484
2013-06,321.1939134418124
2013-07,329.3119935336569
2013-08,322.9331147978347
2013-09,351.05633414281
2013-10,368.9544612541154
2013-11,355.1864918256101
2013-12,351.71895335520674
2014-01,318.8738415721052
2014-02,334.96996357935814
2014-03,345.78208838952594
2014-04,340.198751159429
2014-05,358.13083702286065
2014-06,360.98184242497285
2014-07,353.6874408400983
2014-08,355.14626882248155
2014-09,332.12714114541234
2014-10,337.17956039211543
2014-11,331.0553751661007
2014-12,298.3276713933117
2015-01,298.8478267635673
2015-02,313.31341338673207
2015-03,304.14856942500273
2015-04,329.8245517784156
2015-05,308.7227984599839
2015-06,309.8789777481973
2015-07,295.1403480973839
2015-08,273.7754916885459
2015-09,259.907634160542
2015-10,273.89484350092494
2015-11,256.9423429238798
2015-12,238.5328802239488
2016-01,228.50449032309513
2016-02,233.04449958075062
2016-03,269.32600315231593
2016-04,279.48061862314916
2016-05,257.29318609288197
2016-06,265.90975276283365
2016-07,280.5131127068114
2016-08,273.1292432654921
2016-09,280.975607044079
2016-10,280.52532028859207
2016-11,266.87304196640883
2016-12,286.10782695590524
2017-01,292.1207530571925
2017-02,292.42644030991704
2017-03,293.9369488075548
2017-04,306.629158
2017-05,307.185239
2017-06,300.174813
2017-07,317.905947
2017-08,331.853598
2017-09,318.936489
2017-10,322.097272
2017-11,333.12083
2017-12,356.331037
2018-01,378.165749
2018-02,371.465667
2018-03,352.964161
2018-04,344.48710004637115
2018-05,324.54074741642273
2018-06,317.0111912721173
2018-07,332.11751480738155
2018-08,306.49393666102503
2018-09,311.84868490897446
2018-10,290.6952429965217
2018-11,303.8016449979614
2018-12,299.160525
2019-01,331.42404789601375
2019-02,320.0175918834876
2019-03,315.662569038302
2019-04,331.8756949414449
2019-05,319.6803205287878
2019-06,338.23538887837486
2019-07,336.14405425748544
2019-08,311.5607640057394
2019-09,314.49765390554086
2019-10,323.1862728443042
2019-11,322.8301699181017
2019-12,345.5777385965531
2020-01,329.00043006838644
2020-02,289.49984117216803
2020-03,228.36444792318687
2020-04,253.14913174043764
2020-05,262.77353916618586
2020-06,271.6341235721243
2020-07,280.14163133003984
2020-08,283.8513935192581
2020-09,276.5101227223483
2020-10,265.01629918708267
2020-11,302.1239644151469
2020-12,321.6936708506331
2021-01,325.28172129858206
2021-02,331.46148012493205
2021-03,347.62221358632013
2021-04,355.6674959551491
2021-05,376.2939650081867
2021-06,373.3176691821557
2021-07,373.4628319147411
2021-08,386.2191469833834
2021-09,388.8444133600611
2021-10,399.0717783517007
2021-11,371.1780469462862
2021-12,379.63557896116765
2022-01,389.3364829045329
2022-02,349.49557644470264
2022-03,327.75058364222696
2022-04,317.0295052765222
2022-05,303.8382011940362
2022-06,271.77762119924876
2022-07,281.2578189123341
2022-08,279.03143009127945
2022-09,257.2674950074225
2022-10,268.3618495360444
2022-11,280.8338414850784
2022-12,272.17618014960584
2023-01,278.4035432710619
2023-02,266.5570058933244
2023-03,269.26645186787135
2023-04,280.01008353578595
2023-05,263.38484609265737
2023-06,276.6344620431618
2023-07,295.8243032212129
