Date,ACWI ex POLAND
1998-12,1000.0
1999-01,1019.6568177538873
1999-02,993.6175924122359
1999-03,1038.8221133993243
1999-04,1083.276977392923
1999-05,1045.3811473488004
1999-06,1097.4895486351677
1999-07,1092.2721592137034
1999-08,1090.9528221081184
1999-09,1079.0408497533695
1999-10,1132.8832855534727
1999-11,1167.6431816824702
1999-12,1264.2792925129668
2000-01,1195.173851970903
2000-02,1198.7237297762738
2000-03,1277.7981166505554
2000-04,1220.3217055306586
2000-05,1189.1263973971327
2000-06,1229.0569579663943
2000-07,1192.2543049261917
2000-08,1229.5464708499048
2000-09,1161.648589405709
2000-10,1138.3216517312371
2000-11,1067.3688182663373
2000-12,1084.4833964781826
2001-01,1111.8278967799213
2001-02,1018.180689753998
2001-03,949.3166635663724
2001-04,1018.0726886001592
2001-05,1006.1066509048285
2001-06,974.7949769502658
2001-07,959.5666856662021
2001-08,915.1602803841292
2001-09,831.3531776121583
2001-10,848.7759791544114
2001-11,900.7404068439541
2001-12,908.9958910803134
2002-01,883.8317019432321
2002-02,877.1033774052446
2002-03,916.4189868469662
2002-04,887.0056299756455
2002-05,887.6864701026541
2002-06,833.2159222454678
2002-07,763.1729903864936
2002-08,764.8446495403814
2002-09,680.6938743455105
2002-10,730.5828058062119
2002-11,770.2927703540544
2002-12,733.3128446334722
2003-01,711.7120588005158
2003-02,698.9740013568886
2003-03,695.974527888503
2003-04,757.6490232420205
2003-05,801.2057668839809
2003-06,816.2076470012415
2003-07,834.0271835993888
2003-08,853.4760133394363
2003-09,858.7407498241882
2003-10,910.5951191323833
2003-11,924.2394345622246
2003-12,982.5698413962218
2004-01,999.1718512078679
2004-02,1017.2426087856137
2004-03,1011.383224522852
2004-04,987.6336145464742
2004-05,995.3000107168136
2004-06,1014.9697262029737
2004-07,982.4980257903999
2004-08,988.4747410453765
2004-09,1008.9486707238087
2004-10,1033.5742089433986
2004-11,1089.8838578503924
2004-12,1131.9453391089287
2005-01,1107.990353916588
2005-02,1146.2095799063286
2005-03,1121.0598037401382
2005-04,1096.4407341869396
2005-05,1116.9042129401355
2005-06,1128.1205281584132
2005-07,1169.8038368474233
2005-08,1178.6287395338402
2005-09,1213.9693332582042
2005-10,1181.3800948931719
2005-11,1224.372319315137
2005-12,1254.443967513393
2006-01,1316.1595223987097
2006-02,1314.2201031478023
2006-03,1341.9198103244723
2006-04,1386.3905951316501
2006-05,1331.8786334506497
2006-06,1331.3048028050505
2006-07,1340.1173005791852
2006-08,1375.049927317701
2006-09,1391.141512230155
2006-10,1443.2336911347545
2006-11,1483.891817176784
2006-12,1517.009402166066
2007-01,1532.042871711677
2007-02,1524.0962362682458
2007-03,1554.4553031303967
2007-04,1623.409618333129
2007-05,1671.739733432007
2007-06,1666.6647175076964
2007-07,1641.1547404726125
2007-08,1636.7601380722433
2007-09,1724.605107489425
2007-10,1791.6351540186758
2007-11,1712.5286713065227
2007-12,1693.5995132196595
2008-01,1555.0674888380277
2008-02,1559.3734246800357
2008-03,1536.2294085547728
2008-04,1622.1523120267996
2008-05,1647.4680735371235
2008-06,1512.2341725868487
2008-07,1472.5297867813463
2008-08,1441.1478070176067
2008-09,1261.067583722293
2008-10,1011.518410907332
2008-11,945.1532224141706
2008-12,979.405745558219
2009-01,895.9697478062702
2009-02,808.3557219653089
2009-03,874.8852189247752
2009-04,978.0069956030468
2009-05,1075.540560890832
2009-06,1069.4522502243024
2009-07,1163.3327115896275
2009-08,1204.8885953099846
2009-09,1260.2771520082945
2009-10,1240.6588138946815
2009-11,1291.5955011640262
2009-12,1318.432869781058
2010-01,1261.3968772169408
2010-02,1277.5947206972048
2010-03,1359.684134776848
2010-04,1361.9987707949922
2010-05,1232.9851130322797
2010-06,1195.1101255481553
2010-07,1292.1025905409606
2010-08,1246.9342590179103
2010-09,1366.0299522880352
2010-10,1415.368920836033
2010-11,1384.1044395044132
2010-12,1485.365706476845
2011-01,1508.6797184796965
2011-02,1552.6979963016595
2011-03,1550.9744896015764
2011-04,1614.2058456768805
2011-05,1579.5621017706248
2011-06,1554.7087102139594
2011-07,1529.444233454591
2011-08,1417.907474190802
2011-09,1284.4016565838
2011-10,1421.9476413962643
2011-11,1379.5604399678384
2011-12,1376.9879703605327
2012-01,1456.8331004182064
2012-02,1530.1493059177178
2012-03,1540.3907905397505
2012-04,1522.8310990445607
2012-05,1386.5116018079334
2012-06,1454.715381632334
2012-07,1474.7059397807793
2012-08,1506.7013859064123
2012-09,1554.0143042005245
2012-10,1543.6981071012467
2012-11,1563.3223238549747
2012-12,1598.5475636199408
2013-01,1672.4373344059613
2013-02,1672.2907962569773
2013-03,1703.0900406511862
2013-04,1751.8076394212126
2013-05,1746.8958053156773
2013-06,1696.0167992025072
2013-07,1777.0911889246906
2013-08,1739.918778772162
2013-09,1829.7925768382174
2013-10,1903.2216397744057
2013-11,1930.1762861159411
2013-12,1963.7141144847797
2014-01,1885.2247472499357
2014-02,1976.0587900914988
2014-03,1984.9338024938017
2014-04,2003.877112249707
2014-05,2046.5731749924225
2014-06,2085.208689232221
2014-07,2060.0940561431244
2014-08,2105.616894297543
2014-09,2037.1451902249107
2014-10,2051.6591481506666
2014-11,2086.1089785433223
2014-12,2046.106354837707
2015-01,2014.196637866346
2015-02,2126.453627265643
2015-03,2093.4784743966266
2015-04,2153.978969248591
2015-05,2151.409704865247
2015-06,2100.807413103771
2015-07,2119.1850742376223
2015-08,1973.8049559092444
2015-09,1902.3262044743403
2015-10,2051.881495963208
2015-11,2035.2258142278429
2015-12,1998.509108799112
2016-01,1878.003592341529
2016-02,1864.9601995631115
2016-03,2002.9274176825832
2016-04,2032.7580481775105
2016-05,2035.5447339397601
2016-06,2023.263362630793
2016-07,2110.4921120339955
2016-08,2117.5526131735433
2016-09,2130.5869562704324
2016-10,2094.298753916681
2016-11,2110.4269677267353
2016-12,2155.873604776956
2017-01,2214.6220173296497
2017-02,2276.6783904268864
2017-03,2304.5253376934966
2017-04,2340.136637
2017-05,2391.88265
2017-06,2402.71559
2017-07,2469.730078
2017-08,2478.955711
2017-09,2527.081045
2017-10,2579.510688
2017-11,2629.564906
2017-12,2671.878532
2018-01,2822.48482
2018-02,2704.208356
2018-03,2646.49265
2018-04,2671.751183630818
2018-05,2675.520641653666
2018-06,2661.0898881238772
2018-07,2741.062978049551
2018-08,2762.5993366626644
2018-09,2774.685356620516
2018-10,2566.8467302161216
2018-11,2604.1792073340866
2018-12,2420.496252
2019-01,2611.7108702905057
2019-02,2681.8065785076005
2019-03,2715.654958644051
2019-04,2807.42459286678
2019-05,2640.8299304072684
2019-06,2813.746603568689
2019-07,2822.168289181602
2019-08,2755.4471987481097
2019-09,2813.4612272035592
2019-10,2890.3579395409993
2019-11,2961.147886389167
2019-12,3065.4518877756077
2020-01,3031.7490068673337
2020-02,2787.1138794616913
2020-03,2411.014588887079
2020-04,2669.327074868979
2020-05,2785.32971170931
2020-06,2874.3502574932004
2020-07,3026.3342712746153
2020-08,3211.6160677846465
2020-09,3108.2694687614608
2020-10,3033.0666180151607
2020-11,3406.551782232275
2020-12,3564.608204616082
2021-01,3548.4316614127556
2021-02,3630.7810434190164
2021-03,3727.949538287777
2021-04,3890.79156037746
2021-05,3950.9342540624943
2021-06,4003.219157
2021-07,4030.78542411025
2021-08,4131.56150105932
2021-09,3960.9308381791866
2021-10,4163.142551136243
2021-11,4063.238588
2021-12,4225.701516822714
2022-01,4018.1017990775986
2022-02,3914.6494444671644
2022-03,3999.3304237551833
2022-04,3679.576755530014
2022-05,3683.8001431212124
2022-06,3373.3871837700926
2022-07,3609.1293822489074
2022-08,3476.490766335719
2022-09,3143.771157322797
2022-10,3333.3050590221515
2022-11,3591.6101680340153
2022-12,3449.9823261729066
2023-01,3697.2843095454173
2023-02,3591.3657940534417
2023-03,3702.2670364184332
2023-04,3755.1387762472277
2023-05,3715.0116040499047
2023-06,3930.453087360907
2023-07,4074.165259814165
