Date,AC ASEAN
2000-12,999.99999989009
2001-01,1067.46608542665
2001-02,1040.23661214683
2001-03,896.36874323905
2001-04,860.1960303106
2001-05,846.2709372648
2001-06,867.61687549147
2001-07,900.83261360549
2001-08,938.3109322282
2001-09,790.43934855034
2001-10,771.62864715627
2001-11,828.11154712281
2001-12,897.02093331997
2002-01,994.43004611854
2002-02,980.57542159621
2002-03,1036.79389662526
2002-04,1050.2250362562
2002-05,1030.81781389825
2002-06,979.32662823871
2002-07,957.68780001827
2002-08,947.18111681924
2002-09,851.59404759644
2002-10,897.22774981356
2002-11,869.38937495812
2002-12,870.7622355426
2003-01,863.68736028978
2003-02,849.41556111325
2003-03,841.15686792689
2003-04,859.14093410798
2003-05,936.42478323991
2003-06,992.09550982808
2003-07,1038.20897912944
2003-08,1079.5151008014
2003-09,1121.42318401332
2003-10,1208.31388605472
2003-11,1189.39062727789
2003-12,1290.09357026345
2004-01,1325.09518100277
2004-02,1362.65879083423
2004-03,1346.49453506327
2004-04,1321.63826108083
2004-05,1277.52836025276
2004-06,1291.59893205302
2004-07,1317.1033494867
2004-08,1323.43576199572
2004-09,1394.45217361959
2004-10,1413.24623990344
2004-11,1506.06799429693
2004-12,1533.50593501801
2005-01,1579.1883132817
2005-02,1605.57279941466
2005-03,1551.34613733119
2005-04,1537.62894417648
2005-05,1544.7860204561
2005-06,1573.24183567955
2005-07,1674.51135722952
2005-08,1609.13999865479
2005-09,1641.81254904637
2005-10,1583.84903137261
2005-11,1623.61147416155
2005-12,1697.13263810638
2006-01,1814.68734418144
2006-02,1843.5660220037
2006-03,1894.87047010814
2006-04,2028.42101471471
2006-05,1877.032452594759
2006-06,1867.0853133342882
2006-07,1916.441813236244
2006-08,1976.9089314739192
2006-09,2032.89242856098
2006-10,2164.417983334486
2006-11,2334.656709993417
2006-12,2416.423454501729
2007-01,2511.627154636997
2007-02,2522.9686741894498
2007-03,2644.159410879765
2007-04,2790.591294205448
2007-05,2929.296757140786
2007-06,2964.6705357408505
2007-07,3075.124979706198
2007-08,2908.865127272121
2007-09,3200.4843160071923
2007-10,3458.3347552739356
2007-11,3285.8421734167287
2007-12,3358.494572808084
2008-01,3123.768816184784
2008-02,3264.1657186443185
2008-03,3130.726748265754
2008-04,3199.8597357547806
2008-05,3190.9956027055027
2008-06,2940.2736624163776
2008-07,2877.9574345631295
2008-08,2692.908890266757
2008-09,2321.1728978011424
2008-10,1667.1455101576844
2008-11,1608.4993039291085
2008-12,1756.4777704555647
2009-01,1675.1808017860756
2009-02,1561.7940269538324
2009-03,1669.8988607494907
2009-04,1979.321334626974
2009-05,2306.0456066285105
2009-06,2369.86962215563
2009-07,2702.620471749391
2009-08,2678.1317252730037
2009-09,2862.903404036169
2009-10,2846.869941327776
2009-11,2938.021598795843
2009-12,3067.2306848999397
2010-01,2966.144372729234
2010-02,2984.410251687037
2010-03,3225.220038462599
2010-04,3364.999601046449
2010-05,3121.400266916626
2010-06,3248.1465012057843
2010-07,3462.2477641600954
2010-08,3532.9774390222074
2010-09,3880.389598928713
2010-10,3989.491076579051
2010-11,3864.653876667636
2010-12,4053.7858587340747
2011-01,3915.5024726799347
2011-02,3886.296651698249
2011-03,4138.4563288191175
2011-04,4337.566572225701
2011-05,4274.720752429799
2011-06,4262.741868393381
2011-07,4476.46969102627
2011-08,4109.235398186635
2011-09,3602.026021925829
2011-10,3990.576440524916
2011-11,3752.918824999892
2011-12,3799.7594865779056
2012-01,4127.760377348615
2012-02,4312.612377164928
2012-03,4320.222328268857
2012-04,4349.7641805267995
2012-05,3964.962473894769
2012-06,4136.1024644622385
2012-07,4350.363546721881
2012-08,4317.874767566753
2012-09,4483.578933206548
2012-10,4504.899530412109
2012-11,4498.525759637375
2012-12,4656.149946234592
2013-01,4714.394464937881
2013-02,4865.178976396913
2013-03,4939.4413088530055
2013-04,5102.9378803534055
2013-05,4942.131458808384
2013-06,4732.326617322735
2013-07,4680.898202080573
2013-08,4292.481265018959
2013-09,4489.108722777842
2013-10,4749.434664877886
2013-11,4520.583253742599
2013-12,4436.035392506785
2014-01,4279.797537640134
2014-02,4505.422969502951
2014-03,4638.078352607436
2014-04,4766.370524319224
2014-05,4801.592031179241
2014-06,4855.359620457731
2014-07,5007.65354689371
2014-08,5043.1694062515135
2014-09,4894.654467824447
2014-10,4875.2808604223155
2014-11,4855.650196747171
2014-12,4711.952281546079
2015-01,4693.084350732756
2015-02,4760.05093370416
2015-03,4741.089369490103
2015-04,4794.239997343548
2015-05,4618.364069977509
2015-06,4480.836334438557
2015-07,4307.511732245262
2015-08,3851.927297261173
2015-09,3639.131246868493
2015-10,3935.377816617761
2015-11,3833.7726576426394
2015-12,3839.41060207975
2016-01,3764.296266229302
2016-02,3853.7562925763627
2016-03,4226.476540760023
2016-04,4188.750395006096
2016-05,4046.830816123058
2016-06,4245.820037412392
2016-07,4350.521127506349
2016-08,4376.980968208087
2016-09,4334.7226082605575
2016-10,4250.815026115663
2016-11,4024.78486487699
2016-12,4069.0582808717522
2017-01,4249.773478210408
2017-02,4318.694260118737
2017-03,4452.981460830947
2017-04,4545.322381
2017-05,4655.912771
2017-06,4699.044281
2017-07,4814.217591
2017-08,4837.081198
2017-09,4856.341758
2017-10,4959.185036
2017-11,5054.079855
