Date,AC ASEAN
2017-12,5284.384144
2018-01,5585.207647
2018-02,5504.571587
2018-03,5381.053937
2018-04,5423.4958492037495
2018-05,5137.489308756392
2018-06,4781.983783916644
2018-07,4985.77014544696
2018-08,5009.009500837955
2018-09,5005.612014637567
2018-10,4692.597314291903
2018-11,4844.21167807451
2018-12,4832.392562859754
2019-01,5146.058576772306
2019-02,5095.791071590723
2019-03,5075.7886320016605
2019-04,5198.943680766897
2019-05,4997.498264715551
2019-06,5348.07758007611
2019-07,5294.618427908191
2019-08,5080.009465462751
2019-09,5042.707919793575
2019-10,5160.558664216316
2019-11,5075.893774855202
2019-12,5244.450180263385
2020-01,4977.011590314592
2020-02,4526.908783317226
2020-03,3646.269114741925
2020-04,4020.3004841533857
2020-05,4091.0602780515055
2020-06,4262.850530399968
2020-07,4323.205687038665
2020-08,4311.787813653998
2020-09,4061.3312915696156
2020-10,4081.596032485665
2020-11,4728.629764643314
2020-12,4907.005423621665
2021-01,4817.741247963371
2021-02,4898.588981006478
2021-03,4905.7034682842495
2021-04,4969.995684922981
2021-05,4978.753703078611
2021-06,4818.944497458974
2021-07,4656.070174270695
2021-08,4940.493753058844
2021-09,4845.186423962884
2021-10,5054.213110794504
2021-11,4804.538071421606
2021-12,4906.5572807157105
2022-01,4883.28097273723
2022-02,5015.94060631751
2022-03,5036.359939845769
2022-04,4834.00994937571
2022-05,4765.169398850266
2022-06,4351.267511793981
2022-07,4474.830289309004
2022-08,4558.970157802629
2022-09,4273.733255316876
2022-10,4333.9339702787365
2022-11,4707.751303312424
2022-12,4694.959271358773
2023-01,4926.453814187111
2023-02,4650.734209500962
2023-03,4827.477283634952
2023-04,4836.054542821141
2023-05,4605.975435629537
2023-06,4603.755575495311
2023-07,4923.353643024994
