Date,EUROPE
1981-05,191.989
1981-06,187.354
1981-07,181.98
1981-08,187.041
1981-09,169.374
1981-10,175.972
1981-11,197.372
1981-12,190.684
1982-01,193.407
1982-02,185.826
1982-03,185.211
1982-04,190.788
1982-05,190.547
1982-06,175.07
1982-07,178.67
1982-08,179.671
1982-09,183.688
1982-10,185.894
1982-11,188.805
1982-12,198.252
1983-01,198.556
1983-02,206.215
1983-03,216.559
1983-04,234.196
1983-05,231.745
1983-06,235.843
1983-07,232.563
1983-08,227.494
1983-09,231.421
1983-10,231.239
1983-11,238.031
1983-12,239.796
1984-01,249.427
1984-02,256.427
1984-03,263.155
1984-04,259.598
1984-05,240.66
1984-06,240.219
1984-07,224.418
1984-08,243.407
1984-09,239.752
1984-10,240.293
1984-11,239.592
1984-12,241.283
1985-01,252.392
1985-02,241.866
1985-03,269.782
1985-04,277.528
1985-05,291.99
1985-06,295.423
1985-07,323.249
1985-08,339.805
1985-09,345.376
1985-10,383.704
1985-11,413.706
1985-12,431.729584
1986-01,439.955242
1986-02,492.215767
1986-03,532.4916
1986-04,581.975437
1986-05,530.530629
1986-06,553.638129
1986-07,548.891327
1986-08,610.210993
1986-09,571.53668
1986-10,575.016997
1986-11,605.807804
1986-12,621.047544
1987-01,648.468082
1987-02,671.620096
1987-03,704.800818
1987-04,732.389108
1987-05,728.313782
1987-06,749.074634
1987-07,774.262036
1987-08,780.711987
1987-09,785.809741
1987-10,636.41484
1987-11,608.393167
1987-12,643.785447
1988-01,617.366299
1988-02,653.689492
1988-03,671.684225
1988-04,684.179797
1988-05,671.403959
1988-06,664.628426
1988-07,666.117112
1988-08,635.883592
1988-09,670.453109
1988-10,732.583002
1988-11,741.617293
1988-12,745.553403
1989-01,772.597555
1989-02,763.826677
1989-03,769.363038
1989-04,790.716667
1989-05,750.229755
1989-06,781.15243
1989-07,873.103242
1989-08,862.193539
1989-09,877.021228
1989-10,819.525875
1989-11,865.009708
1989-12,958.105149
1990-01,955.537666
1990-02,932.641292
1990-03,945.806203
1990-04,920.676076
1990-05,995.631629
1990-06,1030.600561
1990-07,1074.046607
1990-08,967.513835
1990-09,853.568527
1990-10,925.522871
1990-11,934.784711
1990-12,921.25894
1991-01,952.257727
1991-02,1035.56869
1991-03,966.138014
1991-04,955.981082
1991-05,984.206089
1991-06,901.574893
1991-07,964.046093
1991-08,981.630043
1991-09,1011.063724
1991-10,989.811245
1991-11,966.546241
1991-12,1042.0690898
1992-01,1041.7626705
1992-02,1045.8229086
1992-03,1009.2040738
1992-04,1064.8899985
1992-05,1125.5136502999999
1992-06,1104.5397960999999
1992-07,1065.0781121
1992-08,1061.6046966
1992-09,1044.0471297
1992-10,971.1998920999999
1992-11,970.7258525999999
1992-12,992.9947073999999
1993-01,994.662973
1993-02,1006.043323
1993-03,1057.796639
1993-04,1081.1268929999999
1993-05,1092.757741
1993-06,1076.7936829999999
1993-07,1080.490256
1993-08,1175.304342
1993-09,1171.6527389999999
1993-10,1220.4638349993068
1993-11,1194.1188286336976
1993-12,1283.7712264067331
1994-01,1349.1483820223084
1994-02,1301.3693025368798
1994-03,1264.5360249235018
1994-04,1316.8987523982123
1994-05,1260.9202609893107
1994-06,1247.681333483543
1994-07,1313.0721704837226
1994-08,1354.7187380295184
1994-09,1300.9995879058263
1994-10,1357.6762952954316
1994-11,1305.671331956526
1994-12,1313.093008024065
1995-01,1302.8128225879336
1995-02,1332.3310115927918
1995-03,1394.158375246284
1995-04,1438.7425885089303
1995-05,1468.2011435790907
1995-06,1482.0423082851091
1995-07,1559.2915824657132
1995-08,1499.0127745192578
1995-09,1544.2957541186715
1995-10,1537.0023598654986
1995-11,1547.9306456351865
1995-12,1596.9846748086497
1996-01,1607.4252295587137
1996-02,1636.7078925043763
1996-03,1656.278668629381
1996-04,1668.263152587241
1996-05,1681.1541625559025
1996-06,1699.6653904262917
1996-07,1678.3747924601523
1996-08,1728.1803154161448
1996-09,1764.5434246849686
1996-10,1805.50789045617
1996-11,1897.0013815777093
1996-12,1933.7466887885298
1997-01,1938.9933364611259
1997-02,1964.6150206071386
1997-03,2028.0649847832437
1997-04,2017.9779190790011
1997-05,2104.152975455983
1997-06,2209.426118613188
1997-07,2312.9651406593525
1997-08,2180.8084708049114
1997-09,2392.288766948872
1997-10,2274.650467226079
1997-11,2309.6026162754597
1997-12,2394.012341022127
1998-01,2493.667895336932
1998-02,2688.630599637911
1998-03,2880.106145211884
1998-04,2935.9646135251205
1998-05,2995.437128814804
1998-06,3028.25629987852
1998-07,3088.081510241629
1998-08,2699.6570151260735
1998-09,2591.719356883344
1998-10,2799.17726970436
1998-11,2948.1051741610577
1998-12,3077.003978409624
1999-01,3057.192998509276
1999-02,2979.6025751012194
1999-03,3012.11787627833
1999-04,3101.868849242861
1999-05,2952.8919655574714
1999-06,3002.732562139356
1999-07,3030.6221160141936
1999-08,3061.4100207365464
1999-09,3037.8102218390213
1999-10,3149.589827961678
1999-11,3234.5300430980196
1999-12,3566.05508168496
2000-01,3312.0678105654597
2000-02,3484.7889256747953
2000-03,3568.94536137885
2000-04,3411.399186207716
2000-05,3383.503610909296
2000-06,3456.1357585458304
2000-07,3400.9199069890465
2000-08,3360.894704499531
2000-09,3203.542177699196
2000-10,3179.250426814313
2000-11,3056.1414044819594
2000-12,3266.8061705654886
2001-01,3268.3015318438647
2001-02,2981.3815892955354
2001-03,2759.003983821173
2001-04,2955.067527479439
2001-05,2811.0031083883828
2001-06,2704.7393644550825
2001-07,2711.464728676005
2001-08,2640.8698451676723
2001-09,2377.3254354886035
2001-10,2452.9052486184178
2001-11,2551.3665669937945
2001-12,2616.7209100781424
2002-01,2479.9900284805103
2002-02,2479.5718716411297
2002-03,2613.9474098374885
2002-04,2593.996079974753
2002-05,2586.0528944504763
2002-06,2496.275068068382
2002-07,2218.5193473303593
2002-08,2218.1128650021146
2002-09,1926.31978045988
2002-10,2112.5075041922178
2002-11,2216.238867687114
2002-12,2135.875497179168
2003-01,2034.8312605931
2003-02,1968.4236018239976
2003-03,1939.0569851429982
2003-04,2200.582191828345
2003-05,2343.315497943804
2003-06,2365.90937461244
2003-07,2413.9724866103347
2003-08,2409.4126191228056
2003-09,2458.4256676795785
2003-10,2622.8855555939163
2003-11,2734.5185026352033
2003-12,2959.0908238157867
2004-01,2993.6863144002746
2004-02,3081.368530635695
2004-03,2985.3421541232933
2004-04,2960.581417693204
2004-05,3008.6620970355966
2004-06,3048.905033523637
2004-07,2965.001230883285
2004-08,2966.7903024948573
2004-09,3085.7731031070994
2004-10,3197.155888146428
2004-11,3431.7013048012
2004-12,3577.024502261289
2005-01,3510.7261376896236
2005-02,3686.3499340106832
2005-03,3593.521620852962
2005-04,3502.4391212363603
2005-05,3514.8692664557834
2005-06,3563.2819877776114
2005-07,3693.0629670861426
2005-08,3748.1262537918
2005-09,3839.0704081908725
2005-10,3718.179178252126
2005-11,3780.8764061775487
2005-12,3913.902020976501
2006-01,4169.619553513105
2006-02,4173.089275634815
2006-03,4335.196230999013
2006-04,4556.636400312548
2006-05,4430.804685746853
2006-06,4445.218809303118
2006-07,4512.988133686461
2006-08,4655.422815325051
2006-09,4695.279726128379
2006-10,4896.649386466436
2006-11,5070.741166230717
2006-12,5233.565500477585
2007-01,5264.4854859209945
2007-02,5245.542902501998
2007-03,5435.649859834023
2007-04,5786.773008190934
2007-05,5888.526588379982
2007-06,5887.367240467444
2007-07,5761.999243128363
2007-08,5698.37828878604
2007-09,5986.866936880533
2007-10,6265.865755115701
2007-11,6065.304907266328
2007-12,5959.052182505802
2008-01,5337.280632557399
2008-02,5422.984245782787
2008-03,5445.551247534011
2008-04,5691.98589372407
2008-05,5717.157725784397
2008-06,5219.578970251768
2008-07,5069.567410005781
2008-08,4869.939166702835
2008-09,4135.332401053186
2008-10,3256.7966268826763
2008-11,3033.463394213423
2008-12,3192.716107359952
2009-01,2839.639454588364
2009-02,2551.1403487464827
2009-03,2727.939001126966
2009-04,3108.2955300536705
2009-05,3485.3402929229414
2009-06,3417.0884501959
2009-07,3775.9766372351755
2009-08,4014.1170586338117
2009-09,4200.400240444067
2009-10,4151.616599147985
2009-11,4272.136098644184
2009-12,4336.61785600758
2010-01,4080.3883471291597
2010-02,3999.202288548335
2010-03,4258.382256032628
2010-04,4143.168028003787
2010-05,3638.7450641296473
2010-06,3611.6944268146467
2010-07,4032.2620837634367
2010-08,3883.8928079061507
2010-09,4310.717620455341
2010-10,4497.4809915965
2010-11,4156.00360620407
2010-12,4504.815999145837
2011-01,4682.370954054502
2011-02,4836.101598737067
2011-03,4795.782212149891
2011-04,5179.521013779925
2011-05,5008.5889768626475
2011-06,4912.62466916708
2011-07,4746.096294871974
2011-08,4270.597335468934
2011-09,3801.836223699137
2011-10,4261.97732541432
2011-11,4069.6579621245
2011-12,4006.780580536436
2012-01,4194.5673449907945
2012-02,4460.228576103382
2012-03,4433.987986789815
2012-04,4332.391222317823
2012-05,3801.3811428065046
2012-06,4102.879114416787
2012-07,4149.053878679104
2012-08,4332.073623225639
2012-09,4459.975768060361
2012-10,4524.799204336132
2012-11,4642.301874406581
2012-12,4772.929859913091
2013-01,5051.932229733304
2013-02,4912.219357545058
2013-03,4902.0517762731615
2013-04,5114.706758624357
2013-05,5124.1645850027135
2013-06,4876.846260624901
2013-07,5235.993935735339
2013-08,5169.1892735284
2013-09,5540.8201207334
2013-10,5778.194829156954
2013-11,5846.499026477028
2013-12,5977.344030314264
2014-01,5746.343334219141
2014-02,6165.987190278932
2014-03,6103.0233850500945
2014-04,6255.260079312481
2014-05,6311.212630549125
2014-06,6304.721429520806
2014-07,6066.397737742794
2014-08,6091.857104494591
2014-09,5863.13481388444
2014-10,5708.558210779197
2014-11,5860.297797330007
2014-12,5608.02717731101
2015-01,5607.82750488967
2015-02,5959.911687678486
2015-03,5801.582185283768
2015-04,6053.452685874329
2015-05,6006.799965497676
2015-06,5822.244200926907
2015-07,6004.09813774582
2015-08,5576.550747866987
2015-09,5316.230265562772
2015-10,5696.89156628005
2015-11,5592.470247480811
2015-12,5448.54870867916
2016-01,5089.404018597018
2016-02,4998.228780926579
2016-03,5311.972719052083
2016-04,5441.74072592417
2016-05,5409.754979834259
2016-06,5169.11563544919
2016-07,5385.53339048467
2016-08,5401.424379496854
2016-09,5448.478766298073
2016-10,5271.026191971624
2016-11,5156.376937387471
2016-12,5426.615023418265
2017-01,5539.334388545187
2017-02,5605.502461813681
2017-03,5830.604608157558
2017-04,6036.476334
2017-05,6329.194745
2017-06,6260.067665
2017-07,6446.952294
2017-08,6450.702234
2017-09,6663.556682
2017-10,6694.88994
2017-11,6709.616716
2017-12,6810.781312
2018-01,7178.879561
2018-02,6756.91513
2018-03,6675.611308
2018-04,6860.332679975927
2018-05,6635.0989110202
2018-06,6590.632138537579
2018-07,6810.0137944797125
2018-08,6619.807107753455
2018-09,6643.384668843596
2018-10,6136.383577442969
2018-11,6079.2166276997905
2018-12,5798.437730904208
2019-01,6180.443383705368
2019-02,6388.025585112804
2019-03,6426.996499784662
2019-04,6656.790643132964
2019-05,6292.0779565441435
2019-06,6714.741844813187
2019-07,6584.665464096767
2019-08,6419.046816312959
2019-09,6593.742537562401
2019-10,6805.393930353637
2019-11,6907.073811822369
2019-12,7176.879063354063
2020-01,6996.415972448928
2020-02,6347.389646575367
2020-03,5430.677375132084
2020-04,5752.774621736509
2020-05,6014.75802168989
2020-06,6259.346193294262
2020-07,6499.872602785003
2020-08,6767.302078467219
2020-09,6541.8099143304025
2020-10,6172.875251260589
2020-11,7223.086270810087
2020-12,7563.097644973517
2021-01,7453.570091637093
2021-02,7635.792831397541
2021-03,7871.682888957189
2021-04,8229.397213218605
2021-05,8572.414630957119
2021-06,8455.794310209067
2021-07,8612.111889304528
2021-08,8742.262053412058
2021-09,8324.54498792392
2021-10,8699.518269868953
2021-11,8250.832079127931
2021-12,8795.728191589404
2022-01,8393.254828160803
2022-02,8156.224452296175
2022-03,8147.766468545587
2022-04,7679.174284353485
2022-05,7736.617938406049
2022-06,6967.019363494935
2022-07,7311.853283771602
2022-08,6856.340454395782
2022-09,6260.0878286986135
2022-10,6708.757115738932
2022-11,7470.22508283564
2022-12,7471.158062518245
2023-01,8119.257184865307
2023-02,8068.904684483105
2023-03,8260.173985626097
2023-04,8603.2483920882
2023-05,8098.513125991894
2023-06,8486.36716652919
2023-07,8746.598090511756
