Date,ACWI ex PORTUGAL
1998-12,1000.0
1999-01,1019.6831316559471
1999-02,993.6718015119794
1999-03,1039.2334619035228
1999-04,1084.0236698688936
1999-05,1045.946316282124
1999-06,1098.4019776633645
1999-07,1093.1323259034173
1999-08,1091.868309757787
1999-09,1079.8294068394114
1999-10,1133.780823376248
1999-11,1168.6283590257776
1999-12,1265.362839251951
2000-01,1196.15968672251
2000-02,1199.5437816474548
2000-03,1279.0258477509221
2000-04,1221.485812029132
2000-05,1190.201720723105
2000-06,1230.092847133194
2000-07,1193.2187463023124
2000-08,1230.6723243884273
2000-09,1162.5637477536604
2000-10,1139.3642307442897
2000-11,1068.2798177926775
2000-12,1085.3870373934292
2001-01,1112.626681941505
2001-02,1018.8202053922402
2001-03,949.9729496682006
2001-04,1018.9260693271056
2001-05,1007.1756935200315
2001-06,975.841097990518
2001-07,960.4353901253252
2001-08,915.9639083588372
2001-09,831.9032747172918
2001-10,849.4051130855786
2001-11,901.5329619912159
2001-12,909.8047583907206
2002-01,884.7508271591332
2002-02,878.0033631344177
2002-03,917.3249749804226
2002-04,887.8491272564185
2002-05,888.5288497766741
2002-06,833.9150293336281
2002-07,763.8433718811317
2002-08,765.5429354499428
2002-09,681.4139590243319
2002-10,731.3597076854284
2002-11,771.0333446468272
2002-12,733.9799234500803
2003-01,712.33860448328
2003-02,699.6448158454109
2003-03,696.5854716228476
2003-04,758.3468514458917
2003-05,801.9120514840401
2003-06,816.9412815378968
2003-07,834.8769294141858
2003-08,854.3966268822971
2003-09,859.5163559578995
2003-10,911.450776396647
2003-11,924.986182967833
2003-12,983.379780173478
2004-01,999.9845027264636
2004-02,1017.979340855091
2004-03,1012.1585135113844
2004-04,988.3649738175964
2004-05,996.0870260460697
2004-06,1015.781502399758
2004-07,983.316088341855
2004-08,989.3043187433451
2004-09,1009.7866445279012
2004-10,1034.4539685332625
2004-11,1090.8376507409826
2004-12,1133.039111318045
2005-01,1108.9603930095195
2005-02,1147.4490520742088
2005-03,1122.184388591752
2005-04,1097.4298916422165
2005-05,1118.0240252766096
2005-06,1129.3689490559714
2005-07,1171.1714085086235
2005-08,1180.026092997594
2005-09,1215.5604285038291
2005-10,1182.8290399348773
2005-11,1225.9256981947278
2005-12,1256.0129876283008
2006-01,1317.8548934507933
2006-02,1315.8110229130684
2006-03,1343.3730159061447
2006-04,1388.086058368781
2006-05,1333.3606566347119
2006-06,1332.7654665965445
2006-07,1341.8290315749136
2006-08,1376.6013282066185
2006-09,1392.6147092704068
2006-10,1444.8788191005567
2006-11,1485.6761972446795
2006-12,1518.7743677264941
2007-01,1533.8735962561746
2007-02,1525.7233689409145
2007-03,1556.3620477542786
2007-04,1625.350678755229
2007-05,1673.5715224692337
2007-06,1668.609026210923
2007-07,1643.0705765973046
2007-08,1638.672974296843
2007-09,1726.8132784477168
2007-10,1793.992997575661
2007-11,1714.5329532037986
2007-12,1695.6199205634625
2008-01,1556.8134002306278
2008-02,1561.2739930945456
2008-03,1538.340891695309
2008-04,1624.1938762745424
2008-05,1649.671769861778
2008-06,1514.372615292037
2008-07,1475.059919102452
2008-08,1443.3516828503691
2008-09,1262.9099965813496
2008-10,1012.7598216550342
2008-11,946.1825389137565
2008-12,980.4125132221222
2009-01,896.6049611327588
2009-02,808.7852590238841
2009-03,875.4325273967174
2009-04,978.7934387022552
2009-05,1076.2450194835017
2009-06,1070.2192312731004
2009-07,1164.5058595655967
2009-08,1206.0957386856105
2009-09,1261.364160984115
2009-10,1241.8490886158065
2009-11,1292.9666623080393
2009-12,1319.7925231686938
2010-01,1262.8679049638429
2010-02,1279.059902409605
2010-03,1361.3406174372367
2010-04,1363.776889522724
2010-05,1234.4681584136597
2010-06,1196.4092718331528
2010-07,1293.7182787693978
2010-08,1248.468714089257
2010-09,1367.8905871526729
2010-10,1417.2389919299596
2010-11,1385.911774037868
2010-12,1487.413545772062
2011-01,1510.6928682626199
2011-02,1554.6978839056394
2011-03,1553.1316721050641
2011-04,1616.6737496650062
2011-05,1581.9197966805784
2011-06,1556.9970271120076
2011-07,1531.7061932848371
2011-08,1419.7966292378214
2011-09,1285.7869228641487
2011-10,1423.6384627732562
2011-11,1381.0848817147617
2011-12,1378.3476285366612
2012-01,1458.5938043867277
2012-02,1531.9715698947393
2012-03,1542.1578318254196
2012-04,1524.5621325796242
2012-05,1387.976865517041
2012-06,1456.530315610797
2012-07,1476.5019128444244
2012-08,1508.5502636543306
2012-09,1556.0403610744306
2012-10,1545.6238367944109
2012-11,1565.42847040092
