Date,FAR EAST
1969-12,100.0
1970-01,98.752025
1970-02,100.251619
1970-03,104.094622
1970-04,92.350985
1970-05,89.960017
1970-06,91.729808
1970-07,92.328417
1970-08,91.653505
1970-09,90.629208
1970-10,91.532646
1970-11,89.390638
1970-12,90.563674
1971-01,95.51813
1971-02,99.11737
1971-03,106.633262
1971-04,112.228352
1971-05,112.398606
1971-06,123.801561
1971-07,124.432705
1971-08,119.143775
1971-09,123.595171
1971-10,119.223206
1971-11,123.820945
1971-12,140.105827
1972-01,150.253468
1972-02,163.244415
1972-03,172.5136
1972-04,182.110362
1972-05,196.858981
1972-06,204.916889
1972-07,222.878024
1972-08,226.672092
1972-09,236.978116
1972-10,249.497306
1972-11,292.081313
1972-12,324.670864
1973-01,335.918483
1973-02,383.851754
1973-03,373.731839
1973-04,317.44113
1973-05,327.698938
1973-06,329.5176
1973-07,348.764525
1973-08,328.223685
1973-09,310.96696
1973-10,312.94449
1973-11,269.207093
1973-12,251.85143
1974-01,252.148682
1974-02,258.453217
1974-03,260.308906
1974-04,261.764358
1974-05,274.874211
1974-06,265.330601
1974-07,237.88281
1974-08,210.382217
1974-09,210.344689
1974-10,194.518097
1974-11,210.964018
1974-12,202.776389
1975-01,216.767358
1975-02,248.865043
1975-03,255.785612
1975-04,257.695425
1975-05,255.843559
1975-06,257.613539
1975-07,244.061956
1975-08,233.563185
1975-09,220.134856
1975-10,242.84032
1975-11,245.261251
1975-12,249.536348
1976-01,268.081224
1976-02,270.727974
1976-03,270.748229
1976-04,271.539873
1976-05,271.662178
1976-06,284.652779
1976-07,279.215807
1976-08,288.9292
1976-09,290.221276
1976-10,275.098393
1976-11,272.940107
1976-12,313.633054
1977-01,304.371806
1977-02,318.046181
1977-03,314.466731
1977-04,320.667055
1977-05,318.256783
1977-06,330.253519
1977-07,325.973815
1977-08,342.338789
1977-09,346.061003
1977-10,352.213814
1977-11,353.444662
1977-12,355.405114
1978-01,369.228869
1978-02,382.57461
1978-03,431.14244
1978-04,429.0911
1978-05,433.675543
1978-06,477.115588
1978-07,524.775651
1978-08,523.846942
1978-09,530.898192
1978-10,572.149944
1978-11,512.529757
1978-12,535.957271
1979-01,537.797886
1979-02,516.693334
1979-03,500.237165
1979-04,486.057325
1979-05,494.307326
1979-06,495.720979
1979-07,497.254074
1979-08,499.164524
1979-09,513.609587
1979-10,475.664841
1979-11,462.159442
1979-12,494.684108
1980-01,507.02086
1980-02,489.774928
1980-03,468.853979
1980-04,509.0231
1980-05,539.555154
1980-06,566.522804
1980-07,547.123364
1980-08,582.970378
1980-09,614.24539
1980-10,641.988692
1980-11,622.378138
1980-12,661.516309
1981-01,678.767355
1981-02,668.232793
1981-03,697.538428
1981-04,745.992453
1981-05,737.506482
1981-06,763.897649
1981-07,730.248175
1981-08,744.900881
1981-09,665.797547
1981-10,667.981779
1981-11,735.530519
1981-12,744.339437
1982-01,731.899706
1982-02,670.83195
1982-03,610.125031
1982-04,667.25223
1982-05,649.903223
1982-06,605.158533
1982-07,579.055072
1982-08,574.354072
1982-09,550.57264
1982-10,547.222731
1982-11,635.840953
1982-12,707.152657
1983-01,687.348969
1983-02,704.844182
1983-03,729.293712
1983-04,747.22145
1983-05,742.960878
1983-06,766.510722
1983-07,772.685102
1983-08,760.531357
1983-09,805.014045
1983-10,804.802243
1983-11,813.658796
1983-12,875.27494
1984-01,921.491881
1984-02,915.777047
1984-03,1063.761714
1984-04,1042.773879
1984-05,917.874788
1984-06,918.042355
1984-07,855.999256
1984-08,927.518738
1984-09,924.525267
1984-10,964.183059
1984-11,972.31862
1984-12,1008.797101
1985-01,1010.469927
1985-02,1040.323358
1985-03,1094.952465
1985-04,1063.750208
1985-05,1101.545952
1985-06,1230.033708
1985-07,1153.297441
1985-08,1175.269714
1985-09,1290.436455
1985-10,1332.761178
1985-11,1350.243793
1985-12,1422.219942
1986-01,1457.472049
1986-02,1624.038
1986-03,1949.665
1986-04,2025.951
1986-05,2014.568081
1986-06,2214.37316
1986-07,2499.234667
1986-08,2724.357212
1986-09,2793.594766
1986-10,2452.515589
1986-11,2606.107789
1986-12,2795.315467
1987-01,3230.737104
1987-02,3303.836258
1987-03,3643.966657
1987-04,4196.649529
1987-05,4205.010857
1987-06,3914.539988
1987-07,3799.811577
1987-08,4255.896567
1987-09,4120.068667
1987-10,3740.846
1987-11,3883.997366
1987-12,3941.338583
1988-01,4152.79931
1988-02,4457.44243
1988-03,4791.202018
1988-04,4844.572192
1988-05,4630.926201
1988-06,4473.308656
1988-07,4674.371368
1988-08,4319.972429
1988-09,4500.686144
1988-10,4873.460249
1988-11,5296.426385
1988-12,5329.84797
1989-01,5363.891913
1989-02,5463.341783
1989-03,5281.482174
1989-04,5281.800777
1989-05,4982.114183
1989-06,4750.198278
1989-07,5375.029796
1989-08,5010.430438
1989-09,5331.221681
1989-10,5192.638461
1989-11,5453.995366
1989-12,5451.704062
1990-01,5134.004131
1990-02,4630.196606
1990-03,3767.608383
1990-04,3805.444315
1990-05,4341.855278
1990-06,4152.479167
1990-07,4110.068477
1990-08,3703.759976
1990-09,3103.321922
1990-10,3831.367409
1990-11,3388.337942
1990-12,3544.906154
1991-01,3650.980381
1991-02,4109.34426
1991-03,3873.759349
1991-04,3963.254077
1991-05,3952.15006
1991-06,3679.733113
1991-07,3798.905815
1991-08,3598.012307
1991-09,3890.026083
1991-10,4053.207405
1991-11,3788.362972
1991-12,3911.4722115
1992-01,3757.2445681
1992-02,3477.2764700000002
1992-03,3125.427135
1992-04,2964.4146529
1992-05,3208.6623919999997
