Date,FAR EAST
1992-06,2945.3580831
1992-07,2905.8196568
1992-08,3352.8584544
1992-09,3280.0787757
1992-10,3169.8417148
1992-11,3229.1658770999998
1992-12,3173.7862766
1993-01,3173.854851
1993-02,3322.0127549999997
1993-03,3741.250028
1993-04,4371.06595
1993-05,4508.004574
1993-06,4434.474782
1993-07,4687.303327
1993-08,4821.3560019999995
1993-09,4637.857370000001
1993-10,4717.717885093798
1993-11,4031.330741599615
1993-12,4302.306638599277
1994-01,4802.5648196295
1994-02,4950.860094538447
1994-03,4683.899646378079
1994-04,4887.341082179448
1994-05,4996.781744945737
1994-06,5184.271688439294
1994-07,5054.046116085999
1994-08,5132.250672563712
1994-09,5010.95716749316
1994-10,5135.823769814217
1994-11,4844.106060847616
1994-12,4874.828328124606
1995-01,4563.0460979053705
1995-02,4435.202112063153
1995-03,4798.335582245949
1995-04,4993.784812510081
1995-05,4788.922620769605
1995-06,4577.230323175605
1995-07,4903.162631706309
1995-08,4703.291001486017
1995-09,4750.762673570105
1995-10,4509.673760482093
1995-11,4742.410215665786
1995-12,4983.132449404232
1996-01,4983.606436223098
1996-02,4914.377443307778
1996-03,5075.976536254609
1996-04,5337.265875536765
1996-05,5095.654423000295
1996-06,5105.325351295967
1996-07,4867.224964447371
1996-08,4711.034101645129
1996-09,4876.05162197948
1996-10,4618.699870856387
1996-11,4740.351601369167
1996-12,4475.524248537396
1997-01,4080.793345796709
1997-02,4166.775343310535
1997-03,4002.160494801928
1997-04,4083.6770695929904
1997-05,4511.202740684647
1997-06,4800.289029933252
1997-07,4679.719957353155
1997-08,4203.64318089101
1997-09,4169.287491028029
1997-10,3666.063249063686
1997-11,3453.811624309742
1997-12,3280.5396400115255
1998-01,3456.9567114545894
1998-02,3587.224369310889
1998-03,3369.797256695988
1998-04,3300.6756609128056
1998-05,3072.9846077753596
1998-06,3069.376222360697
1998-07,3009.669926208228
1998-08,2661.3179864686913
1998-09,2633.9980956063373
1998-10,3117.5846731447077
1998-11,3254.7826362887736
1998-12,3358.9586000992435
1999-01,3361.4801983175853
1999-02,3297.345471616464
1999-03,3749.98764971989
1999-04,3983.6285062841253
1999-05,3759.653586379195
1999-06,4124.465712721058
1999-07,4472.6561023659115
1999-08,4447.950179034422
1999-09,4672.131599716311
1999-10,4876.757433161656
1999-11,5117.999921057078
1999-12,5455.426152960979
2000-01,5188.803238770613
2000-02,5076.088320831862
2000-03,5460.460839164847
2000-04,5062.24776867841
2000-05,4759.922303898408
2000-06,5099.869904749052
2000-07,4596.5616349250195
2000-08,4868.836789280405
2000-09,4609.092662728751
2000-10,4347.679398561084
2000-11,4172.730388881685
2000-12,3977.7945873064946
2001-01,3946.4079478010685
2001-02,3779.716153045403
2001-03,3622.0037117433308
2001-04,3840.8737354368805
2001-05,3824.1681699582136
2001-06,3607.199926106494
2001-07,3365.832957503932
2001-08,3273.785333048314
2001-09,2939.10767463443
2001-10,2941.9906123210094
2001-11,3006.9491298597527
2001-12,2848.447921596772
2002-01,2661.932598842356
2002-02,2743.5501411567584
2002-03,2900.8292007343125
2002-04,3058.543214316436
2002-05,3213.4043759908463
2002-06,3043.0761911495415
2002-07,2842.2812214943497
2002-08,2805.731387198318
2002-09,2668.5457982502476
2002-10,2515.5007211025995
2002-11,2612.125268614339
2002-12,2535.9935223077773
2003-01,2440.9079620579023
2003-02,2450.722774954016
2003-03,2341.3037906299373
2003-04,2325.464413137135
2003-05,2447.5860101002413
2003-06,2616.212720017172
2003-07,2729.5266788228096
2003-08,3013.750655089744
2003-09,3188.870686740431
2003-10,3335.6396504524755
2003-11,3241.161128406712
2003-12,3452.1443740587324
2004-01,3536.9273370759
2004-02,3537.351399505594
2004-03,3943.01609894404
2004-04,3735.412864976174
2004-05,3615.4737062952354
2004-06,3793.45442481935
2004-07,3594.906998578811
2004-08,3637.3969117299125
2004-09,3570.873791337574
2004-10,3654.444129895158
2004-11,3839.084133253034
2004-12,4025.761002212115
2005-01,3932.683763579201
2005-02,4015.382370454921
2005-03,3930.9402684096362
2005-04,3851.92620659141
2005-05,3822.107194774288
2005-06,3830.8461337715
2005-07,3891.47788809324
2005-08,4122.532381680242
2005-09,4514.542468239839
2005-10,4440.666455671762
2005-11,4626.175893266967
2005-12,4994.494305272254
2006-01,5248.355735456614
2006-02,5212.579803582677
2006-03,5340.3038474952145
2006-04,5509.7276228311175
2006-05,5165.748299177249
2006-06,5118.2097653595965
2006-07,5098.270439181216
2006-08,5184.3259215969
2006-09,5115.303230954892
2006-10,5215.588477930862
2006-11,5281.012457126691
2006-12,5433.249364507197
2007-01,5488.402962393188
2007-02,5676.263413568238
2007-03,5626.903140385287
2007-04,5548.065680166526
2007-05,5647.6678053054875
2007-06,5640.91152614149
2007-07,5663.73560831833
2007-08,5510.856050168883
2007-09,5717.4457174729405
2007-10,5766.154293785957
2007-11,5633.756265338584
2007-12,5444.567761338729
2008-01,5135.102104538294
2008-02,5163.433431596104
2008-03,4957.9410953379
2008-04,5320.285294040221
2008-05,5434.3464726098655
2008-06,5043.123071656716
2008-07,4886.531230321697
2008-08,4676.681155832423
2008-09,4119.2498620670785
2008-10,3461.176051606848
2008-11,3417.3113113096065
2008-12,3682.419245363826
2009-01,3452.7824775010827
2009-02,3046.638360732019
2009-03,3123.019844480945
2009-04,3452.4215520795055
2009-05,3853.334043400164
2009-06,3905.0909631384193
2009-07,4125.740101750025
2009-08,4231.905706768043
2009-09,4210.7255733349175
2009-10,4129.405162597358
2009-11,4099.524481682863
2009-12,4147.426167381367
2010-01,4172.643542311817
2010-02,4228.853453601034
2010-03,4440.144491519713
2010-04,4438.983500738702
2010-05,4084.6407820562968
2010-06,4034.9915263083617
2010-07,4197.95936537046
2010-08,4119.362160595296
2010-09,4354.887070726576
2010-10,4448.2854990522765
2010-11,4528.231056015822
2010-12,4829.811117285456
2011-01,4842.980263747876
2011-02,4992.974670147337
2011-03,4629.354090392126
2011-04,4674.362308169146
2011-05,4608.753968648194
2011-06,4637.502394998968
2011-07,4797.885671320243
2011-08,4414.155620144011
2011-09,4231.6327985576945
2011-10,4302.943952787302
2011-11,4088.3729952620115
2011-12,4117.849387974169
2012-01,4352.007465433314
2012-02,4588.001126702231
2012-03,4612.3357253344275
2012-04,4498.053841817552
2012-05,4088.5512772794546
2012-06,4298.782944057865
2012-07,4255.454896339742
2012-08,4232.983130127062
2012-09,4361.652736749284
2012-10,4299.399815091796
2012-11,4403.914921207608
2012-12,4604.257882887687
2013-01,4778.243861443472
2013-02,4876.771996340589
2013-03,5063.040179578737
2013-04,5450.620819387586
2013-05,5168.771857468604
2013-06,5193.949385035142
2013-07,5255.5090709790975
2013-08,5136.868225375354
2013-09,5546.549180338289
2013-10,5571.22024258231
2013-11,5641.471798529785
2013-12,5675.199026059636
2014-01,5436.1789924178365
2014-02,5450.703962975372
2014-03,5386.857921745117
2014-04,5301.3890638431685
2014-05,5513.07163918029
2014-06,5753.028171149978
2014-07,5835.244742642246
2014-08,5720.8104324521855
2014-09,5622.523057656599
2014-10,5602.069353999488
2014-11,5625.036473654787
2014-12,5528.647078389765
2015-01,5664.215673863114
2015-02,5942.182015780646
2015-03,6024.566143494849
2015-04,6288.644634136539
2015-05,6333.807167886863
2015-06,6218.5182494178825
2015-07,6215.311571513676
2015-08,5785.797047109461
2015-09,5427.809342405165
2015-10,5964.570983287105
2015-11,5878.516285716971
2015-12,5901.571648141197
2016-01,5406.971342738929
2016-02,5289.074826168645
2016-03,5587.951631073693
2016-04,5811.0318195299915
2016-05,5742.449627171386
2016-06,5641.153448062292
2016-07,5991.933636251091
2016-08,6013.328306253836
2016-09,6124.53938564095
2016-10,6172.358453923475
2016-11,6041.256904208303
2016-12,6038.81278682627
2017-01,6303.011827559339
2017-02,6383.923183133086
2017-03,6395.3365303459905
2017-04,6476.323005
2017-05,6676.040537
2017-06,6743.571632
2017-07,6904.126009
2017-08,6913.622311
2017-09,7018.227497
2017-10,7306.266916
2017-11,7531.110244
2017-12,7602.74801
2018-01,7958.177034
2018-02,7819.8248
2018-03,7652.167678
2018-04,7747.3627374340695
2018-05,7667.809501798681
2018-06,7433.905924959689
2018-07,7479.239282388666
2018-08,7465.995198548162
2018-09,7659.7462819339735
2018-10,6987.287812480992
2018-11,7079.505225833711
2018-12,6683.70198492776
2019-01,7104.7508417216695
2019-02,7156.862195855609
2019-03,7205.404038421733
2019-04,7318.9266785316895
2019-05,6985.0771993038115
2019-06,7297.240337901917
2019-07,7268.926864752245
2019-08,7108.175245167276
2019-09,7345.067081733603
2019-10,7702.135752210833
2019-11,7720.559549947572
2019-12,7902.623112749261
2020-01,7758.571426751258
2020-02,7125.5390504487805
2020-03,6531.787022349395
2020-04,6906.043129218171
2020-05,7170.580544045968
2020-06,7264.263759221793
2020-07,7160.696863504038
2020-08,7692.599527575782
2020-09,7702.5274090813455
2020-10,7580.245233435712
2020-11,8532.623369982568
2020-12,8889.086405553575
2021-01,8835.45193570383
2021-02,9004.56584409437
2021-03,9106.716854150443
2021-04,9032.073397433353
2021-05,9163.502965350035
2021-06,9111.561948169492
2021-07,8988.055214673372
2021-08,9209.596489247238
2021-09,9360.005692886705
2021-10,9120.039325339081
2021-11,8846.889023016309
2021-12,8995.105682358702
2022-01,8612.109106824286
2022-02,8499.702016007295
2022-03,8466.265787014449
2022-04,7761.965822725164
2022-05,7880.131102431558
2022-06,7341.681987136787
2022-07,7676.656073841102
2022-08,7475.538054537174
2022-09,6718.966526618908
2022-10,6793.2585872544205
2022-11,7554.81855345817
2022-12,7633.2689975309495
2023-01,8092.079413359997
2023-02,7745.825634575341
2023-03,8034.390875275058
2023-04,8060.696542469806
2023-05,8081.92207054674
2023-06,8397.140557927425
2023-07,8677.379741965246
