Date,ACWI ex COLOMBIA
1998-12,1000.0
1999-01,1019.8108111861925
1999-02,993.6376087376663
1999-03,1038.8652035548655
1999-04,1083.3096985945558
1999-05,1045.4369278108804
1999-06,1097.6790697451052
1999-07,1092.4957879776152
1999-08,1091.1761050756634
1999-09,1079.1254844949678
1999-10,1132.9670993828104
1999-11,1167.7108109501032
1999-12,1264.4283946390024
2000-01,1195.348611719289
2000-02,1199.0618468513344
2000-03,1278.1093255548058
2000-04,1220.5180306877494
2000-05,1189.3640121447536
2000-06,1229.3103277033779
2000-07,1192.468623639324
2000-08,1229.7330749456212
2000-09,1161.7713111562416
2000-10,1138.3798019883889
2000-11,1067.5080524200957
2000-12,1084.7622322404916
2001-01,1112.0642913730217
2001-02,1018.3510154921127
2001-03,949.4837939254273
2001-04,1018.2414591353071
2001-05,1006.2635248043218
2001-06,974.868871462701
2001-07,959.5844306544341
2001-08,915.1700049280239
2001-09,831.3587556736566
2001-10,848.884568638323
2001-11,900.8290677468517
2001-12,909.0726598821541
2002-01,883.9695261671518
2002-02,877.2134471704496
2002-03,916.507695416878
2002-04,887.1197123417728
2002-05,887.8121879072675
2002-06,833.2992497288706
2002-07,763.234695015453
2002-08,764.9309103510105
2002-09,680.7796588471135
2002-10,730.7059672370632
2002-11,770.4130349839324
2002-12,733.443638897755
2003-01,711.8319570343698
2003-02,699.0848873174258
2003-03,696.065682012363
2003-04,757.7589393762242
2003-05,801.3312212927035
2003-06,816.3273124860001
2003-07,834.189678222989
2003-08,853.6958300771333
2003-09,858.9030685069706
2003-10,910.758132662911
2003-11,924.3704262720507
2003-12,982.7402174403733
2004-01,999.3336931778136
2004-02,1017.4179273010346
2004-03,1011.571723398578
2004-04,987.8019368718612
2004-05,995.4818447269133
2004-06,1015.1773135168463
2004-07,982.7064262322066
2004-08,988.6906800509554
2004-09,1009.2068781417356
2004-10,1033.8669638500912
2004-11,1090.204707791557
2004-12,1132.3784389676332
2005-01,1108.3643022423191
2005-02,1146.758597794866
