Date,ACWI ex COLOMBIA
2005-03,1121.4997781160334
2005-04,1096.751571868189
2005-05,1117.2394935466605
2005-06,1128.5071386876325
2005-07,1170.226638913718
2005-08,1179.1007063484096
2005-09,1214.5787253680594
2005-10,1181.850074601856
2005-11,1224.8535043321317
2005-12,1254.9439408436658
2006-01,1316.697545041275
2006-02,1314.749257453608
2006-03,1342.4116031717272
2006-04,1387.1152860059065
2006-05,1332.4935647187526
2006-06,1331.961523806688
2006-07,1340.9941880407482
2006-08,1375.7384577594032
2006-09,1391.7812568184459
2006-10,1443.9731362941714
2006-11,1484.8161337060028
2006-12,1517.9139543805402
2007-01,1533.0383088048916
2007-02,1524.9842762614237
2007-03,1555.560967473717
2007-04,1624.6124333233522
2007-05,1672.8953182509426
2007-06,1667.9577199411083
2007-07,1642.444682289781
2007-08,1637.9559700743514
2007-09,1725.8889322201746
2007-10,1793.214921560765
2007-11,1713.8947201453905
2007-12,1694.9343888705466
2008-01,1556.1035654949555
2008-02,1560.4995710876892
2008-03,1537.580118567405
2008-04,1623.2582811764826
2008-05,1648.6075299955235
2008-06,1513.309393593365
2008-07,1473.9341214909334
2008-08,1442.1678940093082
2008-09,1261.9286297591634
2008-10,1011.9323801814396
2008-11,945.3928834836261
2008-12,979.6371079204415
2009-01,895.9193337644502
2009-02,808.174318881859
2009-03,874.7740627759415
2009-04,977.9982858665273
2009-05,1075.3828481134922
2009-06,1069.3050732548054
2009-07,1163.4094698996137
2009-08,1205.0054756389006
2009-09,1260.176453397347
2009-10,1240.7885742657024
2009-11,1291.8037127760722
2009-12,1318.53898522497
2010-01,1261.4928357970784
2010-02,1277.521842953729
2010-03,1359.7398585668886
2010-04,1362.0309378729712
2010-05,1232.8009502613827
2010-06,1194.7301068899371
2010-07,1291.8731532668926
2010-08,1246.5299459392068
2010-09,1365.8208410967636
2010-10,1415.1430161883532
2010-11,1383.852134493385
2010-12,1485.2541231618345
2011-01,1508.622792943981
2011-02,1552.647078853426
2011-03,1551.0106823265623
2011-04,1614.457333896598
2011-05,1579.6847120003606
2011-06,1554.7783355926902
2011-07,1529.4892695599176
2011-08,1417.6281198887514
2011-09,1283.7946884222736
2011-10,1421.409067428776
2011-11,1378.9213359996972
2011-12,1376.0804996008126
2012-01,1456.0308693435377
2012-02,1529.2434406778632
2012-03,1539.4017032690626
2012-04,1521.5995983885098
2012-05,1385.1392825625367
2012-06,1453.6738641215084
2012-07,1473.558905556556
2012-08,1505.7178483292673
2012-09,1553.1459810942765
2012-10,1542.6280933942305
2012-11,1562.4272110862762
2012-12,1597.6802317985055
2013-01,1671.3508752437185
2013-02,1671.2328866863343
2013-03,1701.919434593991
2013-04,1750.7015629576795
2013-05,1746.067997661916
2013-06,1695.0326049441678
2013-07,1776.1577366777728
2013-08,1739.0931441392381
2013-09,1828.970778401978
2013-10,1902.5670700011308
2013-11,1929.777875632949
2013-12,1963.1622869272378
2014-01,1884.816450989069
2014-02,1975.8896050379258
2014-03,1984.3641685900589
2014-04,2003.2045284184426
2014-05,2045.8625674058367
2014-06,2084.318939147804
2014-07,2059.0079666447505
2014-08,2104.4963125448735
2014-09,2036.4147822870984
2014-10,2050.855639952012
2014-11,2085.4813813189576
2014-12,2045.3360603275407
2015-01,2013.4949556555907
2015-02,2125.7270998031386
2015-03,2092.8773975608397
2015-04,2153.4225208177704
2015-05,2150.8067005389776
2015-06,2100.1220269695323
2015-07,2118.5003700815405
2015-08,1973.3394152519797
2015-09,1901.8416423865385
2015-10,2051.099988386064
2015-11,2034.3349614528381
2015-12,1997.632960048978
2016-01,1877.1245519181268
2016-02,1864.1598172406768
2016-03,2002.2144445757701
2016-04,2031.7240423233231
2016-05,2034.4113325259348
2016-06,2021.9925751281228
2016-07,2109.237627957237
2016-08,2116.2411703286602
2016-09,2129.221764176238
2016-10,2093.078592136269
2016-11,2109.0806208989898
2016-12,2154.5846234789396
2017-01,2213.489166026671
2017-02,2275.6407213037046
2017-03,2303.4399883442484
2017-04,2339.368616
2017-05,2390.991153
2017-06,2401.892486
2017-07,2469.013826
2017-08,2478.445653
2017-09,2526.344634
2017-10,2578.947988
2017-11,2628.862944
2017-12,2671.169793
2018-01,2821.7942
2018-02,2703.326492
2018-03,2645.40894
2018-04,2670.54525988058
2018-05,2673.945150656351
2018-06,2659.4395606818443
2018-07,2739.710627145383
2018-08,2761.2980404165705
2018-09,2773.279500412487
2018-10,2565.550536990961
2018-11,2603.1130535236953
2018-12,2419.723869
2019-01,2610.71889858207
2019-02,2680.508954850394
2019-03,2714.179104170338
2019-04,2805.910371170571
2019-05,2639.512784516658
2019-06,2812.2998633591305
2019-07,2820.570451818542
2019-08,2753.680334877414
2019-09,2811.656590825045
2019-10,2888.548171311046
2019-11,2959.1689625903396
2019-12,3063.2666860166473
2020-01,3029.515249199298
2020-02,2784.8222778746754
2020-03,2409.1832932612906
2020-04,2667.288077932953
2020-05,2783.306009503122
2020-06,2872.2619912145424
2020-07,3024.166703754531
2020-08,3209.2813506935145
2020-09,3105.846006595005
2020-10,3030.338999851729
2020-11,3403.8153841323497
2020-12,3561.7013918043463
2021-01,3545.6293480278973
2021-02,3627.7626061461715
2021-03,3724.7242223490653
2021-04,3887.666311122795
2021-05,3948.1874685087137
2021-06,4000.183449
2021-07,4027.7781502735384
2021-08,4128.532718639394
2021-09,3957.9260082129877
2021-10,4159.971766270906
2021-11,4059.845806
2021-12,4222.24906759575
2022-01,4014.7668357000753
2022-02,3911.0106339260014
2022-03,3995.6094684820955
2022-04,3675.817788397658
2022-05,3680.0053191040774
2022-06,3369.980316680041
2022-07,3605.365931496346
2022-08,3472.651941695206
2022-09,3140.230299987941
2022-10,3329.7237019232707
2022-11,3588.0133294098273
2022-12,3446.774083307727
2023-01,3693.841789360748
2023-02,3588.038835631709
2023-03,3698.682167794718
2023-04,3751.8265549528037
2023-05,3711.6650105805857
2023-06,3927.1389511431757
2023-07,4070.8616226808695
