Date,EFM AFRICA ex ZA
2002-05,121.18735666873337
2002-06,124.1186242460547
2002-07,120.87292876190529
2002-08,125.23433235556091
2002-09,120.29091524253357
2002-10,118.0204707416248
2002-11,123.51791566617284
2002-12,128.96146459980176
2003-01,143.5039716050314
2003-02,144.11856034033102
2003-03,139.72374938625862
2003-04,153.254112811297
2003-05,161.8633145668927
2003-06,168.1656903625386
2003-07,162.7803113573513
2003-08,169.90348265627367
2003-09,186.64335776166715
2003-10,203.60939176183004
2003-11,210.8154957255271
2003-12,220.77302105084775
2004-01,246.82592576336137
2004-02,261.86523402101557
2004-03,247.82787090713126
2004-04,273.1712519538002
2004-05,284.84145797831974
2004-06,293.1944105739799
2004-07,288.80217690869847
2004-08,277.3409494391816
2004-09,291.2461951589306
2004-10,301.32964495284193
2004-11,302.5670501120377
2004-12,318.6481719611843
2005-01,357.26405127913546
2005-02,368.9436074123911
2005-03,360.3095667281472
2005-04,390.6065428373755
2005-05,406.33865430703946
2005-06,433.0765253899781
2005-07,441.6106611903546
2005-08,450.3439345342668
2005-09,486.8558799711791
2005-10,492.9700093726915
2005-11,484.93879383617826
2005-12,515.2123073739943
2006-01,601.4192804455585
2006-02,573.27870795342
2006-03,558.6594754048109
2006-04,564.2276690258924
2006-05,513.697842040865
2006-06,492.1848291610798
2006-07,549.516405404664
2006-08,627.1381223747197
2006-09,634.3130581994366
2006-10,642.5901402200005
2006-11,632.0926944115777
2006-12,671.8420208160413
2007-01,697.0365233267925
2007-02,735.5193986568747
2007-03,748.7137927749208
2007-04,790.1702435714714
2007-05,821.1039203862757
2007-06,840.6537008734308
2007-07,873.0966562214801
2007-08,834.8394585802037
2007-09,909.0969890047068
2007-10,951.7205280679799
2007-11,1000.0000000000003
2007-12,1067.833758175245
2008-01,1069.4779407779542
2008-02,1164.982667443372
2008-03,1172.4152917319495
2008-04,1177.2707914932041
2008-05,1140.225464315785
2008-06,1084.3310050343428
2008-07,1037.1551220431852
2008-08,953.8315903434266
2008-09,836.7330248434604
2008-10,617.27111552842
2008-11,564.047269325986
2008-12,568.158495789982
2009-01,437.55165570474657
2009-02,455.4649520654235
2009-03,462.4337057735878
2009-04,528.2806436103028
2009-05,624.7141019979273
2009-06,621.9315960849057
2009-07,616.9295463724789
2009-08,629.8220656167763
2009-09,640.0138588944238
2009-10,649.0748081890245
2009-11,590.3859308999786
2009-12,608.5896629235647
2010-01,650.7460522648411
2010-02,656.4552106613028
2010-03,694.5412808045091
2010-04,731.6003553908538
2010-05,666.6698829132854
2010-06,639.5092540673362
2010-07,670.6254216046617
2010-08,653.9531226148044
2010-09,672.7731488925219
2010-10,692.4225785575848
2010-11,682.7646534761642
2010-12,716.4324571830905
2011-01,658.4786701618928
2011-02,652.6237102485551
2011-03,632.7989056737322
2011-04,627.4992619482274
2011-05,656.9759579384948
2011-06,635.4170272248176
2011-07,604.6025337494667
2011-08,564.5171369275581
2011-09,517.471017201616
2011-10,549.7313438743419
2011-11,510.12267425556473
2011-12,497.8138307795124
2012-01,551.3102470578428
2012-02,591.7407511387518
2012-03,586.4719892278332
2012-04,598.0182868201105
2012-05,577.9425730834278
2012-06,572.967103486488
2012-07,606.4823834605673
2012-08,647.4867095234438
2012-09,691.1873852191582
2012-10,691.7854508884958
2012-11,656.9797128833094
2012-12,702.5369455536952
2013-01,738.5543387002123
2013-02,743.6413254140896
2013-03,742.8885969322886
2013-04,747.712284080976
2013-05,800.9516208236004
2013-06,715.5955976279924
2013-07,759.6012660918815
2013-08,720.7305538742281
2013-09,761.9594734014834
2013-10,808.9469377207846
2013-11,815.798302735588
2013-12,831.17816889836
2014-01,806.7204952761051
2014-02,799.7645730398772
2014-03,799.8748738098931
2014-04,843.5780451025098
2014-05,873.7415431995393
2014-06,869.824013102542
2014-07,896.828667836224
2014-08,908.0896770131563
2014-09,922.8676968837169
2014-10,850.4812616364427
2014-11,810.8570576326592
2014-12,783.2904897502013
2015-01,739.0345109222038
2015-02,730.9781777575329
2015-03,752.9815586395121
2015-04,772.0523714825457
2015-05,753.1635842842135
2015-06,738.2486044354711
2015-07,684.0268220414813
2015-08,650.2665385518277
2015-09,678.6601032496142
2015-10,651.7933872506526
2015-11,609.5187003638362
2015-12,630.3778776966154
2016-01,563.3914327366896
2016-02,579.2409923143763
2016-03,606.586743973648
2016-04,643.3760981855106
2016-05,660.0205208222233
2016-06,585.1926745192537
2016-07,599.3278430187229
2016-08,595.0516190526064
2016-09,611.3878081683275
2016-10,623.2760256126862
2016-11,557.7653608106015
2016-12,580.5211121727243
2017-01,582.305928056913
2017-02,578.2074714370818
2017-03,577.6699975557682
2017-04,589.544171
2017-05,644.861856
2017-06,675.688769
2017-07,708.956489
2017-08,704.877581
2017-09,691.958231
2017-10,690.40747
2017-11,706.45206
2017-12,710.059706
2018-01,753.234815
2018-02,744.9572
2018-03,761.109544
2018-04,763.2643603028545
2018-05,708.3847361640444
2018-06,711.2734656735023
2018-07,700.9559914228699
2018-08,684.4415253007642
2018-09,652.2827463277657
2018-10,625.7056715961917
2018-11,626.9874571404937
2018-12,618.1114889480061
2019-01,637.5643986122085
2019-02,655.653822139393
2019-03,651.5802924113232
2019-04,667.7142673583253
2019-05,648.814760442091
2019-06,663.7448113382358
2019-07,650.3813700463742
2019-08,663.8035299017359
2019-09,663.9212664005481
2019-10,678.1756840448367
2019-11,687.0735149946833
2019-12,721.0047476165385
2020-01,734.8660391503103
2020-02,691.348346452147
2020-03,521.4196739490624
2020-04,550.4221101080104
2020-05,571.5360740975073
2020-06,576.2767834451345
2020-07,576.0982943384176
2020-08,610.4348500546416
2020-09,609.6919270562636
2020-10,625.2840165748414
2020-11,664.4183495811607
2020-12,686.3932130311243
2021-01,704.4656451039643
2021-02,696.2143426552337
2021-03,675.4378834981005
2021-04,705.9564501900762
2021-05,715.4142816688573
2021-06,720.0363012691225
2021-07,737.8215037580203
2021-08,753.4397542870761
2021-09,753.2649961731938
2021-10,783.0828881889329
2021-11,744.2907560146265
2021-12,760.8341819437779
2022-01,752.5377262025262
2022-02,723.3443858261055
2022-03,687.9023320177312
2022-04,687.5461197899535
2022-05,642.4488644347965
2022-06,608.9098322716214
2022-07,608.0509776326074
2022-08,604.91695159173
2022-09,569.6333464793006
2022-10,554.2021727745724
2022-11,585.0100996894492
2022-12,592.4587575047187
2023-01,586.8410135898707
2023-02,605.5537063490742
2023-03,573.8100472801573
2023-04,575.8533247948712
2023-05,597.3590184296993
2023-06,579.8723384798518
2023-07,604.6053012805372
