Date,ACWI FM ex JAPAN
2015-05,1268.2878977983069
2015-06,1237.8142523341326
2015-07,1248.8544237847696
2015-08,1162.1651462175748
2015-09,1123.3125111055672
2015-10,1209.2260836525286
2015-11,1199.3133914266723
2015-12,1175.5426365310054
2016-01,1106.889108112801
2016-02,1101.3419876574587
2016-03,1185.2872176234748
2016-04,1199.7677764564753
2016-05,1202.4876131197605
2016-06,1196.982729721313
2016-07,1246.3261122070594
2016-08,1250.417233240124
2016-09,1257.0964885527537
2016-10,1232.5591225733017
2016-11,1245.2993317743037
2016-12,1273.4921177666517
2017-01,1307.3954083369838
2017-02,1345.8328616007996
2017-03,1364.1349796234701
2017-04,1385.950622
2017-05,1415.732127
2017-06,1421.469456
2017-07,1462.08259
2017-08,1468.352696
2017-09,1496.691509
2017-10,1524.592146
2017-11,1552.702145
2017-12,1579.02974
2018-01,1669.546294
2018-02,1595.763374
2018-03,1561.706786
2018-04,1576.8044927123626
2018-05,1579.84069546895
2018-06,1573.766444912003
2018-07,1624.6390981259754
2018-08,1637.85598540946
2018-09,1641.54948406992
2018-10,1519.9973494099702
2018-11,1543.5687042342822
2018-12,1434.594072
2019-01,1549.861455455421
2019-02,1594.6303168222166
2019-03,1615.5284335762747
2019-04,1672.4303195494654
2019-05,1571.0608555781291
2019-06,1677.2129215109828
2019-07,1682.4100412318726
2019-08,1640.7924563700715
2019-09,1672.689725515865
2019-10,1715.6252511307082
2019-11,1760.043110159735
2019-12,1824.0394266346843
2020-01,1804.2982407953734
2020-02,1660.1426083514432
2020-03,1427.6289467797649
2020-04,1586.605965047011
2020-05,1653.7357804755395
2020-06,1710.640647100885
2020-07,1809.7085327228438
2020-08,1918.6691349263228
2020-09,1851.2558226442127
2020-10,1805.2587514590307
2020-11,2027.2215159541793
2020-12,2122.1319863852787
2021-01,2113.3436223595913
2021-02,2163.4605193215893
2021-03,2223.6516401016643
2021-04,2330.1100277243377
2021-05,2366.4763159081444
2021-06,2400.136625
2021-07,2419.5854410545307
2021-08,2479.3027036641874
2021-09,2366.5665230840627
2021-10,2500.551965762868
2021-11,2440.340887
2021-12,2540.9366346394168
2022-01,2416.442217687186
2022-02,2351.8935706266284
2022-03,2406.4994545025784
2022-04,2215.1754185986742
2022-05,2215.619219841754
2022-06,2028.279807688269
2022-07,2171.228811318183
2022-08,2090.0826000215693
2022-09,1890.947734960381
2022-10,2008.052310124934
2022-11,2161.616689405127
2022-12,2071.525090510788
2023-01,2221.0912392146124
2023-02,2158.704010106885
2023-03,2224.1092610076385
2023-04,2257.434578890274
2023-05,2229.462258173953
2023-06,2361.0591125477067
2023-07,2448.472507873958
