Date,ZHONG HUA
2000-12,100.0
2001-01,105.88022188991715
2001-02,101.45777865662922
2001-03,89.25336969204379
2001-04,91.50674070065352
2001-05,91.42639256013533
2001-06,88.73054917650194
2001-07,85.04852596562272
2001-08,75.84857941023978
2001-09,66.27730158117215
2001-10,68.42039243548736
2001-11,76.82251584558647
2001-12,79.76614767449216
2002-01,76.79552165680943
2002-02,74.67969319816778
2002-03,79.12925689799766
2002-04,83.35970354644161
2002-05,81.10777417144324
2002-06,76.79864673434594
2002-07,73.58019587737984
2002-08,70.5966392228925
2002-09,65.39383273398593
2002-10,67.18846388511334
2002-11,70.99766573448413
2002-12,66.4177582705522
2003-01,67.60539638666823
2003-02,66.52757070828797
2003-03,63.35032399012009
2003-04,63.31286218787381
2003-05,69.52253294725854
2003-06,71.53902774346132
2003-07,76.89689276035162
2003-08,84.95323114868418
2003-09,88.43774086519728
2003-10,95.12684718147356
2003-11,95.08315255465489
2003-12,101.21164112931163
2004-01,107.12128737496167
2004-02,111.70713580935023
2004-03,104.04321825734688
2004-04,95.91913697185059
2004-05,98.40273625521831
2004-06,98.16362722370613
2004-07,99.12513061819602
2004-08,103.63720661633444
2004-09,107.57720351330454
2004-10,106.35795504313396
2004-11,116.42295091845644
2004-12,117.34477545580991
2005-01,113.31509412172524
2005-02,118.79539586505406
2005-03,114.03255937369282
2005-04,117.21673685086452
2005-05,117.74303585563865
2005-06,122.19566927418973
2005-07,129.93378640010388
2005-08,129.3880746877537
2005-09,134.8831977697064
2005-10,124.28140313957259
2005-11,129.9038674210031
2005-12,132.40282780335477
2006-01,144.50743013334656
2006-02,146.68745131133463
2006-03,149.93892091286105
2006-04,158.09786666996666
2006-05,149.52854590796272
2006-06,151.34218328856156
2006-07,154.6466891577986
2006-08,159.09046131304896
2006-09,162.75427530297603
2006-10,169.84715453006638
2006-11,184.16133896227595
2006-12,203.92862093195333
2007-01,200.54536919501862
2007-02,196.2755060952755
2007-03,201.79158676111936
2007-04,208.06838649685486
2007-05,218.5850880889636
2007-06,234.55088537614276
2007-07,255.70347396187452
2007-08,267.4701035268995
2007-09,316.30832493325795
2007-10,362.53330383427317
2007-11,325.7460479634193
2007-12,316.6727804885149
2008-01,259.9731034196021
2008-02,274.57622672047086
2008-03,247.1763233058896
2008-04,278.8406200698896
2008-05,269.44698463243026
2008-06,238.12604081137184
2008-07,240.38136081334463
2008-08,223.11045182784648
2008-09,180.01877375569566
2008-10,140.07499170492565
2008-11,143.82360817064884
2008-12,155.6254003078733
2009-01,147.19186905755922
2009-02,141.66163620877128
2009-03,156.90354906574305
2009-04,177.1284594303082
2009-05,208.18407445066924
2009-06,212.97757004873458
2009-07,237.9279062772567
2009-08,221.16089900904802
2009-09,233.81064262595137
2009-10,246.19490632934384
2009-11,249.51036394471234
2009-12,251.8279513046525
2010-01,231.579088935512
2010-02,237.82822270856445
2010-03,250.78913132893553
2010-04,248.3706781890883
2010-05,234.18816048181463
2010-06,238.2950483298197
2010-07,249.67661904862842
2010-08,245.51216252211702
2010-09,271.2836951222177
2010-10,280.46855054723807
2010-11,277.49223428454513
2010-12,276.70175671560645
2011-01,277.2147348739267
2011-02,270.8697025126404
2011-03,281.77567007469895
2011-04,287.04421664895443
2011-05,288.1795586740852
2011-06,277.25062804088
2011-07,277.4267832659064
2011-08,254.41145923531502
2011-09,211.91976846742736
2011-10,242.2433125564577
2011-11,222.69296646025623
2011-12,227.84513973743597
2012-01,251.52639056841724
2012-02,269.5458768502859
2012-03,252.9403193337334
2012-04,259.71302088644995
2012-05,232.9673483938971
2012-06,239.56692493892865
2012-07,244.5911883008941
2012-08,240.05047460591962
2012-09,256.84686862369597
2012-10,267.821889448534
2012-11,274.01904291738373
2012-12,283.61022208984343
2013-01,296.8990369424518
2013-02,288.45930871811504
2013-03,278.152703452294
2013-04,282.7032518910703
2013-05,279.403962406402
2013-06,261.39046007475434
2013-07,272.06675783865245
2013-08,275.1555853730763
2013-09,290.22014665095924
2013-10,297.07089812438005
2013-11,307.7415224095842
2013-12,300.7701706361772
2014-01,281.72419039451984
2014-02,291.0846147607326
2014-03,285.6505975675016
2014-04,283.83921833402286
2014-05,297.1901831156226
2014-06,304.086799732727
2014-07,326.63274357510466
2014-08,326.081869887674
2014-09,304.2489736248506
2014-10,319.8685133753148
2014-11,323.9448022026475
2014-12,322.0312675428752
2015-01,332.6554087588783
2015-02,339.4337922567274
2015-03,346.0100583683765
2015-04,395.5672591976087
2015-05,384.66093396009455
2015-06,366.2444297002947
2015-07,336.78851628596647
2015-08,296.18060240034447
2015-09,290.24521640657525
2015-10,316.1307679948393
2015-11,305.708816591351
2015-12,303.5880904699982
2016-01,268.02890105589694
2016-02,263.1949143577427
2016-03,292.7543519023787
2016-04,293.21865075614187
2016-05,290.9035997357467
2016-06,293.86525817026086
2016-07,306.9499489572497
2016-08,323.86909043783214
2016-09,333.07009304758924
2016-10,327.36802444328316
2016-11,323.0476641472817
2016-12,307.7500221799405
2017-01,329.43073345408345
2017-02,339.7047045696631
2017-03,347.94811399037025
2017-04,357.631112
2017-05,374.553727
2017-06,381.48379
2017-07,410.068841
2017-08,424.69908
2017-09,427.605267
2017-10,440.741916
2017-11,449.553348
2017-12,459.05472
2018-01,507.380143
2018-02,478.720247
2018-03,463.728881
2018-04,467.37620116670917
2018-05,474.50221136020724
2018-06,450.0782721948886
2018-07,443.16458630583236
2018-08,427.96157455892023
2018-09,423.14048550847764
2018-10,374.9812023180645
2018-11,402.48955914547855
2018-12,383.9842235421832
2019-01,423.2807621062295
2019-02,440.37414309564144
2019-03,449.9018026378303
2019-04,458.7343923681936
2019-05,405.8555178426482
2019-06,437.4475343930141
2019-07,432.1126961240239
2019-08,409.8613752559866
2019-09,409.1589953558824
2019-10,426.3150722748121
2019-11,430.82721737011883
2019-12,462.9436200207226
2020-01,441.0209980985605
2020-02,443.2561079908543
2020-03,409.2747490016032
2020-04,435.8249081540324
2020-05,427.4795598305384
2020-06,467.28251637824894
2020-07,503.8320219173391
2020-08,534.0513633052785
2020-09,517.5430273557101
2020-10,540.0752815998397
2020-11,561.2709738250526
2020-12,578.6293549802492
2021-01,616.7115880045686
2021-02,615.2600758365386
2021-03,582.570167106428
2021-04,592.1588328932004
2021-05,597.284696915937
2021-06,596.1489614093653
2021-07,523.1768759925712
2021-08,522.6218504549785
2021-09,495.48651326395805
2021-10,509.69586778344177
2021-11,479.777134
2021-12,467.3620502804862
2022-01,456.49018791613037
2022-02,439.5089164478238
2022-03,410.1084282580667
2022-04,392.71015086842687
2022-05,398.4560207240429
2022-06,420.96947871838796
2022-07,385.08119447196
2022-08,383.4368133862412
2022-09,330.05901202683395
2022-10,277.19158235914466
2022-11,356.95698173340253
2022-12,377.30211002430764
2023-01,416.50060015111006
2023-02,375.5352399778783
2023-03,390.4138518211274
2023-04,373.9322005767798
2023-05,342.221855840179
2023-06,355.4844600996151
2023-07,389.0863690754892
