Date,EM ASEAN
1994-12,1000.0
1995-01,891.608356603818
1995-02,977.9635392450173
1995-03,957.6434029311354
1995-04,950.103863449788
1995-05,1081.4773127136862
1995-06,1075.9768558828694
1995-07,1086.5816331039127
1995-08,1027.9123996942733
1995-09,1008.5068549524558
1995-10,970.8645961904074
1995-11,948.9353472878029
1995-12,1014.298445966156
1996-01,1087.619972317668
1996-02,1090.4276181808832
1996-03,1115.0636041054236
1996-04,1167.8174842858614
1996-05,1155.3777635085294
1996-06,1139.2469694463925
1996-07,1035.9099762781645
1996-08,1080.5399334693304
1996-09,1097.482513987465
1996-10,1053.2021177341849
1996-11,1102.701870223539
1996-12,1094.0255060287527
1997-01,1117.6853053947093
1997-02,1128.415612950955
1997-03,1072.342356969447
1997-04,970.8453300885238
1997-05,983.7947822194697
1997-06,962.7325883165971
1997-07,891.5746123640831
1997-08,596.5010046870595
1997-09,585.6226651228758
1997-10,462.33615443978755
1997-11,378.03699257850616
1997-12,331.7004066538194
1998-01,308.70567262350824
1998-02,420.97732817435787
1998-03,416.7238022916686
1998-04,360.5452325640574
1998-05,290.61823139508545
1998-06,225.84382894150554
1998-07,216.54020820002984
1998-08,158.782396312401
1998-09,162.12428894706747
1998-10,208.02603563173412
1998-11,258.6132704288946
1998-12,247.36720978105632
1999-01,247.00317449064138
1999-02,234.73681806367924
1999-03,246.00738695082927
1999-04,334.35378304860126
1999-05,339.3846597327189
1999-06,397.94295077303207
1999-07,348.9871571875531
1999-08,321.03043109345595
1999-09,274.3688533704021
1999-10,319.17847975013274
1999-11,310.5608422082122
1999-12,357.4331923623269
2000-01,332.9248859598373
2000-02,273.82504811454584
2000-03,286.4955306090564
2000-04,262.82514711288127
2000-05,210.14202565989837
2000-06,198.67884289451993
2000-07,181.46068649991568
2000-08,185.45382361168436
2000-09,161.34758637600964
2000-10,163.32760801398308
2000-11,163.2561432273217
2000-12,154.04195128889404
2001-01,173.42467429678499
2001-02,168.69892215384158
2001-03,149.51779887381127
2001-04,137.55279809474519
2001-05,138.24217475943001
2001-06,142.6596897434741
2001-07,153.77208341720436
2001-08,163.67600776092695
2001-09,143.17776812191286
2001-10,136.87367503597244
2001-11,146.6222164049657
2001-12,155.9541575383199
2002-01,171.10223366658008
2002-02,172.37586089123118
2002-03,183.2366854357296
2002-04,191.9369872278783
2002-05,188.43906142437663
2002-06,181.41982483622638
2002-07,177.0463833593637
2002-08,173.60478411143387
2002-09,158.26331672717794
2002-10,160.35682184392888
2002-11,158.9653694082613
2002-12,163.06606720404346
2003-01,167.1153080802166
2003-02,163.39226254207782
2003-03,162.51372204502042
2003-04,167.7603315546015
2003-05,182.7313907887388
2003-06,193.90451542001958
2003-07,198.59191631805186
2003-08,206.7211364540839
2003-09,215.92064791352996
2003-10,235.95090590336534
2003-11,230.78714146778498
2003-12,257.1662207869892
2004-01,259.72795142128075
2004-02,270.45745711165745
2004-03,265.80935801400307
2004-04,260.48734706801724
2004-05,249.0154578372985
2004-06,251.2309387904812
2004-07,254.6911430893831
2004-08,252.33824385436418
2004-09,266.46035216300015
2004-10,271.3756451681078
2004-11,296.62316494268913
2004-12,299.04763166404183
2005-01,310.66446474760676
2005-02,317.9243364948848
2005-03,300.7382093664694
2005-04,295.2775538359103
2005-05,295.8906895187003
2005-06,301.1039051287152
2005-07,317.51011410130144
2005-08,305.4919019076406
2005-09,314.2060605874603
2005-10,304.07664812457676
2005-11,307.530763728468
2005-12,322.6016082646738
2006-01,348.23183826337913
2006-02,350.7036081963266
2006-03,361.647949164045
2006-04,388.7889376321274
2006-05,361.67794934714834
2006-06,351.5974591018818
2006-07,367.7128283099831
2006-08,378.4695462673245
2006-09,388.514317067968
2006-10,408.2198764473572
2006-11,442.65176774968074
2006-12,448.5983128218439
2007-01,466.34531223232284
2007-02,467.93201852254975
2007-03,487.56785435310394
2007-04,519.5883113894406
2007-05,545.6077603223405
2007-06,553.2087523170835
2007-07,586.3268787881964
2007-08,545.5938009621766
2007-09,592.7351392257308
2007-10,657.8106741467573
2007-11,638.8152695909057
2007-12,662.9551463337345
2008-01,642.8225661230791
2008-02,673.6853200880923
2008-03,620.8881883924323
2008-04,615.8498943579934
2008-05,609.5989445669766
2008-06,560.1401642109554
2008-07,541.6800773464287
2008-08,513.5129209626128
2008-09,447.18681093758335
2008-10,324.0041867172488
2008-11,310.63327310701555
2008-12,345.06144207902776
2009-01,331.5362441860673
2009-02,319.767561629239
2009-03,338.57912565697166
2009-04,403.77913262029745
2009-05,447.2848768092431
2009-06,470.75708641015035
2009-07,531.5483890243445
2009-08,532.650441914082
2009-09,573.7318444044716
2009-10,571.4174521205398
2009-11,582.7663842156776
2009-12,603.8975165776022
2010-01,596.1132910200815
2010-02,599.0195300236935
2010-03,663.8970953182942
2010-04,686.2033395241687
2010-05,644.3888263788075
2010-06,671.8754010775068
2010-07,710.0327600825923
2010-08,738.1544233422569
2010-09,819.4119918963858
2010-10,839.6461104450906
2010-11,804.9464436926346
2010-12,843.5703732852861
2011-01,796.9174498254295
2011-02,814.636033123243
2011-03,876.1683632652879
2011-04,913.499572674412
2011-05,902.9756081991718
2011-06,907.7493934507563
2011-07,954.6581087801243
2011-08,883.5931983944415
2011-09,782.2624085625687
2011-10,867.629831844343
2011-11,826.7065120021449
2011-12,854.8769544948433
2012-01,902.2040289214692
2012-02,940.9398790742109
2012-03,946.7751507836939
2012-04,952.0776173530221
2012-05,875.2233855905985
2012-06,903.8901006492447
2012-07,937.0395026795966
2012-08,928.2254328444125
2012-09,968.4694604564496
2012-10,984.1275877361353
2012-11,972.6338884831081
2012-12,1009.4327660334116
2013-01,1020.9968401553824
2013-02,1070.9234502993154
2013-03,1087.9843316468389
2013-04,1123.6046048163473
2013-05,1098.6666760868766
2013-06,1054.4746917043567
2013-07,1018.5514699164528
2013-08,919.0555744925811
2013-09,950.4582459679846
2013-10,1017.377428934427
2013-11,950.0704975628936
2013-12,929.1874688708164
2014-01,912.3909307614326
2014-02,969.711564294794
2014-03,1000.1794536482503
2014-04,1021.5814939456566
2014-05,1022.8889580164464
2014-06,1041.3054996161623
2014-07,1068.4692064530143
2014-08,1085.9937171907004
2014-09,1060.0234264585338
2014-10,1059.6529059510153
2014-11,1046.983048704227
2014-12,1003.6792666739736
2015-01,1008.3107731353826
2015-02,1029.8629063660278
2015-03,1022.7294091321415
2015-04,1005.1530878143768
2015-05,977.1310700583052
2015-06,939.971106532285
2015-07,907.8001185975439
2015-08,816.3059739509325
2015-09,766.721718978307
2015-10,824.026002015754
2015-11,814.5579663398403
2015-12,813.7363299368715
2016-01,825.6079030014798
2016-02,841.5789921374851
2016-03,915.6090541983641
2016-04,901.4668677753442
2016-05,874.9828362240227
2016-06,920.164194236284
2016-07,952.1309283953384
2016-08,968.5722962425648
2016-09,948.7303485870378
2016-10,938.9802358858602
2016-11,859.6318365545687
2016-12,880.3215712299968
2017-01,904.237704966044
2017-02,915.4142655667039
2017-03,947.7368700360777
2017-04,975.302851
2017-05,993.146909
2017-06,1001.309996
2017-07,1012.733153
2017-08,1023.22801
2017-09,1035.699473
2017-10,1043.784928
2017-11,1053.875412
2017-12,1120.588006
2018-01,1180.583351
2018-02,1166.400502
2018-03,1136.220156
2018-04,1117.0197361121316
2018-05,1061.6736759084883
2018-06,990.8753353924656
2018-07,1045.0967165153818
2018-08,1060.0769246208731
2018-09,1048.968169312553
2018-10,994.5090839340925
2018-11,1027.798539365775
2018-12,1028.1491518888986
2019-01,1098.0421642558379
2019-02,1083.8055750647204
2019-03,1074.725166292993
2019-04,1082.5013494011964
2019-05,1063.7900249814572
2019-06,1124.8308173034732
2019-07,1113.3558025162451
2019-08,1077.0372299829796
2019-09,1060.9039112809708
2019-10,1072.5251063391818
2019-11,1053.2751837210728
2019-12,1088.658683990048
2020-01,1025.6932332104086
2020-02,924.3143132353001
2020-03,746.4353872945555
2020-04,829.3099929187882
2020-05,861.8029410608415
2020-06,897.3393718908982
2020-07,914.5827099863441
2020-08,904.2747751251615
2020-09,841.9512054531139
2020-10,857.1460260846085
2020-11,982.5913339416203
2020-12,1023.9259788166911
2021-01,994.2595473931533
2021-02,1007.0081971245938
2021-03,988.3089031724126
2021-04,993.1122236444644
2021-05,996.0461645819516
2021-06,961.1249991845625
2021-07,907.6749667582781
2021-08,995.8211738135794
2021-09,967.8330174771434
2021-10,1010.0724163008168
2021-11,973.2394574004751
2021-12,1003.4151249778382
2022-01,1001.6633214221366
2022-02,1048.531684221065
2022-03,1051.9754639656182
2022-04,1029.6833620785492
2022-05,1022.2892995137671
2022-06,927.2201594200293
2022-07,938.5919435603864
2022-08,974.7323644489901
2022-09,909.2071321582808
2022-10,928.7487163867195
2022-11,995.5225669594388
2022-12,996.0566600871948
2023-01,1031.7118586445886
2023-02,971.4769789624589
2023-03,1001.8172184524901
2023-04,1008.4741536181431
2023-05,970.2717601354562
2023-06,960.6602882846912
2023-07,1014.6918156612705
