Date,EAFE + CANADA
1969-12,100.0
1970-01,99.373887
1970-02,98.023252
1970-03,99.42718
1970-04,90.604403
1970-05,85.391118
1970-06,87.574369
1970-07,91.436423
1970-08,92.3334
1970-09,93.757568
1970-10,92.819366
1970-11,89.984808
1970-12,91.907545
1971-01,95.467463
1971-02,96.100772
1971-03,100.202578
1971-04,103.346622
1971-05,104.453098
1971-06,106.3657
1971-07,110.126341
1971-08,109.268069
1971-09,107.643733
1971-10,103.928777
1971-11,106.755783
1971-12,116.520329
1972-01,123.032702
1972-02,130.485028
1972-03,134.14011299999999
1972-04,136.915486
1972-05,141.665027
1972-06,138.666615
1972-07,144.949322
1972-08,147.552142
1972-09,143.179196
1972-10,143.987589
1972-11,153.017212
1972-12,158.16142
1973-01,160.479623
1973-02,171.778956
1973-03,172.692981
1973-04,163.145673
1973-05,165.893789
1973-06,169.819152
1973-07,168.741209
1973-08,160.873061
1973-09,160.336835
1973-10,164.524793
1973-11,141.530565
1973-12,136.112019
1974-01,137.359169
1974-02,141.923015
1974-03,138.206738
1974-04,139.978241
1974-05,133.729115
1974-06,127.761856
1974-07,122.18514
1974-08,109.581946
1974-09,101.12944
1974-10,103.104992
1974-11,104.60304
1974-12,103.642544
1975-01,121.763052
1975-02,136.228601
1975-03,134.404262
1975-04,140.198207
1975-05,139.433287
1975-06,134.815973
1975-07,129.659207
1975-08,129.246136
1975-09,123.218611
1975-10,131.975017
1975-11,135.741925
1975-12,137.781953
1976-01,145.704667
1976-02,145.400536
1976-03,142.901997
1976-04,142.483577
1976-05,139.063328
1976-06,140.921125
1976-07,139.124214
1976-08,138.961568
1976-09,136.532328
1976-10,128.129341
1976-11,127.614445
1976-12,142.192059
1977-01,140.907296
1977-02,143.487073
1977-03,143.895365
1977-04,147.266488
1977-05,146.364976
1977-06,149.790662
1977-07,147.582448
1977-08,152.803116
1977-09,156.906434
1977-10,159.472315
1977-11,158.83278
1977-12,164.907995
1978-01,165.730826
1978-02,167.345111
1978-03,179.070232
1978-04,177.987051
1978-05,181.979746
1978-06,189.327093
1978-07,205.22946
1978-08,209.253143
1978-09,215.434212
1978-10,226.052392
1978-11,207.149863
1978-12,216.926079
1979-01,218.358751
1979-02,217.692572
1979-03,223.712936
1979-04,223.243579
1979-05,219.318353
1979-06,224.049972
1979-07,225.272662
1979-08,232.046931
1979-09,242.482141
1979-10,222.390983
1979-11,226.531074
1979-12,234.644484
1980-01,247.922198
1980-02,250.166376
1980-03,220.015054
1980-04,239.155107
1980-05,250.967056
1980-06,266.926212
1980-07,266.587857
1980-08,275.005836
1980-09,283.09008
1980-10,292.639273
1980-11,288.14501
1980-12,287.473943
1981-01,283.376826
1981-02,279.117253
1981-03,290.007371
1981-04,296.232456
1981-05,285.689664
1981-06,287.270194
1981-07,274.626396
1981-08,280.29164
1981-09,250.961625
1981-10,253.925622
1981-11,282.37711
1981-12,278.502707
1982-01,274.451677
1982-02,256.503268
1982-03,243.657327
1982-04,257.908897
1982-05,254.220927
1982-06,233.879572
1982-07,232.232519
1982-08,235.259689
1982-09,233.467463
1982-10,236.468283
1982-11,253.69475
1982-12,274.156531
1983-01,272.658467
1983-02,280.307948
1983-03,290.691743
1983-04,308.501765
1983-05,307.783123
1983-06,314.626871
1983-07,315.334515
1983-08,310.87873
1983-09,321.978861
1983-10,319.610705
1983-11,329.118944
1983-12,341.251843
1984-01,353.198934
1984-02,355.658792
1984-03,384.994127
1984-04,378.270701
1984-05,341.65578
1984-06,340.696775
1984-07,319.843483
1984-08,348.659693
1984-09,345.557978
1984-10,352.785627
1984-11,354.010358
1984-12,360.997196
1985-01,370.957124
1985-02,367.503057
1985-03,394.248791
1985-04,393.190245
1985-05,409.499952
1985-06,418.88662
1985-07,440.362446
1985-08,452.903328
1985-09,474.921231
1985-10,505.490898
1985-11,527.052838
1985-12,550.425108
1986-01,561.679376
1986-02,620.444768
1986-03,705.888585
1986-04,750.308144
1986-05,719.111794
1986-06,764.868824
1986-07,808.047376
1986-08,885.631853
1986-09,876.60487
1986-10,821.349442
1986-11,866.870925
1986-12,911.42531
1987-01,1009.584526
1987-02,1040.655627
1987-03,1126.516573
1987-04,1238.898587
1987-05,1238.629403
1987-06,1202.237976
1987-07,1204.41995
1987-08,1290.694076
1987-09,1270.46325
1987-10,1088.190778
1987-11,1097.465404
1987-12,1131.870654
1988-01,1150.735712
1988-02,1227.443761
1988-03,1302.143266
1988-04,1321.100779
1988-05,1278.520649
1988-06,1250.058759
1988-07,1286.69914
1988-08,1203.67344
1988-09,1255.193103
1988-10,1360.05052
1988-11,1437.835533
1988-12,1446.950673
1989-01,1475.716874
1989-02,1481.31541
1989-03,1453.842505
1989-04,1468.23365
1989-05,1391.623314
1989-06,1370.481051
1989-07,1539.801117
1989-08,1474.282375
1989-09,1537.524262
1989-10,1478.241827
1989-11,1550.056195
1989-12,1606.23746
1990-01,1542.985363
1990-02,1439.397958
1990-03,1295.870484
1990-04,1281.765498
1990-05,1425.918293
1990-06,1413.617661
1990-07,1433.874832
1990-08,1297.253857
1990-09,1121.576026
1990-10,1286.667487
1990-11,1215.029928
1990-12,1236.162634
1991-01,1274.358584
1991-02,1408.795959
1991-03,1327.490566
1991-04,1340.601637
1991-05,1356.058995
1991-06,1259.292017
1991-07,1319.243921
1991-08,1294.271569
1991-09,1362.380015
1991-10,1383.396544
1991-11,1320.11071
1991-12,1385.4813563999999
1992-01,1357.9374168
1992-02,1310.9711111
1992-03,1225.0640902
1992-04,1229.8106068
1992-05,1308.7249342999999
1992-06,1249.4895204
1992-07,1220.1735952
1992-08,1291.9113963
1992-09,1263.400973
1992-10,1201.0834054
1992-11,1209.5293351999999
1992-12,1216.8302187
1993-01,1215.702325
1993-02,1253.6884129999999
1993-03,1359.785958
1993-04,1485.604705
1993-05,1516.602337
1993-06,1493.403075
1993-07,1543.320495
1993-08,1624.051196
1993-09,1586.007934
1993-10,1638.1897950004964
1993-11,1498.6988343479832
1993-12,1605.4043767172418
1994-01,1739.8100537908306
1994-02,1731.975320088903
1994-03,1657.3425182733529
1994-04,1724.374329969844
1994-05,1715.5369697192195
1994-06,1734.9928568474536
1994-07,1753.7333202064913
1994-08,1797.1877914083814
1994-09,1743.9332803436732
1994-10,1799.08365267135
1994-11,1712.1466770390775
1994-12,1723.5069007257914
1995-01,1656.5249124220372
1995-02,1655.10336621363
1995-03,1757.119371605705
1995-04,1821.9161426717455
1995-05,1803.6300019214614
1995-06,1774.326831158583
1995-07,1881.7552435384528
1995-08,1812.639232814106
1995-09,1846.384718845648
1995-10,1798.0155538390566
1995-11,1848.6791542499307
1995-12,1920.9999422544154
1996-01,1932.2578997914125
1996-02,1937.8751446284532
1996-03,1978.9028453189883
1996-04,2037.346709659482
1996-05,2002.543433919002
1996-06,2011.2242740932181
1996-07,1952.3336590867368
1996-08,1959.7364664978031
1996-09,2012.811706677429
1996-10,1999.3682155817817
1996-11,2081.7972841285005
1996-12,2052.9179784040634
1997-01,1988.9352183906965
1997-02,2019.0750528781225
1997-03,2021.1089438284748
1997-04,2033.5147923741793
1997-05,2167.594797261961
1997-06,2283.343056508024
1997-07,2325.2923592998427
1997-08,2154.029379757286
1997-09,2274.9324794562194
1997-10,2103.3147159146956
1997-11,2079.7819389750584
1997-12,2099.572465739115
1998-01,2189.062389057996
1998-02,2331.6074252509743
1998-03,2408.1810859135844
1998-04,2426.8805214138065
1998-05,2414.254884941843
1998-06,2427.0750558771088
1998-07,2442.938523789885
1998-08,2130.946560083013
1998-09,2070.0806323199113
1998-10,2285.6059408557744
1998-11,2401.40140248219
1998-12,2493.5373096088088
1999-01,2494.013899547438
1999-02,2431.266057413969
1999-03,2532.6932184018146
1999-04,2641.2949781791217
1999-05,2507.8691574025506
1999-06,2605.9116005112637
1999-07,2680.92273079976
1999-08,2688.5426158139444
1999-09,2717.570512425785
1999-10,2822.5658125088653
1999-11,2921.2694589153407
1999-12,3189.875398562289
2000-01,2996.060623259442
2000-02,3080.994321631477
2000-03,3207.446544016423
2000-04,3041.0753130585013
2000-05,2967.387868463733
2000-06,3095.6414684774745
2000-07,2977.3069982635734
2000-08,3016.192721841989
2000-09,2859.9317603662817
2000-10,2781.977510901157
2000-11,2669.884541868468
2000-12,2763.358220371166
2001-01,2768.444281620462
2001-02,2549.1927513948967
2001-03,2376.3458736857215
2001-04,2541.67362561042
2001-05,2458.008697385148
2001-06,2357.7675198569314
2001-07,2316.363166491281
2001-08,2254.505017211204
2001-09,2026.9698351953543
2001-10,2076.6177538838247
2001-11,2158.238641734847
2001-12,2172.0787155038292
2002-01,2061.597239105022
2002-02,2074.166594857165
2002-03,2184.4210761039153
2002-04,2197.3203856440473
2002-05,2226.11363534379
2002-06,2135.563433351417
2002-07,1923.2633774591602
2002-08,1920.2786132103543
2002-09,1716.6175621474467
2002-10,1806.790072640051
2002-11,1889.9721422146415
2002-12,1828.8899730017747
2003-01,1759.205371333528
2003-02,1724.5271279682597
2003-03,1691.291463579056
2003-04,1853.6019258277108
2003-05,1968.5654862935055
2003-06,2016.386992001195
2003-07,2062.647024426526
2003-08,2115.833881935937
2003-09,2179.3116956528706
2003-10,2315.7819565030645
2003-11,2368.274247345156
2003-12,2549.87365967186
2004-01,2585.3778208789286
2004-02,2644.839939975416
2004-03,2658.08066156076
2004-04,2588.5018068225477
2004-05,2600.602268894397
2004-06,2660.658727645397
2004-07,2579.519911628969
2004-08,2590.2455996195254
2004-09,2665.74825708912
2004-10,2761.5485734726253
2004-11,2945.2054064047497
2004-12,3069.629423475502
2005-01,3009.1987906366608
2005-02,3143.0647693104274
2005-03,3071.721448782592
2005-04,2993.397508170878
2005-05,2998.855564275847
2005-06,3047.8756545889332
2005-07,3146.307873921145
2005-08,3233.167849600016
2005-09,3380.7200958391854
2005-10,3271.4805121428767
2005-11,3358.1138847001225
2005-12,3513.8167466171485
2006-01,3736.0639291369894
2006-02,3723.51767116023
2006-03,3841.604203234037
2006-04,4025.3004163911955
2006-05,3872.3687519879554
2006-06,3867.3833533238103
2006-07,3903.618191649038
2006-08,4014.56564493871
2006-09,4011.3315764831223
2006-10,4169.859831739406
2006-11,4294.0615207711235
2006-12,4417.182690132327
2007-01,4444.131325822514
2007-02,4479.683169165493
2007-03,4594.467277352328
2007-04,4803.601023531684
2007-05,4910.177695345781
2007-06,4915.104734819148
2007-07,4847.160728893621
2007-08,4776.999576245555
2007-09,5048.397699717462
2007-10,5267.854584960469
2007-11,5061.852235642319
2007-12,4966.699418975311
2008-01,4518.894870255187
2008-02,4600.787436986279
2008-03,4535.112116302944
2008-04,4787.199165681978
2008-05,4859.843622707966
2008-06,4481.9286791720015
2008-07,4322.433704104585
2008-08,4155.272346636731
2008-09,3555.341211155675
2008-10,2815.760433574858
2008-11,2663.0620913971375
2008-12,2803.446431876909
2009-01,2541.864927367511
2009-02,2284.5474462797742
2009-03,2435.0889349031454
2009-04,2749.1144847057235
2009-05,3096.7845734763105
2009-06,3064.7164000095213
2009-07,3352.4861620949064
2009-08,3513.155238950245
2009-09,3658.102366977411
2009-10,3599.3784021136203
2009-11,3688.4361879384564
2009-12,3747.2337812061546
2010-01,3571.5844259780056
2010-02,3568.005136338408
2010-03,3797.689767713177
2010-04,3741.0651671582605
2010-05,3328.239528337171
2010-06,3280.092528117477
2010-07,3583.256002484704
2010-08,3476.1534006074903
2010-09,3809.610063082553
2010-10,3945.3240895740482
2010-11,3778.2417076350503
