Date,ASIA APEX 50
2002-05,339.1173038949349
2002-06,320.3607827738143
2002-07,307.51780564754876
2002-08,299.529952193341
2002-09,265.2835239672881
2002-10,282.15841122967305
2002-11,299.32404004814947
2002-12,272.8833081008499
2003-01,272.9229360502817
2003-02,261.10018241268943
2003-03,248.41621061389412
2003-04,258.0932640227371
2003-05,278.7122809026887
2003-06,294.6580755354636
2003-07,324.0233806863619
2003-08,351.655199824694
2003-09,349.9933923949441
2003-10,377.0434028613477
2003-11,370.9388678195526
2003-12,386.6836474014363
2004-01,419.0575515369336
2004-02,432.80583932802034
2004-03,422.42995463478604
2004-04,397.8867078828817
2004-05,389.3322283970409
2004-06,383.3937883562772
2004-07,371.90383215014396
2004-08,397.21889001415866
2004-09,407.4132224519163
2004-10,407.3618849589071
2004-11,440.7342073866404
2004-12,453.5873131000726
2005-01,456.6186139453744
2005-02,483.98025023554516
2005-03,460.5052134965651
2005-04,456.61307855285787
2005-05,469.5424942839369
2005-06,480.52825451765585
2005-07,515.9057145211628
2005-08,502.77104475930577
2005-09,527.3253556187077
2005-10,494.10305878674325
2005-11,527.9382253179197
2005-12,556.7535875349133
2006-01,600.7627668520649
2006-02,592.0868737158993
2006-03,594.7486456312214
2006-04,632.1986460665714
2006-05,595.1584776840358
2006-06,599.0620569764619
2006-07,599.9422848003838
2006-08,619.2064425238485
2006-09,634.3800988331709
2006-10,648.7958553255811
2006-11,696.6845818778095
2006-12,733.8570753256022
2007-01,715.0280731766146
2007-02,715.5882643883011
2007-03,727.3510667984351
2007-04,740.4081887847084
2007-05,768.1570921907909
2007-06,815.7786511708957
2007-07,869.337461565073
2007-08,874.3293835394844
2007-09,994.1299414832063
2007-10,1102.146813861436
2007-11,1000.0
2007-12,973.9075074029753
2008-01,834.6391637496415
2008-02,880.045204762093
2008-03,838.5273561928409
2008-04,929.16624006388
2008-05,898.0469928736555
2008-06,811.5376943434347
2008-07,807.5694368121701
2008-08,754.115756784224
2008-09,640.8181335956332
2008-10,498.4077022868914
2008-11,469.1935964604724
2008-12,504.4157700309747
2009-01,472.6338976206497
2009-02,449.5045092707324
2009-03,504.98313205622867
2009-04,573.0238988887379
2009-05,647.0404118729667
2009-06,651.4266093769176
2009-07,738.8485078101976
2009-08,710.2793658652984
2009-09,767.8790607442004
2009-10,770.7200728376522
2009-11,784.1404067020695
2009-12,813.0079985301998
2010-01,758.2414655585053
2010-02,759.706241457097
2010-03,807.2111015069315
2010-04,824.921998143505
2010-05,758.665881262429
2010-06,764.1125041179861
2010-07,808.0795890301746
2010-08,786.493468465723
2010-09,860.119723697263
2010-10,887.3644822130173
2010-11,893.6517672294694
2010-12,938.2774111542153
2011-01,958.9350395199009
2011-02,925.8294080834871
2011-03,973.6237185847099
2011-04,1009.8268793657699
2011-05,1004.9348971076126
2011-06,962.9169486394322
2011-07,968.8994605159394
2011-08,877.8722495032772
2011-09,777.5605606541569
2011-10,869.3647730240236
2011-11,805.2704103645519
2011-12,819.7318854503437
2012-01,908.6933631629622
2012-02,964.0957727285304
2012-03,936.5960689888037
2012-04,951.5930158583461
2012-05,852.7062227868087
2012-06,877.635257053813
2012-07,912.7372162305487
2012-08,894.015190400032
2012-09,958.5258849252277
2012-10,964.9344828265969
2012-11,990.9408548891204
2012-12,1025.9005102315257
2013-01,1032.1899863168214
2013-02,1032.731309494938
2013-03,1006.8328249360028
2013-04,1022.4574016234448
2013-05,1011.4609143124812
2013-06,956.2992128438573
2013-07,990.15194055094
2013-08,999.5554362075145
2013-09,1052.8458967392564
2013-10,1088.499779764603
2013-11,1112.4142179181242
2013-12,1090.5322114845474
2014-01,1029.4087862568535
2014-02,1070.1750424707407
2014-03,1063.981955150237
2014-04,1072.343542873367
2014-05,1125.4595172783609
2014-06,1146.066914536639
2014-07,1198.810979727095
2014-08,1199.0252191687744
2014-09,1109.9547032802648
2014-10,1144.4981330467888
2014-11,1152.6971912607196
2014-12,1138.5178027829902
2015-01,1170.738822827178
2015-02,1191.6517391673403
2015-03,1202.5285537376008
2015-04,1311.4040750282588
2015-05,1271.288413169238
2015-06,1234.3000398423821
2015-07,1147.0580392531538
2015-08,1026.5570645693037
2015-09,1007.8786837300692
2015-10,1107.419071111681
2015-11,1070.0886673698496
2015-12,1059.0733776312316
2016-01,959.0966766503742
2016-02,953.6608800995773
2016-03,1068.067744622296
2016-04,1058.6567613796333
2016-05,1052.7412556225938
2016-06,1084.962836892508
2016-07,1140.6440369386532
2016-08,1201.9823041445536
2016-09,1239.553695263903
2016-10,1223.5976284787525
2016-11,1199.768840828903
2016-12,1169.3338400625273
2017-01,1258.6235802664469
2017-02,1293.325641854163
2017-03,1327.2797913876616
2017-04,1367.322109
2017-05,1439.113489
2017-06,1480.511081
2017-07,1579.622668
2017-08,1604.937575
2017-09,1610.027598
2017-10,1699.140051
2017-11,1712.223067
2017-12,1736.674716
2018-01,1895.15224
2018-02,1787.952752
2018-03,1757.2427350977869
2018-04,1766.8988536368997
2018-05,1749.6597833821465
2018-06,1673.5182851239724
2018-07,1675.5825624240608
2018-08,1650.9400156393795
2018-09,1637.246909443492
2018-10,1436.297960603759
2018-11,1507.3065656015394
2018-12,1450.6220818205366
2019-01,1592.8932776547895
2019-02,1630.2256398978693
2019-03,1648.0713868506525
2019-04,1702.4078265585033
2019-05,1502.2605876100852
2019-06,1635.8485509181842
2019-07,1624.4683434351687
2019-08,1541.1399648625727
2019-09,1577.4369775599923
2019-10,1649.0947555728305
2019-11,1682.348319213501
2019-12,1825.8778255976868
2020-01,1753.5234064243266
2020-02,1726.6744038167778
2020-03,1580.1086794525975
2020-04,1688.853658753316
2020-05,1657.7112226935021
2020-06,1826.378145782134
2020-07,2011.9302891491636
2020-08,2117.326151033187
2020-09,2095.0878462734163
2020-10,2182.327933970765
2020-11,2296.7070677498714
2020-12,2439.2373534394433
2021-01,2611.9764246720642
2021-02,2617.9895079959538
2021-03,2506.6335314991397
2021-04,2550.0409175378227
2021-05,2546.3721042928278
2021-06,2548.0030090152536
2021-07,2307.9293406589454
2021-08,2333.8272034160022
2021-09,2207.0413260026767
2021-10,2258.3963083647345
2021-11,2149.762941929082
2021-12,2162.2445530131276
2022-01,2118.5983869267197
2022-02,2011.6897329695503
2022-03,1953.366517459638
2022-04,1827.5500239222702
2022-05,1849.9799741491188
2022-06,1756.874353419807
2022-07,1715.6639445176456
2022-08,1711.749438998553
2022-09,1454.2490344563446
2022-10,1327.6780069183803
2022-11,1643.6389534604434
2022-12,1645.1333271274732
2023-01,1842.5694924442842
2023-02,1688.492703162498
2023-03,1779.5182895397852
2023-04,1686.124916886533
2023-05,1673.45198955456
2023-06,1732.888003979652
2023-07,1840.7636963737173
