Date,GOLDEN DRAGON
2000-12,100.0
2001-01,113.23540617465785
2001-02,107.25572665987855
2001-03,98.31912171136898
2001-04,97.22752442692978
2001-05,94.77639492979775
2001-06,91.9256447845763
2001-07,86.11124598112333
2001-08,80.85278805678966
2001-09,68.0060946427798
2001-10,71.8881647026601
2001-11,81.07561741860063
2001-12,89.1970669057297
2002-01,88.7519162536488
2002-02,85.58722364178216
2002-03,91.72277304178154
2002-04,93.79122794506462
2002-05,90.79940112220865
2002-06,84.8771774314401
2002-07,80.65322971233553
2002-08,77.13092511441124
2002-09,69.27054496154865
2002-10,73.15414749392474
2002-11,76.35222336338427
2002-12,71.54504391078513
2003-01,75.49782406514596
2003-02,71.26831468644912
2003-03,68.70469841540445
2003-04,67.9716589362078
2003-05,74.79629726163482
2003-06,78.19930013722866
2003-07,85.40809386520341
2003-08,93.81564509458244
2003-09,96.403586114816
2003-10,103.44195860539962
2003-11,101.13986566879846
2003-12,106.18248033236674
2004-01,113.45758764725947
2004-02,118.18041565645612
2004-03,111.8463966661302
2004-04,103.5435314144299
2004-05,104.23952216213222
2004-06,103.0266587841977
2004-07,100.92752287682517
2004-08,106.40709253834494
2004-09,109.16486233225176
2004-10,108.2300482811446
2004-11,117.39887301332969
2004-12,121.02704288930431
2005-01,117.05527854858761
2005-02,123.22672175778327
2005-03,117.34316242322791
2005-04,118.71016022036224
2005-05,120.91175528884439
2005-06,124.9848105264206
2005-07,129.98443748176805
2005-08,126.065440258702
2005-09,129.52810175428235
2005-10,119.87093731021079
2005-11,127.58794310129603
2005-12,132.95745981240447
2006-01,141.49317582633012
2006-02,142.36330365903117
2006-03,144.23950981178734
2006-04,154.9016691720525
2006-05,145.65169047479418
2006-06,145.5223880742076
2006-07,144.63803664337289
2006-08,149.07061176729852
2006-09,153.60256942277164
2006-10,158.11731740573734
2006-11,172.67275234644495
2006-12,184.8914871443069
2007-01,181.0854644227732
2007-02,179.81000558646537
2007-03,181.41875406361117
2007-04,184.8175602596673
2007-05,193.39878401246315
2007-06,209.4257948325912
2007-07,223.80177050911323
2007-08,228.1802230064125
2007-09,260.46639917789605
2007-10,291.1067465244089
2007-11,260.6628477604414
2007-12,254.45906703525105
2008-01,214.22057330829307
2008-02,232.19023805641308
2008-03,218.1545149615467
2008-04,239.62172540262975
2008-05,231.67074713745214
2008-06,204.9528779141869
2008-07,201.8252002558472
2008-08,190.97591165735497
2008-09,154.30610096586477
2008-10,121.75483061533843
2008-11,119.69806396482338
2008-12,128.38990878347565
2009-01,119.73379187759225
2009-02,117.792134915535
2009-03,132.1771689865827
2009-04,150.99066087624476
2009-05,176.39940183743485
2009-06,174.90531046127666
2009-07,195.4773481494237
2009-08,184.11045542916708
2009-09,198.5196119062759
2009-10,203.1427316502465
2009-11,207.3916230787231
2009-12,213.9808369250516
2010-01,197.80582246847626
2010-02,199.19989090509995
2010-03,210.82909346877523
2010-04,211.02716252917
2010-05,196.29302347851583
2010-06,197.5907193973287
2010-07,209.4602491431641
2010-08,206.10802535775562
2010-09,227.90483363808363
2010-10,235.18971989762355
2010-11,234.43010698934722
2010-12,242.31912130408972
2011-01,245.04265254461293
2011-02,234.37953851965574
2011-03,242.15974394733524
2011-04,250.16375205888886
2011-05,250.49566364138013
2011-06,240.5806158069465
2011-07,241.0896800952931
