Date,ACWI ex CZECH REPUBLIC
2010-05,1232.6185347689707
2010-06,1194.6471485035077
2010-07,1291.8134296665376
2010-08,1246.6633321108006
2010-09,1365.9386563879889
2010-10,1415.328582132872
2010-11,1383.9026421637282
2010-12,1485.2349040687923
2011-01,1508.493364955355
2011-02,1552.4597311146922
2011-03,1550.8424964265553
2011-04,1614.235179185959
2011-05,1579.5763108601964
2011-06,1554.6613746029088
2011-07,1529.357284224551
2011-08,1417.6251472746646
2011-09,1283.8206581455152
2011-10,1421.3978225636608
2011-11,1378.8688001597673
2011-12,1376.0882466463486
2012-01,1456.1092159711263
2012-02,1529.3630733821417
2012-03,1539.5310238381312
2012-04,1521.9537657711346
2012-05,1385.5244742282598
2012-06,1453.9460820089353
2012-07,1473.8679018239302
2012-08,1505.8490839578883
2012-09,1553.3116713158474
2012-10,1542.9489669962663
2012-11,1562.7357171166643
2012-12,1598.1196945153572
2013-01,1671.803396452164
2013-02,1671.561605639946
2013-03,1702.1597089981292
2013-04,1750.8015186220427
2013-05,1746.0173355929933
2013-06,1694.9956389518918
2013-07,1776.1486801115145
2013-08,1739.1171063199802
2013-09,1828.940416160742
2013-10,1902.4058744852443
2013-11,1929.3940861637323
2013-12,1962.7148609089566
2014-01,1884.1971334370821
2014-02,1975.2029474928097
2014-03,1983.973776199035
2014-04,2002.8490534556345
2014-05,2045.471234607004
2014-06,2083.9902368506228
2014-07,2058.7282940612217
2014-08,2104.195933758315
2014-09,2035.9218319896806
2014-10,2050.320053403667
2014-11,2084.616073745854
2014-12,2044.4104507300449
2015-01,2012.4775346235479
2015-02,2124.5122979003154
2015-03,2091.590384443204
2015-04,2152.267687421591
2015-05,2149.4813549795126
2015-06,2098.8653101116624
2015-07,2117.083630984896
2015-08,1971.9400608644157
2015-09,1900.5129392847705
2015-10,2049.7135163180883
2015-11,2032.8112970590278
2015-12,1996.1528786422932
2016-01,1875.7433427385029
2016-02,1862.8662766322502
2016-03,2000.8895400346312
2016-04,2030.4194164143832
2016-05,2033.007247271988
2016-06,2020.7019820540518
2016-07,2107.773399379425
2016-08,2114.9012425395626
2016-09,2127.8562007659502
2016-10,2091.718975475231
2016-11,2107.6569789951122
2016-12,2153.1806837857002
2017-01,2212.0571665831185
2017-02,2274.1095656506577
2017-03,2301.932023320249
2017-04,2337.795982
2017-05,2389.403963
2017-06,2400.28065
2017-07,2467.34405
2017-08,2476.789554
2017-09,2524.642228
2017-10,2577.066976
2017-11,2626.953274
2017-12,2669.295111
2018-01,2819.872283
2018-02,2701.444873
2018-03,2643.586052
2018-04,2668.842284959202
2018-05,2672.2009851232247
2018-06,2657.7275553874356
2018-07,2737.859948486616
2018-08,2759.3865429719594
2018-09,2771.396800635344
2018-10,2563.7131993587377
2018-11,2601.205387878092
2018-12,2417.970349
2019-01,2608.8988241536595
2019-02,2678.6913593967274
2019-03,2712.4009743615898
2019-04,2804.0163108814763
2019-05,2637.6546062846805
2019-06,2810.3752505421253
2019-07,2818.6241695697418
2019-08,2751.7748571454235
2019-09,2809.6993461450184
2019-10,2886.5946942709043
2019-11,2957.0742510012033
2019-12,3061.1974924571637
2020-01,3027.3965754608753
2020-02,2782.89298807431
2020-03,2407.2532179570967
2020-04,2665.1288380066712
2020-05,2781.0389003845303
2020-06,2869.8856766335794
2020-07,3021.6875212080904
2020-08,3206.6360804657475
2020-09,3103.2691155035277
2020-10,3027.829800931133
2020-11,3401.016418364459
2020-12,3558.893336812937
2021-01,3542.696400429701
2021-02,3624.7531397243606
2021-03,3721.579345345009
2021-04,3884.2893659563697
2021-05,3944.693697555198
2021-06,3996.692501
2021-07,4024.224488257189
2021-08,4124.91964620373
2021-09,3954.477225667487
2021-10,4156.363660294754
2021-11,4056.260717
2021-12,4218.460472255591
2022-01,4011.2506091569608
2022-02,3907.653148664604
2022-03,3992.2623408873073
2022-04,3672.677092591312
2022-05,3676.940205072692
2022-06,3366.9732003876957
2022-07,3602.1441217899333
2022-08,3469.565753295255
2022-09,3137.4332187751957
2022-10,3326.795628588503
2022-11,3584.848205679428
2022-12,3443.754488449871
2023-01,3690.538234884048
2023-02,3584.683527540298
2023-03,3695.210173714383
2023-04,3748.2748639807223
2023-05,3708.227264724425
2023-06,3923.5533143170396
2023-07,4067.1618452077328
