Date,ACWI ex ITALY
1998-12,1000.0
1999-01,1021.5093591601956
1999-02,995.0809503432989
1999-03,1040.552414932859
1999-04,1086.8783543982634
1999-05,1049.2283026544312
1999-06,1103.0896514332287
1999-07,1098.4258296008663
1999-08,1096.6234243447702
1999-09,1083.8942784398034
1999-10,1139.6685381536804
1999-11,1174.79755407953
1999-12,1270.7109253302199
2000-01,1201.2704477317716
2000-02,1202.111368616804
2000-03,1284.8333952797086
2000-04,1227.3906411304697
2000-05,1194.339607357167
2000-06,1233.5324953481943
2000-07,1196.854187092085
2000-08,1235.320259602692
2000-09,1167.1527056285324
2000-10,1142.7389629392503
2000-11,1069.8297939141048
2000-12,1087.0082597554053
2001-01,1114.5681797448083
2001-02,1021.0566512056502
2001-03,951.8943001634266
2001-04,1021.2020400211704
2001-05,1010.8399884781974
2001-06,979.5243373831092
2001-07,963.4668308846984
2001-08,918.1842674309037
2001-09,834.9787745857133
2001-10,852.3944901536137
2001-11,905.2864150982946
2001-12,913.5182763909238
2002-01,888.4182726947756
2002-02,881.5415711106101
2002-03,920.7506499594144
2002-04,890.6244994649276
2002-05,891.6675700719217
2002-06,836.0846647608381
2002-07,766.0059492881032
2002-08,767.5731595867227
2002-09,683.4593419752525
2002-10,733.4879981401347
2002-11,772.920572516979
2002-12,735.4629950285511
2003-01,713.6288045175928
2003-02,700.3002128879222
2003-03,698.1101575272943
2003-04,759.4909292300797
2003-05,802.5179665125041
2003-06,818.0227012312191
2003-07,836.2249772493932
2003-08,856.4808346002484
2003-09,861.3030103321562
2003-10,913.4521027025102
2003-11,926.2205817958056
2003-12,984.953438372443
2004-01,1001.5381114969313
2004-02,1019.7792658524927
2004-03,1014.3929063747454
2004-04,989.9740100116518
2004-05,997.6553820217696
2004-06,1017.1723785592652
2004-07,984.5226036019552
2004-08,990.7651414125135
2004-09,1010.7753406762494
2004-10,1034.925896226701
2004-11,1090.8822027718097
2004-12,1132.3116565941887
2005-01,1108.3369174473894
2005-02,1146.797884762164
2005-03,1121.1345873919358
2005-04,1096.8275695948935
2005-05,1117.9115698156904
2005-06,1129.2618215013076
2005-07,1170.922467674018
2005-08,1179.854709726146
2005-09,1215.5689242760345
2005-10,1183.6385510614841
2005-11,1226.993294082852
2005-12,1256.756247848286
2006-01,1318.5634630801337
2006-02,1316.4014228451306
2006-03,1344.0243519548753
2006-04,1388.5373414219712
2006-05,1332.978867372678
2006-06,1332.3373492456647
2006-07,1341.4611524062161
2006-08,1375.8848538226632
2006-09,1392.2263737556493
2006-10,1444.3993742293437
2006-11,1484.5808707117837
2006-12,1517.7579487704404
2007-01,1533.1348850164009
2007-02,1525.2074050784604
2007-03,1555.783793479489
2007-04,1623.9813693323617
2007-05,1673.5005558736702
2007-06,1669.0410783927841
2007-07,1643.9365434311837
2007-08,1639.4334186360063
2007-09,1727.89214838749
2007-10,1795.3674636519181
2007-11,1715.14166521969
2007-12,1696.2608258905702
2008-01,1557.7804564845937
2008-02,1562.31464334961
2008-03,1539.540767635335
2008-04,1625.286755703987
2008-05,1651.149519039352
2008-06,1516.2830764285115
2008-07,1477.3842367216807
2008-08,1446.0537405119915
2008-09,1265.859826157289
2008-10,1015.7654029629812
2008-11,948.9181020808596
2008-12,982.8630236567149
2009-01,899.7113540025157
2009-02,812.1356355309927
2009-03,879.1808134013934
2009-04,982.0689005351002
2009-05,1079.4810473946138
2009-06,1074.0225369058176
2009-07,1168.6386949167436
2009-08,1209.4431725961153
2009-09,1264.442575846431
2009-10,1245.5834167648948
2009-11,1297.3419326364794
2009-12,1324.3933208621627
2010-01,1267.9704940462357
2010-02,1285.3317028480217
2010-03,1367.8730099752836
2010-04,1371.4519150616927
2010-05,1242.3415125242584
2010-06,1203.7818070267936
2010-07,1300.6829799944194
2010-08,1255.8354616911654
2010-09,1375.6718822041596
2010-10,1424.94498341134
2010-11,1395.5282618020315
2010-12,1497.5087596055507
2011-01,1519.530301889968
2011-02,1563.8060773134896
2011-03,1562.2931193769145
2011-04,1625.4515797328443
2011-05,1591.51505633842
2011-06,1566.693131803996
2011-07,1542.4963327705311
2011-08,1430.9565570511388
2011-09,1296.0759953467395
2011-10,1434.6177463875074
2011-11,1392.2049474025312
2011-12,1389.9290732952456
2012-01,1470.6482106004282
2012-02,1544.6436637866836
2012-03,1555.333785540203
2012-04,1538.5252307414426
2012-05,1401.4595798702908
2012-06,1469.709547355868
2012-07,1490.6081319638427
2012-08,1522.0707435606405
2012-09,1570.0944291118396
2012-10,1559.1198890053192
2012-11,1578.9591419766434
2012-12,1614.5494698306666
2013-01,1688.3395263531431
2013-02,1689.942033029398
2013-03,1721.759452705371
2013-04,1769.8316657341888
2013-05,1764.7643080742832
2013-06,1714.3191717360871
2013-07,1795.703362851759
2013-08,1757.8808854486067
2013-09,1848.3584453974258
2013-10,1921.4577229530528
2013-11,1949.2179232140486
2013-12,1983.0174961850448
2014-01,1902.9366000604994
2014-02,1994.4793630648187
2014-03,2002.265082297976
2014-04,2021.1931778889748
2014-05,2064.836730207609
2014-06,2104.230064345793
2014-07,2079.5467200929966
2014-08,2126.337594136796
2014-09,2057.019651558383
2014-10,2072.7102019831805
2014-11,2107.6578748248635
2014-12,2068.0510034008507
2015-01,2035.4744326518273
2015-02,2148.3449312106795
2015-03,2115.0290562398804
2015-04,2176.188854213407
2015-05,2173.1429843792944
2015-06,2122.0127697190624
2015-07,2139.8570775540106
2015-08,1992.8828500681202
2015-09,1920.571848931426
2015-10,2071.8710920201547
2015-11,2055.1889015749125
2015-12,2018.4101850668308
2016-01,1897.93732812219
2016-02,1885.5317241762682
2016-03,2025.2142448187299
2016-04,2054.9140813482286
2016-05,2058.1515552598366
2016-06,2046.9319958031745
2016-07,2135.1520515277775
2016-08,2142.278595763545
2016-09,2155.869149327383
2016-10,2118.8145325129426
2016-11,2135.523239922457
2016-12,2180.234252679611
2017-01,2240.6306884034584
2017-02,2303.9490158593744
2017-03,2330.908665600852
2017-04,2367.125355
2017-05,2418.859209
2017-06,2429.726064
2017-07,2496.747996
2017-08,2506.024398
2017-09,2554.058128
2017-10,2607.828627
2017-11,2658.591943
2017-12,2702.119991
2018-01,2853.309246
2018-02,2733.874302
2018-03,2674.814615
2018-04,2699.3379726732055
2018-05,2705.433519307561
2018-06,2690.815634819437
2018-07,2771.9310135393994
2018-08,2795.9173558045163
2018-09,2807.715688636436
2018-10,2597.684588015575
2018-11,2635.803921452346
2018-12,2449.515084
2019-01,2642.8162727672548
2019-02,2713.364036575648
2019-03,2747.3362414557823
2019-04,2840.35675331236
2019-05,2672.3181349530314
2019-06,2846.7101197558054
2019-07,2855.3897837502673
2019-08,2787.461108153138
2019-09,2845.980100846146
2019-10,2923.5048240058395
2019-11,2995.2550879810874
2019-12,3100.8981002384166
2020-01,3066.874634169331
2020-02,2818.877794962226
2020-03,2440.0827492905996
2020-04,2702.8218750483256
2020-05,2820.1599201636564
2020-06,2909.482629035107
2020-07,3063.6481111117755
2020-08,3251.6462507248157
2020-09,3147.289391522322
2020-10,3071.6279313926398
2020-11,3447.691498874856
2020-12,3607.983286512001
2021-01,3592.395222352014
2021-02,3674.834776845803
2021-03,3772.4948311786197
2021-04,3938.4104247648334
2021-05,3998.475377856403
2021-06,4052.335428
2021-07,4080.2564148191573
2021-08,4182.691143528877
2021-09,4009.622481228937
2021-10,4214.27086127845
2021-11,4113.869446
2021-12,4277.611769350421
2022-01,4066.9172995257427
2022-02,3962.4552941939196
2022-03,4049.5239485858556
2022-04,3725.1501261783073
2022-05,3728.7944906758516
2022-06,3415.806782910394
2022-07,3655.200894333954
2022-08,3520.824405795947
2022-09,3183.188198570682
2022-10,3374.3768083280333
2022-11,3634.9781745754194
2022-12,3491.1233228124966
2023-01,3740.1188200402785
2023-02,3632.111244261006
2023-03,3744.6455737642477
2023-04,3797.732766666056
2023-05,3758.451558536711
2023-06,3975.493149175932
2023-07,4120.383950431461
