Date,AC ASIA ex JAPAN
2000-12,100.0
2001-01,112.872095408382
2001-02,107.52640059899737
2001-03,95.3015886231855
2001-04,95.4411631633801
2001-05,95.28253850286713
2001-06,92.9667998267105
2001-07,89.4087520473684
2001-08,87.99773983241703
2001-09,74.16345734771751
2001-10,78.16057188081291
2001-11,88.61008248461336
2001-12,95.97486549902275
2002-01,99.79581730875954
2002-02,100.50986870592621
2002-03,107.22266228992956
2002-04,108.30503889634525
2002-05,105.8484393855064
2002-06,100.5598489376159
2002-07,96.69834748352434
2002-08,94.97413053469268
2002-09,84.5141108141605
2002-10,88.8129526004008
2002-11,93.53114180384624
2002-12,87.82815097829702
2003-01,88.54661392119904
2003-02,84.85341984201766
2003-03,80.85924381875463
2003-04,83.4053760253737
2003-05,90.59752659650366
2003-06,96.2774063090401
2003-07,104.43075691901976
2003-08,112.42304683052699
2003-09,113.27118512551823
2003-10,122.97367383887855
2003-11,121.45765660844182
2003-12,128.71646908832957
2004-01,136.45935852706023
2004-02,141.03254596217482
2004-03,138.62414992877376
2004-04,131.00417713020354
2004-05,126.60380675830778
2004-06,125.46109908158603
2004-07,122.85944946223869
2004-08,128.78276782812492
2004-09,133.73442551870968
2004-10,134.60654859547392
2004-11,146.5469281810902
2004-12,151.04414436090528
2005-01,152.0034867867036
2005-02,160.52961303238675
2005-03,153.15029203728474
2005-04,151.13065289854956
2005-05,155.40880587028366
2005-06,159.74974986739127
2005-07,169.99243244979232
2005-08,165.0300612435515
2005-09,174.0066122150101
2005-10,162.5824624232796
2005-11,174.56515231974967
2005-12,185.3165292402775
2006-01,198.72257766122232
2006-02,198.7943376102192
2006-03,202.47523449840568
2006-04,216.15236866100085
2006-05,200.0189756244917
2006-06,199.24200042397382
2006-07,199.47157208944088
2006-08,206.39724769425132
2006-09,213.58948163672943
2006-10,220.0655464457659
2006-11,236.9725698941189
2006-12,247.06372255994938
2007-01,244.24834374494958
2007-02,243.8264083804045
2007-03,249.36390085521938
2007-04,260.4878926927694
2007-05,275.52509686367347
2007-06,289.35578309996305
2007-07,310.1893477087072
2007-08,306.04767901691633
2007-09,343.37288622123
2007-10,380.02688784907684
2007-11,347.565337203846
2007-12,346.20401119453646
2008-01,298.24744123762883
2008-02,315.56993001513723
2008-03,296.24925078945654
2008-04,320.35860772202227
2008-05,309.6849643204719
2008-06,272.8349922589438
2008-07,270.3301651573836
2008-08,251.6773448060811
2008-09,210.0083929689823
2008-10,159.46797925892102
2008-11,150.02461634589955
2008-12,164.87056221862676
2009-01,155.88729774869594
2009-02,145.71028887272698
2009-03,165.8178171325543
2009-04,193.5973449624026
2009-05,224.73225036173997
2009-06,223.67662866448228
2009-07,252.79210209919498
2009-08,244.54366550359322
2009-09,266.1620204358538
2009-10,264.75654068962035
2009-11,271.8808778250182
2009-12,283.7014288102095
2010-01,266.5653805072137
2010-02,267.90525851821127
2010-03,287.30148478132924
2010-04,293.2241843146186
2010-05,268.6270332447879
2010-06,273.1835197304093
2010-07,288.9880234542525
2010-08,285.6813336612525
2010-09,318.0145271717927
2010-10,326.369051663902
2010-11,321.58037365643156
2010-12,339.3551847311944
2011-01,336.0230586914554
2011-02,323.0088651771527
2011-03,343.30396256431874
2011-04,356.2690359341369
2011-05,351.49438204462353
2011-06,343.3345128389756
2011-07,347.2646970228627
2011-08,312.9149850164113
2011-09,271.67600872199
2011-10,304.2935577116728
2011-11,278.9877151153058
2011-12,280.6228980557438
2012-01,310.811775735325
2012-02,329.4496507936991
2012-03,319.09155010725823
2012-04,319.2114259750513
2012-05,288.645044624741
2012-06,297.3451298625095
2012-07,305.1013034588495
2012-08,303.52133626535914
2012-09,324.8767994765107
2012-10,323.9955990683832
2012-11,332.9484692351494
2012-12,343.37086290123625
2013-01,349.0740882653145
2013-02,348.6861891153923
2013-03,341.7697674322486
2013-04,347.7748846642237
2013-05,343.3474833531238
2013-06,323.69542162157944
2013-07,329.6200096101696
2013-08,324.63643404401944
2013-09,342.2402397218325
2013-10,357.2133133310543
2013-11,357.8241541738188
2013-12,353.9111638103585
2014-01,336.1977843328862
2014-02,347.8232699433146
2014-03,351.3116785939397
2014-04,353.8382818359412
2014-05,368.137744156703
2014-06,376.70645849294357
2014-07,390.9219991143316
2014-08,393.5797353463192
2014-09,370.4574497536317
2014-10,377.69129041151086
2014-11,378.86423331277877
2014-12,370.9148122504458
2015-01,380.20766958838414
2015-02,387.40118023463936
2015-03,389.01368933504176
2015-04,417.1533299261872
2015-05,406.2564131244951
2015-06,391.1738627022053
2015-07,366.350914691549
2015-08,330.3617539924121
2015-09,324.52364704520573
2015-10,350.35693174505616
2015-11,338.5214247026685
2015-12,336.91135576863496
2016-01,311.17312112251795
2016-02,308.2852270233338
2016-03,342.9037941581865
2016-04,339.8315828551174
2016-05,335.303041776844
2016-06,344.25946838254623
2016-07,360.94602022255543
2016-08,373.1062146626174
2016-09,379.1824375512138
2016-10,373.4341163990788
2016-11,362.6775371058996
2016-12,355.24373967557494
2017-01,377.2689017927483
2017-02,390.04032135356334
2017-03,402.7962116837815
2017-04,411.560962
2017-05,429.450809
2017-06,436.284505
2017-07,459.612967
2017-08,465.72992
2017-09,465.18046
2017-10,487.128807
2017-11,490.218214
2017-12,503.445708
2018-01,541.526396
2018-02,514.566785
2018-03,506.794924
2018-04,510.38853672716425
2018-05,503.63613657801153
2018-06,479.48693553939
2018-07,483.5112709349136
2018-08,478.57229558645275
