Date,FM ASIA INDEX
2009-05,1000.0
2009-06,1015.6783673110245
2009-07,1080.8721845338473
2009-08,1245.066600082232
2009-09,1315.7905861569147
2009-10,1309.705099194478
2009-11,1234.2280546682562
2009-12,1241.8484409464672
2010-01,1243.5303227164904
2010-02,1243.9364854162586
2010-03,1296.3730306718994
2010-04,1350.9288832010768
2010-05,1243.0730029470126
2010-06,1293.3840355900218
2010-07,1355.231665026032
2010-08,1321.528344369869
2010-09,1373.0163561150268
2010-10,1418.4281215629846
2010-11,1455.4833873291366
2010-12,1514.2150341753627
2011-01,1472.9579462939262
2011-02,1232.433751775954
2011-03,1317.332850493042
2011-04,1313.8718706981845
2011-05,1255.0657245368016
2011-06,1282.3124146686514
2011-07,1288.011842780771
2011-08,1226.7754046023977
2011-09,1211.2768749300612
2011-10,1153.2944661936317
2011-11,1092.213106135473
2011-12,1028.8765565614397
2012-01,1013.6110840045113
2012-02,1095.7632740982035
2012-03,1132.3891825129053
2012-04,1154.4305528475588
2012-05,1075.3610530653793
2012-06,1062.8397891746454
2012-07,1065.4948296449002
2012-08,1098.2638961600574
2012-09,1129.5953476136806
2012-10,1090.7703211881235
2012-11,1075.1605034047539
2012-12,1140.5035089384355
2013-01,1205.6430147216734
2013-02,1215.2990056861677
2013-03,1209.0637787746373
2013-04,1206.850737581341
2013-05,1355.1102950726681
2013-06,1265.6528276151423
2013-07,1310.4705579827012
2013-08,1255.145663337927
2013-09,1239.816630635701
2013-10,1299.2943712256267
2013-11,1303.7168599176098
2013-12,1342.858955060246
2014-01,1426.3856486636896
2014-02,1428.3989136414277
2014-03,1476.0592210475315
2014-04,1521.598336282126
2014-05,1531.4483380005097
2014-06,1531.7545750950821
2014-07,1570.8623842024203
2014-08,1558.158441136509
2014-09,1575.3129741441064
2014-10,1574.93392390226
2014-11,1517.0090628946207
2014-12,1560.6213043273083
2015-01,1583.8469037904615
2015-02,1570.0034860459418
2015-03,1436.4016063490994
2015-04,1508.6187978744604
2015-05,1482.8153468597463
2015-06,1536.729794990988
2015-07,1603.8878766647827
2015-08,1475.5685218862175
2015-09,1373.2866887471039
2015-10,1419.4500326684647
2015-11,1323.058604569982
2015-12,1346.4777669696384
2016-01,1261.5809026223203
2016-02,1268.2801229194383
2016-03,1285.6952971277074
2016-04,1353.1066182540399
2016-05,1391.058405490672
2016-06,1439.2170182930852
2016-07,1496.0250419061033
2016-08,1500.2047616680006
2016-09,1499.9477996141238
2016-10,1468.9436925371
2016-11,1469.6792450556304
2016-12,1540.6345898090983
2017-01,1560.5962477921933
2017-02,1576.36982982097
2017-03,1587.822060951795
2017-04,1608.420309
2017-05,1626.519853
2017-06,1677.293896
2017-07,1667.049187
2017-08,1698.796533
2017-09,1763.488783
2017-10,1855.670947
2017-11,2113.349861
2017-12,2241.929164
2018-01,2441.788141
2018-02,2422.22445
2018-03,2549.118618
2018-04,2378.4594306023005
2018-05,2153.8419762858543
2018-06,2159.8092847589032
2018-07,2117.498346520495
2018-08,2137.1898213682407
2018-09,2144.924024446415
2018-10,1975.2015277743224
2018-11,2033.3444925026624
2018-12,1951.987574140861
2019-01,2033.5259395541254
2019-02,2184.536230917363
2019-03,2180.075291526836
2019-04,2147.7897049815965
2019-05,2102.5851139735846
2019-06,2094.2891621077965
2019-07,2154.831405029816
2019-08,2134.3477056350202
2019-09,2148.620723530684
2019-10,2128.22053188172
2019-11,2100.295176452191
2019-12,2033.8066276442482
2020-01,1967.6021292929925
2020-02,1835.699995531559
2020-03,1427.2504466257096
2020-04,1614.373083701306
2020-05,1811.081289015515
2020-06,1757.9553804143593
2020-07,1730.3626242304142
2020-08,1896.474184515979
2020-09,1932.7204205140304
2020-10,2037.0246126707061
2020-11,2141.4348675123406
2020-12,2311.884109291182
2021-01,2269.602252049249
2021-02,2407.933946106451
2021-03,2392.9245149425633
2021-04,2573.9609596556247
2021-05,2661.6387823079476
2021-06,2780.8694926018934
2021-07,2628.2706135008007
2021-08,2670.682626793741
2021-09,2722.973888676542
2021-10,2845.7590895131193
2021-11,2811.636440000058
2021-12,2824.662260343609
2022-01,2735.3644543737146
2022-02,2652.191164700829
2022-03,2578.0363652033293
2022-04,2399.219454761957
2022-05,2218.938513112509
2022-06,2051.18773282801
2022-07,1998.5147692527364
2022-08,2096.08789616817
2022-09,1856.49203158797
2022-10,1626.1181267830711
2022-11,1698.2164863474445
2022-12,1629.590534334728
2023-01,1763.3584922349974
2023-02,1594.8827564162282
2023-03,1676.203600362632
2023-04,1644.575889742971
2023-05,1649.160273227696
2023-06,1722.9974277534238
2023-07,1869.6380809142272
