Date,ACWI
2007-09,159.10413947176028
2007-10,165.3111297209567
2007-11,158.00206498641185
2007-12,156.25302034721847
2008-01,143.45499457284788
2008-02,143.86050409414358
2008-03,141.7499929924628
2008-04,149.65762843086975
2008-05,151.9967892945478
2008-06,139.51615094267393
2008-07,135.89288020760338
2008-08,132.96356648095323
2008-09,116.34636982328072
2008-10,93.29191433821029
2008-11,87.16309435512164
2008-12,90.3221114229798
2009-01,82.60547566388041
2009-02,74.51666700939722
2009-03,80.6548928412615
2009-04,90.17554202413386
2009-05,99.1606944041136
2009-06,98.6053908051027
2009-07,107.28533711748572
2009-08,111.12208361398811
2009-09,116.2196986679161
2009-10,114.4241615161674
2009-11,119.12985518200529
2009-12,121.59659684789061
2010-01,116.34245471019901
2010-02,117.82412997476554
2010-03,125.40353197776517
2010-04,125.61531446558091
2010-05,113.70563481028907
2010-06,110.20304494145992
2010-07,119.16963429651909
2010-08,115.00371282354574
2010-09,126.00582257765558
2010-10,130.55966277731184
2010-11,127.65487745639797
2010-12,137.00250410979683
2011-01,139.1525259901238
2011-02,143.2053900565245
2011-03,143.06166599989524
2011-04,148.914628425625
2011-05,145.714398953694
2011-06,143.41821898915498
2011-07,141.08341648929112
2011-08,130.77716425243335
2011-09,118.42995585776373
2011-10,131.11946904824566
2011-11,127.1937075343102
2011-12,126.93709843830949
2012-01,134.3176382979957
2012-02,141.07566583961088
2012-03,142.01261480053697
2012-04,140.3890156770608
2012-05,127.80168432119903
2012-06,134.11399791430316
2012-07,135.94967820091108
2012-08,138.9061788216377
2012-09,143.2813857006106
2012-10,142.32571641843145
2012-11,144.14604092718577
2012-12,147.41110958307428
2013-01,154.20192370815326
2013-02,154.17757222040908
2013-03,156.9965408108905
2013-04,161.4815649241894
2013-05,161.0392754316414
2013-06,156.33208278936826
2013-07,163.81617210021
2013-08,160.40280105216073
2013-09,168.68825462001365
2013-10,175.46768091669773
2013-11,177.95297011177362
2013-12,181.02341233270974
2014-01,173.78213463211844
2014-02,182.1774463395171
2014-03,182.98719772649855
2014-04,184.72869297423387
2014-05,188.65780465705612
2014-06,192.21009902363795
2014-07,189.87885255393795
2014-08,194.07345475023627
2014-09,187.77961406814887
2014-10,189.10206762874583
2014-11,192.26548165994961
2014-12,188.55465619202377
2015-01,185.60741724445498
2015-02,195.94045316172193
2015-03,192.9037828948073
2015-04,198.5013795917564
2015-05,198.24240548326418
2015-06,193.57513868486492
2015-07,195.25627464543626
2015-08,181.87136588887367
2015-09,175.28239006936104
2015-10,189.03885156837
2015-11,187.47813920451188
2015-12,184.09733726857849
2016-01,172.9942957339994
2016-02,171.80353011253888
2016-03,184.53583223894813
2016-04,187.25978683260504
2016-05,187.49638463928733
2016-06,186.3605875882907
2016-07,194.39206734322127
2016-08,195.0457734813946
2016-09,196.24113754199118
2016-10,192.91038834803967
2016-11,194.37643494119607
2016-12,198.57529572075669
2017-01,204.00495865753163
2017-02,209.72756286986572
2017-03,212.29327447917302
2017-04,215.601794
2017-05,220.362897
2017-06,221.364985
2017-07,227.5514
2017-08,228.423175
2017-09,232.836314
2017-10,237.671238
2017-11,242.27213
2017-12,246.177972
2018-01,260.066498
2018-02,249.144155
2018-03,243.81079
2018-04,246.1390768298893
2018-05,246.446378259941
2018-06,245.11177443920235
2018-07,252.50354629028263
2018-08,254.48731065421214
2018-09,255.59489200483662
2018-10,236.4408833857848
2018-11,239.89892998518198
2018-12,223.001776
2019-01,240.60990221271445
2019-02,247.04553063412015
2019-03,250.15237624035132
2019-04,258.59892790951517
2019-05,243.25909050068162
2019-06,259.18760150040333
2019-07,259.9470607363146
2019-08,253.78051899234057
2019-09,259.1204548442262
2019-10,266.21225033469153
2019-11,272.7108798598821
2019-12,282.3144533420342
2020-01,279.19602788017386
2020-02,256.6454250384198
2020-03,221.99744152361222
2020-04,245.77893129571055
2020-05,256.4681074852803
2020-06,264.66290335178525
2020-07,278.6601385059216
2020-08,295.71556269970426
2020-09,286.1807444519168
2020-10,279.22409269803626
2020-11,313.64207134234505
2020-12,328.20430523919345
2021-01,326.7116169772673
2021-02,334.2793860355935
2021-03,343.2077678674786
2021-04,358.213679083229
2021-05,363.78834857070024
2021-06,368.5821
2021-07,371.12192187702846
2021-08,380.41085208111366
2021-09,364.69617442049497
2021-10,383.3115513556124
2021-11,374.081235
2021-12,389.0446703921666
2022-01,369.93775234909987
2022-02,360.383279585631
2022-03,368.1888268071734
2022-04,338.7183176135731
2022-05,339.11470723303245
2022-06,310.52857188985877
2022-07,332.2135659148141
2022-08,319.98315731090736
2022-09,289.35139289309535
2022-10,306.81289274464564
2022-11,330.6103419242104
2022-12,317.6005075216425
2023-01,340.36511487032925
2023-02,330.61024999027796
2023-03,340.803817321129
2023-04,345.70204162772535
2023-05,341.9993927993761
2023-06,361.8561988752886
2023-07,375.1030143803509
