Date,ACWI
2000-12,100.0
2001-01,102.51438661941089
2001-02,93.86887316023207
2001-03,87.51616217450588
2001-04,93.85252410569407
2001-05,92.75040138158303
2001-06,89.88213636483366
2001-07,88.4466056762299
2001-08,84.3523709916124
2001-09,76.62533999734704
2001-10,78.24186182779827
2001-11,83.0308989081607
2001-12,83.79099276952061
2002-01,81.47769199196495
2002-02,80.85530921422422
2002-03,84.47732735090963
2002-04,81.76966001298271
2002-05,81.8334693565948
2002-06,76.80907475437638
2002-07,70.35079167251834
2002-08,70.50716811792796
2002-09,62.75022525180151
2002-10,67.35297133771715
2002-11,71.01288427606221
2002-12,67.6052248812229
2003-01,65.61504691372244
2003-02,64.43832617117414
2003-03,64.16005873595847
2003-04,69.84663744607312
2003-05,73.86323330048485
2003-06,75.2455432912074
2003-07,76.89195906941558
2003-08,78.68988626114457
2003-09,79.1678226907248
2003-10,83.94764354477282
2003-11,85.20530907346524
2003-12,90.58158208133365
2004-01,92.11211636423292
2004-02,93.77933123541133
2004-03,93.24344840253612
2004-04,91.05342393376417
2004-05,91.76042954583671
2004-06,93.57581002626743
2004-07,90.5811178059561
2004-08,91.13309827637012
2004-09,93.02519453724034
2004-10,95.29896915160646
2004-11,100.49337613685734
2004-12,104.38082275102555
2005-01,102.16725182758627
2005-02,105.70725656689206
2005-03,103.37787069289887
2005-04,101.09731110324047
2005-05,102.98533242735944
2005-06,104.02578762036346
2005-07,107.8731384380823
2005-08,108.6922424662419
2005-09,111.96252178366429
2005-10,108.94674542592638
2005-11,112.913845066298
2005-12,115.69076097409868
2006-01,121.38580887703861
2006-02,121.20753336228057
2006-03,123.7572663279524
2006-04,127.87644836792327
2006-05,122.83527839502862
2006-06,122.7823344798183
2006-07,123.62032158356597
2006-08,126.82457679439246
2006-09,128.3025045309979
2006-10,133.11522995040463
2006-11,136.8785456710735
2006-12,139.9328284024552
2007-01,141.3250328273319
2007-02,140.58091102028422
2007-03,143.40041848013567
2007-04,149.76589553947449
2007-05,154.2187275090531
2007-06,153.76547498969472
2007-07,151.41728287766148
2007-08,150.99836256293028
