Date,WORLD ex EMU
1987-12,43.38602829
1988-01,44.95416418
1988-02,47.25891961
1988-03,48.76205701
1988-04,49.35323366
1988-05,48.31743536
1988-06,48.17865491
1988-07,49.18156725
1988-08,46.3223522
1988-09,48.17906866
1988-10,51.18278472
1988-11,53.10072393
1988-12,53.505304370000005
1989-01,55.73754272
1989-02,55.40175361
1989-03,54.94914193
1989-04,56.10192146
1989-05,54.80044642
1989-06,53.80623795
1989-07,59.99387165
1989-08,58.37464679
1989-09,59.920965620000004
1989-10,58.01826518
1989-11,60.16288032
1989-12,61.38846983
1990-01,58.21098385
1990-02,55.55711367
1990-03,51.24093557
1990-04,50.41385135
1990-05,56.374813599999996
1990-06,55.70391583
1990-07,55.891868450000004
1990-08,50.97171992
1990-09,45.81040044
1990-10,50.03154559
1990-11,49.14297208
1990-12,50.49845485
1991-01,52.45125108
1991-02,57.25954986
1991-03,56.01935879
1991-04,56.53296051
1991-05,57.64730105
1991-06,54.29015001
1991-07,56.93361009
1991-08,56.57092319
1991-09,57.99071334
1991-10,59.201275710000004
1991-11,56.24892318
1991-12,60.320202540000004
1992-01,58.962566699999996
1992-02,57.57642286
1992-03,54.65318417
1992-04,55.36242267
1992-05,57.442478550000004
1992-06,55.24481451
1992-07,55.80729207
1992-08,57.35835165
1992-09,56.95086751
1992-10,55.63492113
1992-11,56.84954336
1992-12,57.33313875
1993-01,57.34369231
1993-02,58.49306883
1993-03,62.06820925
1993-04,65.26009317
1993-05,66.99746748
1993-06,66.50270852
1993-07,67.95627059
1993-08,70.49260269999999
1993-09,69.04240543
1993-10,70.83945224
1993-11,66.62630446
1993-12,69.62388714000001
1994-01,74.52396457
1994-02,73.62545607
1994-03,69.93438672
1994-04,71.81288068
1994-05,72.53320101
1994-06,72.52971298
1994-07,73.38949256000001
1994-08,75.70975481
1994-09,73.92671199
1994-10,75.91319509
1994-11,72.55256425
1994-12,73.29187712
1995-01,72.05511908
1995-02,72.93279226
1995-03,76.63640411
1995-04,79.19869496
1995-05,79.79862361
1995-06,79.64408214
1995-07,83.52048176
1995-08,82.04071206
1995-09,84.67137494
1995-10,83.29939368000001
1995-11,86.570217
1995-12,88.95250973
1996-01,90.35705529
1996-02,90.79351677
1996-03,92.43394403
1996-04,94.75447237
1996-05,94.65076877
1996-06,94.98957771
1996-07,91.39439285
1996-08,92.47134221
1996-09,96.20990899
1996-10,96.80706372
1996-11,102.22951351
1996-12,100.0
1997-01,101.12682505000001
1997-02,102.38491045
1997-03,99.24873007000001
1997-04,103.41849823
1997-05,110.37237737
1997-06,115.56070444000001
1997-07,120.69807238114738
1997-08,112.80986740954117
1997-09,118.03408753217806
1997-10,112.00109814635515
1997-11,113.91843883506648
1997-12,114.77328255055022
1998-01,117.6338173485656
1998-02,125.26141471587297
1998-03,129.2664073018942
1998-04,129.8533725758671
1998-05,126.45230487593211
1998-06,129.72983870615573
1998-07,128.44279659346972
1998-08,111.62398227764048
1998-09,115.05673944651791
1998-10,125.73463695822619
1998-11,133.16943401660282
1998-12,139.40951512565553
1999-01,143.35653956374816
1999-02,140.2134881974308
1999-03,147.24032063151526
1999-04,153.39902540249264
1999-05,148.0409940466937
1999-06,155.52046978308178
1999-07,155.0349962653324
1999-08,153.98604679564204
1999-09,152.31881132070905
1999-10,160.53661720746533
1999-11,164.76288178305916
1999-12,176.13011462975635
2000-01,166.16592063142426
2000-02,163.29817538207294
2000-03,177.35479187355918
2000-04,170.0893341275897
2000-05,164.89040736663512
2000-06,170.5983982920416
2000-07,165.83213401875284
2000-08,173.26272761189063
2000-09,163.91122671632107
2000-10,161.00295117669666
2000-11,150.40483664399903
2000-12,151.1472136692295
2001-01,154.52329303328443
2001-02,141.92367056364264
2001-03,132.88268953285777
2001-04,142.47465652695755
2001-05,142.21125157918698
2001-06,137.94970675644245
2001-07,135.6195038863688
2001-08,128.79838011217828
2001-09,118.43339963699505
2001-10,120.11405089190298
2001-11,127.42668277110886
2001-12,127.72166528581471
2002-01,124.42882534871927
2002-02,123.25715668997213
2002-03,128.36838599278505
2002-04,123.59358379568357
2002-05,123.90893833787185
2002-06,115.73738565728596
2002-07,107.08076983073138
2002-08,107.14985662078263
2002-09,96.33734935012492
2002-10,102.66536284814578
2002-11,107.99910722590054
2002-12,102.73380068753654
2003-01,99.63967673669282
2003-02,98.26536940920673
2003-03,98.3504365954675
2003-04,106.00341602635521
2003-05,111.83183316421191
2003-06,113.81600387564434
2003-07,116.0286285076642
2003-08,118.90984969443812
2003-09,119.68643499538885
2003-10,126.49944088385631
2003-11,127.6812195710037
2003-12,135.13328047218204
2004-01,137.27293001865888
2004-02,139.5168667897322
2004-03,139.37179572524084
2004-04,136.3614735390508
2004-05,137.50645484659444
2004-06,140.25615757104498
2004-07,135.81089202660738
2004-08,136.5601349953697
2004-09,138.58057931797623
2004-10,141.35114833484332
2004-11,148.23943434415295
2004-12,153.5483289486868
2005-01,150.0710198320846
2005-02,154.41249892635008
2005-03,151.5505472587509
2005-04,148.74554216029154
2005-05,151.56633717453948
2005-06,152.67200061857613
2005-07,157.67283981707334
2005-08,158.9761729159863
2005-09,163.0847104594044
2005-10,159.54094237724706
2005-11,165.12714892542323
2005-12,168.306569539387
2006-01,175.0653792441884
2006-02,174.47029668318706
2006-03,177.63283201716862
2006-04,182.6407616948888
2006-05,176.23676865512292
2006-06,176.15180615241593
2006-07,177.17849470683743
2006-08,181.3839638830728
2006-09,183.40282968938308
2006-10,190.06579064381415
2006-11,194.10466629665729
2006-12,197.5112830884088
2007-01,200.04530828957084
2007-02,198.7791006913181
2007-03,201.65596985733484
2007-04,209.36991991741667
2007-05,215.3320451802536
2007-06,213.50196560757675
2007-07,208.82626026363644
2007-08,209.08197522852993
2007-09,218.55908323595992
2007-10,224.44976124000132
2007-11,214.27475099620045
2007-12,211.30379252873422
2008-01,197.0676368282046
2008-02,195.14256671978396
2008-03,192.21196655857128
2008-04,202.7571922900884
2008-05,206.19809101937918
2008-06,190.83889040259368
2008-07,186.19027851268498
2008-08,184.74429110714513
2008-09,164.05240744274565
2008-10,134.47047175004482
2008-11,125.78330807585037
2008-12,128.3876076414358
2009-01,118.41214409039982
2009-02,106.59106491873284
2009-03,114.41858433805311
2009-04,126.37300676102683
2009-05,137.22024387676245
2009-06,137.15776534627787
2009-07,148.23032919987537
2009-08,153.6105185687846
2009-09,159.0728848137418
2009-10,156.77495747519535
2009-11,163.39648072632468
2009-12,166.57704449312783
2010-01,160.7903410480908
2010-02,164.49812944259668
2010-03,174.47829318838427
2010-04,175.74178056656123
2010-05,159.92236186176694
2010-06,153.9260057736747
2010-07,165.22869210294758
2010-08,159.70995565717317
2010-09,173.65201100109581
2010-10,179.59422451896833
2010-11,178.37453547887617
2010-12,191.1704230156515
2011-01,194.14795662729645
2011-02,201.1946340114986
2011-03,198.87488383131713
2011-04,205.99527423762342
2011-05,202.86119989758
2011-06,199.15052678183818
2011-07,197.08173840262387
2011-08,184.96255344754022
2011-09,169.9505628206427
2011-10,186.92955354964008
2011-11,183.2612548665547
2011-12,184.11199074928115
2012-01,193.04896961729045
2012-02,202.05780395804956
2012-03,205.1643266923808
2012-04,204.09584260297822
2012-05,187.6428345532286
2012-06,196.31467675669995
2012-07,199.18078037852948
2012-08,203.2667462058391
2012-09,208.69613491440217
2012-10,206.45559907959267
2012-11,208.57405120172163
2012-12,211.95325516439547
2013-01,222.46288013148472
2013-02,224.293200798919
2013-03,230.76762301110477
2013-04,237.27712573248166
2013-05,236.91597927631005
2013-06,231.94779933942402
2013-07,243.1366279858564
2013-08,237.84174990389783
2013-09,248.49859144019862
2013-10,257.53362431875746
2013-11,262.2257644546329
2013-12,267.80814176557635
2014-01,258.12454651167707
2014-02,270.1811494628532
2014-03,270.5935294017203
2014-04,273.10167319097934
2014-05,278.91528795422977
2014-06,284.85856966030656
2014-07,281.9690294987273
2014-08,289.033883968977
2014-09,281.42637600936945
2014-10,284.77159027464535
2014-11,289.6476632608622
2014-12,286.34595940367274
2015-01,280.43332632452825
2015-02,296.57685598903345
2015-03,291.8545882281727
2015-04,298.51269242946785
2015-05,300.3813015378681
2015-06,293.4163127321565
2015-07,297.90155106874704
2015-08,278.3943186683563
2015-09,268.6148169884957
2015-10,289.67532878767986
2015-11,288.6504638574947
2015-12,284.06990610804604
2016-01,267.34044579359465
2016-02,266.0115385625942
2016-03,283.72389234699176
2016-04,288.1648279304139
2016-05,290.26050153337695
2016-06,288.911949838043
2016-07,300.56510634179165
2016-08,300.49465692028446
2016-09,301.94602620982
2016-10,295.8073367319682
2016-11,301.9447623218977
2016-12,307.7271922255099
2017-01,315.53124023230856
2017-02,325.0199417996577
2017-03,326.4605412678528
2017-04,330.158376
2017-05,335.914609
2017-06,337.917357
2017-07,345.39795
2017-08,345.77302
2017-09,352.758354
2017-10,359.905504
2017-11,368.669417
2017-12,374.449097
2018-01,393.316454
2018-02,377.928227
2018-03,369.224038
2018-04,372.4957586885051
2018-05,377.674857860178
2018-06,377.9032016983662
2018-07,389.42492427991
2018-08,396.5507552658397
2018-09,399.26996224105847
2018-10,370.65416871795037
2018-11,375.79776856003815
2018-12,346.048051962592
2019-01,373.4435658845782
2019-02,384.60902391800573
2019-03,390.32843034408563
2019-04,403.5060689999086
2019-05,380.546605302014
2019-06,405.2453350627295
2019-07,408.5267530622228
2019-08,400.29631966866947
2019-09,408.55171591294885
2019-10,418.4479271187801
2019-11,430.77940906707755
2019-12,443.7078072862507
2020-01,442.26582491566654
2020-02,405.02811403986567
2020-03,353.35196796766417
2020-04,393.7687186912423
2020-05,412.1541593368789
2020-06,421.6031419316011
2020-07,442.23747602363886
2020-08,472.7595416864704
2020-09,456.59907836180304
2020-10,444.15297223272694
2020-11,497.471203827055
2020-12,518.5290693152986
2021-01,513.9649687094706
2021-02,526.6111439409852
2021-03,544.1995387692718
2021-04,569.5376559733049
2021-05,576.0880174402819
2021-06,586.920699
2021-07,597.7408257426266
2021-08,612.9393934735584
2021-09,588.1343691469418
2021-10,622.5172013870223
2021-11,611.3018046874653
2021-12,636.3681197484725
2022-01,602.4160758011598
2022-02,588.7249885720257
2022-03,607.4391370049242
2022-04,556.2389115999188
2022-05,555.5839318913878
2022-06,508.92202179550185
2022-07,550.8871142663121
2022-08,528.9318308079833
2022-09,479.4947787396124
2022-10,513.2015839189744
2022-11,546.1142266329052
2022-12,520.7241585840577
2023-01,555.2111253337613
2023-02,540.8909799611628
2023-03,557.55890817479
2023-04,566.5104078297056
2023-05,563.8163485537932
2023-06,597.8119086342379
2023-07,618.1160041403773
