Date,ACWI ex CANADA
2000-12,100.0
2001-01,102.46008319722134
2001-02,94.00013048116594
2001-03,87.68703846291581
2001-04,94.03781021783885
2001-05,92.87479488953592
2001-06,90.01754243096161
2001-07,88.55836713762464
2001-08,84.47434444910485
2001-09,76.73931349733415
2001-10,78.39019286940254
2001-11,83.1396114947757
2001-12,83.8895465176277
2002-01,81.53752474415684
2002-02,80.92001292893134
2002-03,84.56088746042423
2002-04,81.80723023400611
2002-05,81.83431618792923
2002-06,76.80175888068668
2002-07,70.39233528045074
2002-08,70.53369533190894
2002-09,62.72918759536082
2002-10,67.39093394661829
2002-11,71.04713843344472
2002-12,67.57670597906409
2003-01,65.500185108633
2003-02,64.24297981130523
2003-03,63.979931575443665
2003-04,69.69057127690972
2003-05,73.6508829816198
2003-06,75.01534712762522
2003-07,76.69205344790417
2003-08,78.4313543053897
2003-09,78.88584489646666
2003-10,83.63477284131169
2003-11,84.85637165595314
2003-12,90.23044334568071
2004-01,91.77015029153442
2004-02,93.42275906565968
2004-03,92.88700006702175
2004-04,90.85009099432075
2004-05,91.51278247511387
2004-06,93.27079837819802
2004-07,90.20649133510294
2004-08,90.77053252238849
2004-09,92.52153311097616
2004-10,94.68201142686819
2004-11,99.88133032546315
2004-12,103.80378525567593
2005-01,101.65783907156617
2005-02,105.09628479801259
2005-03,102.671251
2005-04,100.50572469376996
2005-05,102.37350246193199
2005-06,103.25696242082851
2005-07,107.01943884259182
2005-08,107.66017843659927
2005-09,110.79405498453835
2005-10,107.97904773712189
2005-11,111.85064667178989
2005-12,114.5306936306029
2006-01,120.02342089349204
2006-02,119.91592959678354
2006-03,122.46192637761051
2006-04,126.475657467633
2006-05,121.43552215943559
2006-06,121.4536423276517
2006-07,122.30028590625659
2006-08,125.40823765739071
2006-09,127.05909538665047
2006-10,131.78115261114044
2006-11,135.50572893456885
2006-12,138.6654954189391
2007-01,140.10461896361144
2007-02,139.3102316244245
2007-03,142.07187811478892
2007-04,148.28648139668155
2007-05,152.42927400663788
2007-06,151.97478490237202
