Date,KUKJE INDEX (ACWI ex Korea)
2007-09,1706.5786186793205
2007-10,1772.2507334513002
2007-11,1695.413943210972
2007-12,1676.755062999327
2008-01,1540.9634347712574
2008-02,1544.1053840718719
2008-03,1522.16985490525
2008-04,1606.6907075683237
2008-05,1632.655385871261
2008-06,1499.596143659985
2008-07,1460.4519187110943
2008-08,1431.5275999928522
2008-09,1252.2807075721335
2008-10,1005.2118377631376
2008-11,940.4748200152789
2008-12,972.8561784060538
2009-01,889.1837047004459
2009-02,803.0945582667094
2009-03,867.4298283379507
2009-04,968.6047262178682
2009-05,1066.0072060589011
2009-06,1060.1139722804858
2009-07,1151.8872395837495
2009-08,1193.5330078725854
2009-09,1246.8575029686483
2009-10,1228.6218026680997
2009-11,1279.8250093822096
2009-12,1305.0627636785478
2010-01,1248.7009306342882
2010-02,1265.0103133024065
2010-03,1345.7873894603
2010-04,1346.8155704721232
2010-05,1220.0218198517007
2010-06,1181.5816149853733
2010-07,1277.8471783170494
2010-08,1232.9697189741537
2010-09,1350.4065073824838
2010-10,1399.7392017339096
2010-11,1368.0143436641902
2010-12,1467.220648549379
2011-01,1489.96642637182
2011-02,1536.0451980290477
2011-03,1531.2777368430009
2011-04,1593.1655373678257
2011-05,1559.3602615026484
2011-06,1534.896406916151
2011-07,1508.8475844832474
2011-08,1400.5660124715469
2011-09,1269.301437099971
2011-10,1404.2375353598773
2011-11,1363.1333156733424
2011-12,1360.787651677182
2012-01,1438.692237552106
2012-02,1511.1260859617742
2012-03,1521.525101990092
2012-04,1503.744663817041
2012-05,1369.6450763069126
2012-06,1437.836638247906
2012-07,1456.8908093219163
2012-08,1489.451653128743
2012-09,1535.2759871837206
2012-10,1525.71917712479
2012-11,1544.8256594080935
2012-12,1578.9346054388973
2013-01,1654.3848096811682
2013-02,1652.601656566408
2013-03,1684.8082718700384
2013-04,1734.5786626270558
2013-05,1729.6009962989278
2013-06,1680.6553965845999
2013-07,1761.422517300682
2013-08,1722.9996411259028
2013-09,1811.5105712468942
2013-10,1884.1682551392557
2013-11,1910.9127072431113
2013-12,1945.045351311893
2014-01,1867.7772956618048
2014-02,1958.469203218316
2014-03,1967.2584081372524
2014-04,1985.7413007387072
2014-05,2027.4214629576754
2014-06,2065.967661525187
2014-07,2039.8326799486263
2014-08,2085.978534365409
2014-09,2020.1223897532302
2014-10,2035.630998171849
2014-11,2071.030908865273
2014-12,2031.21264289241
2015-01,1998.220492157795
2015-02,2111.0725144243524
2015-03,2077.4391894444957
2015-04,2136.4886827271635
2015-05,2135.6649586692192
2015-06,2086.020126162905
2015-07,2107.01068944004
2015-08,1962.2462947588033
2015-09,1889.6320608659714
2015-10,2036.9420364102643
2015-11,2020.9886174775656
2015-12,1984.5528271530418
2016-01,1864.7348544713004
2016-02,1852.3775956049433
2016-03,1987.7857758179796
2016-04,2017.7453085236518
2016-05,2021.8428779877065
2016-06,2008.1866470237699
2016-07,2094.169240228626
2016-08,2100.266729099787
2016-09,2112.8802666161578
2016-10,2077.701668775243
2016-11,2094.6228915427005
2016-12,2140.3985699658806
2017-01,2197.289464279133
2017-02,2258.8299145441433
2017-03,2284.994069887269
2017-04,2320.818108
2017-05,2369.788384
2017-06,2380.348189
2017-07,2446.705375
2017-08,2457.343387
2017-09,2504.76419
2017-10,2553.987521
2017-11,2604.352064
2017-12,2645.800711
2018-01,2796.036062
2018-02,2679.720632
2018-03,2620.119527
2018-04,2644.257075956168
2018-05,2650.2728971898428
2018-06,2638.913629432489
2018-07,2720.5594539063263
2018-08,2741.4481341117216
2018-09,2753.402947293575
2018-10,2550.2220565896696
2018-11,2586.772097403009
2018-12,2402.454995
2019-01,2591.191873930709
2019-02,2662.505946175148
2019-03,2697.862739696664
2019-04,2790.203937548156
2019-05,2626.112423427703
2019-06,2797.2198851876365
2019-07,2808.0988084336045
2019-08,2742.5161671844176
2019-09,2798.3507223946235
2019-10,2874.206778420356
2019-11,2946.000040860668
2019-12,3047.0781617412176
2020-01,3015.283117508394
2020-02,2771.4358055721605
2020-03,2396.5387439379097
2020-04,2654.1458300003196
2020-05,2770.3689781028843
2020-06,2857.032015891867
2020-07,3007.334053700731
2020-08,3193.1819406409777
2020-09,3087.34604736735
2020-10,3010.853126203852
2020-11,3379.3522611942462
2020-12,3529.62545028682
2021-01,3512.5296197147272
2021-02,3595.258800148768
2021-03,3692.877163205791
2021-04,3855.262328751548
2021-05,3916.01474076187
2021-06,3967.570361
2021-07,3999.295255493403
2021-08,4102.039461114966
2021-09,3934.158525638713
2021-10,4139.439979568068
2021-11,4041.04145
2021-12,4201.35494375766
2022-01,3998.224433052466
2022-02,3893.1436369031367
2022-03,3978.7231698151786
2022-04,3659.3157088949424
2022-05,3662.6878177772533
2022-06,3358.6251994432705
2022-07,3593.692769675224
2022-08,3461.2172531704
2022-09,3133.8921736096077
2022-10,3322.143247741232
2022-11,3576.880433944253
2022-12,3436.6891668925864
2023-01,3680.7122463993746
2023-02,3577.283137810815
2023-03,3686.7642818715835
2023-04,3740.9046321758983
2023-05,3697.9953677508715
2023-06,3915.380659322316
2023-07,4057.2556821607786
