Date,ACWI ex NEW ZEALAND
1998-12,1000.0
1999-01,1019.675522852874
1999-02,993.5068177031112
1999-03,1038.7838881614227
1999-04,1083.1826901135537
1999-05,1045.4513438389292
1999-06,1097.620247034366
1999-07,1092.3831477393585
1999-08,1091.0871322498072
1999-09,1079.0893773887299
1999-10,1132.9537589059182
1999-11,1167.7229682623454
1999-12,1264.4190312492742
2000-01,1195.4426099624015
2000-02,1199.1572018302093
2000-03,1278.2075167096648
2000-04,1220.580964537095
2000-05,1189.4506815752504
2000-06,1229.3513911000227
2000-07,1192.528715347366
2000-08,1229.8474547728852
2000-09,1161.9121925550958
2000-10,1138.5533549622392
2000-11,1067.6166311555833
2000-12,1084.871229120344
2001-01,1112.1583504523421
2001-02,1018.4416673409258
2001-03,949.514438134227
2001-04,1018.2565852275529
2001-05,1006.3537613461226
2001-06,974.9395937324323
2001-07,959.6286907593203
2001-08,915.1796793732766
2001-09,831.4057293533632
2001-10,848.9028101086072
2001-11,900.8374419537155
2001-12,909.0982641187948
2002-01,883.9682574669578
2002-02,877.2129767703549
2002-03,916.509610452733
2002-04,887.1087835956087
2002-05,887.7442354859722
2002-06,833.2165132259636
2002-07,763.1560061958711
2002-08,764.8297294717069
2002-09,680.6476188142461
2002-10,730.5683483941953
2002-11,770.298958630963
2002-12,733.289346771174
2003-01,711.6430811883193
2003-02,698.8922596780484
2003-03,695.8606559185029
2003-04,757.5566193291962
2003-05,801.1029781428892
2003-06,816.0659614649065
2003-07,833.9636007446953
2003-08,853.4689508213377
2003-09,858.6388228776927
2003-10,910.5056542484161
2003-11,924.0750646748007
2003-12,982.4249996640184
2004-01,999.006437118773
2004-02,1017.0908202994673
2004-03,1011.2276927656151
2004-04,987.5028559854686
2004-05,995.1874268450508
2004-06,1014.8468146071722
2004-07,982.3264451765943
2004-08,988.3117230369878
2004-09,1008.7901873139612
2004-10,1033.4706811670098
2004-11,1089.7482520127348
2004-12,1131.9054361705737
2005-01,1107.8983683826661
2005-02,1146.2442434510656
2005-03,1121.0489343680474
2005-04,1096.2816941208057
2005-05,1116.8102731896186
2005-06,1128.052446220386
2005-07,1169.7887487087532
2005-08,1178.6703605972937
2005-09,1214.1378940545778
2005-10,1181.44088811886
2005-11,1224.4977474129341
2005-12,1254.644618201428
2006-01,1316.4760199712866
2006-02,1314.5693165998127
2006-03,1342.2392597416763
2006-04,1386.8856433996345
2006-05,1332.2443710026187
2006-06,1331.724535722198
2006-07,1340.7969184856197
2006-08,1375.5350813803425
2006-09,1391.546350729211
2006-10,1443.7100477419947
2006-11,1484.509951412753
2006-12,1517.5763936147969
2007-01,1532.6860948643478
2007-02,1524.6313692318097
2007-03,1555.1978076137932
2007-04,1624.2134663514348
2007-05,1672.5062676378166
2007-06,1667.5478485481576
2007-07,1642.0750081295146
2007-08,1637.6687750441492
2007-09,1725.4968980580293
2007-10,1792.8714243294974
2007-11,1713.5752855592807
2007-12,1694.5983123549831
2008-01,1555.792663356943
2008-02,1560.2099663776833
2008-03,1537.361313631022
2008-04,1623.1484129859805
2008-05,1648.5270346320226
2008-06,1513.231337122642
2008-07,1473.9073350279168
2008-08,1442.1575308067925
2008-09,1261.9263552848845
2008-10,1011.884313732273
2008-11,945.4095320579976
2008-12,979.6772895435374
2009-01,895.9697325868955
2009-02,808.2360854790701
2009-03,874.7845006191396
2009-04,978.0524183642179
2009-05,1075.5158513635574
2009-06,1069.4716113092502
2009-07,1163.6124687231325
2009-08,1205.2087404392698
2009-09,1260.4801163646616
2009-10,1240.9895984881741
2009-11,1292.0796859189718
2009-12,1318.823479850947
2010-01,1261.8497050488877
2010-02,1277.9332018148987
2010-03,1360.1534612159269
2010-04,1362.4313704896556
2010-05,1233.2789909053276
2010-06,1195.278167348305
2010-07,1292.5353775654617
2010-08,1247.3501075207425
2010-09,1366.6823609530602
2010-10,1416.0558242162838
2010-11,1384.5457800142117
2010-12,1485.939715256173
2011-01,1509.262321275174
2011-02,1553.2435705639425
2011-03,1551.659712302371
2011-04,1615.1144811988438
2011-05,1580.3526610913302
2011-06,1555.4503610164968
2011-07,1530.0747024594116
2011-08,1418.2733079478664
2011-09,1284.360324196594
2011-10,1422.0317762170905
2011-11,1379.4773072291598
2011-12,1376.6740659302573
2012-01,1456.7120436790033
2012-02,1530.01466129091
2012-03,1540.1439431435379
2012-04,1522.523573852122
2012-05,1386.0154603667556
2012-06,1454.4987284801323
2012-07,1474.3703288655981
2012-08,1506.4457738533765
2012-09,1553.867884837519
2012-10,1543.4901642684436
2012-11,1563.2303166251515
2012-12,1598.6417102800506
2013-01,1672.246724903082
2013-02,1671.9953032903964
2013-03,1702.564922531206
2013-04,1751.1747733137938
2013-05,1746.486547305297
2013-06,1695.4394243444308
2013-07,1776.618839096396
2013-08,1739.5941305061024
2013-09,1829.3754927535804
2013-10,1902.9155936683917
2013-11,1929.9264751768787
2013-12,1963.243942001729
2014-01,1884.663492620432
2014-02,1975.6874465665335
2014-03,1984.4130187397575
2014-04,2003.2683516758493
2014-05,2045.9608930052948
2014-06,2084.4919027446317
2014-07,2059.2145920964354
2014-08,2104.7384148318843
2014-09,2036.5126223548086
2014-10,2050.866329109804
2014-11,2085.1891300356497
2014-12,2044.890797639587
2015-01,2012.9398866473812
2015-02,2125.0162616412995
2015-03,2092.1020626891923
2015-04,2152.8271063219713
2015-05,2150.092950684244
2015-06,2099.528735402175
2015-07,2117.7550774806573
2015-08,1972.5701233281782
2015-09,1901.1005350246858
2015-10,2050.235532964155
2015-11,2033.3318477256034
2015-12,1996.5865594336092
2016-01,1876.1947002580885
2016-02,1863.217930685139
2016-03,2001.2197417470513
2016-04,2030.7477962690698
2016-05,2033.3179089144103
2016-06,2020.95064930656
2016-07,2107.9681808220676
2016-08,2115.0315922416426
2016-09,2128.008244765494
2016-10,2091.9465681726347
2016-11,2107.8925872021136
2016-12,2153.48867302973
2017-01,2212.2954835596415
2017-02,2274.393014556175
2017-03,2302.3183147975587
2017-04,2338.207729
2017-05,2389.84778
2017-06,2400.65289
2017-07,2467.740961
2017-08,2477.235303
2017-09,2525.129882
2017-10,2577.677772
2017-11,2627.596728
2017-12,2669.869113
2018-01,2820.523416
2018-02,2702.111501
2018-03,2644.259408
2018-04,2669.528146650339
2018-05,2672.806028894298
2018-06,2658.285591299286
2018-07,2738.513133517616
2018-08,2759.9510305657436
2018-09,2772.0104184368975
2018-10,2564.29295099529
2018-11,2601.757998457202
2018-12,2418.413744
2019-01,2609.4066003887506
2019-02,2679.1760978088532
2019-03,2712.7802279038688
2019-04,2804.4329510280495
2019-05,2637.9960077399296
2019-06,2810.7561282032248
2019-07,2818.9156196526483
2019-08,2752.140675195762
2019-09,2810.088839862348
2019-10,2887.0125350172407
2019-11,2957.340050822976
2019-12,3061.445111264355
2020-01,3027.6182108339353
2020-02,2783.005878311349
2020-03,2407.2385268923117
2020-04,2665.119866567374
2020-05,2781.057365547652
2020-06,2869.7078046340125
2020-07,3021.469273960261
2020-08,3206.5397285223717
2020-09,3103.2589338789057
2020-10,3027.7487897776386
2020-11,3400.945289519954
2020-12,3558.987746189174
2021-01,3542.751078132866
2021-02,3625.1915768011963
2021-03,3722.11805008977
2021-04,3884.872234895449
2021-05,3945.5889144438393
2021-06,3997.6246
2021-07,4025.200750036022
2021-08,4125.903248138256
2021-09,3955.4086394079814
2021-10,4157.382627914886
2021-11,4057.359028
2021-12,4219.740286635466
2022-01,4012.713948322626
2022-02,3908.9287636538916
2022-03,3993.6000249679223
2022-04,3673.973773634465
2022-05,3678.3072234266983
2022-06,3368.209237413742
2022-07,3603.4242966268935
2022-08,3470.752857021503
2022-09,3138.533550272142
2022-10,3327.9209202338197
2022-11,3585.9592339463275
2022-12,3444.7458283837314
2023-01,3691.641418584186
2023-02,3585.843147091397
2023-03,3696.399895163172
2023-04,3749.5446741062815
2023-05,3709.5382558965343
2023-06,3924.9928290523562
2023-07,4068.7035358960943
