Date,ACWI ex DENMARK
2019-11,2949.935210142564
2019-12,3053.6404887381696
2020-01,3019.438761721997
2020-02,2775.2359299934524
2020-03,2399.0245352552133
2020-04,2656.3812417960394
2020-05,2771.406835834146
2020-06,2860.1512290409128
2020-07,3010.6861179022594
2020-08,3195.3295615225015
2020-09,3091.3713517346105
2020-10,3016.2915025510733
2020-11,3388.650974504077
2020-12,3545.4560823347388
2021-01,3530.122824492859
2021-02,3612.486411587383
2021-03,3709.3607253598293
2021-04,3870.953191833191
2021-05,3930.577675512098
2021-06,3982.27635
2021-07,4008.620146190993
2021-08,4108.629009170083
2021-09,3939.308864063609
2021-10,4139.947840775185
2021-11,4041.28651
2021-12,4202.552011718102
2022-01,3997.9577975703514
2022-02,3893.7262670128503
2022-03,3977.552129653564
2022-04,3657.9295554738524
2022-05,3663.2327651122177
2022-06,3353.6874093041984
2022-07,3587.6495237471227
2022-08,3456.575656284415
2022-09,3126.2096184150796
2022-10,3314.1399219635578
2022-11,3570.240512221213
2022-12,3427.109050094577
2023-01,3674.1834219019693
2023-02,3567.430553855587
2023-03,3676.1683374921076
2023-04,3728.2444066698504
2023-05,3689.242545602712
2023-06,3904.569633238083
2023-07,4048.3604726565773
