Date,ACWI ex DENMARK
1998-12,1000.0
1999-01,1019.9649260014106
1999-02,994.0503311779781
1999-03,1039.5068529735734
1999-04,1083.9185397601047
1999-05,1045.999120317913
1999-06,1098.3289533208822
1999-07,1092.8564384210329
1999-08,1091.5060982781501
1999-09,1079.291997279116
1999-10,1133.2877705170847
1999-11,1168.0531856827265
1999-12,1264.892096134961
2000-01,1195.8273822721237
2000-02,1199.3603814765452
2000-03,1278.2761550761015
2000-04,1220.881334657553
2000-05,1189.3012211676023
2000-06,1229.3734491733205
2000-07,1192.3334062775798
2000-08,1229.452108305808
2000-09,1161.3500011302458
2000-10,1138.0900620871535
2000-11,1067.1917703992422
2000-12,1084.3464244894064
2001-01,1111.250568980622
2001-02,1017.6547813691292
2001-03,948.948951351775
2001-04,1017.8545231487919
2001-05,1005.8682958379807
2001-06,974.4362915622486
2001-07,958.9570033944956
2001-08,914.613830516435
2001-09,830.8377696425464
2001-10,848.3480325934798
2001-11,900.4493530163392
2001-12,908.7193050848308
2002-01,883.713139315109
2002-02,876.8586030118772
2002-03,916.1613917409807
2002-04,886.8033334555726
2002-05,887.4301957505912
2002-06,832.7515331632402
2002-07,762.8458980708442
2002-08,764.4732237582905
2002-09,680.4327481303924
2002-10,730.4287607948314
2002-11,770.1484190032843
2002-12,733.0799249061935
2003-01,711.510445642318
2003-02,698.8263165757163
2003-03,695.6240158728796
2003-04,757.1946399338585
2003-05,800.7099078919503
2003-06,815.7504569362773
2003-07,833.7019314779391
2003-08,853.040111556993
2003-09,858.1626807915926
2003-10,909.964340728718
2003-11,923.6227509792769
2003-12,981.9362181083266
2004-01,998.4389128691771
2004-02,1016.3845369903465
2004-03,1010.6600779308342
2004-04,986.8937166703203
2004-05,994.5674103473923
2004-06,1014.1281384128957
2004-07,981.650922815116
2004-08,987.5952092159301
2004-09,1007.9659919295078
2004-10,1032.710589476613
2004-11,1088.9262821683888
2004-12,1131.051658356931
2005-01,1107.0875221057295
2005-02,1145.292327779707
2005-03,1119.9296525372474
2005-04,1095.2636533175903
2005-05,1115.6835246469245
2005-06,1126.930199358816
2005-07,1168.6308662691622
2005-08,1177.343162382479
2005-09,1212.8567937587295
2005-10,1180.1683204974936
2005-11,1223.198326115559
2005-12,1253.1171030488294
2006-01,1314.906899321296
2006-02,1312.9565284018877
2006-03,1340.411750334938
2006-04,1384.9125655931973
2006-05,1330.3348666287839
2006-06,1329.8045886683235
2006-07,1338.905782587299
2006-08,1373.4465678894624
2006-09,1389.3944559201673
2006-10,1441.4839592764304
2006-11,1482.0531493858355
2006-12,1515.0093692785292
2007-01,1529.986965552573
2007-02,1521.8914479576981
2007-03,1552.248432533936
2007-04,1621.0026030753468
2007-05,1669.2501170511555
2007-06,1664.4885228196154
2007-07,1638.7409698481824
2007-08,1634.2179543811255
2007-09,1721.935893869763
2007-10,1789.099373292543
2007-11,1709.9592192835364
2007-12,1690.946163699928
2008-01,1552.6715827434048
2008-02,1556.5374162551432
2008-03,1533.3599931306658
2008-04,1619.3231985533691
2008-05,1644.3167246673768
2008-06,1509.1579295033118
2008-07,1469.9725603247816
2008-08,1438.4351557580287
2008-09,1259.1780088814542
2008-10,1009.9562680044476
2008-11,943.6157509344496
2008-12,977.8197234972653
2009-01,894.0520373307197
2009-02,806.5212729916344
2009-03,873.1752560040048
2009-04,976.0461770817337
2009-05,1073.1845072588926
2009-06,1067.1448336167978
2009-07,1161.1490063497274
2009-08,1202.484688245701
2009-09,1257.766665643628
2009-10,1238.3968540785636
2009-11,1289.3671988728424
2009-12,1316.315451218731
2010-01,1259.090602660915
2010-02,1275.2472228081124
2010-03,1357.2161937898243
2010-04,1359.2209605718108
2010-05,1230.4548451866751
2010-06,1192.3652425719636
2010-07,1289.279187156407
2010-08,1244.275209236101
2010-09,1363.1893477489723
2010-10,1412.4664988818442
2010-11,1381.2783824650685
2010-12,1482.253832083614
2011-01,1505.4899278220096
2011-02,1549.2147695588988
2011-03,1547.5130999709668
2011-04,1610.8908042712885
2011-05,1576.4504192643838
2011-06,1551.8235743366938
2011-07,1526.681392457549
2011-08,1415.5377344105914
2011-09,1281.8775762152084
2011-10,1419.383586496063
2011-11,1376.564685528853
2011-12,1373.8944156943735
2012-01,1453.8522723858323
2012-02,1526.480084596112
2012-03,1536.7434742540277
2012-04,1518.9029899763937
2012-05,1382.9106922062747
2012-06,1451.1197000673442
2012-07,1470.742460352446
2012-08,1502.6547166336916
2012-09,1550.0463615275614
2012-10,1539.7196064783684
2012-11,1559.385403884486
2012-12,1594.69359508339
2013-01,1667.6967948119552
2013-02,1667.6658827989552
2013-03,1698.5649276366569
2013-04,1747.008725826985
2013-05,1742.4982180180946
2013-06,1691.6266353659248
2013-07,1772.365735493023
2013-08,1735.240607207382
2013-09,1824.9305690874055
2013-10,1898.4555726737633
2013-11,1925.0854929474751
2013-12,1958.1472242111045
2014-01,1879.1913806869352
2014-02,1969.083877713432
2014-03,1978.109515993547
2014-04,1996.9716863107205
2014-05,2039.7732995665947
2014-06,2077.972826582931
2014-07,2052.90525540061
2014-08,2098.646950723469
2014-09,2030.2397860841832
2014-10,2044.886222730283
2014-11,2079.233516894847
2014-12,2039.5444379250675
2015-01,2007.302601967778
2015-02,2118.7430033986225
2015-03,2085.170488240575
2015-04,2145.348481300362
2015-05,2142.6334674276504
2015-06,2092.1864610667762
2015-07,2109.722589045768
2015-08,1964.8839242499423
2015-09,1893.6217425907685
2015-10,2043.1223915064256
2015-11,2025.7772119606
2015-12,1988.6372106540512
2016-01,1868.5032607401051
2016-02,1855.8500143541291
2016-03,1993.5378503606025
2016-04,2022.869973380132
2016-05,2025.227736600934
2016-06,2013.4528322544536
2016-07,2100.2191496910496
2016-08,2108.202146000952
2016-09,2121.729204507069
2016-10,2086.281864246164
2016-11,2103.077744707098
2016-12,2148.1969167642947
2017-01,2206.737883236987
2017-02,2269.0371506039933
2017-03,2296.691047588251
2017-04,2331.724318
2017-05,2382.686152
2017-06,2393.472369
2017-07,2460.123871
2017-08,2469.083877
2017-09,2517.145825
2017-10,2569.514791
2017-11,2619.817513
2017-12,2661.933087
2018-01,2812.514885
2018-02,2694.153645
2018-03,2636.415595
2018-04,2662.0655055318407
2018-05,2665.7990557806365
2018-06,2651.635426792411
2018-07,2731.216358756103
2018-08,2752.7346781085607
2018-09,2765.32068258969
2018-10,2558.419002544717
2018-11,2595.57948527636
2018-12,2412.260229
2019-01,2603.313292593182
2019-02,2672.520604141573
2019-03,2705.871631361813
2019-04,2797.785463259126
2019-05,2631.4673475603213
2019-06,2803.892952961009
2019-07,2812.5266159754615
2019-08,2745.1283816309465
2019-09,2803.3140655976686
2019-10,2879.8796426382605
